Title_A,Authors_A,ISBN13_A,Pages_A,Rating_A,Ratings_Count_A,Publisher_A,Publish_Date_A,Title_B,Authors_B,ISBN13_B,Pages_B,Rating_B,Ratings_Count_B,Publisher_B,Publish_Date_B,Gold
Die Nigger Die!: A Political Autobiography of Jamil Abdullah al-Amin,H. Rap Brown - Jamil Al-Amin,,196,4.2,181,Chicago Review Press,April 1st 2002,Die Nigger Die!: A Political Autobiography of Jamil Abdullah al-Amin,"H. Rap Brown (Jamil Abdullah Al-Amin), Jamil Al-Amin",9781556524523.0,192.0,3.3,3.0,"Chicago Review Press, Incorporated",04/28/2002,1
Remembering Your Story: Creating Your Own Spiritual Autobiography : Leader's Guide,Richard Lyon Morgan,9780835809641.0,72,4.33,3,Upper Room Books,January 1st 2002,Remembering Your Story Leader's Guide: Creating Your Own Spiritual Autobiography,"Richard Lyon Morgan, Sally Morgan",9780835809641.0,72.0,5.0,1.0,Upper Room Books,01/28/2002,1
The Best that I Can Be: An Autobiography,Rafer Johnson,9780385487610.0,304,4.33,9,WaterBrook Press,August 17th 1999,The Best That I Can Be: An Autobiography,"Rafer Johnson, Philip Goldberg",9780385487610.0,304.0,5.0,2.0,The Crown Publishing Group,08/28/1998,1
True to Type: An Autobiography of Ruari McLean,Ruari McLean,9781884718960.0,216,3.0,1,Oak Knoll Press,October 28th 2001,True to Type: An Autobiography of Ruari McLean,Ruari McLean,9781884718960.0,216.0,,,Oak Knoll Press DE,10/28/2000,1
The Autobiography of Satan,John Relly Beard,9781445551159.0,428,0.0,0,Reitell Press,March 30th 2010,The Autobiography of Satan,John Relly Beard,9781445551159.0,428.0,,,Read Books Design,03/28/2010,1
The Autobiography Box: A Step-by-Step Kit for Examining the Life Worth Living,Brian Bouldrey,9780811826730.0,160,3.5,12,Chronicle Books,July 1st 2000,The Autobiography Box: A Step-,-Step Kit for Examining the Life Worth Living,9780811826730.0,160.0,,,Chronicle Books LLC,07/01/2000,1
Lydia Mendoza: A Family Autobiography,Lydia Mendoza,9781558850651.0,400,4.33,3,Arte Publico Press,January 1st 1993,Lydia Mendoza: A Family Autobiography,"Lydia Mendoza, Chris Strachwitz, James Nicolopulos",9781558850651.0,400.0,,,Arte Publico Press,09/28/1993,1
Garry Sobers: My Autobiography,Garry Sobers,9780755310074.0,480,3.64,14,Headline Book Publishing,April 7th 2003,Garry Sobers: My Autobiography,"Garry Sobers, Bob Harris",9780755310074.0,480.0,,,"Headline Book Publishing, Limited",04/07/2003,1
Far Away and Long Ago - Autobiography of His Youth,William Henry Hudson,9781443733847.0,314,3.88,112,Pomona Press,November 4th 2008,Far Away And Long Ago - Autobiography Of His Youth,William Henry Hudson,9781443733847.0,314.0,,,Pomona Press,11/04/2008,1
The Autobiography of Jamgon Kongtrul: A Gem of Many Colors,"Jamgon Kongtrul Lodro Taye, Richard Barron",9781559391849.0,549,4.56,9,Snow Lion Publications,February 10th 2003,Autobiography of Jamgon Kongtrul: A Gem of Many Colors,"Richard Barron, Kon-Sprul",9781559391849.0,544.0,,,"Shambhala Publications, Inc.",02/15/2003,1
He Touched Me: An Autobiography,Benny Hinn,9780785266006.0,232,4.38,155,Thomas Nelson,April 10th 2001,He Touched Me: An Autobiography,Benny Hinn,9780785266006.0,224.0,4.6,3.0,"Nelson, Thomas, Inc.",04/10/2001,1
FROM A TO BIBA: The Autobiography of Barbara Hulanicki,Barbara Hulanicki,,190,4.0,2,V&A Publishing,June 4th 2007,FROM A TO BIBA: The Autobiography of Barbara Hulanicki,Barbara Hulanicki,9781851776696.0,182.0,,,V&amp;A Publishing,06/04/2007,1
Not For Your Hands: An Autobiography,David  Rees,9781870188197.0,257,4.5,2,Third House,December 31st 1992,Not for Your Hands; An Autobiography,David Rees,9781870188197.0,257.0,,,Lpc Inbook,01/01/1992,1
Telling the Stories of Life through Guided Autobiography Groups,James E. Birren,9780801866340.0,208,4.14,7,Johns Hopkins University Press,June 7th 2001,Telling the Stories of Life through Guided Autobiography Groups / Edition 1,"James E. Birren, Kathryn N. Cochran",9780801866340.0,208.0,,,Johns Hopkins University Press,06/07/2001,1
King of Fashion: The Autobiography of Paul Poiret,"Paul Poiret, Stephen Haden Guest",9781851775644.0,216,3.64,11,Victoria & Albert Museum,May 1st 2009,King of Fashion: The Autobiography of Paul Poiret,Paul Poiret,9781851775644.0,216.0,,,V &amp; A Publications,05/28/2009,1
Daughter of the River: An Autobiography,"Hong Ying, Howard Goldblatt",9780802136602.0,288,3.71,294,Grove Press,December 6th 1999,Daughter of the River: An Autobiography,Hong Ying,9780802136602.0,278.0,5.0,1.0,"Grove/Atlantic, Inc.",12/28/1999,1
Assisted: An Autobiography,"John Stockton, Kerry L Pickett",,400,3.97,374,Shadow Mountian,October 15th 2013,Assisted: An Autobiography,"John Stockton, Kerry L Pickett",9781629730141.0,,5.0,4.0,Deseret Book Company,10/15/2013,1
Alibi: an unauthorized autobiography,Dale Barnes,9781609840235.0,0,0.0,0,Lion Around Productions,December 10th 2007,Alibi: an unauthorized autobiography,Dale Barnes,9781609840235.0,,2.0,11.0,Dale Barnes,12/10/2007,1
"A land of our own: An oral autobiography,",Golda Meir,9780399110696.0,251,3.86,7,Putnam,January 1st 1973,A Land of Our Own: An Oral Autobiography,"Golda Meir, Marie Syrkin",9780399110696.0,251.0,,,Penguin Group (USA) Incorporated,01/01/1973,1
The Blue Hen's Chick: An Autobiography,"A.B. Guthrie Jr., David L. Petersen",9780803270381.0,279,3.67,6,University of Nebraska Press,March 1st 1993,The Blue Hen's Chick: An Autobiography,A. B. Guthrie Jr.,9780803270381.0,279.0,,,University of Nebraska Press,01/01/1993,1
Margaret Thatcher: The Autobiography,Margaret Thatcher,,700,3.99,120,HarperPress,April 9th 2013,Margaret Thatcher: The Autobiography,Margaret Thatcher,9780062049452.0,832.0,5.0,1.0,HarperCollins Publishers,04/16/2013,1
My Bloody Roots: From Sepultura to Soulfly and beyond - The Autobiography,"Max Cavalera, Joel McIver",9781908279637.0,256,3.9,117,Jawbone Press,May 1st 2014,My Bloody Roots: From Sepultura to Soulfly and beyond - The Autobiography,Max Cavalera,9781908279637.0,256.0,,,"Outline Press, Limited",07/20/2014,1
Invented Symbols: An Art Autobiography,"Vincent Katz, Alex Katz",9788881588404.0,173,5.0,1,Charta,September 30th 2012,Invented Symbols: An Art Autobiography,Alex Katz,9788881588404.0,173.0,,,Charta,09/30/2012,1
Hollywood Red: The Autobiography of Lester Cole,Lester Cole,9780878670857.0,448,5.0,2,Ramparts Press,June 1st 1981,Hollywood Red: The Autobiography of Lester Cole,Lester Cole,9780878670857.0,450.0,5.0,1.0,Ramparts Press,10/01/1981,1
Theodore Roosevelt: The Rough Riders and an Autobiography,"Theodore Roosevelt, Louis Auchincloss",9781931082655.0,864,3.68,1406,Library of America,October 7th 2004,The Rough Riders and An Autobiography,Theodore Roosevelt,9781931082655.0,864.0,5.0,1.0,Library of America,10/28/2004,1
Jackie Cochran: An Autobiography,Jacqueline Cochran,9780553052114.0,351,3.72,32,Bantam,July 1st 1987,Jackie Cochran: An Autobiography,"Jacqueline Cochran, Maryann B. Brinley",9780553052114.0,24.0,,,Random House Publishing Group,08/01/1987,1
Bog-Trotter: An Autobiography with Lyrics,Dory Previn,9780385147088.0,383,4.0,6,Doubleday Books,January 1st 1980,Bog-Trotter: An Autobiography with Lyrics,Dory Previn,9780385147088.0,383.0,,,Knopf Doubleday Publishing Group,01/01/1980,1
My Side of Life: The Autobiography,Shane Filan,,336,4.55,77,Virgin Digital,October 9th 2014,My Side of Life: The Autobiography,Shane Filan,9780753556047.0,336.0,,,Virgin Books,05/01/2015,1
Once a Blue Always a Blue: The Autobiography of Richard Edghill,"Richard Edghill, Dante Friend",,0,3.67,3,Pitch Publishing,July 30th 2014,Once a Blue Always a Blue: The Autobiography of Richard Edghill,"Richard Edghill, Dante Friend",9781909626881.0,,,,Pitch Publishing,08/01/2014,1
Billie Whitelaw: Who He?: An Autobiography,Billie Whitelaw,9780312139292.0,272,4.33,3,"St. Martin's Press          ""]",April 1st 1996,Billie Whitelaw...Who He?: An Autobiography,Billie Whitelaw,9780312139292.0,288.0,,,St. Martin's Press,03/04/1996,1
Play of Consciousness: A Spiritual Autobiography,"Swami Muktananda, Swami Chidvilasananda, Paul Muller-Ortega",9780911307818.0,368,4.25,298,Siddha Yoga Publications,January 1st 2000,Play of Consciousness: A Spiritual Autobiography,Gurumayi Chidvilasananda,9780911307818.0,368.0,,,S Y D A Foundation,01/28/2000,1
They Shall Not Pass: The Autobiography of La Pasionaria,Dolores Ibárruri,9780717804689.0,360,4.11,9,International Publishers,June 1st 1976,They Shall Not Pass: The Autobiography of La Pasionaria,Dolores Ibarruri,9780717804689.0,360.0,,,"International Publishers Company, Incorporated",06/01/1976,1
P.S.: The Autobiography of Paul Simon,Paul  Simon,9781566251129.0,416,3.6,5,Bonus Books,October 31st 1994,P.S.: The Autobiography of Paul Simon,Paul Simon,9781566251129.0,416.0,,,Taylor Trade Publishing,10/28/1994,1
The Test: My Autobiography,Brian O'Driscoll,,408,3.36,119,Penguin Ireland,October 23rd 2014,The Test: My Autobiography,Brian O'Driscoll,9780241962695.0,,5.0,1.0,Penguin UK,10/23/2014,1
Come What May: The Autobiography,Dónal Óg Cusack,,304,3.0,3,,,Come What May: The Autobiography,Dónal Óg Cusack,9780141959788.0,,,,Penguin UK,10/21/2009,1
D-Day Survivor: An Autobiography,Harold Baumgarten,,256,4.5,2,Pelican Publishing,October 1st 2006,D-Day Survivor: An Autobiography,Harold Baumgarten,9781589804210.0,256.0,,,"Pelican Publishing Company, Incorporated",10/28/2006,1
Barefoot in the sky;: An autobiography,Sheila Scott,9780026086608.0,256,2.0,1,Macmillan,January 28th 1974,Barefoot in the Sky: An Autobiography,Sheila Scott,9780026086608.0,256.0,,,Macmillan/McGraw-Hill School Division,01/01/1974,1
One Direction: Who We Are: Our Official Autobiography,One Direction,9780007577316.0,352,4.53,1051,HarperCollins,September 25th 2014,One Direction: Who We Are: Our Official Autobiography,One Direction,9780007577316.0,352.0,4.6,131.0,HarperCollins UK,09/25/2014,1
"Remembering Your Story, Revised Edition: Creating Your Own Spiritual Autobiography",Richard Lyon Morgan,9780835809634.0,176,3.36,14,Upper Room,February 1st 2002,Remembering Your Story: Creating Your Own Spiritual Autobiography,Richard Lyon Morgan,9780835809634.0,176.0,,,Upper Room Books,04/28/2002,1
Autobiography of an African,Donald Fraser,9780837156538.0,209,0.0,0,Greenwood Pub Group,June 1st 1980,Autobiography of an African,Donald Fraser,9780837156538.0,,,,"Greenwood Publishing Group, Incorporated",12/01/1970,1
As I See It: The Autobiography of J. Paul Getty,J. Paul Getty,9780892367009.0,400,3.72,108,J. Paul Getty Museum,June 26th 2003,As I See It: The Autobiography of J. Paul Getty,J. Getty,9780892367009.0,400.0,,,Getty Publications,05/10/2003,1
Moving Pictures: An Autobiography,Ali MacGraw,,0,3.36,33,Renaissance Literary & Talent in collaboration with the Proprietor,March 14th 2015,Moving Pictures: An Autobiography,Ali MacGraw,2940151374255.0,,,,Renaissance Literary &amp; Talent,03/15/2015,1
My Way: An Autobiography,"Paul Anka, David Dalton",,385,2.91,180,St. Martin's Press,April 9th 2013,My Way: An Autobiography,"Paul Anka, David Dalton",9781250035202.0,384.0,2.4,16.0,St. Martin's Press,04/09/2013,1
Otto: the Autobiography of a Teddy Bear,Tomi Ungerer,9780714857664.0,36,4.05,212,Phaidon Press,October 20th 2010,Otto: The Autobiography of a Teddy Bear,Tomi Ungerer,9780714857664.0,36.0,,,Phaidon Press,10/20/2010,1
A Matter of Black and White: The Autobiography of Ada Lois Sipuel Fisher,"Ada Lois Sipuel Fisher, Danney Goble",9780806128191.0,224,3.8,5,University of Oklahoma Press,January 15th 1996,A Matter of Black and White: The Autobiography of Ada Lois Sipuel Fisher,Ada Lois Sipuel Fisher,9780806128191.0,224.0,,,University of Oklahoma Press,01/28/1996,1
Ezio Pinza: An Autobiography,"Ezio Pinza, Robert Magidoff",,307,0.0,0,Rinehart & Co.,1958,Ezio Pinza: An Autobiography,"Ezio Pinza, Robert Magidoff",9780405097027.0,307.0,,,"Ayer Company Publishers, Incorporated",06/01/1977,1
Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,9780316323543.0,656,4.29,40653,Back Bay Books,October 8th 2013,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,9780316323543.0,656.0,4.6,121.0,"Little, Brown and Company",10/08/2013,1
D-Day Survivor: An Autobiography,Harold Baumgarten,,256,4.5,2,Pelican Publishing,October 1st 2006,D-Day Survivor: An Autobiography,Harold Baumgarten,9781589804210.0,256.0,,,"Pelican Publishing Company, Incorporated",10/28/2006,1
Baby Doll: An Autobiography,Carroll Baker,9780877955580.0,305,3.26,23,Arbor House Pub Co,October 1st 1983,Ba,Doll: An Autobiography,9780877955580.0,305.0,,,HarperCollins Publishers,10/01/1983,1
Barbara Hepworth Pictorial Autobiography,Barbara Hepworth,9780946590339.0,134,4.86,7,Tate Publishing(UK),September 1st 1986,Barbara Hepworth: A Pictorial Autobiography,Barbara Hepworth,9780946590339.0,136.0,,,Salem House Publishers,09/28/1986,1
The Autobiography of Alexander Luria: A Dialogue with the Making of Mind,"Michael Cole, Karl Levitin, Alexander R. Luria",9780805854992.0,276,4.0,2,Lawrence Erlbaum Associates,October 1st 2005,The Autobiography of Alexander Luria A Dialogue With the Making of Mind,"Michael Cole, Alexander R. Luria, Karl Levitin",9780805854992.0,296.0,,,Taylor &amp; Francis,09/19/2005,1
Dalglish: My Autobiography,"Kenny Dalglish, Henry Winter",9780340660119.0,276,3.64,106,Hodder & Stoughton,December 31st 1996,Dalglish: My Autobiography,"Kenny Dalglish, Henry Winter",9780340660119.0,289.0,,,Hodder General Publishing Division,10/28/1996,1
Woman of No Character: An Autobiography of Mrs. Manley,Fidelis Morgan,9780571146659.0,176,4.0,3,Faber & Faber,August 1st 1987,A Woman of No Character: An Autobiography of Mrs. Manley,Fidelis Morgan,9780571146659.0,176.0,,,Faber and Faber,08/01/1987,1
Mark Twain's Burlesque Autobiography,Mark Twain,,24,3.49,39,,,Mark Twain's Burlesque Autobiography,Mark Twain,9781607788249.0,,,,MobileReference,01/01/2010,1
The Autobiography of Benjamin Franklin,"Amy Gutmann, Benjamin Franklin, Peter Conn",,192,0.0,0,University of Pennsylvania Press,January 1st 2011,The Autobiography of Benjamin Franklin,Franklin Benjamin 1706-1790,9781313898133.0,270.0,,,HardPress Publishing,01/28/2013,1
50 Classic Autobiographies,"Golgotha Press, Theodore Roosevelt, Henry David Thoreau",,0,5.0,1,Golgotha Press,February 3rd 2011,50 Classic Autobiographies,"Booker T. Washington, Henry David Thoreau, John Muir",2940012105042.0,,3.2,21.0,Golgotha Press,02/03/2011,1
Journey to Mindfulness: The Autobiography of Bhante G.,"Henepola Gunaratana, Jeanne Malmgren",9780861713479.0,272,3.98,46,Wisdom Publications,October 1st 1998,Journey to Mindfulness: The Autobiography of Bhante G.,"Henepola Gunaratana, Jeanne Malmgren",9780861713479.0,272.0,5.0,1.0,Wisdom Publications MA,07/10/2005,1
The Green Snake: An Autobiography,"Margarita Woloschin, Peter Stebbing",9780863157615.0,431,5.0,1,Floris Books,September 1st 2010,The Green Snake: An Autobiography,Margarita Woloschin,9780863157615.0,431.0,,,Floris Books,09/28/2010,1
Out of My Life and Thought: An Autobiography,Albert Schweitzer,,296,4.5,6,Henry Holt and Co.,October 7th 2014,Out of My Life and Thought: An Autobiography,Albert Schweitzer,9781466882942.0,272.0,3.7,4.0,"Holt, Henry &amp; Company, Inc.",10/07/2014,1
Autobiography and Selected Essays,Thomas Henry Huxley,,138,4.0,5,Houghton Mifflin,1909,Autobiography and Selected Essays,Percy Bysshe Thomas Henry Huxley,9781438534916.0,122.0,,,"Standard Publications, Incorporated",03/09/2010,1
Kaffe Fassett: Dreaming in Color: An Autobiography,Kaffe Fassett,,224,4.0,3,STC Craft/A Melanie Falick Book,December 15th 2014,Kaffe Fassett: Dreaming in Color: An Autobiography,Kaffe Fassett,9781584799962.0,224.0,5.0,1.0,STC Craft/A Melanie Falick Book,09/15/2012,1
Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,,329,3.6,10,,,Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,9783655257951.0,,,,MVB E-Books,01/01/2010,1
The Value of Solitude: The Ethics and Spirituality of Aloneness in Autobiography,John D. Barbour,9780813922898.0,240,3.0,3,University of Virginia Press,October 29th 2004,Value of Solitude: The Ethics and Spirituality of Aloneness in Autobiography / Edition 1,John D. Barbour,9780813922898.0,240.0,,,Univ of Virginia Pr,10/28/2004,1
A Way of Hope: An Autobiography,Lech Wałęsa,9780805006681.0,325,3.61,18,Henry Holt and Company,November 1987,A Way of Hope: An Autobiography,Lech Walesa,9780805006681.0,325.0,,,"Holt, Henry &amp; Company, Inc.",10/20/1987,1
"Autobiography and Selected Letters, Volume I: Autobiography. Letters 1-50 (Loeb Classical Library No. 478)","Libanius, A.E. Norman",9780674995277.0,2,3.0,3,Harvard University Press,January 1st 1992,"Autobiography and Selected Letters, Volume I: Autobiography. Letters 1-50 (Loeb Classical Library)",Libanius,9780674995277.0,544.0,3.0,3.0,Harvard University Press,01/28/1992,1
Rudolf Steiner Autobiography,Rudolf Steiner,9780833435019.0,539,4.38,61,Rudolph Steiner Pr,June 1st 1977,Rudolf Steiner: An Autobiography,Rudolf Steiner,9780833435019.0,541.0,,,"SteinerBooks, Incorporated",01/28/1977,1
A Bazaar Life: The Autobiography of David Alliance,"David Alliance, Ivan Fallon, Peter Mandelson",,448,4.0,2,Robson Pres,February 5th 2015,A Bazaar Life: The Autobiography of David Alliance,David Alliance,9781849541923.0,448.0,,,"Biteback Publishing, Ltd.",06/02/2015,1
Deep Probings: The Autobiography of a Genius,Ian MacPherson,9781902831091.0,192,4.14,7,Argyll Publishing,August 26th 1999,Deep Probings: The Autobiography of a Genius,Ian Macpherson,9781902831091.0,183.0,,,Argyll Publishing,09/29/1999,1
D-Day Survivor: An Autobiography,Harold Baumgarten,9781589804210.0,256,4.18,11,Pelican Publishing Company,October 31st 2006,D-Day Survivor: An Autobiography,Harold Baumgarten,9781589804210.0,256.0,,,"Pelican Publishing Company, Incorporated",10/28/2006,1
Darren Lockyer - Autobiography,"Darren Lockyer, Dan Koch, Wayne Bennett",9781864712735.0,400,3.94,53,Random House Australia,December 1st 2011,Darren Lockyer - An Autobiography,Darren Lockyer,9781864712735.0,400.0,,,Random House Australia,12/01/2011,1
Fragment of a Great Confession - A Psychoanalytic Autobiography,Theodor Reik,9781446528532.0,508,5.0,1,Grierson Press,January 10th 2011,Fragment Of A Great Confession - A Psychoanalytic Autobiography,Theodor Reik,9781446528532.0,508.0,,,Read Books Design,01/10/2011,1
