ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
1365,Ralph Rucci: Autobiography of a Fashion Designer,Chado Ralph Rucci,9780983863298,256,4.4,5,Bauer and Dean Publishers,August 16th 2013
1366,Toyota: Fifty Years in Motion: An Autobiography,Eiji Toyoda,9780870118234,170,2.8,5,Kodansha,October 1st 1987
1367,The Autobiography of Ashley Bowen (1728-1813),Ashley Bowen,9781551117812,140,2.6,5,Broadview Press,August 8th 2006
1368,Moll: The Making Of Molly Parkin: An Autobiography,Molly Parkin,9780575053892,0,3.6,5,Gollancz,July 1st 1993
1369,Ossie: Leon Osman My Autobiography,Leon Osman,,320,4.0,6,Trinity Mirror Sport Media,October 29th 2014
1370,A Long Journey: The Autobiography of Pitirim A. Sorokin,Pitirim A. Sorokin,9780808402039,0,5.0,1,Rowman & Littlefield Publishers,June 1st 1963
1371,Simp-Lee the Best: My Autobiography,Lee McCulloch,9781845026073,310,3.57,7,Not Avail,May 27th 2014
1372,Blood and Fire: The Autobiography of the UB40 Brothers,Ali Campbell,9780099476542,320,4.29,7,Arrow,July 25th 2006
1373,Where White Men Fear to Tread: The Autobiography of Russell Means,"Russell Means, Marvin J. Wolf",9780312147617,624,4.06,760,St. Martin's Griffin,November 15th 1996
1374,Jimmy: The Autobiography of Jimmy Floyd Hasselbaink,Jimmy Floyd Hasselbaink,9780007213870,284,3.17,6,HarperCollins UK,August 1st 2006
1375,Bully! Three Autobiographies by Theodore Roosevelt,Theodore Roosevelt,9781604596199,696,0.0,0,Wilder Publications,January 4th 2009
1376,Once a Hobo...: The Autobiography of Monte Holm,Monte Holm,9781882792764,310,4.0,5,First Page Publications,September 18th 1999
1377,The Autobiography and Maxims of Master Han Shan,"Han Shan, Richard Cheung, Chuan Yuan Shakya",,0,4.33,3,H.K. Buddhist Book Distributor,
1378,The Autobiography of Jesus of Nazareth and the Missing Years,Richard G. Patton,9780968243701,250,3.0,3,Amron Press,November 1st 1997
1379,The Rise and Fall of a Proper Negro: An Autobiography,Leslie Alexander Lacy,9780025672000,0,2.0,1,The MacMillan Company,May 1st 1970
1380,Initiation: Autobiography of a Shaman-Buddhist Apprentice,Sharon Shier,9780932927200,450,3.8,5,Higher Consciousness Books,October 28th 2004
1381,But for the Grace of God: An Autobiography of an Aviator and Astronaut,William R. Pogue,9780981475653,358,4.0,3,Soar with Eagles,March 21st 2011
1382,Naked Through the Gate: A Spiritual Autobiography,Joel Morwood,9780962038709,262,4.25,4,Center for Sacred Sciences,May 1st 1988
1383,Becton: Autobiography of a Soldier and Public Servant,Julius W. Becton Jr.,9781591140214,318,3.5,4,US Naval Institute Press,March 1st 2008
1384,The Autobiography of Andrew Carnegie and the Gospel of Wealth,"Andrew Carnegie, Gordon Hutner",9780451530387,336,3.81,187,Signet,November 7th 2006
1385,Once upon a time I was...: The Autobiography of:,Lavinia Bakker,9789063693466,144,4.0,1,BIS Publishers,September 2nd 2014
1386,The Pleasures of Statistics: The Autobiography of Frederick Mosteller,"Frederick Mosteller, Stephen E. Fienberg, David C. Hoaglin",9780387779553,344,4.0,1,Springer,December 1st 2009
1387,"Autobiography of George Dewey, Admiral of the Navy",George Dewey,9780870210280,297,4.4,5,US Naval Institute Press,April 1st 1987
1388,Beggars of Life: A Hobo Autobiography,Jim Tully,,336,3.94,149,Albert & Charles Boni,1924
1389,Times To Remember: An Autobiography,Rose Fitzgerald Kennedy,9780330242967,566,3.8,211,Pan Books,January 1st 1975
1390,My Life in Art (Biography and Autobiography),Konstantin Stanislavski,,592,4.16,262,Methuen Drama,January 10th 1980
1391,Out of the Depths: The Autobiography of John Newton,"John Newton, Herbert Lockyer, Ron McCarty",9780825453151,145,3.95,132,Kregel Publications,March 1st 1999
1392,Jungle Man: An Autobiography of Major P.J. Pretorius (Resnick's Library of African Adventure),P.J. Pretorius,9781570900549,228,4.5,16,Alexander Books,January 1st 2001
1393,"To Tell a Free Story: The First Century of Afro-American Autobiography, 1760-1865",William L. Andrews,9780252060335,368,3.8,15,University of Illinois Press,May 1st 1988
1394,"Delfina Cuero: Her Autobiography, an Account of Her Last Years, and Her Ethnobotanic Contributions",Delfina Cuero,9780879191221,0,3.88,41,Ballena Press,January 1st 1991
1395,Before Memory Fades: An Autobiography,Fali S. Nariman,9788189988227,372,3.93,201,Hay House,June 15th 2010
1396,The Story of a Soul: The Autobiography of St. Therese of Lisieux (annotated),"St. Therese of Lisieux, Catholic Book Club",,184,3.5,2,CreateSpace Independent Publishing Platform,March 21st 2014
1397,10 G's A Week The Autobiography of E. Williams,E. Williams,,457,5.0,2,Payroll Publishing,December 31st 2012
1398,Stupid Boy: The Autobiography of the Creator of Dad's Army,Jimmy Perry,9780712623384,272,3.88,8,Century,November 5th 2002
1399,"Bradford Washburn: An Extraordinary Life: Autobiography, a Mountaineering Icon","Lew Freedman, Lew Freedman",9781558689060,320,4.62,8,Westwinds Press,March 1st 2005
1400,I Could Never Be So Lucky Again: An Autobiography,"James Doolittle, Carroll V. Glines",9781299020559,352,4.29,7,Bantam,May 10th 2014
1401,Fighting Liberal: The Autobiography of George W. Norris,"George W. Norris, Arthur M. Schlesinger Jr.",9780803283657,419,4.2,5,Bison Books,February 1st 1992
1402,Refugees from Slavery: Autobiographies of Fugitive Slaves in Canada,Benjamin Drew,9780486434483,304,4.0,3,Dover Publications,May 20th 2004
1403,"It's Me, O Lord: The Autobiography of Rockwell Kent",Rockwell Kent,9780306774126,617,4.17,6,Da Capo Press,December 12th 1977
1404,The Autobiography of an Extraterrestrial Saga: I Am Thyron,Craig Campobasso,9781467044776,300,4.83,6,Authorhouse,November 3rd 2011
1405,Escape through the Balkans: The Autobiography of Irene Grünbaum,"Irene Grunbaum, Katherine Morris",9780803270824,192,3.2,5,University of Nebraska Press,April 1st 1999
1406,Against the Odds: An Autobiography,James Dyson,9781587990144,0,4.25,109,Texere Publishing,December 7th 2000
1407,Zig: The Autobiography of Zig Ziglar,Zig Ziglar,9780385502979,272,4.01,117,WaterBrook Press,February 17th 2004
1408,"I Say Me For A Parable: The Oral Autobiography Of Mance Lipscomb, Texas Bluesman",Mance Lipscomb,9780306806100,508,4.35,17,Da Capo Press,April 1st 1995
1409,Talking Animals and Other People/the Autobiography of One of Animation's Legendary Figures,Shamus Culhane,9780312784737,463,4.27,15,St Martins Pr,March 1st 1986
1410,The German Worker: Working-Class Autobiographies from the Age of Industrialization,Alfred H. Kelly,9780520061248,350,3.47,17,University of California Press,November 20th 1987
1411,Murray Walker - My Autobiography,Murray Walker,9780007326488,434,3.79,202,Not Avail,January 1st 2002
1412,David Jason: The Autobiography,David Jason,,336,4.23,237,Century,November 26th 2013
1413,The Red Fighter Pilot: The Autobiography of the Red Baron,"Manfred von Richthofen, J. Ellis Barker",9780979181337,160,3.91,330,Red and Black Publishers,February 1st 2007
1414,"Good, Better, Best - An Autobiography: An Autobiography",Michael A. Straight,9781469156125,150,0.0,0,Xlibris Corporation,March 16th 2012
1415,An Autobiography Of A Person In Spirit,Witness Lee,9780870832611,88,5.0,2,Living Stream Ministry,February 1st 1994
1416,There's No Answer To That! An Autobiography,Eric Morecambe,9780213168032,132,4.0,2,Arthur Barker,September 3rd 1981
1417,Chronicles of Wasted Time: An Autobiography,"Malcolm Muggeridge, Ian Hunter",9781573833769,568,4.25,77,Regent College Publishing,September 1st 2006
1418,Reaching for the Beaufort Sea: An Autobiography,Al Purdy,9781550170887,296,4.0,3,Harbour Publishing,January 1st 1993
1419,John McGovern: My Autobiography,John McGovern,9781907637193,288,3.0,1,Vision Sports Publishing,February 15th 2013
1420,DRIVEN TO WIN: AN AUTOBIOGRAPHY,"Nigel Mansell, Derick Allsop",9780099634409,192,4.0,2,ARROW,February 27th 1994
1421,Young in the Twenties: A Chapter of Autobiography,Ethel Mannin,9780091071004,192,3.0,1,Hutchinson Radius,1971
1422,"Women's Autobiographies, Culture, Feminism",Kristi Siegel,9780820436784,195,3.5,2,Peter Lang Publishing,October 19th 1999
1423,The Autobiography Of Robert A. Millikan,"Robert Andrews Millikan, I. Bernard Cohen",9780405125584,311,3.0,1,Arno Press,
1424,Rockers and Rollers: An Automotive Autobiography,Brian  Johnson,,256,4.33,3,Penguin,October 7th 2009
1425,An Autobiography of General Custer,Stephen  Brennan,9781620870754,256,2.67,3,Skyhorse Publishing,October 1st 2012
1426,Dennis Wise Autobiography,Dennis Wise,9780752217222,256,2.33,3,Boxtree Ltd,October 8th 1999
1427,The Machine: The Autobiography of Ian Freeman,"Ian Freeman, Stuart Wheatman",9781902578187,262,3.0,3,Mirage Publishing,June 8th 2001
1428,A Man of Honor: The Autobiography of Joseph Bonanno,Joseph Bonanno,9780312979232,416,3.77,247,St. Martin's Paperbacks,January 20th 2003
1429,Grace Coolidge: An Autobiography,"Lawrence E. Wikander, Robert H. Ferrell",9781881019015,120,3.0,3,High Plains Publishing Company,August 1st 1993
1430,An Autobiography of General Custer,Stephen  Brennan,9781620870754,256,2.67,3,Skyhorse Publishing,October 1st 2012
1431,Dennis Wise Autobiography,Dennis Wise,9780752217222,256,2.33,3,Boxtree Ltd,October 8th 1999
1432,The Machine: The Autobiography of Ian Freeman,"Ian Freeman, Stuart Wheatman",9781902578187,262,3.0,3,Mirage Publishing,June 8th 2001
1433,Grace Coolidge: An Autobiography,"Lawrence E. Wikander, Robert H. Ferrell",9781881019015,120,3.0,3,High Plains Publishing Company,August 1st 1993
1434,Bitch! The Autobiography of Lady Lawford,"Lady May Lawford, Adolph Caso, Buddy Gallon",,176,2.25,4,,
1435,Golden Girl: An Autobiography,Betty Cuthbert,9781876825256,173,3.0,1,Strand Pub.,2000
1436,50 Classic Autobiographies,"Golgotha Press, Theodore Roosevelt, Henry David Thoreau",,0,5.0,1,Golgotha Press,February 3rd 2011
1437,Women's Autobiography: Essays in Criticism,Estelle C. Jelinek,9780253191939,274,2.0,1,Indiana University Press,September 1st 1980
1438,The Anatomist: The Autobiography of Anthony Sampson,Anthony Sampson,9781842752296,283,4.0,1,"Politico's Publishing          ""]",January 1st 2009
1439,Autobiography of an Extraterrestrial,Henry Lindell,9780990542988,232,5.0,4,Lindell MCG Publishing,June 22nd 2014
1440,The Autobiography of Benjamin Franklin,"Amy Gutmann, Benjamin Franklin, Peter Conn",,192,0.0,0,University of Pennsylvania Press,January 1st 2011
1441,Autobiographies of Mormon Pioneer Women,Pioneer Press,,0,5.0,1,,
1442,An Autobiography of Black Politics,Dempsey J. Travis,9780941484053,704,5.0,1,Urban Research Press,January 1st 1987
1443,Rosey: An Autobiography : The Gentle Giant,Roosevelt Grier,9781562924065,0,3.0,4,Honor Books,July 1st 1986
1444,Darren Lockyer Autobiography,Darren Lockyer,,400,3.5,4,Random House Australia,September 1st 2011
1445,Amazing Grace: Autobiography of a Survivor,Grace Halloran,9781880823057,292,0.0,0,North Star Publications (MA),October 1st 1993
1446,There is a Fountain: The Autobiography of Conrad Lynn,Conrad J. Lynn,9781556521652,268,4.5,2,Lawrence Hill Books,April 1st 1993
1447,Autobiography of Saint Therese,John Beevers,9781299111851,0,5.0,2,Image,January 1st 2011
1448,"Experiment in Autobiography, Vol 1",H.G. Wells,,414,5.0,1,Victor Gollancz,1934
1449,Castles and Dragons: An Autobiography,Adele Kenny,9780918453105,0,5.0,3,Muse-Pie Press,1990
1450,Cloris: My Autobiography,"Cloris Leachman, George Englund",9780758229632,281,3.28,241,Kensington,April 1st 2009
1451,Deane C. Davis--An Autobiography,"Deane C. Davis, Nancy Price Graff",9780933050914,352,3.5,4,New England Press,October 1st 1991
1452,Confessions of a Maverick: An Autobiography,Farrington R. Carpenter,9780942576276,222,4.0,1,Colorado History Society,June 1st 1984
1453,Pathfinder: A War Autobiography,Donald Clifford Tyndall Bennett,9780722115916,8,3.5,4,Not Avail,
1454,No Laughing Matter: The Autobiography of a Wasp,Margaret Halsey,9780397012404,250,4.25,4,Lippincott Williams & Wilkins,September 1st 1977
1455,The Last Maharani of Gwalior: An Autobiography,Vijayaraje Scindia,9780585066790,289,0.0,0,State University of New York Press,May 14th 2014
1456,The Way The Wind Blows: An Autobiography,Alec Douglas-Home Home of the Hirsel,9780002119979,320,3.0,3,Not Avail,
1457,Awakenings: A Translation of Marcel's Autobiography,Gabriel Marcel,9780874626537,0,5.0,1,Marquette University Press,
1458,The Autobiography of our Beloved,Jamie Walker,,0,4.5,2,Smashword,November 7th 2009
1459,Autobiography of Michel De Montaigne,"Marvin Lowenthal, Michel de Montaigne",9780897605168,348,3.33,3,Telegraph Books,July 28th 1982
1460,The Story of the Winged-S: An Autobiography,Igor I. Sikorsky,9781258057800,342,4.5,2,Literary Licensin,July 1st 2011
1461,The Curious Autobiography of Elaine Jakes,H.R. Jakes,,268,5.0,2,Archway Publishing,March 11th 2015
1462,Achieving The Goal: An Autobiography,David  Platt,9781860660177,244,4.0,2,Richard Cohen Books Ltd,October 31st 1995
1463,A Game Of Two Halves: The Autobiography,Archie Macpherson,9781845022792,308,3.75,4,Black & White Publishing,December 1st 2009
1464,Super Mex An Autobiography,Lee Trevino,9780091513504,0,3.4,5,,
1465,A British Picture: An Autobiography,Ken Russell,9780434658930,256,3.0,3,William Heinemann Ltd,October 1st 1989
1466,"""Blackcat"" The Autobiography of a Feral Cat",Diana Maloney,,42,4.0,3,CreateSpace Independent Publishing Platform,July 20th 2013
1467,My Diabetic Soul - An Autobiography,A.K. Buckroth,9780982203095,304,4.75,4,Prismatic Publishing,March 27th 2012
1468,The Autobiography of Munshi Abdullah,Abdullah Munshi,9781171924036,154,4.0,1,Nabu Press,September 30th 2010
1469,MCC The Autobiography of a Cricketer,Colin Cowdrey,,253,3.33,3,Coronet Books/Hodder and Stoughton,1977
1470,A Ranchman's Recollections: An Autobiography,Frank S. Hastings,9781163570203,276,3.5,2,Kessinger Publishing,September 10th 2010
1471,Life and Other Times: The Autobiography,Leslie Grantham,9781857252163,308,3.67,3,Timewell Press,October 25th 2006
1472,An Autobiography,Richard Avedon,9780679409212,250,4.62,45,Random House,September 13th 1993
1473,Bill Beaumont: The Autobiography,"Bill Beaumont, Geoff Green",9780007156696,384,4.0,2,McGraw-Hill/Osborne Media,January 10th 2003
1474,Pathfinder: A War Autobiography,Donald Clifford Tyndall Bennett,9780722115916,8,3.5,4,Not Avail,
1475,No Laughing Matter: The Autobiography of a Wasp,Margaret Halsey,9780397012404,250,4.25,4,Lippincott Williams & Wilkins,September 1st 1977
1476,The Last Maharani of Gwalior: An Autobiography,Vijayaraje Scindia,9780585066790,289,0.0,0,State University of New York Press,May 14th 2014
1477,The Way The Wind Blows: An Autobiography,Alec Douglas-Home Home of the Hirsel,9780002119979,320,3.0,3,Not Avail,
1478,Awakenings: A Translation of Marcel's Autobiography,Gabriel Marcel,9780874626537,0,5.0,1,Marquette University Press,
1479,The Autobiography of our Beloved,Jamie Walker,,0,4.5,2,Smashword,November 7th 2009
1480,Autobiography of Michel De Montaigne,"Marvin Lowenthal, Michel de Montaigne",9780897605168,348,3.33,3,Telegraph Books,July 28th 1982
1481,The Story of the Winged-S: An Autobiography,Igor I. Sikorsky,9781258057800,342,4.5,2,Literary Licensin,July 1st 2011
1482,Master Of One: An Autobiography,Dorian Williams,9780460043236,235,4.0,1,J. M. Dent & Sons,September 1st 1978
1483,Warrior: An Autobiography,"Ariel Sharon, David Chanoff",9780743225663,592,4.03,118,Simon & Schuster,October 1st 2001
1484,Margo Fonteyn: Autobiography,Margo Fonteyn,,266,4.0,3,,
1485,Laughter at the Door: A Continued Autobiography,Geoffrey Trease,9780333168110,0,3.5,2,Macmillan,
1486,Stan the Man: The Autobiography,"Stanley Bowles, Ralph Allen, John Iona",9781871872101,196,4.25,4,Paper Plane Publishing Ltd,November 1st 1996
1487,Ian Rush: An Autobiography,"Kenny Dalglish, Ian Rush",9780091851835,192,3.6,5,Ebury Press,October 10th 1996
1488,The Green Snake: An Autobiography,"Margarita Woloschin, Peter Stebbing",9780863157615,431,5.0,1,Floris Books,September 1st 2010
1489,Bullfighter from Brooklyn : an autobiography,Sidney Franklin,,245,3.33,3,Prentice-Hal,1952
1490,The Stone Wall: An Autobiography,Mary Casal,9780405074042,227,2.5,2,Arno Press,
1491,Soular Quest An Autobiography,Bill  Snyder,9780615684635,36,5.0,2,Patchwork Heart Ministry,September 8th 2012
1492,Behind the Scrum: The Autobiography,Kyran Bracken,9780752876764,240,4.0,2,Orion Publishing,October 1st 2005
1493,John Reynolds: The autobiography,"John Reynolds, Jason McClean",9781844256716,336,3.5,4,Haynes Publishing UK,November 1st 2009
1494,The Autobiography of Foudini M. Cat,Susan Fromberg Schaeffer,9780449911457,176,4.02,250,Ballantine Books,September 29th 1998
1495,Old Stoneface: My Autobiography,John Lowe,9781844547579,312,3.0,2,John Blake,August 1st 2009
1496,Autobiography of a Georgia Cat,Michael Cowl Gordon,9781418447274,160,4.67,3,Authorhouse,July 1st 2004
1497,A Time for Reflection: An Autobiography,"William E. Simon, George P. Shultz, Gerald R. Ford",9780895261700,352,0.0,0,Regnery Publishing,December 1st 2003
1498,Lords of the Sunset Strip: An Autobiography,"Blackie Dammett, Craig Weeden",9780615803760,398,0.0,0,Spencer Company,March 31st 2013
1499,The Elements of Autobiography and Life Narratives,Catherine L. Hobbs,9780321105622,160,4.33,3,Longman Publishing Group,October 1st 2004
1500,Damaged Goods: An Autobiography,Charlotte D. Hunt,9781449597900,172,4.67,3,Createspace,December 2nd 2009
1501,The Autobiography of Elder Joseph Bates,Joseph Bates,9781150308482,166,5.0,1,General Books,January 9th 2012
1502,Invented Symbols: An Art Autobiography,"Vincent Katz, Alex Katz",9788881588404,173,5.0,1,Charta,September 30th 2012
1503,Youngy: The Autobiography of Alan Young,"Alan Young, Simon Kimber",9780752497167,288,3.0,5,The History Press,August 1st 2013
