Title_A,Author_A,Price_A,ISBN13_A,Publisher_A,Publication_Date_A,Pages_A,Dimensions_A,Title_B,Author_B,Price_B,ISBN13_B,Publisher_B,Publication_Date_B,Pages_B,Dimensions_B,Gold
Goddess of Yesterday: A Tale of Troy,Caroline B. Cooney,$8.99 ,9780385738651,Random House Children's Books,5/12/09,272.0,5.10(w) x 7.90(h) x 0.70(d),Goddess of Yesterday,Caroline B. Cooney,$9.25,9780385738651,Delacorte Press,"May. 12th, 2009",263,5.28 x 7.96 x 0.60 inches,1
La ciudad de las bestias (City of the Beasts),Isabel Allende,$9.99 ,9780060510329,HarperCollins Publishers,8/28/03,416.0,5.12(w) x 7.62(h) x 0.93(d),La Ciudad de las Bestias = The City of the Beasts,Isabel Allende,$10.71,9780060510329,Rayo,"Sep. 16th, 2003",401,5.19 x 7.64 x 1.00 inches,1
Amy and Roger's Epic Detour,Morgan Matson,$9.48 ,9781416990666,Simon & Schuster Books For Young Readers,5/3/11,368.0,7.96(w) x 5.56(h) x 1.00(d),Amy & Roger's Epic Detour,Morgan Matson,$11.32,9781416990666,Simon & Schuster Books for Young Readers,"May. 3rd, 2011",343,5.50 x 8.20 x 1.00 inches,1
Cast Two Shadows: The American Revolution in the South,Ann Rinaldi,$6.95 ,9780152050771,Houghton Mifflin Harcourt,3/1/04,304.0,4.50(w) x 7.00(h) x 0.76(d),Cast Two Shadows(Great Episodes (Paperback)),Ann Rinaldi,$9.52,9780152050771,Gulliver Books,"Mar. 1st, 2004",281,4.50 x 6.90 x 0.90 inches,1
We All Fall Down: Living with Addiction,Nic Sheff,$9.09 ,9780316080811,"Little, Brown Books for Young Readers",4/10/12,384.0,5.54(w) x 8.04(h) x 1.07(d),We All Fall Down,Nic Sheff,$10.46,9780316080811,"Little, Brown Books for Young Readers","Apr. 10th, 2012",362,5.40 x 8.10 x 1.10 inches,1
Return to Paradise,Simone Elkeles,$9.95 ,9780738718682,"Llewellyn Worldwide, Ltd.",9/28/10,302.0,5.20(w) x 7.90(h) x 0.80(d),Return to Paradise,Simone Elkeles,$10.16,9780738718682,Flux,"Sep. 8th, 2010",302,5.30 x 7.96 x 0.70 inches,1
Burned (House of Night Series #7),P. C. Cast,$9.99 ,9780312387969,St. Martin's Press,9/27/11,336.0,8.26(w) x 5.52(h) x 0.88(d),Burned(House of Night Novels (Paperback)),P. C. Cast,$10.71,9780312387969,St. Martin's Griffin,"Sep. 27th, 2011",323,5.58 x 8.32 x 0.89 inches,1
The Forest of Hands and Teeth (Forest of Hands and Teeth Series #1),Carrie Ryan,$9.99 ,9780385736824,Random House Children's Books,2/9/10,336.0,5.53(w) x 8.38(h) x 0.74(d),The Forest of Hands and Teeth(Forest of Hands and Teeth),Carrie Ryan,$8.99,9780385736824,Delacorte Press Books for Young Readers,"Feb. 9th, 2010",310,5.48 x 7.88 x 0.73 inches,1
Little Brother,Cory Doctorow,$9.81 ,9780765323118,Tom Doherty Associates,4/13/10,416.0,5.56(w) x 8.38(h) x 1.12(d),Little Brother,Cory Doctorow,$12.28,9780765323118,Tor Books,"Apr. 13th, 2010",416,5.50 x 8.25 x 1.10 inches,1
"His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",Philip Pullman,$13.74 ,9780375847226,Random House Children's Books,4/10/07,944.0,6.04(w) x 9.11(h) x 2.04(d),Philip Pullman: His Dark Materials(His Dark Materials (Paperback)),Philip Pullman,$18.58,9780375847226,Alfred A. Knopf Books for Young Readers,"Apr. 10th, 2007",933,6.09 x 9.10 x 2.01 inches,1
Wings (Laurel Series #1),Aprilynne Pike,$8.99 ,9780061668050,HarperCollins Publishers,4/6/10,294.0,5.20(w) x 7.90(h) x 0.90(d),Wings(Aprilynne Pike (Quality)),Aprilynne Pike,$9.88,9780061668050,Harper Teen,"Apr. 6th, 2010",294,5.94 x 8.04 x 0.77 inches,1
The Golden Lily (Bloodlines Series #2),Richelle Mead,$9.99 ,9781595146021,Penguin Young Readers Group,1/8/13,448.0,5.40(w) x 8.20(h) x 1.30(d),The Golden Lily(Bloodlines (Paperback)),Richelle Mead,$7.51,9781595146021,Razorbill,"Jan. 8th, 2013",432,,1
"Here, There Be Dragons (Chronicles of the Imaginarium Geographica Series #1)",James A. Owen,$10.10 ,9781416912286,Simon & Schuster Books For Young Readers,10/23/07,352.0,5.50(w) x 8.20(h) x 1.00(d),"Here, There Be Dragons(Chronicles of the Imaginarium Geographica (Quality))",James A. Owen,$12.02,9781416912286,Simon Pulse,"Sep. 1st, 2007",326,7.14 x 8.11 x 0.99 inches,1
Fat Kid Rules the World,K. L. Going,$9.99 ,9780142402085,Penguin Young Readers Group,11/18/04,192.0,5.48(w) x 8.25(h) x 0.56(d),Fat Kid Rules the World,K. L. Going,$9.88,9780142402085,Speak,"Nov. 18th, 2004",185,5.42 x 8.56 x 0.52 inches,1
Bronx Masquerade,Nikki Grimes,$6.99 ,9780142501894,Penguin Young Readers Group,12/29/03,176.0,4.19(w) x 6.75(h) x 0.49(d),Bronx Masquerade,Nikki Grimes,$8.43,9780142501894,Speak,"Dec. 29th, 2003",167,4.30 x 6.78 x 0.46 inches,1
I Am the Messenger,Markus Zusak,$6.70 ,9780375836671,Random House Children's Books,5/9/06,368.0,5.25(w) x 8.00(h) x 0.80(d),I Am the Messenger,Markus Zusak,$10.63,9780375836671,Alfred A. Knopf Books for Young Readers,"May. 9th, 2006",357,5.30 x 7.10 x 0.90 inches,1
Dove,Robin L. Graham,$9.99 ,9780060920470,HarperCollins Publishers,3/28/91,240.0,5.31(w) x 8.00(h) x 0.54(d),Dove,Robin Lee Graham,$14.11,9780060920470,William Morrow & Company,"Mar. 27th, 1991",240,5.28 x 7.99 x 0.57 inches,1
Tweak: Growing Up on Methamphetamines,Nic Sheff,$9.46 ,9781416972198,Atheneum Books for Young Readers,1/6/09,352.0,5.50(w) x 8.20(h) x 1.10(d),Tweak,Nic Sheff,$12.74,9781416972198,Atheneum Books,"Jan. 6th, 2009",337,5.40 x 8.10 x 1.00 inches,1
Green Angel,Alice Hoffman,$5.99 ,9780545204118,"Scholastic, Inc.",2/1/10,144.0,4.10(w) x 6.70(h) x 0.50(d),Green Angel,Alice Hoffman,$7.60,9780545204118,Scholastic,"Feb. 1st, 2010",116,4.04 x 6.92 x 0.40 inches,1
Before I Fall,Lauren Oliver,$9.99 ,9780061726811,HarperCollins Publishers,10/25/11,496.0,5.20(w) x 7.90(h) x 1.30(d),Before I Fall,Lauren Oliver,$10.87,9780061726811,HarperCollins,"Oct. 25th, 2011",470,5.50 x 8.00 x 1.40 inches,1
Ttyl: Talk to You Later (Internet Girls Series #1),Lauren Myracle,$5.06 ,9780810987883,"Abrams, Harry N., Inc.",4/1/05,234.0,4.87(w) x 7.00(h) x 0.75(d),Ttyl(Internet Girls),Lauren Myracle,,9780810987883,Amulet Books,"Apr. 1st, 2005",219,4.96 x 7.18 x 0.69 inches,1
Forget You,Jennifer Echols,$8.95 ,9781439178232,MTV Books,7/20/10,292.0,5.00(w) x 6.90(h) x 0.90(d),Forget You,Jennifer Echols,$11.41,9781439178232,MTV Books,"Jul. 20th, 2010",292,5.00 x 6.90 x 0.90 inches,1
Storm (Brigid Kemmerer's Elemental Series #1),Brigid Kemmerer,$9.95 ,9780758272812,Kensington,5/1/12,432.0,5.50(w) x 8.20(h) x 1.30(d),Storm(Elemental (Kensington)),Brigid Kemmerer,$11.25,9780758272812,Kensington Publishing Corporation,"May. 1st, 2012",407,5.40 x 8.20 x 1.20 inches,1
The Hunger Games (Hunger Games Series #1),Suzanne Collins,$7.37 ,9780439023528,"Scholastic, Inc.",7/1/10,384.0,8.14(w) x 5.40(h) x 0.76(d),The Hunger Games(Hunger Games (Quality)),Suzanne Collins,$11.02,9780439023528,Scholastic Press,"Jul. 3rd, 2010",374,5.30 x 8.00 x 0.90 inches,1
Sapphique (Incarceron Series #2),Catherine Fisher,$9.22 ,9780142419793,Penguin Young Readers Group,9/6/11,480.0,5.34(w) x 8.30(h) x 1.27(d),Sapphique,Catherine Fisher,$10.82,9780142419793,Firebird,"Sep. 6th, 2011",462,5.54 x 8.31 x 1.28 inches,1
"Think Confident, Be Confident for Teens: A Cognitive Therapy Guide to Overcoming Self-Doubt and Creating Unshakable Self-Esteem",Marci Fox,$12.79 ,9781608821136,New Harbinger Publications,11/3/11,200.0,5.90(w) x 7.90(h) x 0.50(d),"Think Confident, Be Confident for Teens(Instant Help Solutions)",Marci G. Fox,$15.38,9781608821136,Instant Help Books,"Nov. 3rd, 2011",184,5.90 x 7.90 x 0.60 inches,1
"Creative Journal for Teens, 2nd Ed.",Lucia Capacchione,$13.38 ,9781564145727,"Career Press, Incorporated",11/28/01,196.0,7.00(w) x 10.00(h) x 0.42(d),"Creative Journal for Teens, 2nd Ed.",Lucia Capacchione,$18.16,9781564145727,New Page Books,"Nov. 30th, 2001",196,7.05 x 9.96 x 0.47 inches,1
A Wizard's Wings (Merlin Saga Series #5),T. A. Barron,$7.99 ,9780142419236,Penguin Young Readers Group,5/12/11,384.0,5.00(w) x 7.70(h) x 1.10(d),A Wizard's Wings(Merlin (Puffin)),T. A. Barron,$9.20,9780142419236,Puffin Books,"May. 12th, 2011",352,5.00 x 7.60 x 1.20 inches,1
Chew On This: Everything You Don't Want to Know about Fast Food,Eric Schlosser,$7.61 ,9780618593941,Houghton Mifflin Harcourt,4/23/07,318.0,5.40(w) x 8.20(h) x 0.70(d),Chew on This,Eric Schlosser,$10.97,9780618593941,Houghton Mifflin Harcourt (HMH),"Apr. 23rd, 2007",318,5.40 x 8.20 x 0.90 inches,1
Killer (Pretty Little Liars Series #6),Sara Shepard,$9.99 ,9780061566134,HarperCollins Publishers,1/19/10,321.0,5.20(w) x 7.90(h) x 1.00(d),Killer(Pretty Little Liars (Quality)),Sara Shepard,,9780061566134,Harper Teen,"Jan. 19th, 2010",321,5.32 x 8.06 x 0.86 inches,1
The Car,Gary Paulsen,$6.99 ,9780152058272,Houghton Mifflin Harcourt,11/1/06,192.0,4.50(w) x 7.00(h) x 0.44(d),The Car,Gary Paulsen,$8.50,9780152058272,Harcourt Paperbacks,"Nov. 1st, 2006",182,4.52 x 7.04 x 0.57 inches,1
Kick,Walter Dean Myers,$7.85 ,9780062004918,HarperCollins Publishers,4/24/12,197.0,5.30(w) x 7.90(h) x 0.70(d),Kick,Walter Dean Myers,$10.86,9780062004918,Harper Teen,"Apr. 24th, 2012",224,5.29 x 8.01 x 0.60 inches,1
The Iron Daughter (Iron Fey Series #2),Julie Kagawa,$9.99 ,9780373210138,Harlequin,8/1/10,304.0,8.08(w) x 5.28(h) x 0.99(d),The Iron Daughter(Iron Fey - Trilogy),Julie Kagawa,$10.70,9780373210138,Harlequin,"Aug. 1st, 2010",359,5.40 x 8.20 x 1.10 inches,1
Crazy Horse Electric Game,Chris Crutcher,$9.99 ,9780060094904,HarperCollins Publishers,3/13/03,304.0,5.00(w) x 7.12(h) x 0.68(d),The Crazy Horse Electric Game,Chris Crutcher,$10.58,9780060094904,HarperTempest,"Apr. 1st, 2003",304,5.01 x 7.20 x 0.67 inches,1
"Jake, Reinvented",Gordon Korman,$6.99 ,9780786856978,Disney-Hyperion,6/28/05,224.0,5.25(w) x 7.50(h) x 0.50(d),"Jake, Reinvented",Gordon Korman,$8.44,9780786856978,Hyperion Books for Children,"Jun. 13th, 2005",213,5.31 x 7.67 x 0.55 inches,1
No Promises in the Wind,Irene Hunt,$7.99 ,9780425099698,Penguin Publishing Group,6/28/15,224.0,4.25(w) x 6.75(h) x 0.62(d),No Promises in the Wind,Irene Hunt,$9.14,9780425099698,Berkley Publishing Group,"Sep. 15th, 1986",223,4.19 x 6.79 x 0.63 inches,1
Wake (Wake Trilogy Series #1),Lisa McMann,$9.38 ,9781416974475,Simon Pulse,12/23/08,224.0,5.56(w) x 8.22(h) x 0.62(d),Wake(Wake),Lisa McMann,$11.99,9781416974475,Simon Pulse,"Dec. 23rd, 2008",210,5.54 x 8.20 x 0.63 inches,1
An Abundance of Katherines,John Green,$9.99 ,9780142410707,Penguin Young Readers Group,10/16/08,272.0,5.40(w) x 8.20(h) x 0.80(d),An Abundance of Katherines,John Green,$9.89,9780142410707,Puffin Books,"Oct. 16th, 2008",227,5.60 x 8.20 x 0.72 inches,1
Firelight (Firelight Series),Sophie Jordan,$7.67 ,9780061935091,HarperCollins Publishers,9/6/11,352.0,5.30(w) x 7.80(h) x 0.90(d),Firelight(Firelight (Paperback - Trilogy)),Sophie Jordan,$10.71,9780061935091,Harper,"Sep. 6th, 2011",326,5.20 x 7.90 x 1.00 inches,1
The Body Finder (Body Finder Series #1),Kimberly Derting,$8.99 ,9780061779831,HarperCollins Publishers,2/15/11,352.0,5.30(w) x 7.80(h) x 1.00(d),The Body Finder,Kimberly Derting,$10.71,9780061779831,Harper,"Feb. 15th, 2011",329,5.38 x 8.00 x 0.90 inches,1
Dark Inside,Jeyn Roberts,$8.60 ,9781442423527,Simon & Schuster Books For Young Readers,9/4/12,327.0,5.60(w) x 8.04(h) x 0.94(d),Dark Inside,Jeyn Roberts,$6.92,9781442423527,Simon & Schuster Books for Young Readers,"Sep. 4th, 2012",352,,1
Half-Blood (Covenant Series #1),Jennifer L. Armentrout,$9.95 ,9780983157205,Spencer Hill Press,10/15/11,304.0,5.90(w) x 8.90(h) x 0.80(d),Half-Blood(Covenant),Jennifer L. Armentrout,$10.60,9780983157205,Spencer Hill Press,"Oct. 15th, 2011",281,6.00 x 8.90 x 0.90 inches,1
A Monster Calls,Patrick Ness,$9.99 ,9780763660659,Candlewick Press,3/12/13,224.0,6.30(w) x 8.10(h) x 0.60(d),A Monster Calls,Patrick Ness,$11.55,9780763660659,Candlewick Press (MA),"Feb. 12th, 2013",224,,1
Black Dawn (Morganville Vampires Series #12),Rachel Caine,$9.99 ,9780451237934,Penguin Publishing Group,10/2/12,400.0,5.40(w) x 8.10(h) x 0.90(d),Black Dawn(Morganville Vampires),Rachel Caine,$11.27,9780451237934,New American Library,"Oct. 2nd, 2012",400,,1
The Goose Girl,Shannon Hale,$9.99 ,9781582349909,Bloomsbury USA,5/13/05,400.0,5.05(w) x 7.75(h) x 1.16(d),The Goose Girl(Books of Bayern (Paperback)),Shannon Hale,$10.73,9781582349909,Bloomsbury Publishing PLC,"May. 13th, 2005",383,5.28 x 7.74 x 1.17 inches,1
Raven's Gate (The Gatekeepers Series #1),Anthony Horowitz,$7.99 ,9780439680097,"Scholastic, Inc.",10/1/06,272.0,5.10(w) x 7.70(h) x 0.90(d),Raven's Gate(Gatekeepers (Paperback)),Anthony Horowitz,$8.93,9780439680097,Scholastic Paperbacks,"Apr. 1st, 2009",254,5.00 x 7.70 x 0.80 inches,1
Daimon: The Prequel to Half-Blood,Jennifer L. Armentrout,$3.99 ,9780983157250,Spencer Hill Press,5/6/11,86.0,5.90(w) x 8.80(h) x 0.40(d),Daimon,Jennifer L. Armentrout,$8.08,9780983157250,Spencer Hill Press,"May. 6th, 2011",75,6.00 x 8.80 x 0.30 inches,1
Changeling (Order of Darkness Series #1),Philippa Gregory,$9.99 ,9781442453456,Simon Pulse,1/1/13,315.0,5.40(w) x 8.20(h) x 1.00(d),Changeling(Order of Darkness (Quality)),Philippa Gregory,$8.53,9781442453456,Simon Pulse,"Apr. 23rd, 2013",352,,1
Darkness Before Dawn (Darkness Before Dawn Series #1),J. A. London,$9.99 ,9780062020659,HarperCollins Publishers,5/29/12,342.0,5.20(w) x 7.90(h) x 1.10(d),Darkness Before Dawn,J. A. London,$115.20,9780062020659,Harper Teen,"May. 29th, 2012",272,,1
A Wrinkle in Time (Time Quintet Series #1),Madeleine L'Engle,$6.99 ,9780312367541,Square Fish,5/1/07,256.0,5.32(w) x 7.74(h) x 0.67(d),A Wrinkle in Time(Madeleine L'Engle's Time Quintet),Madeleine L'Engle,$8.57,9780312367541,Square Fish,"May. 1st, 2007",245,5.10 x 7.60 x 0.70 inches,1
Scorpia Rising (Alex Rider Series #9),Anthony Horowitz,$8.99 ,9780142419854,Penguin Young Readers Group,3/6/12,432.0,5.10(w) x 8.52(h) x 1.18(d),Scorpia Rising(Alex Rider Adventures (Paperback)),Anthony Horowitz,$10.62,9780142419854,Puffin Books,"Mar. 6th, 2012",402,5.11 x 7.76 x 1.18 inches,1
Perfect (Pretty Little Liars Series #3),Sara Shepard,$9.99 ,9780060887384,HarperCollins Publishers,5/27/08,336.0,5.20(w) x 7.90(h) x 0.90(d),Perfect(Pretty Little Liars (Quality)),Sara Shepard,$10.71,9780060887384,Harper Teen,"May. 27th, 2008",336,5.39 x 8.05 x 0.85 inches,1
Cross My Heart and Hope to Spy (Gallagher Girls Series #2),Ally Carter,$9.99 ,9781423100065,Disney-Hyperion,12/23/08,256.0,5.50(w) x 8.20(h) x 0.70(d),Cross My Heart and Hope to Spy(Gallagher Girls),Ally Carter,$10.61,9781423100065,Hyperion Books,"Dec. 1st, 2008",256,5.62 x 8.22 x 0.56 inches,1
Pop,Gordon Korman,$9.99 ,9780061742613,HarperCollins Publishers,1/18/11,260.0,5.20(w) x 7.90(h) x 0.80(d),Pop,Gordon Korman,$10.63,9780061742613,Balzer & Bray/Harperteen,"Jan. 18th, 2011",260,5.35 x 8.01 x 0.69 inches,1
Night Star (Immortals Series #5),Alyson No��l,$9.99 ,9781250005946,St. Martin's Press,3/27/12,320.0,5.52(w) x 8.06(h) x 0.89(d),Night Star(Immortal Brotherhood),Alyson Noel,$6.48,9781250005946,St. Martin's Griffin,"Mar. 27th, 2012",302,5.52 x 8.23 x 0.89 inches,1
Hades (Halo Trilogy #2),Alexandra Adornetto,$8.01 ,9781250010308,Square Fish,8/21/12,448.0,5.60(w) x 8.02(h) x 1.18(d),Hades(Halo (Square Fish)),Alexandra Adornetto,$11.29,9781250010308,Square Fish,"Aug. 21st, 2012",448,5.50 x 8.20 x 1.15 inches,1
The Realms of the Gods (The Immortals Series #4),Tamora Pierce,$7.99 ,9781416908173,Simon Pulse,12/20/05,368.0,4.10(w) x 7.00(h) x 0.75(d),The Realms of the Gods(Immortals (Paperback)),Tamora Pierce,$8.71,9781416908173,Simon Pulse,"Dec. 20th, 2005",347,4.24 x 7.04 x 0.97 inches,1
Beyond the Blues: A Workbook to Help Teens Overcome Depression,Lisa M. Schab,$10.74 ,9781572246119,New Harbinger Publications,5/1/08,184.0,7.80(w) x 9.90(h) x 0.40(d),Beyond the Blues,Lisa M. Schab,$14.27,9781572246119,Instant Help Books,"May. 1st, 2008",173,8.00 x 9.83 x 0.42 inches,1
The Amber Spyglass (His Dark Materials Series #3),Philip Pullman,$7.99 ,9780440418566,Random House Children's Books,5/27/03,560.0,5.19(w) x 7.63(h) x 1.25(d),The Amber Spyglass(His Dark Materials (Paperback)),Philip Pullman,$9.46,9780440418566,Yearling Books,"May. 27th, 2003",518,5.10 x 7.67 x 1.25 inches,1
As Easy as Falling Off the Face of the Earth,Lynne Rae Perkins,$9.99 ,9780061870927,HarperCollins Publishers,4/10/12,384.0,5.31(w) x 8.00(h) x 0.86(d),As Easy as Falling Off the Face of the Earth,Lynne Rae Perkins,$6.34,9780061870927,Greenwillow Books,"Apr. 10th, 2012",352,5.44 x 8.02 x 0.94 inches,1
Split,Swati Avasthi,$8.99 ,9780375863417,Random House Children's Books,1/24/12,288.0,5.52(w) x 8.32(h) x 0.71(d),Split,Swati Avasthi,$9.34,9780375863417,Ember,"Jan. 24th, 2012",288,5.57 x 8.18 x 0.63 inches,1
Demonglass (Hex Hall Series #2),Rachel Hawkins,$8.99 ,9781423128441,Disney-Hyperion,2/7/12,384.0,5.50(w) x 8.20(h) x 0.80(d),Demonglass(Hex Hall (Quality)),Rachel Hawkins,$9.08,9781423128441,Hyperion Books,"Feb. 7th, 2012",359,5.41 x 8.47 x 0.81 inches,1
Don't Look Behind You,Lois Duncan,$9.00 ,9780316126588,"Little, Brown Books for Young Readers",10/5/10,215.0,5.40(w) x 8.10(h) x 0.70(d),Don't Look Behind You,Lois Duncan,$9.88,9780316126588,"Little, Brown Books for Young Readers","Oct. 5th, 2010",215,6.52 x 8.22 x 0.65 inches,1
Heartless (Pretty Little Liars Series #7),Sara Shepard,$9.99 ,9780061566165,HarperCollins Publishers,6/8/10,274.0,8.02(w) x 5.46(h) x 0.73(d),Heartless(Pretty Little Liars (Quality)),Sara Shepard,$10.59,9780061566165,Harper Teen,"Jun. 8th, 2010",274,5.30 x 8.10 x 0.70 inches,1
Summer and the City (Carrie Diaries Series #2),Candace Bushnell,$9.99 ,9780061729003,HarperCollins Publishers,4/24/12,409.0,5.30(w) x 7.90(h) x 1.20(d),Summer and the City(Carrie Diaries (Paperback)),Candace Bushnell,$10.86,9780061729003,Balzer & Bray/Harperteen,"Apr. 24th, 2012",416,5.30 x 7.90 x 1.20 inches,1
Only the Good Spy Young (Gallagher Girls Series #4),Ally Carter,$8.99 ,9781423129738,Disney-Hyperion,1/3/12,288.0,5.50(w) x 8.20(h) x 0.40(d),Only the Good Spy Young(Gallagher Girls),Ally Carter,$9.91,9781423129738,Hyperion Books,"Jan. 3rd, 2012",265,5.59 x 8.14 x 0.59 inches,1
Artemis Fowl; The Arctic Incident,Eoin Colfer,$8.99 ,9781423124542,Disney-Hyperion,6/23/09,304.0,5.20(w) x 7.50(h) x 1.00(d),The Arctic Incident(Artemis Fowl (Quality)),Eoin Colfer,$9.97,9781423124542,Hyperion Books,"Jun. 1st, 2009",277,5.29 x 7.43 x 0.77 inches,1
I Am J,Cris Beam,$9.28 ,9780316053600,"Little, Brown Books for Young Readers",11/13/12,352.0,5.40(w) x 8.20(h) x 1.00(d),I Am J,Cris Beam,$12.08,9780316053600,"Little, Brown Books for Young Readers","Nov. 13th, 2012",352,,1
Masquerade (Blue Bloods Series #2),Melissa de la Cruz,$9.99 ,9781423101277,Disney-Hyperion,7/1/08,336.0,5.50(w) x 8.20(h) x 0.80(d),Masquerade(Blue Blood Novels (Paperback)),Melissa de La Cruz,$10.88,9781423101277,Hyperion Books for Children,"Jul. 1st, 2008",304,5.78 x 8.28 x 0.72 inches,1
A Living Nightmare (Cirque Du Freak Series #1),Darren Shan,$9.99 ,9780316605106,"Little, Brown Books for Young Readers",6/1/02,272.0,5.50(w) x 8.25(h) x 0.77(d),A Living Nightmare(Cirque Du Freak: Saga of Darren Shan (Paperback)),Darren Shan,$10.59,9780316605106,"Little, Brown Books for Young Readers","Jun. 1st, 2002",272,5.50 x 8.30 x 0.80 inches,1
Pure (Covenant Series #2),Jennifer L. Armentrout,$9.95 ,9780983157229,Spencer Hill Press,4/3/12,360.0,5.90(w) x 8.90(h) x 1.10(d),Pure(Covenant),Jennifer L. Armentrout,$12.28,9780983157229,Spencer Hill Press,"Apr. 3rd, 2012",329,6.00 x 8.90 x 1.00 inches,1
The Skin I'm In,Sharon Flake,$8.99 ,9781423103851,Disney-Hyperion,7/17/07,176.0,5.50(w) x 8.25(h) x 0.37(d),The Skin I'm In,Sharon G. Flake,$9.83,9781423103851,Jump at the Sun,"Aug. 1st, 2007",171,5.62 x 8.24 x 0.38 inches,1
The Clique (Clique Series #1),Lisi Harrison,$9.99 ,9780316701297,"Little, Brown Books for Young Readers",5/28/04,224.0,5.12(w) x 7.62(h) x 0.62(d),The Clique(Clique (Quality)),Lisi Harrison,$10.64,9780316701297,Poppy Books,"May. 5th, 2004",224,5.18 x 7.60 x 0.63 inches,1
Never Have I Ever (Lying Game Series #2),Sara Shepard,$9.99 ,9780061869730,HarperCollins Publishers,7/31/12,336.0,5.36(w) x 7.80(h) x 0.80(d),The Lying Game #2(Lying Game (Paperback)),Sara Shepard,$10.86,9780061869730,Harper Teen,"Jul. 31st, 2012",336,5.10 x 7.80 x 0.90 inches,1
Alabama Moon,Watt Key,$8.99 ,9780312384289,Square Fish,9/2/08,304.0,5.20(w) x 7.50(h) x 1.00(d),Alabama Moon,Watt Key,$9.99,9780312384289,Square Fish,"Sep. 2nd, 2008",298,5.22 x 7.64 x 0.80 inches,1
Bruiser,Neal Shusterman,$9.99 ,9780061134104,HarperCollins Publishers,10/4/11,352.0,5.30(w) x 7.80(h) x 1.10(d),Bruiser,Neal Shusterman,$10.64,9780061134104,Harper Teen,"Oct. 4th, 2011",328,5.30 x 7.90 x 1.00 inches,1
Across Five Aprils,Irene Hunt,$6.99 ,9780425182789,Penguin Publishing Group,1/28/02,224.0,7.60(w) x 10.94(h) x 0.61(d),Across Five Aprils,Irene Hunt,$8.45,9780425182789,Berkley,"Jan. 8th, 2002",224,5.28 x 7.60 x 0.63 inches,1
"Eyes Like Stars: Theatre Illuminata, Act I",Lisa Mantchev,$8.68 ,9780312608668,Square Fish,4/13/10,384.0,5.64(w) x 8.36(h) x 1.04(d),Eyes Like Stars(Theatre Illuminata),Lisa Mantchev,$14.03,9780312608668,Square Fish,"Apr. 13th, 2010",356,5.64 x 8.22 x 1.05 inches,1
Witch and Wizard (Witch and Wizard Series #1),James Patterson,$9.05 ,9780316038348,"Little, Brown Books for Young Readers",10/31/10,314.0,6.34(w) x 7.44(h) x 0.90(d),Witch & Wizard(Witch),James Patterson,$10.71,9780316038348,"Little, Brown Books for Young Readers","Oct. 31st, 2010",314,5.59 x 8.23 x 0.91 inches,1
Eon,Alison  Goodman,$9.72 ,9780142417119,Penguin Young Readers Group,8/31/10,576.0,8.50(w) x 11.06(h) x 1.41(d),Eon,Alison Goodman,$10.95,9780142417119,Firebird,"Aug. 31st, 2010",531,6.58 x 8.22 x 1.42 inches,1
Fallen Angels,Walter Dean Myers,$8.99 ,9780545055765,"Scholastic, Inc.",5/1/08,336.0,4.90(w) x 6.90(h) x 0.90(d),Fallen Angels,Walter Dean Myers,$8.70,9780545055765,Scholastic Paperbacks,"May. 1st, 2008",309,5.30 x 7.08 x 0.67 inches,1
The Motley Fool Investment Guide for Teens: 8 Steps to Having More Money Than Your Parents Ever Dreamed Of,David Gardner,$12.24 ,9780743229968,Touchstone,7/16/02,256.0,5.50(w) x 8.44(h) x 0.70(d),The Motley Fool Investment Guide for Teens(Motley Fool),David Gardner,$14.83,9780743229968,Fireside Books,"Jul. 16th, 2002",256,5.46 x 8.39 x 0.64 inches,1
