Tag_A,Title_A,Authors_A,Month_A,Year_A,JournalRef_A,Tag_B,Title_B,Authors_B,Month_B,Year_B,JournalRef_B,Gold
Barnea_2018_CVPR,Curve Reconstruction via the Global Statistics of Natural Curves,"Barnea, Ehud and Ben-Shahar, Ohad",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3099-3107",arXiv:1711.03172,Curve Reconstruction via the Global Statistics of Natural Curves,"Ehud Barnea, Ohad Ben-Shahar",June,2018,,1
Tung_2018_CVPR,Reward Learning From Narrated Demonstrations,"Tung, Hsiao-Yu and Harley, Adam W. and Huang, Liang-Kang and Fragkiadaki, Katerina",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7004-7013",arXiv:1804.10692,Reward Learning from Narrated Demonstrations,"Hsiao-Yu Fish Tung, Adam W. Harley, Liang-Kang Huang, Katerina Fragkiadaki",April,2018,,1
Park_2018_CVPR,Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,"Huk Park, Dong and Anne Hendricks, Lisa and Akata, Zeynep and Rohrbach, Anna and Schiele, Bernt and Darrell, Trevor and Rohrbach, Marcus",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8779-8788",arXiv:1802.08129,Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,"Dong Huk Park, Lisa Anne Hendricks, Zeynep Akata, Anna Rohrbach, Bernt Schiele, Trevor Darrell, Marcus Rohrbach",February,2018,,1
Maqueda_2018_CVPR,Event-Based Vision Meets Deep Learning on Steering Prediction for Self-Driving Cars,"Maqueda, Ana I. and Loquercio, Antonio and Gallego, Guillermo and Garc_a, Narciso and Scaramuzza, Davide",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5419-5427",arXiv:1804.01310,Event-based Vision meets Deep Learning on Steering Prediction for Self-driving Cars,"Ana I. Maqueda, Antonio Loquercio, Guillermo Gallego, Narciso Garcia, Davide Scaramuzza",April,2018,"IEEE Conference on Computer Vision and Pattern Recognition (CVPR), Salt Lake City, 2018",1
Ding_2018_CVPR,Weakly-Supervised Action Segmentation With Iterative Soft Boundary Assignment,"Ding, Li and Xu, Chenliang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6508-6516",arXiv:1803.10699,Weakly-Supervised Action Segmentation with Iterative Soft Boundary Assignment,"Li Ding, Chenliang Xu",March,2018,,1
Zhou_2017_CVPR,Unsupervised Learning of Depth and Ego-Motion From Video,"Zhou, Tinghui and Brown, Matthew and Snavely, Noah and Lowe, David G.",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 1851-1858",arXiv:1802.05522,Unsupervised Learning of Depth and Ego-Motion from Monocular Video Using 3D Geometric Constraints,"Reza Mahjourian, Martin Wicke, Anelia Angelova",June,2018,,1
Ristani_2018_CVPR,Features for Multi-Target Multi-Camera Tracking and Re-Identification,"Ristani, Ergys and Tomasi, Carlo",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6036-6046",arXiv:1803.10859,Features for Multi-Target Multi-Camera Tracking and Re-Identification,"Ergys Ristani, Carlo Tomasi",March,2018,,1
Kumar_2018_CVPR,Scalable Dense Non-Rigid Structure-From-Motion: A Grassmannian Perspective,"Kumar, Suryansh and Cherian, Anoop and Dai, Yuchao and Li, Hongdong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 254-263",arXiv:1803.00233,Scalable Dense Non-rigid Structure-from-Motion: A Grassmannian Perspective,"Suryansh Kumar, Anoop Cherian, Yuchao Dai, Hongdong Li",March,2018,,1
Miraldo_2018_CVPR,Analytical Modeling of Vanishing Points and Curves in Catadioptric Cameras,"Miraldo, Pedro and Eiras, Francisco and Ramalingam, Srikumar",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2012-2021",arXiv:1804.09460,Analytical Modeling of Vanishing Points and Curves in Catadioptric Cameras,"Pedro Miraldo, Francisco Eiras, Srikumar Ramalingam",April,2018,"IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR), 2018",1
Gallego_2018_CVPR,"A Unifying Contrast Maximization Framework for Event Cameras, With Applications to Motion, Depth, and Optical Flow Estimation","Gallego, Guillermo and Rebecq, Henri and Scaramuzza, Davide",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3867-3876",arXiv:1804.01306,"A Unifying Contrast Maximization Framework for Event Cameras, with Applications to Motion, Depth, and Optical Flow Estimation","Guillermo Gallego, Henri Rebecq, Davide Scaramuzza",April,2018,"IEEE Conference on Computer Vision and Pattern Recognition (CVPR), Salt Lake City, 2018",1
Rad_2018_CVPR,Feature Mapping for Learning Fast and Accurate 3D Pose Inference From Synthetic Images,"Rad, Mahdi and Oberweger, Markus and Lepetit, Vincent",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4663-4672",arXiv:1712.03904,Feature Mapping for Learning Fast and Accurate 3D Pose Inference from Synthetic Images,"Mahdi Rad, Markus Oberweger, Vincent Lepetit",March,2018,,1
Patro_2018_CVPR,Differential Attention for Visual Question Answering,"Patro, Badri and Namboodiri, Vinay P.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7680-7688",arXiv:1804.00298,Differential Attention for Visual Question Answering,"Badri Patro, Vinay P. Namboodiri",April,2018,,1
Cheng_2018_CVPR,Intrinsic Image Transformation via Scale Space Decomposition,"Cheng, Lechao and Zhang, Chengyi and Liao, Zicheng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 656-665",arXiv:1805.10253,Intrinsic Image Transformation via Scale Space Decomposition,"Lechao Cheng, Chengyi Zhang, Zicheng Liao",May,2018,,1
Qi_2018_CVPR,Global Versus Localized Generative Adversarial Nets,"Qi, Guo-Jun and Zhang, Liheng and Hu, Hao and Edraki, Marzieh and Wang, Jingdong and Hua, Xian-Sheng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1517-1525",arXiv:1711.06020,Global versus Localized Generative Adversarial Nets,"Guo-Jun Qi, Liheng Zhang, Hao Hu, Marzieh Edraki, Jingdong Wang, Xian-Sheng Hua",March,2018,"Proceedings of of IEEE Conference on Computer Vision and Pattern Recognition (CVPR 2018), Salt Lake City, Utah, June 18th - June 22nd, 2018",1
Chao_2018_CVPR,Cross-Dataset Adaptation for Visual Question Answering,"Chao, Wei-Lun and Hu, Hexiang and Sha, Fei",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5716-5725",arXiv:1806.03726,Cross-Dataset Adaptation for Visual Question Answering,"Wei-Lun Chao, Hexiang Hu, Fei Sha",June,2018,,1
Cheng_2018_CVPR,AON: Towards Arbitrarily-Oriented Text Recognition,"Cheng, Zhanzhan and Xu, Yangliu and Bai, Fan and Niu, Yi and Pu, Shiliang and Zhou, Shuigeng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5571-5579",arXiv:1711.04226,AON: Towards Arbitrarily-Oriented Text Recognition,"Zhanzhan Cheng, Yangliu Xu, Fan Bai, Yi Niu, Shiliang Pu, Shuigeng Zhou",March,2018,,1
Chen_2018_CVPR,Knowledge Aided Consistency for Weakly Supervised Phrase Grounding,"Chen, Kan and Gao, Jiyang and Nevatia, Ram",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4042-4050",arXiv:1803.03879,Knowledge Aided Consistency for Weakly Supervised Phrase Grounding,"Kan Chen, Jiyang Gao, Ram Nevatia",March,2018,,1
Kuen_2018_CVPR,Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,"Kuen, Jason and Kong, Xiangfei and Lin, Zhe and Wang, Gang and Yin, Jianxiong and See, Simon and Tan, Yap-Peng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7929-7938",arXiv:1801.09335,Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,"Jason Kuen, Xiangfei Kong, Zhe Lin, Gang Wang, Jianxiong Yin, Simon See, Yap-Peng Tan",January,2018,,1
Shen_2018_CVPR,Mining Point Cloud Local Structures by Kernel Correlation and Graph Pooling,"Shen, Yiru and Feng, Chen and Yang, Yaoqing and Tian, Dong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4548-4557",arXiv:1712.06760,Mining Point Cloud Local Structures by Kernel Correlation and Graph Pooling,"Yiru Shen, Chen Feng, Yaoqing Yang, Dong Tian",April,2018,,1
Cherian_2018_CVPR,Non-Linear Temporal Subspace Representations for Activity Recognition,"Cherian, Anoop and Sra, Suvrit and Gould, Stephen and Hartley, Richard",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2197-2206",arXiv:1803.11064,Non-Linear Temporal Subspace Representations for Activity Recognition,"Anoop Cherian, Suvrit Sra, Stephen Gould, Richard Hartley",March,2018,,1
Cai_2018_CVPR,Memory Matching Networks for One-Shot Image Recognition,"Cai, Qi and Pan, Yingwei and Yao, Ting and Yan, Chenggang and Mei, Tao",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4080-4088",arXiv:1804.08281,Memory Matching Networks for One-Shot Image Recognition,"Qi Cai, Yingwei Pan, Ting Yao, Chenggang Yan, Tao Mei",April,2018,,1
Baumgartner_2018_CVPR,Visual Feature Attribution Using Wasserstein GANs,"Baumgartner, Christian F. and Koch, Lisa M. and Can Tezcan, Kerem and Xi Ang, Jia and Konukoglu, Ender",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8309-8319",arXiv:1711.08998,Visual Feature Attribution using Wasserstein GANs,"Christian F. Baumgartner, Lisa M. Koch, Kerem Can Tezcan, Jia Xi Ang, Ender Konukoglu",June,2018,,1
Rupprecht_2018_CVPR,Guide Me: Interacting With Deep Networks,"Rupprecht, Christian and Laina, Iro and Navab, Nassir and Hager, Gregory D. and Tombari, Federico",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8551-8561",arXiv:1803.11544,Guide Me: Interacting with Deep Networks,"Christian Rupprecht, Iro Laina, Nassir Navab, Gregory D. Hager, Federico Tombari",March,2018,,1
Tulsiani_2018_CVPR,"Factoring Shape, Pose, and Layout From the 2D Image of a 3D Scene","Tulsiani, Shubham and Gupta, Saurabh and Fouhey, David F. and Efros, Alexei A. and Malik, Jitendra",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 302-310",arXiv:1712.01812,"Factoring Shape, Pose, and Layout from the 2D Image of a 3D Scene","Shubham Tulsiani, Saurabh Gupta, David Fouhey, Alexei A. Efros, Jitendra Malik",April,2018,,1
Liu_2018_CVPR,Learning Markov Clustering Networks for Scene Text Detection,"Liu, Zichuan and Lin, Guosheng and Yang, Sheng and Feng, Jiashi and Lin, Weisi and Ling Goh, Wang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6936-6944",arXiv:1805.08365,Learning Markov Clustering Networks for Scene Text Detection,"Zichuan Liu, Guosheng Lin, Sheng Yang, Jiashi Feng, Weisi Lin, Wang Ling Goh",May,2018,,1
Rematas_2018_CVPR,Soccer on Your Tabletop,"Rematas, Konstantinos and Kemelmacher-Shlizerman, Ira and Curless, Brian and Seitz, Steve",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4738-4747",arXiv:1806.00890,Soccer on Your Tabletop,"Konstantinos Rematas, Ira Kemelmacher-Shlizerman, Brian Curless, Steve Seitz",June,2018,,1
Muralikrishnan_2018_CVPR,Tags2Parts: Discovering Semantic Regions From Shape Tags,"Muralikrishnan, Sanjeev and Kim, Vladimir G. and Chaudhuri, Siddhartha",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2926-2935",arXiv:1708.06673,Tags2Parts: Discovering Semantic Regions from Shape Tags,"Sanjeev Muralikrishnan, Vladimir G. Kim, Siddhartha Chaudhuri",April,2018,,1
Tsai_2018_CVPR,Learning to Adapt Structured Output Space for Semantic Segmentation,"Tsai, Yi-Hsuan and Hung, Wei-Chih and Schulter, Samuel and Sohn, Kihyuk and Yang, Ming-Hsuan and Chandraker, Manmohan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7472-7481",arXiv:1802.10349,Learning to Adapt Structured Output Space for Semantic Segmentation,"Yi-Hsuan Tsai, Wei-Chih Hung, Samuel Schulter, Kihyuk Sohn, Ming-Hsuan Yang, Manmohan Chandraker",February,2018,,1
Mostajabi_2018_CVPR,Regularizing Deep Networks by Modeling and Predicting Label Structure,"Mostajabi, Mohammadreza and Maire, Michael and Shakhnarovich, Gregory",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5629-5638",arXiv:1804.02009,Regularizing Deep Networks by Modeling and Predicting Label Structure,"Mohammadreza Mostajabi, Michael Maire, Gregory Shakhnarovich",April,2018,,1
Chang_2018_CVPR,Multi-Level Factorisation Net for Person Re-Identification,"Chang, Xiaobin and Hospedales, Timothy M. and Xiang, Tao",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2109-2118",arXiv:1803.09132,Multi-Level Factorisation Net for Person Re-Identification,"Xiaobin Chang, Timothy M. Hospedales, Tao Xiang",April,2018,,1
Yagi_2018_CVPR,Future Person Localization in First-Person Videos,"Yagi, Takuma and Mangalam, Karttikeya and Yonetani, Ryo and Sato, Yoichi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7593-7602",arXiv:1711.11217,Future Person Localization in First-Person Videos,"Takuma Yagi, Karttikeya Mangalam, Ryo Yonetani, Yoichi Sato",March,2018,,1
Prakash_2018_CVPR,Deflecting Adversarial Attacks With Pixel Deflection,"Prakash, Aaditya and Moran, Nick and Garber, Solomon and DiLillo, Antonella and Storer, James",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8571-8580",arXiv:1801.08926,Deflecting Adversarial Attacks with Pixel Deflection,"Aaditya Prakash, Nick Moran, Solomon Garber, Antonella DiLillo, James Storer",March,2018,,1
Xu_2018_CVPR,Attention-Aware Compositional Network for Person Re-Identification,"Xu, Jing and Zhao, Rui and Zhu, Feng and Wang, Huaming and Ouyang, Wanli",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2119-2128",arXiv:1805.03344,Attention-Aware Compositional Network for Person Re-identification,"Jing Xu, Rui Zhao, Feng Zhu, Huaming Wang, Wanli Ouyang",May,2018,,1
Lan_2018_CVPR,FFNet: Video Fast-Forwarding via Reinforcement Learning,"Lan, Shuyue and Panda, Rameswar and Zhu, Qi and Roy-Chowdhury, Amit K.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6771-6780",arXiv:1805.02792,FFNet: Video Fast-Forwarding via Reinforcement Learning,"Shuyue Lan, Rameswar Panda, Qi Zhu, Amit K. Roy-Chowdhury",May,2018,,1
Lee_2018_CVPR,CleanNet: Transfer Learning for Scalable Image Classifier Training With Label Noise,"Lee, Kuang-Huei and He, Xiaodong and Zhang, Lei and Yang, Linjun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5447-5456",arXiv:1711.07131,CleanNet: Transfer Learning for Scalable Image Classifier Training with Label Noise,"Kuang-Huei Lee, Xiaodong He, Lei Zhang, Linjun Yang",March,2018,,1
Sun_2018_CVPR,Natural and Effective Obfuscation by Head Inpainting,"Sun, Qianru and Ma, Liqian and Joon Oh, Seong and Van Gool, Luc and Schiele, Bernt and Fritz, Mario",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5050-5059",arXiv:1711.09001,Natural and Effective Obfuscation by Head Inpainting,"Qianru Sun, Liqian Ma, Seong Joon Oh, Luc Van Gool, Bernt Schiele, Mario Fritz",March,2018,,1
Huang_2018_CVPR,Learning Semantic Concepts and Order for Image and Sentence Matching,"Huang, Yan and Wu, Qi and Song, Chunfeng and Wang, Liang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6163-6171",arXiv:1712.02036,Learning Semantic Concepts and Order for Image and Sentence Matching,"Yan Huang, Qi Wu, Liang Wang",December,2017,,1
Sironi_2018_CVPR,HATS: Histograms of Averaged Time Surfaces for Robust Event-Based Object Classification,"Sironi, Amos and Brambilla, Manuele and Bourdis, Nicolas and Lagorce, Xavier and Benosman, Ryad",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1731-1740",arXiv:1803.07913,HATS: Histograms of Averaged Time Surfaces for Robust Event-based Object Classification,"Amos Sironi, Manuele Brambilla, Nicolas Bourdis, Xavier Lagorce, Ryad Benosman",March,2018,,1
Zhang_2018_CVPR,Importance Weighted Adversarial Nets for Partial Domain Adaptation,"Zhang, Jing and Ding, Zewei and Li, Wanqing and Ogunbona, Philip",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8156-8164",arXiv:1803.09210,Importance Weighted Adversarial Nets for Partial Domain Adaptation,"Jing Zhang, Zewei Ding, Wanqing Li, Philip Ogunbona",March,2018,,1
Jayaraman_2018_CVPR,Learning to Look Around: Intelligently Exploring Unseen Environments for Unknown Tasks,"Jayaraman, Dinesh and Grauman, Kristen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1238-1247",arXiv:1709.00507,Learning to Look Around: Intelligently Exploring Unseen Environments for Unknown Tasks,"Dinesh Jayaraman, Kristen Grauman",December,2017,,1
Batsos_2018_CVPR,CBMV: A Coalesced Bidirectional Matching Volume for Disparity Estimation,"Batsos, Konstantinos and Cai, Changjiang and Mordohai, Philippos",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2060-2069",arXiv:1804.01967,CBMV: A Coalesced Bidirectional Matching Volume for Disparity Estimation,"Konstantinos Batsos, Changjiang Cai, Philippos Mordohai",April,2018,,1
Novotny_2018_CVPR,Self-Supervised Learning of Geometrically Stable Features Through Probabilistic Introspection,"Novotny, David and Albanie, Samuel and Larlus, Diane and Vedaldi, Andrea",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3637-3645",arXiv:1804.01552,Self-supervised Learning of Geometrically Stable Features Through Probabilistic Introspection,"David Novotny, Samuel Albanie, Diane Larlus, Andrea Vedaldi",April,2018,,1
Park_2018_CVPR,Distort-and-Recover: Color Enhancement Using Deep Reinforcement Learning,"Park, Jongchan and Lee, Joon-Young and Yoo, Donggeun and So Kweon, In",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5928-5936",arXiv:1804.04450,Distort-and-Recover: Color Enhancement using Deep Reinforcement Learning,"Jongchan Park, Joon-Young Lee, Donggeun Yoo, In So Kweon",April,2018,,1
Wang_2018_CVPR,Multi-Scale Location-Aware Kernel Representation for Object Detection,"Wang, Hao and Wang, Qilong and Gao, Mingqi and Li, Peihua and Zuo, Wangmeng",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1248-1257",arXiv:1804.00428,Multi-scale Location-aware Kernel Representation for Object Detection,"Hao Wang, Qilong Wang, Mingqi Gao, Peihua Li, Wangmeng Zuo",April,2018,,1
