Title_A,Year_A,Directors_A,Actors_A,Content_Rating_A,Genre_A,Duration_A,Title_B,Year_B,Directors_B,Actors_B,Content_Rating_B,Genre_B,Duration_B,Gold
Rage,2014.0,Paco Cabezas,"Nicolas Cage,Rachel Nichols,Aubrey Peeples,Danny Glover,Peter Stormare",1.0,"Action, Crime, Thriller",92 minutes,Rage,2014,Paco Cabezas,"Nicolas Cage, Rachel Nichols, Max Ryan",5.0,"Action, Crime, Thriller",92 min ,1
Rush Hour 3,2007.0,Brett Ratner,"Jackie Chan,Chris Tucker,Max von Sydow,Yvan Attal,Dana Ivey,Roman Polanski",2.0,"Action, Adventure, Comedy, Crime, Thriller",91 minutes,Rush Hour 3,2007,Brett Ratner,"Jackie Chan, Chris Tucker, Max von Sydow",6.2,"Action, Comedy, Crime",91 min ,1
Falcon Rising,2014.0,Ernie Barbarash,"Michael Jai White,Neal McDonough,Laila Ali,Lateef Crowder,Hazuki Kato",3.0,"Action, Drama",103 minutes,Falcon Rising,2014,Ernie Barbarash,"Neal McDonough, Michael Jai White, Lateef Crowder",5.7,"Action, Adventure",103 min ,1
Need for Speed,2014.0,Scott Waugh,"Aaron Paul,Dominic Cooper,Imogen Poots,Scott Mescudi,Rami Malek,Ramón Rodríguez,Harrison Gilbertson,Dakota Johnson,Michael Keaton",1.0,"Action, Crime, Drama, Thriller",102 minutes,Need for Speed,2014,Scott Waugh,"Aaron Paul, Dominic Cooper, Imogen Poots",6.6,"Action, Crime, Drama",132 min ,1
I Am Number Four,2011.0,D.J. Caruso,"Alex Pettyfer,Timothy Olyphant,Dianna Agron,Callan McAuliffe",1.5,"Action, Adventure, Drama, Science Fiction, Thriller",109 minutes,I Am Number Four,2011,D.J. Caruso,"Alex Pettyfer, Timothy Olyphant, Dianna Agron",6.1,"Action, Adventure, Sci-Fi",109 min ,1
Mortdecai,2015.0,David Koepp,"Johnny Depp,Olivia Munn,Gwyneth Paltrow,Ewan McGregor,Jeff Goldblum,Paul Bettany",0.5,"Adventure, Comedy",106 minutes,Mortdecai,2015,David Koepp,"Johnny Depp, Gwyneth Paltrow, Ewan McGregor",5.5,"Action, Comedy, Mystery",107 min ,1
RocknRolla,2008.0,,"Gerard Butler,Tom Wilkinson,Thandie Newton,Tom Hardy,Jeremy Piven,Toby Kebbell",3.0,"Action, Adventure, Comedy, Crime, Foreign, Thriller",114 minutes,RocknRolla,2008,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba",7.3,"Action, Crime, Thriller",114 min ,1
3 Days to Kill,2014.0,McG,"Kevin Costner,Amber Heard,Hailee Steinfeld,Connie Nielsen,Richard Sammel,Tómas Lemarquis,Marc Andréoni,Eriq Ebouaney",2.0,"Action, Crime, Drama, Thriller",113 minutes,3 Days to Kill,2014,McG,"Kevin Costner, Hailee Steinfeld, Connie Nielsen",6.2,"Action, Drama, Thriller",117 min ,1
Hercules,2014.0,Brett Ratner,"Dwayne Johnson,John Hurt,Ian McShane,Rufus Sewell,Aksel Hennie,Ingrid Bolsø Berdal,Joseph Fiennes",1.0,"Action, Adventure",98 minutes,Hercules Reborn,2014,Nick Lyon,"John Hennigan, Christian Oliver, Marcus Shirock",4.2,"Action, Adventure",95 min ,1
Transporter 3,2008.0,,,2.5,"Action, Adventure, Thriller",104 minutes,Transporter 3,2008,Olivier Megaton,"Jason Statham, Robert Knepper, Natalya Rudakova",6.1,"Action, Adventure, Crime",104 min ,1
The Spy Next Door,2010.0,Brian Levant,"Jackie Chan,Amber Valletta,Madeline Carroll,Magnus Scheving,Billy Ray Cyrus,George Lopez,Will Shadley,Alina Foley",1.5,"Action, Adventure, Comedy, Drama, Family",94 minutes,The Spy Next Door,2010,Brian Levant,"Jackie Chan, Amber Valletta, Billy Ray Cyrus",5.4,"Action, Comedy, Family",94 min ,1
16 Blocks,2006.0,Richard Donner,"Bruce Willis,Mos Def,David Morse,Tig Fong,Cylk Cozart,Michael F. Keenan,Sasha Roiz",3.0,"Action, Adventure, Crime, Thriller",105 minutes,16 Blocks,2006,Richard Donner,"Bruce Willis, Yasiin Bey, David Morse",6.6,"Action, Crime, Drama",105 min ,1
47 Ronin,2013.0,Carl Rinsch,"Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Tadanobu Asano,Rinko Kikuchi,Min Tanaka,Jin Akanishi,Masayoshi Haneda,Hiroshi Sogabe,Takato Yonemoto",1.0,"Action, Adventure, Drama, Fantasy",119 minutes,47 Ronin,2013,Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki",6.3,"Action, Adventure, Drama",128 min ,1
Speed Racer,2008.0,,"Emile Hirsch,Matthew Fox,Christina Ricci,Paulie Litt,Susan Sarandon,John Goodman",1.5,"Action, Family, Thriller",135 minutes,Speed Racer,2008,Andy Wachowski,"Emile Hirsch, Matthew Fox, Christina Ricci",6.1,"Action, Family, Sport",135 min ,1
Journey 2: Mysterious Island,2012.0,Brad Peyton,"Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzman",2.5,"Action, Adventure, Science Fiction",94 minutes,Journey 2: The Mysterious Island,2012,Brad Peyton,"Josh Hutcherson, Dwayne Johnson, Michael Caine",5.8,"Action, Adventure, Comedy",94 min ,1
Mission: Impossible -- Ghost Protocol,2011.0,Brad Bird,"Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist",3.5,"Action, Adventure, Thriller",133 minutes,Mission: Impossible - Ghost Protocol,2011,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg",7.4,"Action, Adventure, Thriller",133 min ,1
G.I. Joe: Retaliation,2013.0,Jon M. Chu,"Channing Tatum,Dwayne Johnson,Bruce Willis,Ray Park,Adrianne Palicki,D.J. Cotrona",1.5,"Action, Adventure, Science Fiction, Thriller",120 minutes,G.I. Joe: Retaliation,2013,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki",5.8,"Action, Adventure, Sci-Fi",110 min ,1
The End of Love,2013.0,,"Frankie Shaw,Michael Cera",3.5,"Drama, Foreign",90 minutes,Revelation Road: The Beginning of the End,2013,Gabriel Sabloff,"David A.R. White, Brian Bosworth, Eric Roberts",4.9,Action,88 min ,1
Black Dynamite,2009.0,Scott Sanders,"Michael Jai White,Tommy Davidson,Bokeem Woodbine,Arsenio Hall,John Salley,Mykelti Williamson,James McManus,Nicole Sullivan",3.0,"Action, Comedy",90 minutes,Black Dynamite,2009,Scott Sanders,"Arsenio Hall, Tommy Davidson, Phyllis Applegate",7.4,"Action, Comedy",84 min ,1
Dawn of the Planet of the Apes,2014.0,Matt Reeves,"Andy Serkis,Jason Clarke,Gary Oldman,Keri Russell,Toby Kebbell,Kodi Smit-McPhee,Kirk Acevedo,Judy Greer",3.5,"Action, Drama, Science Fiction, Thriller",130 minutes,Dawn of the Planet of the Apes,2014,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis",7.7,"Action, Drama, Sci-Fi",130 min ,1
Hercules,2014.0,Brett Ratner,"Dwayne Johnson,John Hurt,Ian McShane,Rufus Sewell,Aksel Hennie,Ingrid Bolsø Berdal,Joseph Fiennes",1.0,"Action, Adventure",98 minutes,The Legend of Hercules,2014,Renny Harlin,"Kellan Lutz, Gaia Weiss, Scott Adkins",4.2,"Action, Adventure, Fantasy",99 min ,1
The Girl with the Dragon Tattoo,2011.0,David Fincher,"Rooney Mara,Daniel Craig,Christopher Plummer,Stellan Skarsgard,Robin Wright,Joely Richardson",3.5,"Crime, Drama, Mystery, Thriller",158 minutes,Dragon,2011,Peter Chan,"Donnie Yen, Takeshi Kaneshiro, Wei Tang",7.1,"Action, Crime, Drama",98 min ,1
30 Minutes or Less,2011.0,Ruben Fleischer,"Jesse Eisenberg,Danny McBride,Aziz Ansari,Nick Swardson,Dilshad Vadsaria,Michael Pena,Bianca Kajlich,Fred Ward",2.0,"Action, Adventure, Comedy",83 minutes,30 Minutes or Less,2011,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Nick Swardson",6.2,"Action, Comedy, Crime",83 min ,1
The Children of Huang Shi,2008.0,Roger Spottiswoode,"Jonathan Rhys Meyer,Radha Mitchell,Michelle Yeoh",2.5,"Drama, Foreign, War",125 minutes,Children of the Otherside,2008,Aydin Bulut,"Mehmet Ali Nuroglu, Ismail Hacioglu, Volga Sorgu",6.8,"Action, Crime, Drama",95 min ,1
Machine Gun Preacher,2011.0,Marc Forster,"Gerard Butler,Michael Shannon,Michelle Monaghan,Kathy Baker,Souleymane Sy Savane,Madeline Carroll",2.0,"Action, Crime, Thriller",129 minutes,Machine Gun Preacher,2011,Marc Forster,"Gerard Butler, Michelle Monaghan, Michael Shannon",6.8,"Action, Biography, Crime",129 min ,1
Immortals,2011.0,Tarsem Singh,"Henry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Lysander,Aethra,The Monk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas",1.5,"Action, Fantasy, Science Fiction",110 minutes,Immortals,2011,Tarsem Singh,"Henry Cavill, Mickey Rourke, John Hurt",6.1,"Action, Drama, Fantasy",110 min ,1
Lucy,2014.0,Luc Besson,"Scarlett Johansson,Morgan Freeman,Choi Min-Sik,Analeigh Tipton,Amr Waked",3.0,"Action, Science Fiction",90 minutes,Lucy,2014,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi",6.4,"Action, Sci-Fi, Thriller",89 min ,1
The November Man,2014.0,Roger Donaldson,"Pierce Brosnan,Luke Bracey,Olga Kurylenko,Will Patton,Bill Smitrovich",2.0,"Action, Thriller",108 minutes,The November Man,2014,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",6.3,"Action, Crime, Thriller",108 min ,1
Cirque du Freak: The Vampire's Assistant,2009.0,Paul Weitz,"John C. Reilly,Ken Watanabe,Josh Hutcherson,Chris Massoglia",1.5,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",109 minutes,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"Chris Massoglia, John C. Reilly, Salma Hayek",6.0,"Action, Adventure, Fantasy",109 min ,1
Monsters vs. Aliens,2009.0,"Rob Letterman,Conrad Vernon","Seth Rogen,Hugh Laurie,Will Arnett,Kiefer Sutherland,Rainn Wilson,Paul Rudd,Stephen Colbert",2.5,,,Monsters vs. Aliens,2009,Rob Letterman,"Reese Witherspoon, Rainn Wilson, Stephen Colbert",6.6,"Animation, Action, Adventure",94 min ,1
Intrepido: A Lonely Hero,2015.0,Gianni Amelio,"Antonio Albanese,Livia Rossi,Gabriele Rendina,Sandra Ceccarelli,Alfonso Santagata",2.0,Comedy,104 minutes,Hero,2015,Nikhil Advani,"Sooraj Pancholi, Athiya Shetty, Tigmanshu Dhulia",3.8,"Action, Drama, Romance",145 min ,1
The Da Vinci Code,2006.0,Ron Howard,"Tom Hanks,Audrey Tautou,Ian McKellen,Alfred Molina,Jurgen Prochnow,Paul Bettany,Jean Reno,Jean Pierre Marielle,Etienne Chicot",3.0,"Mystery, Thriller",149 minutes,The Da Vinci Treasure,2006,Peter Mervis,"C. Thomas Howell, Lance Henriksen, Nicole Sherwin",2.3,"Action, Adventure, Mystery",91 min ,1
Harakiri,1962.0,,,4.0,"Drama, Foreign",135 minutes,Harakiri,1962,Masaki Kobayashi,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita",8.7,"Action, Drama, History",133 min ,1
Hell Ride,2008.0,,"Larry Bishop,Michael Madsen,Eric Balfour,Dennis Hopper,Leonor Varela,Vinnie Jones,Julia Jones",1.0,"Action, Indie, Thriller",84 minutes,Hell Ride,2008,Larry Bishop,"Larry Bishop, Dennis Hopper, Michael Madsen",5.1,"Action, Drama, Thriller",84 min ,1
5 Days of War,2011.0,Renny Harlin,"Rupert Friend,Richard Coyle,Emmanuelle Chriqui,Johnathon Schaech,Val Kilmer,Andy Garcia,Heather Graham",1.5,"Action, Comedy, Drama, Romance, Thriller",113 minutes,5 Days of War,2011,Renny Harlin,"Rupert Friend, Emmanuelle Chriqui, Richard Coyle",5.6,"Action, Drama, War",113 min ,1
Street Kings,2008.0,David Ayer,"Keanu Reeves,Forest Whitaker,Hugh Laurie,Chris Evans,Cedric The Entertainer",1.5,"Action, Crime, Drama, Thriller",109 minutes,Street Kings,2008,David Ayer,"Keanu Reeves, Forest Whitaker, Hugh Laurie",6.8,"Action, Crime, Drama",109 min ,1
The Spirit,2008.0,,"Gabriel Macht,Samuel L. Jackson,Scarlett Johansson,Eva Mendes,Sarah Paulson,Paz Vega",1.0,"Action, Comedy, Crime, Science Fiction, Thriller",103 minutes,The Spirit,2008,Frank Miller,"Gabriel Macht, Samuel L. Jackson, Scarlett Johansson",4.8,"Action, Crime, Fantasy",103 min ,1
Ran,1985.0,,,4.0,"Action, Adventure, Drama, Foreign, History, Indie",162 minutes,Ran,1985,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu",8.3,"Action, Drama, War",162 min ,1
Red Dawn,2012.0,Dan Bradley,"Chris Hemsworth,Josh Hutcherson,Josh Peck,Isabel Lucas,Connor Cruise,Adrianne Palicki,Brett Cullen",1.5,"Action, Thriller",114 minutes,Red Dawn,2012,Dan Bradley,"Chris Hemsworth, Isabel Lucas, Josh Hutcherson",5.4,"Action, Thriller, War",93 min ,1
Fast & Furious 6,2013.0,Justin Lin,"Paul Walker,Vin Diesel,Dwayne Johnson,Jordana Brewster,Gina Carano,Luke Evans,Michelle Rodriguez,Tyrese Gibson,Eva Mendes,Gal Gadot,Sung Kang,Jason Statham",2.0,"Action, Thriller",140 minutes,Fast & Furious 6,2013,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",7.2,"Action, Crime, Thriller",130 min ,1
The Watch,2012.0,Akiva Schaffer,"Ben Stiller,Vince Vaughn,Jonah Hill,Richard Ayoade,Rosemarie DeWitt,Will Forte,R. Lee Ermey",2.0,"Comedy, Science Fiction",98 minutes,The Watch,2012,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill",5.7,"Action, Comedy, Sci-Fi",102 min ,1
Man of Tai Chi,2013.0,Keanu Reeves,"Keanu Reeves, Tiger Hu Chen,Jeremy Marinas,Steven Dasz,Karen Mok Man-Wai,Michael Chan,Qing Ye,Yu Hai,Sam Lee,Iko Uwais",3.0,Action,105 minutes,Man of Tai Chi,2013,Keanu Reeves,"Tiger Hu Chen, Keanu Reeves, Karen Mok",6.1,"Action, Drama",105 min ,1
Lone Survivor,2013.0,Peter Berg,"Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Eric Bana,Sammy Sheik,Alexander Ludwig,Scott Elrod,Ali Suliman,Rich Ting,Dan Bilzerian",2.0,"Action, Drama",,Lone Survivor,2013,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch",7.6,"Action, Biography, Drama",121 min ,1
Prince of Persia: The Sands of Time,2010.0,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Toby Kebbell",2.0,"Action, Adventure, Fantasy, Science Fiction",116 minutes,Prince,2010,Kookie V. Gulati,"Vivek Oberoi, Isaiah, Aruna Shields",4.1,"Action, Crime, Drama",138 min ,1
R.I.P.D.,2013.0,Robert Schwentke,"Jeff Bridges,Ryan Reynolds,Kevin Bacon,Stephanie Szostak,Mary-Louise Parker,Marisa Miller,Robert Knepper,James Hong",1.0,"Action, Comedy, Crime",,R.I.P.D.,2013,Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker",5.6,"Action, Comedy, Sci-Fi",96 min ,1
Diary of the Dead,2008.0,,"Shawn Roberts,Joshua Close,Michelle Morgan,Scott Wentworth",3.0,"Action, Horror, Science Fiction",95 minutes,Day of the Dead,2008,Steve Miner,"Mena Suvari, Nick Cannon, Michael Welch",4.5,"Action, Horror",86 min ,1
Do I Sound Gay?,2015.0,David Thorpe,,3.0,Documentary,77 minutes,i,2015,S. Shankar,"'Chiyaan' Vikram, Amy Jackson, Suresh Gopi",7.8,"Action, Romance, Thriller",170 min ,1
Weekend,2011.0,,"Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Jonathan Wright,Loretto Murray",3.0,"Drama, Foreign, Romance",96 minutes,Weekend,2011,Cezary Pazura,"Pawel Malaszynski, Malgorzata Socha, Michal Lewandowski",4.0,"Action, Comedy, Crime",121 min ,1
Sabotage,2014.0,David Ayer,"Arnold Schwarzenegger,Sam Worthington,Joe Manganiello,Josh Holloway,Max Martini,Terrence Howard,Mireille Enos,Olivia Williams",1.5,"Action, Crime, Drama, Thriller",110 minutes,Sabotage,2014,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard",5.7,"Action, Crime, Drama",109 min ,1
Prisoners,2013.0,Denis Villeneuve,"Jake Gyllenhaal,Hugh Jackman,Paul Dano,Maria Bello,Melissa Leo,Viola Davis,Terrence Howard",2.5,"Crime, Drama, Thriller",146 minutes,Prisoners of the Sun,2013,Roger Christian,"John Rhys-Davies, David Charvet, Carmen Chaplin",3.6,"Action, Adventure, Horror",85 min ,1
Traitor,2008.0,Jeffrey Nachmanoff,"Don Cheadle,Guy Pearce,Said Taghmaoui,Neal McDonough,Aly Khan,Archie Panjabi,Jeff Daniels,Raad Rawi,Hassam Ghancy,Mozhan Marno",3.0,"Action, Crime, Drama, Thriller",114 minutes,Traitor,2008,Jeffrey Nachmanoff,"Don Cheadle, Guy Pearce, Archie Panjabi",7.0,"Action, Crime, Drama",114 min ,1
Once Upon A Time In Mumbai Dobaara!,2013.0,Milan Lutheria,"Akshay Kumar,Sonakshi Sinha,Imran Khan,Sonali Bendre,Pitobash Tripathy",2.0,"Action, Crime, Drama",,Once Upon a Time in Mumbai Dobaara!,2013,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha",4.9,"Action, Crime, Drama",160 min ,1
Labyrinth of Lies,2015.0,Giulio Ricciarelli,"Alexander Fehling,André Szymanski,Friederike Becht,Johann von Bülow,Hansi Jochmann",2.5,"Drama, History",122 minutes,House of Fury,2005,Stephen Fung,"Anthony Chau-Sang Wong, Gillian Chung, Stephen Fung",6.2,"Action, Comedy",102 min ,0
The Wackness,2008.0,,"Josh Peck,Ben Kingsley,Olivia Thirlby,Famke Janssen,Talia Balsam,David Wohl,Mary-Kate Olsen",3.0,"Comedy, Indie, Romance",99 minutes,Crook,2013,Adrian Langley,"Adam Beach, Leah Gibson, Bill Lake",4.3,Action,92 min ,0
Housebound,2014.0,Gerard Johnstone,"Morgana O'Reilly,Rima Te Wiata,Glen-Paul Waru,Cameron Rhodes,Millen Baird",3.0,"Comedy, Horror, Thriller",109 minutes,Mr India,1987,Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri",7.8,"Action, Adventure, Comedy",179 min ,0
Daybreakers,2010.0,,"Ethan Hawke,Willem Dafoe,Claudia Karvan,Sam Neill,Michael Dorman",2.5,"Action, Drama, Horror, Science Fiction, Thriller",98 minutes,Journal of a Contract Killer,2008,Tony Maylam,"Justine Powell, Adam Leese, Jake Canuso",4.9,"Action, Crime, Drama",90 min ,0
White God,2015.0,Kornél Mundruczó,"Zsófia Psotta,Sándor Zsótér,Lili Horváth,Szabolcs Thuróczy",3.5,Drama,121 minutes,Macon County Line,1974,Richard Compton,"Alan Vint, Cheryl Waters, Max Baer Jr.",6.9,"Drama, Action",89 min ,0
The Runner,2015.0,Austin Stark,"Nicolas Cage,Sarah Paulson,Connie Nielsen,Peter Fonda,Bryan Batt,Wendell Pierce,Fredric Lehne",2.0,Drama,90 minutes,Thunder and Lightning,1977,Corey Allen,"David Carradine, Kate Jackson, Sterling Holloway",5.4,"Action, Adventure, Comedy",95 min ,0
Werckmeister Harmonies,2000.0,Agnes Hranitzky,,4.0,"Drama, Foreign",145 minutes,Tough Enough,1983,Richard Fleischer,"Dennis Quaid, Carlene Watkins, Stan Shaw",5.5,"Action, Drama, Romance",106 min ,0
Three Monkeys,2009.0,Nuri Bilge Ceylan,"Yavuz Bingol,Hatice Aslan,Ahmet Rifat Sungar,Ercan Kesal",3.0,"Drama, Foreign, Thriller",109 minutes,Kuruvi,2008,Dharani,,3.6,"Action, Comedy, Drama",150 min ,0
Nobody Walks,2012.0,Ry Russo-Young,"Olivia Thirlby,John Krasinski,Rosemarie DeWitt,Dylan McDermott,Rhys Wakefield,Justin Kirk",2.0,Drama,83 minutes,My Best Bodyguard,2010,Sirippakorn Wongchariyawat,,4.2,"Action, Adventure",113 min ,0
Danny Collins,2015.0,Dan Fogelman,"Jennifer Garner,Al Pacino,Josh Peck,Annette Bening,Bobby Cannavale,Christopher Plummer,Melissa Benoist",3.5,"Comedy, Drama",106 minutes,Kung Fu Cannibals,1982,Edward D. Murphy,"Cameron Mitchell, Geoffrey Binney, Hope Holiday",5.6,"Adventure, Horror, Action",86 min ,0
Eternal Sunshine of the Spotless Mind,2004.0,Michel Gondry,"Jim Carrey,Kate Winslet,Tom Wilkinson,Mark Ruffalo,Elijah Wood,Kirsten Dunst,Thomas Jay Ryan,Jane Adams,David Cross,Gerry Robert Byrne",4.0,"Comedy, Drama, Fantasy, Romance, Science Fiction",108 minutes,Lady Ninja Kaede 2,2009,Takayuki Kagawa,"Luna Akatsuki, Kazu Itsuki, Yuka Sakagami",4.2,Action,70 min ,0
Splice,2010.0,Vincenzo Natali,"Adrien Brody,Sarah Polley,Delphine Chaneac,Brandon McGibbon,David Hewlett",3.0,"Science Fiction, Thriller",104 minutes,God of Thunder,2015,Thomas Shapiro,"Max Aria, Jacqui Holland, Preston James Hillier",4.5,"Action, Adventure, Fantasy",91 min ,0
Two Men in Town,2015.0,Rachid Bouchareb,"Forest Whitaker,Harvey Keitel,Brenda Blethyn,Luis Guzmán,Dolores Heredia,Ellen Burstyn",2.5,"Crime, Drama",120 minutes,Caged Animal,2010,Ryan Combs,"Ving Rhames, Nipsey Hussle, Gillie Da Kid",4.6,"Action, Drama",84 min ,0
The Scarlet Empress,1934.0,,,4.0,"Drama, Romance",104 minutes,Turbulence,1997,Robert Butler,"Ray Liotta, Lauren Holly, Brendan Gleeson",4.7,"Action, Thriller",100 min ,0
The Karate Kid,2010.0,Harald Zwart,"Jaden Smith,Jackie Chan,Taraji P. Henson,Han Wenwen",3.5,"Action, Adventure, Drama, Family",140 minutes,Let's Do It Again,1975,Sidney Poitier,"Sidney Poitier, Bill Cosby, Calvin Lockhart",6.8,"Action, Comedy, Crime",110 min ,0
A Night in Old Mexico,2014.0,Emilio Aragón,"Robert Duvall,Jeremy Irvine,Angie Cepeda,Luis Tosar,Joaquín Cosio,Rene Rhi,Eric A. Williams",1.0,Drama,103 minutes,The Cop in Blue Jeans,1976,Bruno Corbucci,"Tomas Milian, Jack Palance, Maria Rosaria Omaggio",6.0,"Action, Crime, Drama",95 min ,0
Addicted,2014.0,Bille Woodruff,"Boris Kodjoe,Emayatzy Corinealdi,Katerina Graham,Maria Howell,Sharon Leal,Tasha Smith,Tyson Beckford",1.5,Drama,105 minutes,Spider-Man,2002,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe",7.3,"Action, Adventure",121 min ,0
Footnote,2012.0,,"Shlomo Bar Aba,Lior Ashkenazi,Alisa Rosen,Alma Zak,Micah Lewesohn",4.0,"Comedy, Drama, Foreign",103 minutes,Burning Paradise,1994,Ringo Lam,"Willie Chi, John Ching, Yamson Domingo",7.1,"Adventure, Action, Fantasy",104 min ,0
Francine,2012.0,,"Melissa Leo,Victoria Charkut,Keith Leonard,Mike Halstead,Dave Clark",3.5,Drama,,Enemy Gold,1993,Christian Drew Sidaris,"Bruce Penhall, Mark Barriere, Suzi Simpson",4.2,"Action, Adventure, Thriller",92 min ,0
Ajami,2010.0,,"Shahir Kabaha,Ibrahim Frege,Fouad Habash,Youssef Sahwani,Ranin Karim,Eran Naim,Scandar Copti",3.0,"Crime, Drama, Foreign, Indie",120 minutes,The Hit Girl,2013,James A. Ward,"Ella Celina Bowen, Jessamyn Arnstein, James Castle Stevens",7.1,"Action, Adventure, Comedy",86 min ,0
Vengeance is Mine,1980.0,Shohei,"Ken Ogata,Rentaro Mikuni,Chocho Mikayo,Mitsuka Baisho",4.0,"Crime, Drama, Foreign",139 minutes,Beverly Hills Cop,1984,Martin Brest,"Eddie Murphy, Judge Reinhold, John Ashton",7.3,"Action, Comedy, Crime",105 min ,0
Harry Potter and the Half-Blood Prince,2009.0,David Yates,"Daniel Radcliffe,Rupert Grint,Emma Watson,Helena Bonham-Carter,Bonnie Wright,Jim Broadbent,Michael Gambon,Alan Rickman",3.0,"Action, Adventure, Family, Fantasy, Science Fiction",153 minutes,AVP: Alien vs. Predator,2004,Paul W.S. Anderson,"Sanaa Lathan, Lance Henriksen, Raoul Bova",5.6,"Action, Adventure, Sci-Fi",101 min ,0
Struck by Lightning,2013.0,Brian Dannelly,"Chris Colfer,Rebel Wilson,Allison Janney,Dermot Mulroney,Polly Bergen,Christina Hendricks,Angela Kinsey",3.0,"Comedy, Drama",90 minutes,Outlander,2008,Howard McCain,"Jim Caviezel, Sophia Myles, Ron Perlman",6.3,"Action, Adventure, Sci-Fi",115 min ,0
Wild Grass,2010.0,Alain Resnais,"Sabine Azema,Andre Dussollier,Anne Consigny,Emmanuelle Devos,Mathieu Amalric",3.0,"Drama, Foreign, Romance",104 minutes,A Viking Saga: The Darkest Day,2013,Chris Crow,"Gareth John Bale, Ian Dicks, Richard Elfyn",4.1,"Action, Adventure, Thriller",88 min ,0
Hungry Hearts,2015.0,Saverio Costanzo,"Adam Driver,Alba Rohrwacher,Jake Weber,Natalie Gold,Victor Williams,David Aaron Baker",1.0,Drama,109 minutes,Hatt's Creek,2012,Micheal Bafaro,"Don Knodel, Steve Thackray, Jeb Beach",6.0,"Action, Horror, Thriller",86 min ,0
