ID_A,ID_B,Flag,Title_A,Title_B,Model_Number_A,Model_Number_B,Brand_A,Brand_B,Price_A,Price_B
1652,13805,,Inland ProHT iPhone Screen Protector,Inland Products 8563 Iacc Transparent Iphone Screen Protector W wipe. High Transparent Material Prevents Scratching. No,08563,,Inland,Inland,9.99,6.04
34,11684,,Sunpak 72-In-One Card Reader with SIM Slot,Sunpak 72-in-1 High Speed Card Reader - Universal USB 2.0 Card Reader including SIM,72-IN-1-CR,,Sunpak,SunPak,0,19.95
1312,14761,,Kingston 1GB DDR PC-3200 400MHz DDR 184 Pin Desktop Memory Module,Kingston ValueRAM 1 GB 400MHz PC3200 DDR DIMM Desktop Memory KVR400X64C3A 1G,KVR400X64C3A1G,KVR400X64C3A/1G,Kingston,Kingston,50.92,37.5
1543,10128,,Audiosource BI8 8  In-Wall Construction Bracket Mount,Audio Source BI8 New Construction Bracket In-Wall 8 Inches Mount,BI8,BI8,AudioSource,AudioSource,25.88,17.29
2191,21662,,BenQ MS612ST 3D-Ready Projector,BenQ projector MS612ST,MS612ST,9H.J4177.14E,BenQ,BenQ,699,
1462,3781,,Nokia N8 12MP Camera GSM Phone Green Unlocked,Nokia N8 Unlocked GSM Touchscreen Phone Featuring GPS with Voice Navigation and 12 MP Camera--U.S. Version with Warranty Green,N8 Green,002T2X3,Nokia,Nokia,449.92,379
781,14279,,ATI FirePro V7800 2GB PCI Express 2.0 Graphics Card,ATI FirePro V7800 2 GB DDR5 DVI 2DisplayPort PCI-Express Video Card 100-505604 - Retail,100505604,100-505604,ATI,ATI,739.82,599.99
1793,8495,,Cyber Acoustics Computer Stereo Silver Headset   Microphone,Cyber Acoustics Stereo Headset Microphone with volume mute AC-401,AC401,AC401,Cyber Acoustics,Cyber Acoustics,14.84,14.61
318,1083,,SIIG Headrest iPad Car Mount,Headrest Ipad Car Mnt Turns Into Rear Seat Entertainment Sys,CE-MT0E12-S1,CE-MT0E12-S1,SIIG,SIIG,40.88,23.58
2227,8671,,MSM GeForce GT 430 Graphics Card with 1GB GDDR3 2000MHz Memory,MSI nVidia GeForce GT430 OC 1 GB DDR3 VGA DVI HDMI PCI-Express Video Card N430GT-MD1GD3 OC,N430GT-MD1GD3-OC,N430GT-MD1GD3/OC,MSI,MSI,86.92,75.96
2055,7602,,Samsung HT-D5300 3D Wi-Fi Ready Home Theater System,Samsung Electronics HT-D5300 Home Theater System,HT-D5300,HTD5300,Samsung,Samsung,298,
158,16206,,Quartet Total Erase 3-Month Modular Planning System Aluminum Frame 36,New-Quartet CMP32 - Total Erase 3-Month Modular Planning System 36 x 24 Aluminum Frame - QRTCMP32,CMP32,,Quartet,Quartet,129.94,170
1091,16635,,Serif WebPlus Essentials,Serif WebPlus Essentials Software,WPEUSDVDRT,,Serif,Serif,44.82,19.99
202,6829,,Seagate FreeAgent GoFlex 500GB USB 2.0 Ultra-Portable Hard Drive Black,Seagate FreeAgent GoFlex 500 GB USB 2.0 Ultra-Portable External Hard Drive STAA500100 Black,9ZF2A2-570,STAA500100,Seagate,Seagate,71.07,62.99
1368,12147,,Razer Lycosa Gaming Keyboard,Razer Lycosa Mirror Gaming Keyboard - Special Edition,LYCOSA,RZ03-00181400-R3U1,Razer,Razer,67.84,
2408,12312,,Avery Postcards for Laser Printers 4 White Uncoated Box of 100.,Avery Postcards for Laser Printers Uncoated 4 x 6 Inches White Box of 100 05389,5389,05389,Avery,Avery,19.84,13.88
546,7623,,rooCASE Multi-Angle Leather Case for LG G-Slate 8.9-Inch 4G Tablet,rooCASE Multi-Angle Red Leather Folio Case Cover for LG G-Slate 8.9-Inch 4G Android Tablet Wi-Fi 4G,222052,,rooCASE,rooCASE,35.99,29.93
1687,20039,,Boise ASPEN 30 Office Paper 92 Brightness 20lb 8-1 2 x 14 5000 Sheets Carton,ASPEN 30 Office Paper 92 Brightness 20lb 8-1 2 x 11 White 5000 Carton,54901,,,BOISE CASCADE,52.54,
564,18916,,BIC Wite-Out Shake n Squeeze Correction Pen White 4-Pack,BIC WOSQPP418 - Wite-Out Shake n Squeeze Correction Pen 8 ml White 4 Pack,WOSQPP418-WHI,,BIC,BIC,8.39,28.36
2365,16367,,TOPS Classified Colors Notebook Narrow Rule 5-1 2 x 8-1 2 Orchid 100 Sheets,TOPS 99712 - Classified Colors Notebook Narrow Rule 5-1 2 x 8-1 2 Orchid 100 Sheets,99712,,TOPS BUSINESS FORMS,Tops,11.58,
1695,3794,,Haier PTHEATRE 4GB Pocket Theater MP3 Player,HAIER PTHEATRE 4 GB 2 POCKET THEATER MP3 PLAYER WITH VIDEO,PTHEATRE,,,Haier,46.26,
2102,15844,,Elite M150XWV1 Screens Manual Projection Screen,Elite Screens Manual Pull Down Projection Screen 4 3 Aspect Ratio-150in Matte White,M150XWV1,M150XWV1,Elite Screens,Elite Screens,187.84,192.77
2211,16561,,Crown Tire-Track Scraper Needlepunch Polypropylene Vinyl Mat 48 X 72 Anthracite,New-Crown TE0046AC - Tire-Track Scraper Mat Needlepunch Polypropylene Vinyl 48 x 72 Anthracite - CWNTE0046AC,TE0046AC,,Crown,Crown,124.97,
1154,9238,,FileMate Imagine Series M2810 USB Standard Mouse,Wintec FileMate Imagine Series M2810 USB Standard Mouse - White with Jet Black 3FMNM2810UBK-R,,3FMNM2810UBK-R,,Wintec,8.98,11.99
2472,19284,,Da-Lite Da-Plex Thru-the-Wall Rear Projection Screen - 78 x 139 HDTV Format,Da-Lite Da-Plex Thru-the-Wall Rear Projection Screen - 78 x 139 HDTV Format,23077,23077,Da-Lite,Da-Lite,11385.99,9258.99
1610,2510,,Creative Labs Sound Blaster X-Fi Go Pro Sound Board,Creative Soundblaster X-Fi Go Pro USB Audio System with THX SB1290,SB1290,SB1290,Creative Labs,Creative,39.99,33.51
2104,2964,,IOGear 2-Port USB 2.0 Printer Auto Sharing Switch Black,IOGEAR 2-Port USB 2.0 Printer Auto Sharing Switch GUB211 Black,GUB211W6,GUB211,IOGEAR,Iogear,22.92,20.37
546,7625,,rooCASE Multi-Angle Leather Case for LG G-Slate 8.9-Inch 4G Tablet,rooCASE Ultra Slim Red Leather Case Cover with Stand for LG G-Slate 8.9-Inch 4G Android Tablet Wi-Fi 4G,222052,,rooCASE,rooCASE,35.99,32.93
1622,16059,,Smead Capacity Box Bottom Hanging File Folders Letter Green 25 Box,Smead 64259 - 2 Capacity Box Bottom Hanging File Folders Letter Green 25 Box,64259,,,Smead,30.94,29.18
1178,20812,,Da-Lite Leg Saver Back Brace for Standard Fast-Fold Screens,Leg Saver Back Brace for Standard Fast-Fold Screens,72120,,Da-Lite,Da-Lite,82,
1641,9565,,Sharp EL-334MB Basic Calculator,Sharp EL-334TB Semi-Desktop Basic Calculator,EL334TB,EL-334TB,Sharp,Sharp,15.99,7.79
599,3627,,rooCASE Executive Portfolio Leather Case for Asus EEE Pad Transformer TF101 10.1-Inch,rooCASE Executive Portfolio Red Leather Case Cover with Landscape Portrait View for Asus Eee Pad Transformer 10.1-Inch TF101 Android Tablet Wi-Fi,222056,,rooCASE,rooCASE,43.99,43.64
1704,17702,,Cardinal HOLDit Self-Adhesive Multi-Punched Binder Insert Strips 25 Pack,Cardinal 21110 - HOLDit Self-Adhesive Multi-Punched Binder Insert Strips 25 Strips Pack,21110,,,Cardinal,6.18,
1474,3251,,Xantech Cpl10 Rf Ir Coupler,XANTECH CPL10 RF IR Coupler,CPL10,CPL10,Xantech,Xantech,11.88,12
2382,3483,,Sony 30mm 37mm Wide End Conversion Lens,Sony VCLHGE08B Wide-End Conversion Lens for 37mm 30mm Camcorders,VCLHGE08B,VCLHGE08B,Sony,Sony,75.38,60
7,9016,,HP C6020B Coated Paper 1 roll 36-inches x 150 ft,HP Coated Paper 36 Inches x 150 Feet Roll,C6020B,C6020B,HP,HP,49.88,29.99
1673,9028,,HP Notebook Sleeve Black Red,HP 16 Inch Laptop Sleeve - Black and Red,HP VZ346AA,VZ346AA#ABA,HP,HP,19,15.49
2361,17906,,Wilson Jones Visitor Register Book Red Hardcover 112 Pages,New-Wilson Jones S490 - Visitor Register Book Red Hardcover 112 Pages 8 1 2 x 11 1 2 - WLJS490,S490,,Wilson Jones,Wilson Jones,41.94,72
2029,12892,,Acer Iconia Tablet Bluetooth Keyboard,Acer Iconia Tab Bluetooth Keyboard,A500K01,Bluetooth Keyboard,Acer,Acer,49,46.99
1316,21113,,Optoma BL-FP230C Replacement Projector Lamp for Optoma EP749 Projector,Optoma BL-FP230C Replacement Lamp for EP749 EP719H,BL-FP230C,BL-FP230C,Optoma,Optoma,294.84,189.73
1814,3254,,Xantech 283Tpd Designer Twin Plug Blink Emitter,XANTECH 283TPD DESIGNER TWIN PLUG BLINK EMITTER,283TPD,,Xantech,Xantech,14.88,28
2057,3068,,HP 45 Black Inkjet Cartridge 51645A,HP 45 Black Ink Cartridge in Retail Packaging,HP 51645A#140,HP 45 Black Inkjet Print Cartridge,HP,HP,34.97,28.89
1614,17219,,Pinnacle Studio HD v15 Ultimate Collection PC,Pinnacle Studio Ultimate Collection v.15,,82103002401,AVID TECHNOLOGY,AVID,119,99.99
1664,10772,,Level Mount Motorized Full Motion Mount For Flat Screen TV s 10 - 42 Screens,Level Mount DC42SM Full Motion Articulating Motorized Wall Mount for 26 to 42 Displays Black,,DC42SM,Level Mount,Level Mount,199.99,199.67
2482,6886,,Samsung WB700 Black 14.2MP Digital Camera w 18x Optical Zoom 3.0  LCD Display w 50 Bonus Prints,Samsung EC-WB700 Digital Camera with 14 MP and 18x Optical Zoom Black,EC-WB700ZBPBUS,EC-WB700ZBPBUS,Samsung,Samsung,299.99,
2120,20315,,Netgear ProSafe Plus 8-Port Ethernet Switch,Netgear ProSafe Plus Switch 8-Port Gigabit Ethernet GS108E,GS108E100NAS,GS108E,NETGEAR,Netgear,78.88,77.18
27,538,,Cyber Power PFC 1000VA LCD Sinewave Adaptive Intelligent UPS,CyberPower CP1000PFCLCD UPS 1000VA 600W PFC Compatible Pure Sine Wave,CP1000PFCLCD,CP1000PFCLCD,CyberPower,CyberPower,151,141.39
946,3104,,HP 90 Ink Cyan C5061A,Hewlett Packard C5061A HP 90 Cyan 400 Ml Ink Cartridge,C5061A,C5061A,HP,HP,204.75,143.75
2316,9549,,Seiko SLP-MRL Multipurpose Label,Smart Label Printer Multipurpose Labels,SLP-MRL,,Seiko,Seiko,14.88,13.82
750,15431,,Sony STP-FSA Floating Camera Strap,Sony STPFSA High-Grade Strap for Handycam Camcorder,STPFSA,STPFSA,Sony,Sony,19.44,19.31
96,10967,,HP CE505XD Black LaserJet Print Cartridges 2pk,HP Laserjet 05X Black Dual Pack Cartridge in Retail Packaging CE505XD,HP CE505XD,CE505XD,HP,HP,258.84,235.11
2185,11690,,Three Position PowerMat with Powercube,Powermat Three Position Mat for Wireless Device,PMM-3P-B1,PMM-3P-B1,Powermat,Power Mat,79.54,79.99
1419,14716,,Lexmark T650H11A Black High-Yield Toner Print Cartridge,Lexmark T65X Hy Return Program Print Cartridge,T650H11A,T650H11A,Lexmark,Lexmark,565.2,364.11
2156,17865,,Ape Case AC252 Tri-Fold Digital Camera Case   Passport Travel Wallet,APE CASE AC252 TRI-FOLD TRAVEL WALLET DIGITAL CAMERA CASE,AC252,,Ape Case,Ape Case,18.88,
894,11621,,Samsung 470 Series 128GB SATA II Solid State Drive,Samsung 128GB Solid State Drive MZ-5PA128,MZ-5PA128/US,MZ-5PA128/US,Samsung,Samsung,199,194.99
131,9891,,Kensington Virtuoso iPad Stylus and Pen,Kensington 2nd Generation Apple iPad 1 and 2 iPhone iPod Motorola Xoom Tablet Galaxy Blackberry Playbook Virtuoso Touch Screen Stylus and Pen Black Newest Model,K39304US,K39304US,Kensington,Kensington,17.54,17.3
1523,21030,,HP Q1413A Universal Heavyweight Coated Paper,Hewlett Packard HP Universal Heavyweight Coated Paper 32 95 Bright 36 x 100 Roll Part Number Q1413A,Q1413A,,HP,HP,58.78,49.64
298,15654,,Plantronics GameCom 367 Closed-Ear Gaming Headset,Plantronics GameCom 367 Closed-Ear Gaming Headset,GAMECOM 367,Gamecom367,Plantronics,Plantronics,24.84,24.84
1619,6365,,Lathem Time 900E Electronic Time Recorder Automatic,900E Electronic Time Recorder - Automatic sold individuall,900E,,,Lathem,239.94,230
2268,2528,,Cooler Master Storm 17  SF-19 Laptop Cooler,Cooler Master Storm SF 19 17 Laptop Cooler with USB 3.0 SGA-6000-KKYF1,SGA-6000-KKYF1,SGA-6000-KKYF1,Coolermaster,Cooler Master,83.75,79.99
2133,7359,,TRENDnet TU2-ETG USB to Gigabit Ethernet Adapter - USB - 1 x RJ-45  - 10 100 1000Base-T,TRENDnet USB to Gigabit Ethernet Adapter TU2-ETG,TU2-ETG,TU2-ETG,TRENDnet,Trendware,34.66,31.99
595,20844,,Uniden D2998 DECT 6.0 Loud and Clear Digital Answering System with Cordless Handset,New-UNIDEN D2998 DECT 6.0 LOUD CLEAR BIG BUTTON CORDED CORDLESS PHONE WITH CALLER ID DIGITAL ANSWERING MACHINE - UNND2998,D2998,,Uniden,Uniden,79.93,93.99
346,8387,,Apple iPad 10W USB Power Adapter,Apple iPad 10W USB Power Adapter MC359LL A,MC359LL/A,iPad 10W USB Power Adapter,Apple,Apple,29,24.76
1578,13541,,foldIO P2 Leather Texture Folio Case for iPad 2 Black,Scosche foldIO P2 Black Leather Texture Folio Case for iPad 2 IPD2FLBK,IPD2FLBK,IPD2FLBK,Scosche,Scosche,44.88,
277,15427,,Sony VGP-BKB1 Bluetooth Wireless Keyboard,Sony VAIO Bluetooth Keyboard,VGPBKB1,VGP-BKB1,Sony,Sony,97.15,97.68
2019,5208,,Wintec FileMate 4GB CompactFlash Memory Card,Wintec Filemate 4 GB CompactFlash Card,3FMCF4GB-R,3FMCF4GB-R,Wintec,Wintec,15.98,14.99
1037,10881,,Maxell 635128 8x DVD-R Media,Maxell 50PK DVD-R 8X 4.7GB WHITE SHINY,,635128,Maxell,Maxell,20.87,20.87
863,11819,,Nokia Travel Charger,Nokia Travel Charger N91 N90 N80 7370 6282 6265i 6165i 6155i 6126 6103 6102i 6102 6101 3155i Travel Charger Compare to Nokia AC-3U,279044,,Nokia,Nokia,20.53,2.98
324,1245,,ZyXEL Desktop Gigabit Switch GS-108B,ZyXEL GS108B 8 Port Gigabit Ethernet Switch with Metal Housing Green Energy Saving Technology,GS108B,GS108B,ZyXEL,ZyXEL,34.99,33.68
1150,9482,,Sony VF67CPAM Circular Polarizing Filter for 67mm  DSLR Camera Lens,Sony Alpha VF67CPAM Circular Polarizing Filter Black,VF67CPAM,VF67CPAM,Sony,Sony,116,110.1
504,10207,,Nikon COOLPIX L120 14.1MP Bronze Digital Camera 4.5-94.5mm Zoom NIKKOR Lens 3.0  LCD Display HD Video w 50 Bonus Prints,Nikon COOLPIX L120 14.1 MP Digital Camera with 21x NIKKOR Wide-Angle Optical Zoom Lens and 3-Inch LCD Bronze,26255,L120 Bronze,Nikon,Nikon,274.36,261.01
1714,21094,,Quality Park Classic Style Invitation Envelope Contemporary White,Quality Park 36226 - Classic Style Invitation Envelope Contemporary  5 1 2 White 500 Box,36226,,,Quality Park,52.94,
548,9296,,Verbatim 96438 2GB Store n Go USB 2.0 Flash Drive,Verbatim Store n Go 2 GB USB 2.0 Flash Drive 96438 Metallic Pink,96438,96438,Verbatim,Verbatim,14.84,9.99
2436,20420,,Micro Innovations Techcool Travel Cooler,Techcool Travel Cooler,5290100,5290100,Micro Innovations,Micro Innovations,11.88,8.05
2489,5636,,RCA Cassette Adapter,RCA AH760R CD Auto Cassette Adapter,AH760R,AH760R,RCA,RCA,12.88,6.79
26,6985,,HP CE278A Black LaserJet Print Cartridge,HP Laserjet 78A Black Cartridge in Retail Packaging CE278A,HP CE278A,CE278A,HP,HP,69.84,
2504,20052,,SIIG 1-port Serial PC Card,1PORT RS-232 PCMCIA 16650 Serial Pc Card,JJ-PCM012-S3,JJ-PCM012-S3,SIIG,SIIG,59.99,50.15
528,486,,3M Natural View Screen Protector for iPad,3M Natural View Screen Protector for iPad 9.7,98-0440-5155-9,"iPad 9.7""",3M,3M,45.88,19.99
689,4784,,Kodak Easyshare M530 Red 12MP Digital Camera w 3X Optical Zoom 2.7  LCD w 50 Bonus Prints,Kodak Easyshare M530 12 MP Digital Camera with 3x Wide Angle Optical Zoom and 2.7-Inch LCD Red,M530 Red,EasyShare M530 Red,Kodak,Kodak,99.54,99.99
2007,13922,,Cables Unlimited USB 2.0 7 Port Hub With Power,Cables Unlimited USB1870 USB 2.0 7-Port Desktop Hub with Power,USB-1870,USB-1870,Cables Unlimited,Cables Unlimited,27,24.99
1476,12655,,Netgear WN511 RangeMax NEXT Wireless-N  PC-Card Notebook Adapter,NETGEAR WN511B RangeMax Wireless-N Notebook Adapter,WN511B100NAS,WN511B-100NAS,NETGEAR,Netgear,58.88,11.99
1778,3751,,Panasonic KXFA132 Film Cartridge and Film Roll,Panasonic KX-FA132 200 Meter Film cartridge for KX-F1000 Series,KXFA132,KX-FA132,Panasonic,Panasonic,49.84,47.87
1526,12544,,Cobra 16-Mile Range 22-Channel GMRS 2-Way Radio,Cobra MicroTalk CX105 16-Mile 22-Channel FRS GMRS Two-Way Radio Pair,CX-105,CBRCX105,COBRA,Cobra,29.98,22.84
2266,18699,,SIIG Mini DisplayPort to HDMI Adapter,Mini Displayport To HDmi Adapter,CB-DP0B11-S1,CB-DP0B11-S1,SIIG,SIIG,19.88,15.14
685,17574,,Weyerhaeuser Company MultiUse Premium Paper 98 Brightness 24lb 8-1 2 x 14 White 500 Sheets Ream,New-Weyerhaeuser Company 85781 - MultiUse Premium Paper 98 Brightness 24lb 8-1 2 x 14 White 500 Sheets Ream - DMR85781,85781,,,Weyerhauser,12.47,33.79
1392,2977,,Inland Pro 8-Sheet Paper Shredder,Inland Pro 8-Sheet Paper Shredder 05302,05302,05302,Inland,Inland,47.54,47.54
1507,16667,,Wilson Jones Super Heavy Weight Sheet Protector,New-Wilson Jones 21402 - Super Heavy Weight Sheet Protector Clear 25 Box - WLJ21402,21402,,Wilson Jones,Wilson Jones,10.94,21
2218,18301,,Brother TZB41 P-Touch TZ,Brother P-Touch TZB41 - TZ Standard Adhesive Laminated Labeling Tape 3 4w Black on Fluorescent Orange,TZB41,,Brother,Brother,24.88,
2550,19120,,3M Dry-Erase Board Porcelain 6 x4 Aluminum Frame,Premium Porcelain Dry Erase Board,,,3M,3M,579.29,293.77
2537,12334,,Gator Cases ATA Molded Utility Case 11.7 x 16.7 x 5.9,ATA Molded Utility Case 11.7 x 16.7 x 5.9,GXDF-1116-5-TSA,,Gator Cases,Gator,139.99,139.99
1011,15004,,Griffin Technology Screen Care Kit for iPad,Griffin Screen Care Kit for iPad Matte,GB01595,GB01595,Griffin Technology,Griffin Technology,24.56,9.58
1855,10031,,Apple iPod nano 8GB Charcoal,Apple iPod nano 8 GB Graphite 6th Generation NEWEST MODEL,MC688LL/A,MC688LL/A,Apple,Apple,134.54,134.95
1749,17508,,Bigelow Green Tea Assortment 64ct,Green Tea Assortment Assorted Styles 64 Tea Bags Box,30568,,Bigelow,Bigelow,12.97,11.09
636,7146,,Nikon Coolpix P500 12.1MP Black Digital Camera 4-144mm Zoom Nikkor Lens 3  LCD Display HD Video w 50 Bonus Prints,Nikon COOLPIX P500 12.1 CMOS Digital Camera with 36x NIKKOR Wide-Angle Optical Zoom Lens and Full HD 1080p Video Black,26256,P500 Black,Nikon,Nikon,389.44,
1759,13846,,Fellowes GoRiser Laptop Elevator,Fellowes 8030401 Laptop GoRiser,8030401,8030401,Fellowes,Fellowes,21.88,14.95
2197,17367,,Netgear ANT 9DBI In Outdoor Omni-Direc,ANT 9DBI In Outdoor Omni-Direc,ANT240920000S,,NETGEAR,Netgear,129.82,175.89
2200,18139,,HP 51644C HP 44 Ink 1600 Page-Yield Cyan,New-51644C HP 44 Ink 1600 Page-Yield Cyan Case Pack 1 - 512953,51644C,,HP,HP,46.59,97.84
1695,20398,,Haier PTHEATRE 4GB Pocket Theater MP3 Player,New-HAIER PTHEATRE 4 GB 2 POCKET THEATER MP3 PLAYER WITH VIDEO - HERPTHEATRE,PTHEATRE,,,Haier,46.26,
16,4283,,Avery Self-Adhesive Filing Labels 1 3 Cut 3-7 16 x 2 3 Clear 450 Pack,Avery 5029 Clear Self-Adhesive Filing Labels 3-7 16 x 2 3 30 sheet 450 pack,5029,5029,Avery,Avery,21.47,14.2
1467,15576,,rooCASE Executive Leather Portfolio Case for Samsung Galaxy Tab P1000,rooCase Executive Leather Portfolio Red Case Cover with Stand for Samsung Galaxy Tab Tablet P1000 Wi-Fi 3G,212537,,rooCASE,rooCASE,37.59,25
1458,8347,,Avery Metal Rim Key Tags Card Stock Metal 1-1 4  Diameter 50 Pack,Avery 11025 - Metal Rim Key Tags Card Stock Metal 1-1 4 Diameter White 50 Pack,,,Avery,Avery,7.42,9.63
35,3068,,HP 45 Black Inkjet Cartridge 51645A,HP 45 Black Ink Cartridge in Retail Packaging,51645A,HP 45 Black Inkjet Print Cartridge,HP,HP,35.78,28.89
1511,19043,,Cables Unlimited UltraFast Hardcore Gaming HDMI Cable,Hardcore Ultrafast 6HDMI Cable Hi-speed HDmi Cable for XBOX360 PS3,GAM-2295-06,GAM-2295-06,Cables Unlimited,Cables Unlimited,18.57,13.99
2260,14835,,IOGEAR 1GB Mobile USB 2.0 Scribe Digital Pen Flash Drive,IOGEAR Mobile Scribe Digital Pen with Flash Memory GPEN300 black,GPEN300,GPEN300,IOGEAR,Iogear,74.88,59.99
1243,2466,,Gear Head 2.4GHz Wireless Optical Nano Mouse Black,2.4GHz Wireless Optical Nano Mouse Black,MP2800BLK,MP2800BLK,Gear Head,Gear Head,15.82,11.99
2237,1663,,rooCASE Executive Portfolio Leather Case  w 2 Screen Protector for BlackBerry PlayBook,rooCASE Executive Portfolio Magenta Leather Case Cover with Landscape Portrait View for BlackBerry Playbook Tablet Wi-Fi 4G,220761,,rooCASE,rooCASE,35.99,20
2020,16544,,HON Metal Bookcase 34-1 2w x 12-5 8d x 81-1 8h,New-HON S82ABCP - Metal Bookcase 6 Shelves 34-1 2w x 12-5 8d x 81-1 8h Black - HONS82ABCP,S82ABCP,,HON,Hon,369,519
992,12313,,Avery Index Maker Clear Label Dividers 5-Tab White,Avery Index Maker Clear Label Dividers with 5 White Tabs 25 Count 11446,11416,11446,Avery,Avery,3.88,52.99
2329,16353,,Xantech 282D Designer Emitter Single,XANTECH 282D DESIGNER EMITTER SINGLE,282D,,Xantech,Xantech,15.88,
2001,14203,,Bower SS2477 Digital Wrist Strap Grey,Bower SS2477G Digital Camera Wrist Strap 1.50-Inch - Grey,RELAUNCH SS2477G,SS2477G,Bower,Bower,7.98,5.99
2017,12007,,Asus Blue 10.1  1015B-MU17-BU Netbook PC with AMD C30 Processor and Windows 7 Starter,ASUS Eee PC 1015B-MU17-BU 10.1-Inch Netbook Blue,1015B-MU17-BU,1015B-MU17-BU,Asus,Asus,278,279
395,1768,,DYMO by Pelouze Heavy-Duty Electronic Utility Scale,Dymo Pelouze 4040 400 lb. Digital Shipping Scale,4010,4040,,Pelouze,136.94,79.95
2094,16312,,Epson T125420 Yellow DURABrite Cartridge,Epson Durabrite Ultra Ink Yellow T125420,T125420,T125420,Epson,Epson,11.88,11.99
942,2806,,Logitech HD 720p Webcam C310,Logitech 720p Webcam C310,960-000585,960-000585,Logitech,Logitech,48.88,24.99
2184,10974,,HP C8560A Drum Unit,HP Drum Unit Image Cleaning Kit C8560A C8561A C8562A C8563A for LaserJet 9500,C8563A,"C8554A, HPC8554A",HP,HP,671.69,48.47
1032,13439,,Sony 39  Lightweight Camera and Camcorder Tripod VCT-R100,Sony VCT-R100 Lightweight Compact Tripod with 3-Way Pan Tilt Head,VCTR100,VCTR100,Sony,Sony,24.54,24.54
696,12570,,Clarion Sirius Satellite Radio Receiver Adapter,Clarion CLASC1 Sirius Satellite Radio Receiver Adapter,CLASC1,CLASC1,Clarion,Clarion,49.99,49.99
150,8944,,Imation 43347 DDS-2 Data Cartridge,Imation - DDS-2 - 4 GB 8 GB - storage media,43347,,Imation,Imation,10.88,8.26
226,12628,,Cables Unlimited 3 SVGA Video Cable HDB15 Male to Male With 3.5mm Audio,Cables Unlimited PCM-2240-03 SVGA Video Cable HDB15 Male to Male With 3.5mm Audio 3 feet,PCM-2240-03,PCM-2240-03,Cables Unlimited,Cables Unlimited,11.88,6.86
1125,15648,,PNY GeForce GT 520 1024MB PCIe Graphics Card,PNY nVidia GeForce GT520 1 GB DDR3 VGA DVI HDMI PCI-Express Video Card VCGGT5201XPB,VCGGT5201XPB,VCGGT5201XPB,PNY,PNY,59.99,61.31
1510,9333,,Imation 16GB Pocket Flash Drive,USB 16GB Pocket Flash Drive,27861,27861,Imation,Imation,58.88,29.51
1110,8092,,TomToim VIA 1505T,TomTom VIA 1505T 5-Inch Portable GPS Navigator with Lifetime Traffic,1EN501902,1EN5.019.02,TomTom,TomTom,179.95,129.99
222,16625,,Targus Red TGK-FR300 Digital Camera Starter Kit,TARGUS RED TGK-FR300 DIGITAL CAMERA STARTER KIT,TGK-FR300,,Targus,Targus,18.98,17.96
168,15438,,Sony Premium EX Earbuds MDREX57LP BLK,Sony MDR-EX57LP BLK Headphones Black,MDREX57LP/BLK,MDR-EX57LP/BLK,Sony,Sony,39.99,13.99
40,10873,,Iomega 34508 DVR Expander Hard Drive,Iomega 34508 eSATA DVR 1TB Expander Drive,34508,34508,Iomega,Iomega,99.98,89.99
2157,14546,,Cables Unlimited - 1 Port DB25 Parallel PCI ECP EPP SPP Port I O Card,Cables Unlimited TM 1 -Port DB25 Parallel PCI I O Card IOC1000,IOC-1000,IOC1000,Cables Unlimited,Cables Unlimited,16.88,20.29
