ID_A,ID_B,Title_A,Title_B,ISBN_A,ISBN_B
bn_4,B804,"Advances in Databases: 18th British National Conference on Databases, BNCOD 18 Chilton, UK, July 9-11, 2001. Proceedings",Instant SQL,9783540422655,9781874416500.0
bn_987,B317,Access 2000 for Windows: Visual QuickStart Guide,Getting Started with Flurry Analytics,9780201354348,9781782177128.0
bn_193,B2379,Proceedings 1996 VLDB Proceedings: 22nd International Conference on Very Large Data Bases / Edition 1,"Data Engineering Issues in E-Commerce and Services: Second International Workshop, DEECS 2006, San Francisco, CA, USA, June 26, 2006 (Lecture Notes in Computer Science)",9781558603820,9783540354406.0
bn_2355,B2712,"Microsoft Access for Windows 95, with CD-ROM (Mastering)",Database Modeling from 0 to 60 in 4 seconds,9780782117646,9781478279990.0
bn_2999,B1956,Building Distributed Applications with ADO,Locking in DB2 for Mvs/Esa Environment,9780471317012,9780738401799.0
bn_333,B1524,Disaster Proofing Information Systems: A Complete Methodology for Eliminating Single Points of Failure / Edition 1,Applied Microsoft SQL Server 2008 Reporting Services,9780071409223,9780976635314.0
bn_2354,B1672,Microsoft Office Access 2003: Complete Concepts and Techniques / Edition 1,Homomorphic Encryption and Applications (SpringerBriefs in Computer Science),9780619200398,9783319122281.0
bn_2207,B1835,Searching CD-ROM and Online Informaion Sources,Interview Questions and Answers for DB2 10.1,9781856043885,9781478380412.0
bn_1040,B677,Eighty-Five dBASE IV User-Defined Functions and Procedures,"SAS SQL Procedure User's Guide, Version 8",9780830632367,9781580255998.0
bn_464,B657,"Beginning Web Development for Smartphones: Developing Web Applications with PHP, MSQL, and jQTouch","Data Analysis and Data Mining using Microsoft Business Intelligence Tools: Excel 2010, Access 2010, and Report Builder 3.0 with SQL Server",2940011123382,9780985742836.0
bn_2855,B741,SQL Demystified,Downsized but Not Out: How to Get Your Next Computer Job,9780072262247,9780070576155.0
bn_2699,B577,Feedback and Organization Development: Using Data-Based Methods / Edition 1,Training Students to Extract Value from Big Data:: Summary of a Workshop,9780201050066,9780309314374.0
bn_571,B1776,SQL for eServer i5 and iSeries,Access 97 SECRETSÂ,9781583470480,9780764530432.0
bn_1681,B2476,ProCite in Libraries: Applications in Bibliographic Database Management,Data Mining: A Knowledge Discovery Approach,9780938734901,9781441941206.0
bn_1407,B857,Essential SQLAlchemy,The Art and Science of Analyzing Software Data,9780596516147,9780124115194.0
bn_553,B970,"Microsoft Access Small Business Solutions: State-of-the-Art Database Models for Sales, Marketing, Customer Management, and More Key Business Activities",Modeling and Data Mining in Blogosphere (Synthesis Lectures on Data Mining and Knowledge Discovery),9780470525746,9781598299083.0
bn_1506,B1455,"DB2 Universal Database v7.1 for UNIX, Linux, Windows and OS/2 Database Administration Certification Guide / Edition 4",Foundation Zoho: Work and Create Online,9780130913661,9781430219910.0
bn_2865,B902,"Managing Cyber Threats: Issues, Approaches, and Challenges / Edition 1","Beginning PHP and PostgreSQL E-Commerce: From Novice to Professional (Beginning, from Novice to Professional)",9780387242262,9781590596487.0
bn_783,B1950,scikit-learn Cookbook,How To Make a Login System for Your Website: A Simple Login System Using PHP and MySQL,9781783989492,9781606808184.0
bn_1684,B1972,Solving Data Mining Problems Through Pattern Recognition / Edition 1,Microsoft PowerPivot for Excel 2010: Give Your Data Meaning (Business Skills),9780130950833,9780735640580.0
bn_2127,B609,Delta Data and You,The Unofficial Guide to Microsoft Office Access 2007,9780471906452,9780470045978.0
bn_310,B150,Mastering and Using Microsoft Access 2000 / Edition 1,The Future of Mobility: Scenarios for the United States in 2030,9780538426114,9780833081391.0
bn_2204,B2476,Microsoft Excell 2000: Expert Certification,Data Mining: A Knowledge Discovery Approach,9780763803346,9781441941206.0
bn_717,B646,Sams Teach Yourself Microsoft Access 2000 Programming in 24 Hours,Building the Data Warehouse,9780672316616,9780471141617.0
bn_2817,B2084,HTML5 Graphics & Data Visualization Cookbook,PHP and MySQL Web Development (5th Edition) (Developer's Library),9781849693707,9780321833891.0
bn_306,B2710,Microsoft Access 2000: Core and Expert Certification,DB2 9 Exam 730 Practice Questions,9780763802400,9780557033188.0
bn_1641,B540,Advanced Database Systems / Edition 1,Friendly Access (Friendly Computer Books),9781558604438,9780679791898.0
bn_2829,B747,Mysql For Python,"Research in Computational Molecular Biology: 19th Annual International Conference, RECOMB 2015, Warsaw, Poland, April 12-15, 2015, Proceedings (Lecture Notes in Computer Science)",9781849510189,9783319167053.0
bn_2031,B361,Effective Access 7.0,Database Design for Smarties: Using UML for Data Modeling (The Morgan Kaufmann Series in Data Management Systems),9780256221183,9781558605152.0
bn_889,B1562,Sams Teach Yourself E-Genealogy Today: Finding Your Family Roots Online,A Guide to the SQL Standard: A User's Guide to the Standard Relational Language SQL,9780672318160,9780201558227.0
bn_1417,B2763,Information Insecurity: A Survival Guide to the Uncharted Territories of Cyber-threats and Cyber-security,Create and Use Databases (Access 2002),9789211045307,9781877305443.0
bn_529,B1634,Oracle Programming with Visual Basic,Modern Database Management,9780782123227,
bn_2425,B1672,GO! with Microsoft Access 2013 Comprehensive / Edition 1,Homomorphic Encryption and Applications (SpringerBriefs in Computer Science),9780133415056,9783319122281.0
bn_214,B2125,"Beginning PHP, Apache, MySQL Web Development","Digital Asset Management: Content Architectures, Project Management, and Creating Order out of Media Chaos",9780764557446,9781430263760.0
bn_607,B353,Microsoft Transact-SQL: The Definitive Guide,Access 2002 VBA Handbook,9780763784164,9780782140132.0
bn_616,B1890,Paradox 4.5 for Windows,The GSEC Prep Guide: Mastering SANS GIAC Security Essentials,9781562431228,9780764539329.0
bn_2411,B2276,Access 2000 VBA Handbook,Mysql (Programacion / Programming) (Spanish Edition),9780782123241,9788441518988.0
bn_1544,B2868,Mining the World Wide Web: An Information Search Approach / Edition 1,Learn SQL in 400 Minutes,9780792373490,9781482007428.0
bn_2468,B1166,MS SQL Server 2005: Developing Client/Server Applications,Oracle SQL Tuning: A Close Look at Explain Plans,9781931769556,9781453804193.0
bn_763,B1239,Vocabulary Control And Search Strategies In Online Searching,Oracle SQL and Introductory PL/SQL,9780313254901,9780072860467.0
bn_2617,B2335,SIGIR 93: 16th Annual International ACM-SIGIR Conference on Research and Development in Information Retrieval,JDBC(TM) API Tutorial and Reference: Universal Data Access for the Java(TM) 2 Platform (2nd Edition),9780897916059,9780201433289.0
bn_2408,B386,Writing Information Security Policies / Edition 1,PowerBuilder 5 Developer's Resource: Client/Server Programming for the Enterprise,9781578702640,9780132711562.0
bn_2859,B2655,SQL Unleashed,The SPICE Book,9780672317095,9780471609261.0
bn_701,B2902,Mike Ault's Oracle Internals Monitoring and Tuning Scripts: Advanced Internals and OCP Certification Insights for the Master DBA,Logical Methods: In Honor of Anil Nerode's Sixtieth Birthday (Progress in Computer Science and Applied Logic),9780972751384,9781461267089.0
bn_1634,B759,Microsoft SQL Server 2008 Administrator's Pocket Consultant,Microsoft® SQL Server 2005: Applied Techniques Step by Step (Step by Step Developer),9780735627383,9780735623163.0
bn_368,B1396,Effective Databases for text & Document Management,Liskin's dBASE IV 1.1 Handbook,9781931777476,9780078810169.0
bn_1521,B582,Creating SQL Server 2005 Applications with Visual Studio 2005 / Edition 1,Oracle8i Database Administration,9780131463554,9781884777783.0
bn_958,B1119,"OCA/OCP Oracle Database 11g All-in-One Exam Guide: Exams 1Z0-051, 1Z0-052, 1Z0-053",Enterprise SOA: Designing IT for Business Innovation,9780071629218,9780596102388.0
bn_271,B1571,Advantage Series Microsoft Access 2000 Complete Edition (Expert and Level 1),Exam 98-369 Cloud Fundamentals,9780072348019,9781119062868.0
bn_1920,B964,Designing Effective Database Systems,Contemporary Issues in Exploratory Data Mining in the Behavioral Sciences (Quantitative Methodology Series),9780321290939,9780415817097.0
bn_302,B877,SAS(R) 9.1.3 Java Metadata Interface: User's Guide,Improving Business Intelligence:  The Six Sigma Way,9781590475232,9780979414619.0
bn_1519,B2267,FoxPro Windows Advanced Multi-Users Developers Handbook,Access 7 (Teach Yourself Computing),9781566861007,9780340697504.0
bn_2801,B1591,Fuzziness in Database Management Systems / Edition 1,Problem Solving Cases with Microsoft Access and Excel,9783790808582,9781423902133.0
bn_1046,B1808,"Database Security: Status and Prospects: Results of the IFIP WG 11.3 Workshop on Data Base Security, Lake Guntersville, Alabama, U. S. A., 12-15 September, 1993","Technology In Action, Complete, Exploring Microsoft Office 2010, Volume 1, and myitlab Access Card for Office 2010 Package",9780444818331,9780132836661.0
bn_383,B1923,"DB2 SQL Procedural Language for Linux, Unix and Windows",Oracle9i XML Handbook,9780131007727,9780072134957.0
bn_2689,B558,Visualizing Data with Microsoft Power View,"Computers and Games: Second International Conference, CG 2000, Hamamatsu, Japan, October 26-28, 2000 Revised Papers (Lecture Notes in Computer Science)",9780071780834,9783540430803.0
bn_1094,B620,Data Engineering: Fuzzy Mathematics in Systems Theory and Data Analysis / Edition 1,Oracle Job Interview Handbook (IT Job Interview series),9780471416562,9780979795121.0
bn_2924,B2080,"Middleware 2003: ACM/IFIP/USENIX International Middleware Conference, Rio de Janeiro, Brazil, June 16-20, 2003, Proceedings",Introduction to Oracle: Basic Skills for Any Oracle User,9783540403173,9781450508780.0
bn_790,B1702,PHP 6 and MySQL 6 Bible (Bible Series),Special Edition Using Oracle8/8I,9780470384503,9780789719751.0
bn_2442,B1945,Introduction to Knowledge Base Systems,"16th International Conference on Data Engineering: 29 February-3 March 2000 San Diego, California",9780029484906,9780769505060.0
bn_2865,B131,"Managing Cyber Threats: Issues, Approaches, and Challenges / Edition 1","SQL: A Beginner's Guide, Second Edition",9780387242262,9780072228854.0
bn_1083,B1801,Advanced Oracle SQL Tuning: The Definitive Reference,"Algorithm Theory - SWAT '96: 5th Scandinavian Workshop on Algorithm Theory, Reykjavik, Iceland, July 1996. Proceedings (Lecture Notes in Computer Science)",9780991638604,9783540614227.0
bn_577,B2142,FileMaker Pro 6 Advanced for Windows and Macintosh: Visual QuickPro Guide,Beginning MySQL,9780321162199,9780764579509.0
bn_1413,B54,"Advanced Database Systems for Integration of Media and User Environments, '98",Exploring Microsoft Office XP,9789810234362,9780790612331.0
bn_1174,B2498,Object-Relational DBMSs: The Next Great Wave,SQL Database Programming: The Ultimate Guide to Learning SQL Database Programming Fast!,9781558603974,9781517080570.0
bn_2379,B1055,ACT! 2006 For Dummies,"Oracle Database 12c Install, Configure & Maintain Like a Professional (Oracle Press)",9780471774549,9780071799331.0
bn_2664,B139,"Database Systems: Concepts, Management and Application",Database Design and Relational Theory: Normals Forms and All That Jazz (Theory in practice) (Paperback) - Common,9780155000292,
bn_361,B2083,Oracle Database 10g DBA Handbook / Edition 1,Microsoft Office Access 2003 QuickSteps,9780072231458,9780072232295.0
bn_2233,B352,Measures of Interobserver Agreement and Reliability,Linux for Websphere and DB2 Servers,9780203502594,9780738414461.0
bn_1248,B2946,PostgreSQL Server Programming,"Advances in Communication and Networking: Second International Conference on Future Generation Communication and Networking, FGCN 2008, Sanya, Hainan ... in Computer and Information Science)",9781849516983,9783642102356.0
bn_1461,B2696,Expert Oracle RAC Performance Diagnostics and Tuning,dBASE IV 1.5 Inside & Out,9781430267096,9780078818172.0
bn_2390,B1145,"Knowledge Discovery in Life Science Literature: International Workshop, KDLL 2006, Singapore, April 9, 2006, Proceedings / Edition 1",Developing with Couchbase Server,9783540328094,9781449331160.0
bn_1149,B2222,Relational Data Mining / Edition 1,Real-Time Design Patterns: Robust Scalable Architecture for Real-Time Systems,9783642076046,9780201699562.0
bn_1552,B2708,"Database Dictionary: Eleven Data Base Dictionaries for Users, Designers, Programmers and Developers",Block Error-Correcting Codes: A Computational Primer (Universitext),9780915391349,9783540003953.0
bn_525,B1573,"Conceptual Modeling - ER 2000: 19th International Conference on Conceptual Modeling, Salt Lake City, Utah, USA, October 9-12, 2000 Proceedings",Oracle Real Application Clusters,9783540410720,9781555582883.0
bn_717,B1508,Sams Teach Yourself Microsoft Access 2000 Programming in 24 Hours,A Guide to Claims-Based Identity and Access Control: Authentication and Authorization for Services and the Web (Microsoft patterns & practices),9780672316616,9781621140023.0
bn_838,B707,Pro SQL Server 2008 Analytics: Delivering Sales and Marketing Dashboards,"Hands-On Microsoft SQL Server 2008 Integration Services, Second Edition",9781430219286,9780071736404.0
bn_502,B2391,Microsoft SQL Server 2012 Master Data Services 2E,"Mining the Social Web: Analyzing Data from Facebook, Twitter, LinkedIn, and Other Social Media Sites",9780071797856,9781449388348.0
bn_289,B1907,Paradox 4.5 DOS: Star Series,PowerBuilder 6: A Developer's Guide,9780877098218,9781558515819.0
bn_2671,B299,"Mastering Access 97 for Windows 95/NT, with CD-ROM",O'Leary Series: Microsoft Office Access 2003 Brief,9780782119244,9780072835564.0
bn_261,B2121,DB2 10 for z/OS Database Administration: Certification Study Guide,Cassandra High Availability,9781583473696,9781783989126.0
bn_1608,B2568,Oracle PL/SQL Language Pocket Reference,An Introduction to Programming with IDL: Interactive Data Language,9781565924574,9780120885596.0
bn_2936,B1388,Oracle Job Scheduling: Creating Robust Task Management with dbms_job and Oracle 10g Dbms_scheduler,"Mathematical Tools for Data Mining: Set Theory, Partial Orders, Combinatorics (Advanced Information and Knowledge Processing)",9780974448664,9781849967518.0
bn_2651,B1782,Introduction to SQL: Mastering the Relational Database Language / Edition 3,"LATIN 2002: Theoretical Informatics: 5th Latin American Symposium, Cancun, Mexico, April 3-6, 2002, Proceedings (Lecture Notes in Computer Science)",9780201596182,9783540434009.0
bn_1391,B322,Modeling And Data Mining In Blogosphere,DB2 Udb Performance Expert for Multiplatforms: A Usage Guide (Ibm Redbooks),9781598299083,9780738428246.0
bn_991,B1368,Microsoft SQL Server 7.0 Administrator's Companion,Accessing DB2 for Os/390 Data from the World Wide Web,9781572318151,9780738410531.0
bn_2638,B2462,Oracle 9i Database Administrator II : Backup/Recovery and Network Administration / Edition 1,Database Transition: Informix Dynamic Server to DB2 Universal Database,9780619159023,9780738490984.0
bn_2707,B308,DB2 Developer's Guide: A Solutions-Oriented Approach to Learning the Foundation and Capabilities of DB2 for z/OS,Programming for PaaS,9780132836425,9781449334901.0
bn_365,B2800,Visual Database Systems 3: Visual information management / Edition 1,Mining the Web: Transforming Customer Data into Customer Value,9780412721700,9780471416098.0
bn_1864,B600,Support Vector Machines: Theory and Applications / Edition 1,"Advances in Information Retrieval: 35th European Conference on IR Research, ECIR 2013, Moscow, Russia, March 24-27, 2013, Proceedings (Lecture Notes in Computer Science)",9783642063688,9783642369728.0
bn_1067,B2608,Up and Running with Q and A,Hands-On dBASE IV (Version 1.1),9780895886453,9780534163501.0
bn_1165,B2355,Privacy Protection For E-Services,Building Bioinformatics Solutions 2nd edition,9781591409144,9780199658565.0
bn_2833,B368,Distributed Data Bases: An Advanced Course,Mastering Swift,9780521230919,9781784392154.0
bn_1484,B515,"Deductive and Object-Oriented Databases: Second International Conference, DOOD '91 Munich, Germany, December 16-18, 1991 Proceedings",Access 2010: The Missing Manual,9780387550152,9781449382377.0
bn_2354,B2723,Microsoft Office Access 2003: Complete Concepts and Techniques / Edition 1,DB2 9 Exam 543 Practice Questions,9780619200398,9781475222210.0
bn_1219,B2018,Professional Xml Meta Data,"Spatial and Temporal Databases: 13th International Symposium, SSTD 2013, Munich, Germany, August 21-23, 2013, Proceedings (Lecture Notes in Computer ... Applications, incl. Internet/Web, and HCI)",9781861004512,9783642402340.0
bn_2238,B1377,The SAP R/3 System: An Introduction to ERP and Business Software Technology / Edition 2,Relational Databases: State of the Art Report,9780201596175,9781483120492.0
bn_986,B1780,UML for Database Design / Edition 1,Teach Yourself Access 97 VISUALLY (IDG's 3-D Visual Series),9780201721638,9780764560262.0
bn_1348,B175,Oracle Performance Tuning [With *],Oracle8i From Scratch,9781565922372,9780789723697.0
bn_1230,B1440,Oracle9i Application Server Portal Handbook,"Teach Yourself VISUALLY Access 2002 (Visual Read Less, Learn More)",9780072222494,9780764535918.0
bn_2641,B1030,Data Modeling for Information Professionals,Data Warehousing OLAP and Data Mining,9780130804501,9788122417647.0
bn_2591,B2352,"Error Control, Cryptology, and Speech Compression: Workshop on Information Protection, Moscow, Russia, December 6 - 9, 1993. Selected Papers / Edition 1",The Finite Element Method in Charged Particle Optics (The Springer International Series in Engineering and Computer Science),9783540582656,9781461373698.0
