ID_A,ID_B,Flag,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
5075,2439,,Heritage Tavern,Heritage Tavern,53703,53703,"131 East Mifflin Street, Madison",131 E Mifflin St
5215,2438,,Ground Zero,Ground Zero,53703,53703,"744 Williamson St Ste 1, Madison",744 Williamson St
5657,2432,,Himal Chuli,Himal Chuli,53703,53703,"318 State St, Madison",318 State St
5309,2431,,Palmyra Mediterranean Grill,Palmyra Mediterranean Grill,53703,53703,"419 State St, Madison",419 State St
4899,2422,,Fugu Asian Fusion,Fugu,53703,53703,"411 W. Gilman St., Madison",411 W Gilman St
5185,2413,,Lake Vista Cafe,Lake Vista Cafe,53703,53703,"1 john nolen dr., Madison",One John Nolen Dr
5138,2412,,Roast Public House,Roast Public House,53703,53703,"529 State St, Madison",558 State St
5218,2389,,Caribou Tavern,The Caribou Tavern,53703,53703,"703 E Johnson St, Madison",703 E Johnson St
4874,2384,,Mediterranean Cafe,Mediterranean Cafe,53703,53703,"625 State St, Madison",625 State St
5230,2379,,Paradise Lounge,The Paradise Lounge,53703,53703,"119 W Main St, Madison",119 W Main St
5594,2375,,Mad City Frites,Mad City Frites,53703,53703,"320 State St, Madison",320 State St
6969,4034,,Risotteria,Risotteria,10014,10014,"270 Bleecker Street, New York",270 Bleecker St
7252,3900,,Beso,Beso,10301,10301,11 Schuyler Street,11 Schuyler St
7285,4055,,The Dead Rabbit Grocery & Grog,The Dead Rabbit,10004,10004,"30 Water Street, New York",30 Water St
7489,3939,,Daniel,Daniel,10065,10065,"60 E 65th Street, New York",60 E 65th St.
7144,4001,,Hourglass Tavern,Hourglass Tavern,10036,10036,"373 West 46th Street, New York",373 W 46th St
7156,4027,,ABC Kitchen,ABC Kitchen,10003,10003,"35 East 18th Street, New York",35 E 18th St
7207,3930,,Queens Comfort,Queens Comfort,11103,11103,"40-09 30th Avenue, Queens",40-09 30th Ave
7403,3669,,Saraghina,Saraghina,11233,11233,"435 Halsey Street, Brooklyn",435 Halsey St
7456,3257,,North End Grill,North End Grill,10282,10282,"104 North End Avenue, New York",104 N End Ave
7660,3869,,Habana Outpost,Habana Outpost,11217,11217,"757 Fulton Street, Brooklyn",757 Fulton St
7457,3988,,Hillstone,Hillstone Restaurant,10010,10010,"378 Park Avenue South, New York",378 Park Ave S
6918,3403,,Uva,Uva,10075,10075,"1486 2nd Avenue, New York",1486 2nd Ave
6873,3404,,Il Bambino,Il Bambino,11106,11106,"34-08 31st Avenue, Queens",34-08 31st Ave
6968,3956,,Joe Allen,Joe Allen,10036,10036,"326 West 46th Street, New York, NY",326 W 46th St
7011,3795,,Sushi Yasuda,Sushi Yasuda,10017,10017,"204 East 43rd Street, New York",204 E 43rd St
7310,3888,,Petite Abeille,Petite Abeille,10011,10011,"44 W 17th Street, New York",44 W 17th St
7046,3729,,Hillstone,Hillstone Restaurant,10022,10022,"153 E 53rd Street, New York",153 E 53rd St
6970,3990,,David Burke Kitchen,David Burke Kitchen,10013,10013,"23 Grand Street, New York",23 Grand St
7509,3960,,Malatesta Trattoria,Malatesta Trattoria,10014,10014,"649 Washington Street, New York",649 Washington St
7653,3918,,Iron Chef House,Iron Chef House,11201,11201,"92 Clark Street, Brooklyn",92 Clark St
7418,3953,,Atera,Atera,10013,10013,"77 Worth Street, New York",77 Worth St
7566,3860,,Cookshop,Cookshop,10011,10011,"156 10th Avenue, New York",156 10th Ave
7632,3867,,The Grey Dog,The Grey Dog,10012,10012,"244 Mulberry Street, New York",244 Mulberry St
7364,3907,,Almondine,Almondine Bakery,11201,11201,"85 Water Street, Brooklyn",85 Water St
7001,3889,,Sake Bar Hagi,Sake Bar Hagi,10019,10019,"152 W 49th Street, New York",152 W 49th St
7260,3291,,The Farm on Adderley,The Farm On Adderley,11218,11218,"1108 Cortelyou Road, Brooklyn",1108 Cortelyou Rd
7520,3928,,Degustation,Degustation,10003,10003,"239 E 5th Street, New York",239 E 5th St
7450,3447,,Go! Go! Curry,Go! Go! Curry!,10018,10018,"273 W 38th Street, New York",273 W 38th St
7363,3943,,Aurora,Aurora,11211,11211,"70 Grand Street, Brooklyn",70 Grand St
7391,3835,,Spiegel,Spiegel,10009,10009,"26 1st Avenue, New York",26 1st Ave
7616,3313,,SoCo,SoCo,11205,11205,"509 Myrtle Avenue, Brooklyn",509 Myrtle Ave
6906,3319,,Five Leaves,Five Leaves,11222,11222,"18 Bedford Avenue, Brooklyn",18 Bedford Ave
6955,3580,,Frankies 457 Spuntino,Frankies 457,11231,11231,"457 Court Street, Brooklyn",457 Court St
7023,3786,,Shake Shack,Shake Shack,10036,10036,"691 8th Avenue, New York",691 8th Ave
7033,3752,,Le Grainne Cafe,Le Grainne Cafe,10011,10011,"183 9th Avenue, New York",183 9th Ave
7087,3828,,Brickyard Gastropub,Brickyard Gastropub,10019,10019,785 9th Avenue,785 9th Ave
7587,3561,,The Red Hook Lobster Pound,Red Hook Lobster Pound,11231,11231,"284 Van Brunt Street, Brooklyn",284 Van Brunt St
7369,3458,,Pizza Loves Emily,Emily,11238,11238,"919 Fulton Street, Brooklyn",919 Fulton St
7405,3826,,Il Corallo Trattoria,Il Corallo Trattoria,10012,10012,"176 Prince Street, New York",176 Prince St
7222,3307,,Eleven Madison Park,Eleven Madison Park,10010,10010,"11 Madison Avenue, New York",11 Madison Ave
6974,3801,,Perilla,Perilla,10014,10014,"9 Jones Street, New York",9 Jones St
6990,3840,,Cha-An,Cha-An,10003,10003,"230 East 9th Street, New York",230 E 9th St2nd Fl
7019,3671,,Yuca Bar & Restaurant,Yuca Bar & Restaurant,10009,10009,"111 Avenue A, New York",111 Avenue A
7445,3850,,Le Barricou,Le Barricou,11211,11211,"533 Grand Street, Brooklyn",533 Grand St
7585,3788,,Zutto Japanese American Pub,Zutto Japanese American Pub,10013,10013,"77 Hudson Street, New York",77 Hudson St
6951,3650,,Obao,OBAO,10036,10036,"647 9th Avenue, New York",647 9th Ave
7555,3625,,Boqueria,Boqueria,10011,10011,"53 W 19th Street, New York",53 W 19th St
7593,3707,,Jack the Horse Tavern,Jack the Horse Tavern,11201,11201,"66 Hicks Street, Brooklyn",66 Hicks St
6959,3616,,Root & Bone,Root & Bone,10009,10009,"200 E 3rd Street, New York",200 E 3rd St
7346,3644,,Ipanema,Ipanema Restaurant,10036,10036,"43 West 46th Street, New York",43 W 46th St
7613,3777,,Saigon Market,Mark,10003,10003,"91 University Place, New York, NY",33 St Marks Pl
6885,3619,,Pure Thai Cookhouse,Pure Thai Cookhouse,10019,10019,"766 9th Avenue #2, New York",766 9th Ave
7232,3791,,Gato,Gato,10012,10012,"324 Lafayette Street, New York",324 Lafayette St
7346,3636,,Ipanema,Ipanema Restaurant,10036,10036,"43 West 46th Street, New York",43 W 46th St
7527,3751,,St. Anselm,St. Anselm,11211,11211,"355 Metropolitan Ave, Brooklyn",355 Metropolitan Ave
7536,3546,,Da Andrea,Da Andrea,10011,10011,"35 W 13th Street, New York",35 W 13th St
7020,3287,,Lucali,Lucali,11231,11231,"575 Henry Street, Brooklyn",575 Henry St
7187,3286,,Woorijip,Woorijip Authentic Korean Food,10001,10001,"12 West 32nd Street, New York",12 W 32nd St
7000,3717,,Fette Sau,Fette Sau,11211,11211,"354 Metropolitan Avenue, Brooklyn",354 Metropolitan Ave
7415,3746,,Dos Toros Taqueria,Dos Toros Taqueria,10003,10003,"137 4th Avenue, New York, NY",137 4th Ave
6980,3461,,Westville,Westville,10011,10011,"246 W 18th Street, New York",246 W 18th St
7180,3540,,Tuome,Tuome,10009,10009,"536 E 5th Street, New York",536 E 5th St
7212,3735,,Num Pang Sandwich Shop,Num Pang Sandwich Shop,10003,10003,"28 E 12th Street, New York",28 E 12th St
7290,3522,,Vinegar Hill House,Vinegar Hill House,11201,11201,"72 Hudson Avenue, Brooklyn",72 Hudson Ave
7263,3659,,Banh Mi Saigon Bakery,Banh Mi Saigon,10013,10013,"198 Grand Street, New York",198 Grand St
7661,3608,,Fish,Fish,10014,10014,"280 Bleecker Street, New York",280 Bleecker St
7079,3608,0,Mary's Fish Camp,Fish,10014,10014,"64 Charles Street, New York",280 Bleecker St
7134,3355,,The Halal Guys,The Halal Guys,10019,10019,"6th Avenue & W 53rd Street, New York",6th Ave & W 53rd St
7353,3661,,Traif,Traif,11211,11211,"229 S 4th Street, Brooklyn",229 S 4th St
7689,3418,,Buddakan,Buddakan,10011,10011,"75 9th Avenue, New York",75 9th Ave
7122,3335,,Ippudo Westside,Ippudo Westside,10019,10019,"321 W 51st Street, New York",321 W 51st St
7484,3396,,The Green Table,The Green Table,10011,10011,"Chelsea Market, 75 9th Avenue, New York",Chelsea Market75 9th Ave
7617,3655,,Caracas Arepa Bar,Caracas Arepa Bar,11211,11211,"291 Grand Street, Brooklyn",291 Grand St
7054,3587,,Tartine,Tartine,10014,10014,"253 West 11th Street, New York",253 W 11th St
7071,3615,,Barrio Chino,Barrio Chino,10002,10002,"253 Broome Street, New York",253 Broome St
7622,3734,,Lupa Osteria Romana,Lupa,10012,10012,"170 Thompson Street, New York",170 Thompson St
7451,3267,,Coppelia,Coppelia,10011,10011,"207 West 14th Street, New York",207 W 14th St
7600,3448,,Caracas Arepa Bar,Caracas Arepa Bar,10009,10009,"93 E 7th Street, New York",93 1/2 E 7th St
6978,3591,,Clinton Street Baking Company,Clinton Street Baking Company,10002,10002,"4 Clinton Street, New York",4 Clinton St
7126,3718,,Egg Shop,Egg Shop,10012,10012,"151 Elizabeth Street, New York",151 Elizabeth St
7426,3714,,Emporio,Emporio,10012,10012,"231 Mott Street, New York",231 Mott St
7688,3576,,Russ & Daughters,Russ & Daughters Cafe,10002,10002,"179 E Houston Street, New York",127 Orchard St
6963,3681,,Soba-Ya,Soba-ya,10003,10003,"229 East 9th Street, New York",229 E 9th St
7176,3325,,Noodle Pudding,Noodle Pudding,11201,11201,"38 Henry Street, Brooklyn",38 Henry St
7009,3529,,Big Wong,Big Wong King,10013,10013,"67 Mott Street, New York",67 Mott St
7027,3490,,Employees Only,Employees Only,10014,10014,"510 Hudson Street, New York",510 Hudson St
7666,3653,,Minetta Tavern,Minetta Tavern,10012,10012,"113 Macdougal Street, New York",113 Macdougal St
6892,3473,,Barbuto,Barbuto,10014,10014,"775 Washington Street, New York",775 Washington St
7681,3633,,Posto,Posto,10003,10003,"310 2nd Avenue, New York",310 2nd Ave
7492,3468,,Las Ramblas,Las Ramblas,10014,10014,"170 W 4th Street, New York",170 W 4th St
7560,3353,,The Brindle Room,Brindle Room,10009,10009,"277 E 10th Street, New York",277 E 10th St
7107,3411,,Westville,Westville,10014,10014,"210 W 10th Street, New York",210 W 10th St
7250,3406,,Joseph Leonard,Joseph Leonard,10014,10014,"170 Waverly Place, New York",170 Waverly Pl
7327,3312,,Northern Spy Food Co.,Northern Spy Food Co.,10009,10009,"511 East 12th Street, New York",511 E 12th St
7201,3310,,Westville,Westville,10009,10009,"173 Avenue A, New York",173 Ave A
7655,3556,,Gotham Bar and Grill,Gotham Bar and Grill,10003,10003,"12 E 12th Street, New York",12 E 12th St
7140,3236,,Pylos,Pylos,10009,10009,"128 E 7th Street, New York",128 E 7th St
7468,3532,,La Lanterna di Vittorio,La Lanterna di Vittorio,10012,10012,"129 Macdougal Street, New York",129 MacDougal St
6916,3514,,Public,Public,10012,10012,"210 Elizabeth Street, New York",210 Elizabeth St
7325,3465,,The Redhead,The Redhead,10003,10003,"349 E 13th Street, New York",349 E 13th St
6920,3497,,Rubirosa,Rubirosa,10012,10012,"235 Mulberry Street, New York",235 Mulberry St
7511,3345,,Locanda Verde,Locanda Verde,10013,10013,"377 Greenwich Street, New York",377 Greenwich St
7012,3309,,Market Table,Market Table,10014,10014,"54 Carmine Street, New York",54 Carmine St
7275,3456,,By Chloe,by Chloe,10012,10012,"185 Bleecker Street, New York",185 Bleecker St
6891,3297,,Mooncake Foods,Mooncake Foods,10013,10013,"28 Watts Street, New York",28 Watts St
7025,3425,,Cuba,Cuba,10012,10012,"222 Thompson Street, New York",222 Thompson St
7321,3276,,Tasty Hand-Pulled Noodles,Tasty Hand-Pulled Noodles,10013,10013,"1 Doyers Street, New York",1 Doyers St
7211,3364,,The Meatball Shop,The Meatball Shop,10002,10002,"84 Stanton Street, New York",84 Stanton St
6961,3408,,Yakitori Taisho,Yakitori Taisho,10003,10003,"5 St. Marks Place, New York",5 Saint Marks Pl
6912,3373,,Balthazar,Balthazar Restaurant,10012,10012,"80 Spring Street, New York",80 Spring St
6900,3394,,Gramercy Tavern,Gramercy Tavern,10003,10003,"42 E 20th Street, New York",42 E 20th St
7378,3295,,Blue Ribbon Brasserie,Blue Ribbon Brasserie,10012,10012,"97 Sullivan Street, New York",97 Sullivan St
2308,765,,The Rustic,The Rustic,75204,75204,"3656 Howell Street, Dallas",3656 Howell St
2312,856,,Royal Thai,Royal Thai,75206,75206,"5500 Greenville Avenue, Suite 608, Dallas",5500 Greenville Ave
2282,787,,Hibiscus,Hibiscus,75206,75206,"2927 N Henderson Avenue, Dallas",2927 N Henderson Ave
2311,761,,Rapscallion,Rapscallion,75206,75206,"2023 Greenville Avenue, Suite 110, Dallas",2023 Greenville AveSte 110
2248,756,,Mesero,Mesero - Henderson,75206,75206,"2822 N Henderson Avenue, Dallas",2822 N Henderson Ave
