#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
"_id","ltable.id","rtable.id","ltable.title","ltable.director","ltable.year","ltable.cost","ltable.star","rtable.title","rtable.director","rtable.year","rtable.rotten_tomatoes","rtable.review1","rtable.review2","rtable.review3","rtable.review4","rtable.review5","gold"
157,1625,3016,"The Descent: Part 2","Jon Harris",2010,$8.23,"Michael J. Reynolds","Red 2","Dean Parisot",2013,42,"It's not that surprising coming from a Bruce Willis flick, but its thesis of gun lovers being morally superior to bomb lovers is still entirely suspect.","A highly-watchable but stilted sequel that serves as a complacent sequel to the fun original.","Much of the originality has faded and Morgan Freeman's absence is keenly felt, but the end result is still a fun, exciting adventure.","Red 2 fails to capture the fun of the first film, but manages to hold on to its weaker traits, such as a bloated runtime and an inundation of mindless action sequences, turning this into a rather forgettable affair.","The cookie-cutter action sequences - car chases, fireballs, shoot-outs - are so-so and whereas the first film had a giddy cheekiness to it, the vibe here just feels forced, a common trait of sequels we really weren't hankering for.",0
158,1639,2006,"Person of Interest","Richard J. Lewis",2012,"Buy SD $1.99,Buy HD $34.99,Buy SD $34.99,","Jim Caviezel, Taraji P. Henson","Call of the Wild 3D","Richard Gabai",2009,0,"Alternately jerking the audience's tears and splashing snow in their faces, 3-D indie Call of the Wild loses focus (literally) but gets by on its good-hearted demeanor.","Although Call of the Wild would have been a dime a dozen in a previous era, right now, it's so old it feels new again.","Even comparing itself to the beloved book makes this clunky and supposedly family-friendly drama seem worse than it already is.",,,0
159,1639,2021,"Person of Interest","Richard J. Lewis",2012,"Buy SD $1.99,Buy HD $34.99,Buy SD $34.99,","Jim Caviezel, Taraji P. Henson","Nun of That","Richard Griffin (II)",2010,0,"An orgy of sick humor, ridiculous stereotypes, and breakneck action...",,,,,0
160,1650,1917,"Land of the Lost","Brad Silberling",2009,$9.58,"Will Ferrell","Thomas & Friends: Hero of the Rails","Greg Tiernan",2009,0,"Typical Thomas tale with mild peril; fun for fans.",,,,,0
161,1651,3460,"Vendetta","Jen Soska",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $17.99,Buy SD $14.99,","Dean Cain, Paul Wight","Vendetta","Jen Soska",2015,0,"It's a rough effort that displays encouraging speed and imagination with fight sequences, making it easy to forgive the relative nothingness of the plot.",,,,,1
162,1653,19,"Return of 5 Deadly Venoms","Chang Cheh",2010,$6.59,"Kuan Tai Chen","Meng nan da zei yan zhi hu (Image Of Bruce Lee)","Chuan Yang",1978,0,,,,,,0
163,1688,2938,"Revelation Road 2: Sea of Glass & Fire","Gabriel Sabloff",2013,$7.99,"David a R White","On the Road","Walter Salles",2012,43,"It's not a wreck of a movie; it's not a sleek race car either. But there's heat to be felt here.","Walter Salles's warm but strangely staid adaptation of a piece of literature that was never meant to be tamed as cinema.","Although the film is sensationally photographed and artfully directed and scored, it's ultimately strictly dullsville, man.","Despite the obvious enthusiasm of the screenwriter, the director, and the actors for Kerouac's novel, they get it wrong. Probably nobody can get it right, since the power is in the words, not the story.","Salles can't recreate the feeling of finding oneself in Kerouac's prose",0
164,1701,552,"The Getaway (1972) [Blu-ray]","Sam Peckinpah",2007,$12.99,"Steve McQueen","The Getaway","Sam Peckinpah",1972,85,"The action and the violence of The Getaway are supported by no particular themes whatsoever. The movie just unravels.","It's like one of those devices for executive desks, with the stainless steel balls on the strings: It functions with great efficiency but doesn't accomplish anything.",,,"Still the best action movie I've ever seen.",0
165,1819,2316,"Agency of Vengeance: Dark Rising","Andrew Cymek",2014,$9.71,"Brigitte Kingsley","Adventures of a Teenage Dragonslayer","Andrew Lauer",2010,60,,,,,"Jumbled fantasy story with lots of iffy behavior.",0
166,1824,2565,"King Kong '33/ King Kong '76 (DVD) (DBFE)","Various",2013,$7.79,"Various","King of Devil's Island","Marius Holst",2011,93,"Rather one-note in its bleakness, and doesn't have a vast amount to say beyond 'reform school sucks'.","Possibly no one else does ""grim"" with as much unsparing enthusiasm as the Scandinavians.","Skarsgard is riveting throughout as a man whose high morality is steeped in hypocrisy and whose mask of civility easily slips, when challenged, to reveal the monster beneath.","It's a very measured account of how men will accept their fates to a degree, slowly coil up and then spring with anger.","A slow-burning but satisfying drama that persuasively blends elements of Scum and Papillon.",0
167,1826,1450,"Man vs. Wild: Season 2","Ben Duncan",2009,$9.99,"Bear Grylls","Into the Wild","Sean Penn",2007,82,"As [Hirsch] struggles with the elements, his increasing frailty and the cinematography's increasing grandeur mesh in a way that's at once iconic and wrenching.","Every once in awhile, a movie will come outta nowhere and blow your socks off.","Crafting his meditation on the men who answer the call of the wild, Sean Penn's adaptation is heavy on mood and ambiance but sadly lacking in depth, giving up on the wider comparisons to focus fully on McCandless, who may not be up to the scrutiny.","It's a bit heavy-handed, but ultimately a rewarding watch.","Even in its harrowing final moments, it reaches a spiritually transcendent pinnacle - the idea of ending one long, strange trip and plummeting into an even-greater unknown with both fear and elation. A stirring American drama of comfort and conflict.",0
168,1830,458,"The Chronicles of Riddick: Dark Fury","Peter Chung",2013,"Buy SD $4.99,","Vin Diesel, Rhiana Griffith","Voyage to the Planet of Prehistoric Women","Peter Bogdanovich",1968,0,,,,,,0
169,1830,1916,"The Chronicles of Riddick: Dark Fury","Peter Chung",2013,"Buy SD $4.99,","Vin Diesel, Rhiana Griffith","Battle of the Warriors","Jacob Cheung",2006,0,,,,,,0
170,1835,740,"The Gary Cooper Collection (Design for Living / The Lives of a Bengal Lancer / Peter Ibbetson / The General Died at Dawn / Beau Geste)","Ernst Lubitsch",2005,$11.64,"Edward Everett Horton","Son of Kong","Ernest B. Schoedsack",1933,33,,,"For die-hard monster movie buffs only.","One of the worst sequels ever produced; a blot on the name of King Kong.","Engaging, small-scale follow-up with great Steiner score.",0
171,1854,1301,"Alexander Revisited / Troy / 300 (Triple-Feature) [Blu-ray]","Zack Snyder",2012,$13.89,"Gerard Butler",300,"Zack Snyder",2007,60,"300 has one-dimensional caricatures who talk like professional wrestlers plugging their next feud.","Our instinctual desire to sneer at the implausibility of the story is stalled by a sense of ambition that seems unmatched even by the standards of the Hollywood assembly line.","So manly it makes Troy look like a Mary-Kate and Ashley adventure.","Wallowing in the same adolescent nihilism as his Sin City, this adaptation of Frank Miller's graphic novel suffers from a similar lack of momentum.","As the first blockbuster of the year, 300 sets the bar high enough, and is enjoyably silly.",0
172,1858,743,"Creature From the Black Lagoon: The Legacy Collection (Creature from the Black Lagoon / Revenge of the Creature / The Creature Walks Among Us)","Jack Arnold",2004,$36.37,"Antonio Moreno","Kong: King of Atlantis","Patrick Archibald",2005,0,"Who thought grade school boys would want their explosion-filled action to stop every now and then so we can get a sappy ditty about friendship?",,,,,0
173,1862,3139,"The Dogs of War","John Irvin",2001,$42.49,"Christopher Walken","The Legend of Hercules","Renny Harlin",2014,3,"Essentially a Monday Night Raw episode with mythological dressing.","The dialogue isn't dubbed, but is written and delivered so indifferently that it might as well have been.","[Other ""Hercules"" movies] at least nodded at classical mythology. Harlin's boasts a Hercules in name chiefly and banks on moviegoers' ignorance.","It delivers what it promises, which is muscular guys in skimpy clothes fighting and howling, as well as some large-scale digitally enhanced battle sequences.","The Legend of Hercules may not track, but Harlin still knows how to set up a rousing circus.",0
174,1911,736,"Men of Honor (2000)","Jr. George Tillman",2001,$8.87,"Powers Boothe","Star Wars: Episode III - Revenge of the Sith 3D","George Lucas",2005,80,"A grave and vigorous popular entertainment, a picture that regains and sustains the filmic Force [Lucas] dreamed up a long time ago, in a movie industry that seems far, far away.","Lucas is a brilliant technician but a poor philosopher, and his lurchingly thought-out rendering of futuristic politics prevents the entire series from achieving the greatness to which it aspires.",".. even though Revenge is a better experience than Phantom Menace or Attack of the Clones, it doesn't add anything that satisfying or compelling to the big picture.","McGregor, Portman, and Christensen have all been brilliant elsewhere but the bonds between their characters are all in the dialogue, never between the lines. (And the less said about the lines themselves, the better.)","Although the stiff theatrics are part of the design, they're no longer excusable.",0
175,1922,2093,"Sea of Love","Harold Becker",1989,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Al Pacino, Ellen Barkin","Crimes of the Past","Garrett Bennett",2009,0,,,,,,0
176,1926,3170,"Point of No Return (Keepcase)","John Badham",2009,$4.70,"Bridget Fonda","Curse Of The Dragon Slayer","John Lyde",2013,0,,,,,,0
177,1940,4031,"Universal Studios Classic Monster Collection (Dracula / Frankenstein / The Mummy / The Invisible Man / The Bride of Frankenstein / The Wolf Man / Phantom of the Opera / Creature from the Black Lagoon)","James Whale",2000,$79.99,"Boris Karloff","The Woman in Black","James Watkins",2012,66,"The moody, beautifully composed production raises it above the norm.","The balance between edge-of-vision shadows and DanRad's screen-centre face puts the care into scares.","Scene after endless scene of Radcliffe roaming the hallways of a spooky gothic house seeking the source of creepy noises and phantasmic movements is not compelling enough for a two-hour film.","The Woman in Black successfully plumbs the atmospheric vibe of The Haunting but is even more disturbing because all its bad stuff happens to little kids.","Whether or not The Woman in Black provides those chills is entirely up to whatever particular type of creep-out sends shivers down your spine.",0
178,1942,1391,"The Bourne Supremacy (Steelbook) (Blu-ray + DVD + DIGITAL with UltraViolet)","Paul Greengrass",2014,$10.99,"Matt Damon","The Bourne Ultimatum","Paul Greengrass",2007,93,"Bourne -- or whatever his name really is -- is such a resourceful and reckless agent of chaos, we thrill to him despite the fact that he's officially a non-entity.","While the crunchy fights and unflagging pace ensure this delivers as genre spectacle, the muddy ethics also make for a pleasing contrast with standard-issue wham-bammery.","As an action film, The Bourne Ultimatum is in a class of its own.","[Greengrass'] skillful use of handheld cameras and rapid fire editing help make this a truly visceral experience.","t's full of tension, but it's also disturbing on another level: it's hard not to be reminded of recent events.",0
