ID,Title,Author,ISBN,Publisher,PublicationDate,Pages,price,ProductType
bn_836,Designing Geodatabases: Case Studies in GIS Data Modeling / Edition 1,"David Arctur,  Michael Zeiler",9781589480216,ESRI Press,09/28/2004,393,$29.75,Paperback
bn_837,Database Design and Implementation,Daniel Martin,9780442304294,CENGAGE Learning,01/01/1981,144,,Hardcover
bn_838,Pro SQL Server 2008 Analytics: Delivering Sales and Marketing Dashboards,"Brian Paulen,  Jeff Finken",9781430219286,Apress,05/25/2009,300,$49.99,Paperback
bn_839,Oracle PL/SQL 101,Christopher Allen,9780072126068,"McGraw-Hill Companies, The",12/01/2000,420,,Paperback
bn_840,Sas(R) 9.1.3 Olap Server,Sas Publishing,9781590478219,SAS Institute Inc.,03/08/2006,156,,Paperback
bn_841,The Visual FoxPro Report Writer: Pushing It to the Limit and Beyond,Cathy Pountney,9781930919259,Hentzenwerke Publishing,02/01/2002,297,,Paperback
bn_842,Hands on Access 97,Sharon J. Podlin,9780761513391,Premier Press,02/28/1998,484,,Paperback
bn_843,Data Lifecycles: Managing Data for Strategic Advantage / Edition 1,"Roger Reid,  Gareth Fraser-King,  W. David Schwaderer",9780470016336,Wiley,02/02/2007,268,$117.00,Hardcover
bn_844,Using SQL,George Tsu-der Chou,9780880225076,Que,04/10/1990,500,,Paperback
bn_845,Db2 for Application Programmers,Pacifico Amarga Lim,9780131997950,Prentice Hall Professional Technical Reference,09/01/1989,220,,Hardcover
bn_846,Organizational Data Mining: Leveraging Enterprise Data Resources for Optimal Performance,Hamid R. Nemati,9781591401346,IGI Global,09/28/2003,390,$79.95,Hardcover
bn_847,The Information Game: Ethical Issues in a Microchip World,Geoffrey C. Brown,9780391035751,BRILL,12/28/1989,163,,Hardcover
bn_848,Scaling MongoDB,Kristina Chodorow,9781449303211,"O'Reilly Media, Incorporated",03/07/2011,66,$26.25,Paperback
bn_849,"Knowledge Discovery and Emergent Complexity in Bioinformatics: First International Workshop, KDECB 2006, Ghent, Belgium, May 10, 2006, Revised Selected Papers / Edition 1",Karl Tuyls,9783540710363,Springer Berlin Heidelberg,03/22/2007,184,$5.38,Paperback
bn_850,FileMaker Pro 4 for Dummies,Tom Maremaa,9780764502101,"Wiley, John & Sons, Incorporated",11/01/1997,384,,Paperback
bn_851,Manual de Oracle Developer/2000,"Robert J. Muller,  Muller",9788448120030,"McGraw-Hill Companies, The",08/23/2001,600,,Hardcover
bn_852,Expert Oracle Application Express Security,Scott Spendolini,9781430247319,Apress,04/30/2013,296,$32.47,Paperback
bn_853,"The Organization of Reduction, Data Flow, and Control Flow Systems",Werner Kluge,9780262610810,MIT Press,09/24/1992,481,,Paperback
bn_854,Oracle Database 11g PL/SQL Programming / Edition 1,Michael McLaughlin,9780071494458,McGraw-Hill Professional Publishing,03/21/2008,835,$35.65,Paperback
bn_855,Personal Productivity Using dBASE IV,Kenneth Gorham,9780697230768,Business & Educational Technologies,05/28/1994,240,,Hardcover
bn_856,Expert Performance Indexing for SQL Server 2012,"Jason Strate,  Ted Krueger",9781430237419,Apress,07/04/2012,354,$40.31,Paperback
bn_857,"Mobility Data: Modeling, Management, and Understanding",Chiara Renso,9781107021716,Cambridge University Press,11/30/2013,368,$63.86,Hardcover
bn_858,"Erfolgreich arbeiten in der Cloud: Intelligenter Datenzugriff immer und überall - Dokumente, Fotos, Musik und Filme in der Datenwolke",Thomas Schirmer,9783645222112,Franzis Verlag,06/20/2014,192,$12.99,NOOK Book
bn_859,Access 2007 Bible,"Michael R. Groh,  Joseph C. Stockman,  Gavin Powell,  Cary N. Prague",9780470046739,Wiley,01/03/2007,1416,$39.96,Paperback
bn_860,How to Connect,Chris Shipley,9781562761752,Ziff-Davis Press,02/28/1994,256,,Paperback
bn_861,Access 2007 VBA Programming For Dummies,"Joseph C. Stockman,  Alan Simpson",9780470046531,Wiley,02/12/2007,408,$19.16,Paperback
bn_862,Data Warehouse Design Solutions / Edition 1,"Christopher Adamson,  Michael Venerable",9780471251958,Wiley,07/13/1998,544,$42.16,Paperback
bn_863,Oracle Web Application Programming for PL/SQL Developers,"Susan Boardman,  Melanie Caffrey,  Solomon Morse,  Benjamin Rosenzweig",9780130477316,Prentice Hall,12/28/2002,9780130477316,,Paperback
bn_864,Using Alpha Four,Sherry J. Martin,9780880228909,Macmillan Publishing USA,03/26/1992,472,,Paperback
bn_865,Graphical Techniques for Multivariate Data,B. S. Everitt,9780444194619,Elsevier Science,08/01/1978,146,,Hardcover
bn_866,Beginning VB 2005 Databases: From Novice to Professional,"Jacob Hammer Pedersen,  Ranga Raghuram,  Jon Reid,  James Huddleston",9781590598108,Apress,02/26/2007,491,$39.99,Paperback
bn_867,"Object-Oriented Information Systems: 9th International Conference, OOIS 2003, Geneva, Switzerland, September 2-5, 2003, Proceedings",Dimitri Konstantas,9783540408604,Springer Berlin Heidelberg,10/10/2003,432,$109.00,Paperback
bn_868,Fuzzy Databases: Principles and Applications,Frederick E. Petry,9781461285663,Springer US,07/31/2012,226,$217.00,Paperback
bn_869,"Hacking Exposed, Sixth Edition: Network Security Secrets& Solutions","Stuart McClure,  Joel Scambray,  George Kurtz",9780071613743,McGraw-Hill Professional Publishing,01/05/2009,720,$39.65,Paperback
bn_870,Temporal And Spatio-Temporal Data Mining,"Wynne Hsu,  Junmei Wang,  Mong Li Lee",9781599043876,IGI Global,07/31/2007,294,$99.95,Hardcover
bn_871,Database-Driven Web Sites,Kristin Antelman,9780789017390,Taylor & Francis,01/28/2002,133,$43.95,Paperback
bn_872,Oracle Database Ajax &amp; PHP Web Application Development,"Lee Barney,  Michael McLaughlin",9780071502771,McGraw-Hill Professional Publishing,02/21/2008,458,$52.00,Paperback
bn_873,DB2 Purexml Guide,Whei-Jen Chen,9780738489506,I B M,01/28/2006,384,,Hardcover
bn_874,Maintaining Information Systems in Organizations,"E. Burton Swanson,  Cynthia Mathis Beath,  Cynthia M. Beath",9780471919698,Wiley,11/24/1989,274,,Hardcover
bn_875,Easy Access for Version X for Windows,Que Corporation,9781565297142,Que,04/15/1994,235,,Paperback
bn_876,Access 2.0 (Teach Yourself),Charles Siegel,9781558283510,"Wiley, John & Sons, Incorporated",09/01/1995,480,,Paperback
bn_877,Sybase Systems Management,Karen Hogoboom,9780134553535,Prentice Hall Professional Technical Reference,07/28/1996,704,,Paperback
bn_878,Using Paradox for Windows,Neil J. Salkind,9780024053763,Prentice Hall Professional Technical Reference,02/28/1994,304,,Paperback
bn_879,Advanced SQL Functions In Oracle 10G,"Dr. Richard Earp,  Dr. Sikha Bagui",9781598220216,Jones & Bartlett Learning,02/08/2006,397,$37.86,Paperback
bn_880,Machine Learning and Data Mining for Computer Security: Methods and Applications / Edition 1,Marcus A. Maloof,9781849965446,Springer London,12/16/2011,210,$179.00,Paperback
bn_881,"Just Enough Web Programming with XHTML, PHP, and MySQL",Guy W. Lecky-Thompson,9781598636840,Cengage Learning,01/04/2008,,$20.99,NOOK Book
bn_882,Data Mining and Statistics for Decision Making / Edition 2,Stephane Tuffery,9780470688298,Wiley,05/10/2011,716,$69.96,Hardcover
bn_883,Professional XML Schemas,"Jon Duckett,  Kevin Williams,  Kurt Cagle,  Stephen Mohr",9781861005472,"Wrox Press, Inc.",07/01/2001,800,,Paperback
bn_884,DBASE 5 for Windows Unleashed,"Ernest Escobar,  Paul Mahar",9780672305030,Macmillan Computer Publishing,09/28/1994,986,,Paperback
bn_885,"Keeping Up With Oracle Database 12c Multitenant - Book One: CDBs, PDBs and the Multitenant World",Mr. Robert G. Freeman,9781507628157,CreateSpace Publishing,04/07/2015,116,$11.99,Paperback
bn_886,"Recent Trends in Data Type Specification: 7th Workshop on Specification of Abstract Data Types, Wusterhausen/Dosse, Germany, April 17-20, 1990. Proceedings",Hartmut Ehrig,9783540544968,Springer Berlin Heidelberg,10/22/1991,384,$109.00,Paperback
bn_887,Google Analytics 2.0,"Jerri L. Ledford,  Mary E. Tyler",9780470549421,Wiley,06/17/2009,336,$15.99,NOOK Book
bn_888,Machine Learning for Hackers,"Drew Conway,  John Myles White",9781449303716,"O'Reilly Media, Incorporated",02/28/2012,324,$42.37,Paperback
bn_889,Sams Teach Yourself E-Genealogy Today: Finding Your Family Roots Online,Terri Stephens Lamb,9780672318160,Sams,12/21/1999,240,,Paperback
bn_890,Exploratory Image Databases: Content-Based Retrieval,"Simone Santini,  Jerry D. Gibson",9780126192612,Elsevier Science,08/30/2001,613,,Hardcover
bn_891,PC World Microsoft Access 2 Bible,"Cary N. Prague,  Michael R. Irwin",9781568840864,"Wiley, John & Sons, Incorporated",04/01/1994,1088,,Paperback
bn_892,Integrated Approach to Environmental Data Management Systems,Nilgun B. Harmanciogammalu,9789401063678,Springer Netherlands,12/31/2013,546,$99.00,Paperback
bn_893,Data Protection in Health Information Systems: Considerations and Guidelines,G. Griesser,9780444860521,Elsevier Science & Technology Books,10/01/1980,218,,Hardcover
bn_894,Digital Crime: Policing the Cybernation,Neil Barrett,9780749420987,"Kogan Page, Ltd.",07/01/1998,224,,Paperback
bn_895,Sap - a Map of the Minefield,Stephen Birchall,9781420873870,AuthorHouse,08/28/2005,252,,Paperback
bn_896,A Delicate Balance: Portfolio Analysis and Management for Intelligence Information Dissemination Programs,"Eric Landree,  Richard Silberglitt",9780833049094,RAND Corporation,12/01/2009,64,$23.00,Paperback
bn_897,"Advances in Web-Age Information Management: 5th International Conference, WAIM 2004, Dalian, China, July 15-17, 2004, Proceedings / Edition 1","Quing Li,  Guoren Wang,  Ling Feng",9783540224181,Springer Berlin Heidelberg,08/17/2004,756,$179.00,Paperback
bn_898,Getting Started with Flurry Analytics,Bhanu Birani,9781782177135,Packt Publishing,12/23/2013,,$9.99,NOOK Book
bn_899,dBASE IV Programmer's Reference Guide,Edward C. Jones,9780672226540,Sams,03/10/1989,448,,Paperback
bn_900,Oracle DBA Checklists Pocket Reference,Quest Software,9780596001223,"O'Reilly Media, Incorporated",04/28/2001,82,$9.95,Paperback
bn_901,Information Retrieval: SciFinder and SciFinder Scholar,"Damon D. Ridley,  D. D. Ridley",9780470843512,Wiley,04/19/2002,252,,Paperback
bn_902,"SAS Technical Report P-254, Using the SQL Query Window, Release 6.08",SAS Institute Staff,9781555445638,SAS Publishing,01/01/1993,152,,Paperback
bn_903,Parallel Architectures for Database Systems,"Ali R. Hurson,  L. L. Miller,  S. H. Pakzad",9780818688386,"Wiley, John & Sons, Incorporated",11/13/1990,486,,Hardcover
bn_904,Oracle Database 10g Performance Tuning Tips &amp; Techniques / Edition 1,Richard Niemiec,9780072263053,McGraw-Hill Professional Publishing,06/25/2007,967,$61.75,Paperback
bn_905,Advanced Clipper dBASE Compiler,G. Bean,9780830693078,T A B Books,03/01/1988,290,,Paperback
bn_906,Oracle Distributed Systems,Charles Dye,9781565924321,"O'Reilly Media, Incorporated",04/28/1999,552,,Paperback
bn_907,Inside Microsoft SQL Server 6.5,Ron Soukup,9781572313316,Microsoft Press,11/05/1997,400,,Paperback
bn_908,"Current Trends in Database Technology - EDBT 2006: EDBT 2006 Workshop PhD, DataX, IIDB, IIHA, ICSNW, QLQP, PIM, PaRMa, and Reactivity on the Web, Munich, Germany, March 26-31, 2006, Revised Selected Papers",Torsten Grust,9783540467885,Springer Berlin Heidelberg,11/20/2006,932,$209.00,Paperback
bn_909,Microsoft BackOffice 2 Administrator's Survival Guide,Arthur E. Knowles,9780672309779,Sams,10/19/1996,1136,,Hardcover
bn_910,High Performance Oracle Database Automation,"Jonathan Ingram,  Ingram",9781576101520,Coriolis Group,07/01/1997,448,,Paperback
bn_911,Java Programming with Oracle SQLJ,Jason Price,9780596000875,"O'Reilly Media, Incorporated",08/28/2001,400,,Paperback
bn_912,First Book of Paradox 4,Jonathan Kamin,9780672274077,"Macmillan Publishing Company, Incorporated",02/15/1992,431,,Paperback
bn_913,Implementing Databases in Oracle 9i,John Day,9781576760826,Addison Wesley,05/28/2004,944,,Paperback
bn_914,The dBASE IV One-Point-One QuickStart,Que Development Group Staff,9780880226141,Que,01/10/1991,400,,Paperback
bn_915,Essentials: Microsoft Access 2003 Level 2 / Edition 4,Pamela R. Toliver,9780131435636,Prentice Hall,04/15/2004,448,$40.56,Paperback
bn_916,Design Review Methodology for a Data Base Environment,"William H. Inmon,  L. Jeanne Friedman",9780132013925,Prentice Hall Professional Technical Reference,01/01/1982,288,,Hardcover
bn_917,Getting Started with SAS 9. 1 Text Miner,Staff of SAS Publishing,9781590473535,SAS Institute Inc.,04/28/2004,60,,Paperback
bn_918,DynamoDB Applied Design Patterns,"Uchit Vyas,  Prabhakaran Kuppusamy",9781783551903,Packt Publishing,09/23/2014,,$18.89,NOOK Book
bn_919,Hitchhiker's Guide to Visual Basic and SQL Server: Key Planning Insights and Programming Techniques for Data Access,William R. Vaughn,9781572315679,Microsoft Press,05/28/1997,700,,Paperback
bn_920,Advanced Transact-SQL for SQL Server 2000 / Edition 1,"Itzik Ben-Gan,  Tom Moreau",9781893115828,Apress,11/27/2000,864,$1.99,Paperback
bn_921,Teach Yourself dBASE IV for Windows,Charles Siegel,9781558282315,"Wiley, John & Sons, Incorporated",09/06/1994,450,,Paperback
bn_922,"The ANSI-SPARC DBMS Model: Proceedings of the Share Working Conference on Data Base Management Systems, 2nd, Canada, 1977",Share Working Conference Staff,9780720407198,Elsevier Science & Technology Books,05/01/1977,226,,Hardcover
bn_923,NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence / Edition 1,"Pramod J. Sadalage,  Martin Fowler",9780321826626,Addison-Wesley,08/22/2012,192,$7.26,Paperback
bn_924,"The Cloud Security Ecosystem: Technical, Legal, Business and Management Issues","Ryan Ko,  Raymond Choo",9780128015957,Elsevier Science,07/02/2015,570,$99.51,Paperback
bn_925,Ajax in Oracle JDeveloper / Edition 1,Deepak Vohra,9783540775959,Springer Berlin Heidelberg,04/16/2008,224,$89.99,Paperback
bn_926,Techniques And Applications For Advanced Information Privacy And Security,Hamid R. Nemati,9781605662107,IGI Global,03/31/2009,416,$195.00,Hardcover
bn_927,Mastering PHPmyadmin for Effective MySQL Management,Marc Delisle,9781904811039,Packt Publishing,04/28/2004,264,$29.99,Paperback
bn_928,Quality Measures in Data Mining / Edition 1,Fabrice Guillet,9783540449119,Springer Berlin Heidelberg,02/21/2007,314,$179.34,Hardcover
bn_929,Select: Mirosoft Access 7.0 for Windows 95 / Edition 1,Marianne B. Fox,9780805316933,Addison-Wesley,11/28/1996,192,$15.39,Paperback
bn_930,Telemanage Your Customers: A System for Telephone Account Management,"Merlin Stone,  Chris Wheeler,  Anna Thomson,  Anna Thompson",9780566029035,"Ashgate Publishing, Limited",06/12/2005,170,$2.07,Hardcover
bn_931,"Microsoft Access VBA Programming for the Absolute Beginner, Second Edition",Michael Vine,9781592007233,Cengage Learning,03/14/2005,392,,Paperback
bn_932,Microsoft SQL Server 7.0 System Administration Online Training Kit,Microsoft,9780735606784,Microsoft Press,08/01/1999,450,,Paperback
bn_933,"Spatial Databases: Technologies, Techniques and Trends","Manalopoulos,  Michael Gr Vassilakopoulos,  Apostolos N. Papadopoulos",9781591403883,IGI Global,12/01/2004,300,,Paperback
bn_934,Introduction to Database Systems / Edition 6,C. J. Date,9780201543292,Addison-Wesley,08/28/1994,820,$1.99,Hardcover
bn_935,Mastering Oracle8i,"Robert G. Freeman,  Mark D. Blomberg",9780782129298,"Sybex, Incorporated",12/01/1901,1104,,Other Format
bn_936,Visualizing Data / Edition 1,William S. Cleveland,9780963488404,Baker & Taylor,01/01/1993,360,$82.50,Hardcover
bn_937,dBASE IV Programming Language,"Jeb J. Long,  Alastair W. Dallas",9780672228407,Sams,06/01/1991,745,,Paperback
bn_938,Sams Teach Yourself PL/SQL in 21 Days with Cdrom,"Tom Luers,  Jonathan Merrick,  Jonathan Gennick,  Timothy Atwood",9780672311239,Sams,10/28/1997,646,,Paperback
bn_939,"Data Stores, Data Warehousing and the Zachman Framework: Managing Enterprise Knowledge","William H. Inmon,  Jonathan G. Geiger,  John A. Zachman",9780070314290,"McGraw-Hill Companies, The",05/01/1997,296,,Paperback
bn_940,Mastering Data Warehouse Aggregates: Maximizing Star Schema Performance,Christopher Adamson,9780471777090,Wiley,07/12/2006,384,$48.29,Paperback
bn_941,Data Quality Assessment (Data Quality for Practitioners Series),Arkady Maydanchik,9780977140022,"Technics Publications, LLC",05/28/2007,321,$41.29,Paperback
bn_942,Introduction to Metadata: Revised Edition / Edition 2,Murtha Baca,9780892368969,Getty Publications,08/15/2008,96,$25.53,Paperback
bn_943,Expert SQL Server 2005 Integration Services,"Brian Knight,  Erik Veerman",9780470134115,Wiley,05/29/2007,432,,Paperback
bn_944,Paradox 3.5 User's Instant Reference,Cary Jensen,9780895887665,"Wiley, John & Sons, Incorporated",01/01/1991,186,,Paperback
bn_945,DIGITAL'S CDD/REPOSITORY: A Comprehensive Guide,"Lillian Hobbs,  Kenneth England",9781555581138,Elsevier Science & Technology Books,08/05/1993,259,,Paperback
bn_946,"Advances in Databases: 16th British National Conference on Databases, BNCOD 16, Cardiff, Wales, UK, July 6-8, 1998, Proceedings / Edition 1",Suzanne M. Embury,9783540646594,Springer Berlin Heidelberg,07/31/1998,188,$89.99,Paperback
bn_947,Information Management: A Foundational Introduction,Fons Wijnhoven,9780415552141,Taylor & Francis,11/01/2009,192,$180.00,Hardcover
bn_948,Master Data Management and Semantic Modeling: MDM / Edition 1,P. Bonnet,9781848211827,Wiley,06/28/2010,320,$93.05,Hardcover
bn_949,Using dBASE IV,James J. Bauman,9780880225519,Que,07/15/1990,750,,Paperback
bn_950,dBASE 5 for Windows (Mastering),"Alan Simpson,  Martin L. Rinehart",9780782112085,"Wiley, John & Sons, Incorporated",12/01/1994,1178,,Paperback
bn_951,ADO Examples and Best Practices,William R. Vaughn,9781893115163,Apress,05/01/2000,372,,Other Format
bn_952,MySQL Troubleshooting: What To Do When Queries Don't Work,Sveta Smirnova,9781449312008,"O'Reilly Media, Incorporated",02/22/2012,266,$18.53,Paperback
