Title_A,Authors_A,ISBN_A,Publisher_A,Pages_A,Price_A,Title_B,Authors_B,ISBN_B,Publisher_B,Pages_B,Price_B,Gold
Microsoft SQL Server 2012 A Beginners Guide 5E / Edition 5,Dusan Petkovic,9780071761604,McGraw-Hill Professional Publishing,832.0,$24.80,Microsoft SQL Server 2012 A Beginners Guide 5/E,,9780071761604.0," McGraw-Hill Education; 5 edition (March 23, 2012)",832.0,$24.56,1
Oracle Troubleshooting: The Ultimate Guide for Preventive Maintenance and Oracle Problem Solving,"Rama Velpuri,  Anand Adkoli",9780078823886,"McGraw-Hill Companies, The",431.0,,Oracle Troubleshooting,"Rama Velpuri, Anand Adkoli",9780078823886.0," Mcgraw-Hill Osborne Media (June 1, 1997)",464.0,,1
Oracle 7.3 Developer's Guide,"Lave Singh,  Joe Zafian,  Kelly Leigh",9780672227943,Sams,966.0,,Oracle 7.3 Developer's Guide (Sams Developer's Guide),Lave Singh,9780672227943.0, Sams Publishing (April 1997),1008.0,,1
Microsoft SQL Server 2005: Applied Techniques Step by Step,Solid Quality Learning,9780735623163,Microsoft Press,368.0,,Microsoft® SQL Server 2005: Applied Techniques Step by Step (Step by Step Developer),,9780735623163.0," Microsoft Press (June 21, 2006)",368.0,$18.79,1
Oracle PL/SQL 101,Christopher Allen,9780072126068,"McGraw-Hill Companies, The",420.0,,Oracle PL/SQL 101,Christopher Allen,9780072126068.0," McGraw-Hill Osborne Media; 1 edition (December 1, 2000)",420.0,$5.71,1
MDX Solutions: with Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase / Edition 2,"Christopher Webb,  George Spofford,  Sivakumar Harinath,  Francesco Civardi",9780471748083,Wiley,744.0,$49.14,MDX Solutions: With Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase,"Sivakumar  Harinath, Christopher  Webb",9780471748083.0," Wiley; 2 edition (March 6, 2006)",744.0,$49.14,1
MySQL Workbench Data Modeling and Development,Michael McLaughlin,9780071791885,McGraw-Hill Professional Publishing,480.0,$34.37,MySQL Workbench: Data Modeling & Development (Oracle Press),Michael McLaughlin,9780071791885.0," McGraw-Hill Education; 1 edition (April 30, 2013)",480.0,$33.81,1
The ABCs of dBASE IV 1.1,Robert Cowart,9780895886323,"Wiley, John & Sons, Incorporated",350.0,,ABC's of dBASE IV 1.1,Robert Cowart,9780895886323.0, Sybex Inc; 2 Sub edition (January 1991),350.0,,1
Implementing Databases in Oracle 9i,John Day,9781576760826,Addison Wesley,944.0,,Implementing Databases in Oracle 9i,Craig Van Slyke,9781576760826.0," Addison Wesley (May 12, 2004)",944.0,$5.50,1
Creating SQL Server 2005 Applications with Visual Studio 2005 / Edition 1,"Joline Morrison,  Michael Morrison,  Michael Morrison,  Charles M. Morrison",9780131463554,Prentice Hall,600.0,$58.54,Creating SQL Server 2005 Applications with Visual Studio,,9780131463554.0," Prentice Hall; 1 edition (September 10, 2006)",600.0,,1
Effective Oracle by Design / Edition 1,Thomas Kyte,9780072230659,McGraw-Hill Professional Publishing,688.0,$31.00,Effective Oracle by Design (Osborne ORACLE Press Series),Thomas Kyte,9780072230659.0," McGraw-Hill Education; 1st edition (September 12, 2003)",688.0,$31.00,1
Oracle Shell Scripting: Linux and UNIX Programming for Oracle,Jon Emmons,9780977671557,Rampant Techpress,200.0,,Oracle Shell Scripting: Linux and UNIX Programming for Oracle (Oracle In-Focus series) (Volume 26),Jon Emmons,9780977671557.0," Rampant Techpress; First edition (May 28, 2007)",293.0,,1
Hands on Access 97,Sharon J. Podlin,9780761513391,Premier Press,484.0,,Hands On Access 97,,9780761513391.0, Prima Publishing; Pap/Cdr edition (February 1998),500.0,,1
SQL for eServer i5 and iSeries,Kevin Forsythe,9781583470480,Mc Press,350.0,$55.27,SQL for eServer i5 and iSeries,,9781583470480.0," Mc Press; Revised edition (September 1, 2004)",350.0,$55.27,1
ORACLE 12c/11g/10g. Administraci n Avanzada de Bases de datos con ORACLE ENTERPRISE MANAGER,Antonio Prieto,9781494353025,CreateSpace Independent Publishing Platform,152.0,$17.89,ORACLE 12c/11g/10g. Administración Avanzada de Bases de datos con ORACLE ENTERPRISE MANAGER (Spanish Edition),,9781494353025.0," CreateSpace Independent Publishing Platform (December 3, 2013)",152.0,,1
The DB2 Universal DRDA Certification Guide,Roman Brandl,9780130824257,Prentice Hall Professional Technical Reference,291.0,,"DB2 Universal DRDA Certification Guide, The",,9780130824257.0," Prentice Hall (October 27, 1998)",500.0,,1
Access 97: Projects for Microsoft,Philip Koneman,9780201372052,Prentice Hall Professional Technical Reference,368.0,$24.17,Access 97: Projects for Microsoft (Select Plus Series),,9780201372052.0, Addison-Wesley; PLUS ed edition (June 1997),352.0,,1
Access 2000,Dario Angel Gonzalez,9789685347396,MP Ediciones S.A.,152.0,,"Access 2000 con CD-ROM: Dr. Max, en Espanol / Spanish (Dr. Max: Biblioteca Total de la Computacion) (Spanish Edition)",Dario Angel Gonzalez,9789685347396.0," M P Ediciones S.A. (October 1, 2001)",152.0,,1
Microsoft Office User Specialist Microsoft Access 97 Exam Guide,"Joe Habraken,  Dorothy Burke",9780789715074,Pearson Education,12911.0,,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,Joseph W. Habraken,9780789715074.0," Que (March 20, 1998)",12911.0,$0.01,1
Oracle CRM On Demand Embedded Analytics,Michael D. Lairson,9780071745369,McGraw-Hill Professional Publishing,192.0,$30.00,Oracle CRM On Demand Embedded Analytics (Oracle Press),Michael D. Lairson,9780071745369.0," McGraw-Hill Education; 1 edition (January 31, 2011)",192.0,$30.00,1
Mastering Phpmyadmin For Effective Mysql Management 2e,Marc Delisle,9781847191601,Packt Publishing,316.0,$34.99,Mastering Phpmyadmin for Effective MySQL Management 2e,Marc Delisle,9781847191601.0," Packt Publishing; 2 edition (October 10, 2006)",316.0,,1
"SAS/Warehouse Administrator Metadata API Reference,Release 1.3,First Edition",SAS Institute Incorporated,9781580251914,SAS Publishing,108.0,,"SAS/Warehouse Administrator(TM) Metadata API Reference, Release 1.3,",,9781580251914.0," Sas Inst (May 20, 1998)",108.0,,1
Oracle Exadata Survival Guide,"David Fitzjarrell,  Mary Mikell Spence",9781430260103,Apress,284.0,$59.99,Oracle Exadata Survival Guide (Expert's Voice in Oracle),David Fitzjarrell,9781430260103.0," Apress; 1 edition (November 12, 2013)",284.0,$59.99,1
Using SYBASE SQL Anywhere: Developer's Guide,"Ian Richmond,  Derek Ball",9781850328605,Cengage Learning,400.0,,Official Sybase SQL Anywhere Developer's Guide,Ian Richmond,9781850328605.0," Intl Thomson Computer Pr (Sd) (December 12, 1997)",400.0,,1
Learning Oracle PL/SQL,"Bill Pribyl,  Steven Feuerstein",9780596001803,"O'Reilly Media, Incorporated",426.0,$41.55,Learning Oracle PL/SQL,Bill Pribyl,9780596001803.0," O'Reilly Media; 1 edition (December 15, 2001)",450.0,$41.55,1
Microsoft Ado.Net Step by Step (Step By Step Series),Rebecca M. Riordan,9780735612365,Microsoft Press,528.0,,Microsoft® ADO.NET Step by Step (Step by Step Developer),Rebecca M. Riordan,9780735612365.0," Microsoft Press; 1 edition (January 30, 2002)",528.0,$9.94,1
Data Science for Business: What you need to know about data mining and data-analytic thinking,"Foster Provost,  Tom Fawcett",9781449361327,"O'Reilly Media, Incorporated",414.0,$39.99,Data Science for Business: What you need to know about data mining and data-analytic thinking,"Foster Provost, Tom Fawcett",9781449361327.0," O'Reilly Media; 1 edition (August 19, 2013)",414.0,$37.99,1
Microsoft Office Access 2003: The Complete Reference,Virginia Anderson,9780072229172,McGraw-Hill Professional Publishing,1024.0,$39.99,Microsoft Office Access 2003: The Complete Reference (Osborne Complete Reference Series),,," McGraw-Hill Osborne Media; 2 edition (August 27, 2003)",1024.0,$13.42,1
Java Programming with Oracle JDBC,Donald Bales,9780596000882,"O'Reilly Media, Incorporated",498.0,$54.99,Java Programming with Oracle JDBC,Donald Bales,9780596000882.0," O'Reilly Media; 1st edition (December 8, 2001)",450.0,$54.99,1
SQL Server 7: A Beginner's Guide,"Dusan Petkovic,  Lance Ravella",9780072118919,Osborne/McGraw-Hill,479.0,,SQL Server 7: A Beginner's Guide,,9780072118919.0," Osborne Publishing (December 1, 1998)",479.0,,1
The Holy Grail of Data Storage Management / Edition 1,"Jon William Toigo,  Margaret Romao Toigo",9780130130556,Prentice Hall,322.0,$1.99,The Holy Grail of Data Storage Management,Jon William Toigo,9780130130556.0," Prentice Hall; 1 edition (August 26, 1999)",322.0,$96.95,1
From Concept to Comprehension: Access 2.0 For Windows,"Michelle Poolet,  Michael Reilly,  Micheal Reilly,  Michael Reilly",9780877099833,"Course Technology, Inc.",256.0,,Microsoft Access 2.0 for Windows (Acumen),Michelle Poolet,9780877099833.0, Boyd & Fraser Pub Co (February 1995),304.0,,1
Access 97 Exam Prep,"Elizabeth Eisner Reding,  Lisa Friedrichsen,  Lisa Friedrichsen",9781576102312,Coriolis Group,432.0,,Microsoft Access 97 Exam Prep,,9781576102312.0," Coriolis Group (October 10, 1997)",432.0,,1
Oracle RMAN for Absolute Beginners,Darl Kuhn,9781484207642,Apress,280.0,$24.18,Oracle RMAN for Absolute Beginners,Darl Kuhn,9781484207642.0," Apress; 2014 edition (November 5, 2014)",280.0,$24.18,1
Access 97 Developer&#039;s Handbook / Edition 3,"Paul Litwin,  Mike Gilbert,  Ken Getz",9780782119411,"Wiley, John & Sons, Incorporated",1485.0,$1.99,Access 97 Developers Handbook,"Paul Litwin, Ken Getz",9780782119411.0," Sybex; 3rd edition (January 15, 1997)",1584.0,$19.79,1
PHP and MySQL Instant Results,Timothy Boronczyk,9780470192429,Wiley,341.0,,PHP and MySQL: Create - Modify - Reuse,,9780470192429.0," Wrox (May 5, 2008)",341.0,$39.99,1
Microsoft Access 97 Exam Cram: Microsoft Office User Specialist,David Mercer,9781576102237,Coriolis Value,321.0,,MOUS Access 97 Exam Cram,David Mercer,9781576102237.0," Coriolis Group Books; Pap/Dsk edition (February 24, 1999)",300.0,,1
DB2 Udb Evaluation Guide for Linux and Windows,Whei-Jen Chen,9780738429267,I B M,392.0,,DB2 Udb Evaluation Guide for Linux and Windows,,9780738429267.0, Ibm (April 2003),416.0,,1
MySQL: The Complete Reference / Edition 1,"Vikram Vaswani,  Pamela Smith",9780072224771,McGraw-Hill Professional Publishing,544.0,$25.70,MySQL(TM): The Complete Reference,Vikram Vaswani,9780072224771.0," McGraw-Hill Education; 1 edition (January 8, 2004)",544.0,$25.96,1
Inside Microsoft SQL Server 6.5,Ron Soukup,9781572313316,Microsoft Press,400.0,,Inside Microsoft SQL Server 6.5 (Microsoft Programming Series),Ron Soukup,9781572313316.0," Microsoft Press (November 1, 1997)",400.0,,1
Sams Teach Yourself PL/SQL in 21 Days with Cdrom,"Tom Luers,  Jonathan Merrick,  Jonathan Gennick,  Timothy Atwood",9780672311239,Sams,646.0,,Teach Yourself PL/SQL in 21 Days with CDROM (Teach Yourself (McGraw-Hill)),Tom Luers,9780672311239.0, Sams (January 1997),646.0,$18.79,1
Oracle CRM On Demand Combined Analyses,Michael D. Lairson,9780071745383,McGraw-Hill Professional Publishing,192.0,$30.00,Oracle CRM On Demand Combined Analyses (Oracle Press),Michael D. Lairson,9780071745383.0," McGraw-Hill Education; 1 edition (November 22, 2010)",192.0,$30.00,1
Hands-On dBASE III Plus,Tim Duffy,9780534133566,"Course Technology, Inc.",280.0,,Hands-On dBASE III Plus: DOS for IBM PC MS DOS Database Management Using dBASE II Plus (Wadsworth Series in Computer Information Science),Tim Duffy,9780534133566.0, Wadsworth Pub Co (February 1990),280.0,,1
Practical Cassandra: A Developer's Approach,"Russell Bradberry,  Eric Lubow",9780321933942,Addison-Wesley,208.0,$28.12,Practical Cassandra: A Developer's Approach (Addison-Wesley Data & Analytics Series),"Russell Bradberry, Eric Lubow",9780321933942.0," Addison-Wesley Professional; 1 edition (December 29, 2013)",208.0,$27.70,1
MacWorld Filemaker Pro 2.0-2.1 Bible,Steven A. Schwartz,9781568842011,"Wiley, John & Sons, Incorporated",648.0,,Filemaker Pro 2.0/2.1 Bible,Steven A. Schwartz,9781568842011.0, John Wiley & Sons Inc (Computers); Pap/Dis edition (November 1994),700.0,,1
MacIntosh Bible Guide to FileMaker Pro 2.0,Charles Rubin,9780940235229,Peachpit Press,280.0,,The Macintosh Bible Guide to FileMaker Pro: All You Need to Know to Manage Your Files Quickly and Efficiently,Charles Rubin,9780940235229.0, Peachpit Press Publications (May 1992),288.0,,1
MySQL in a Nutshell,Russell J.T. Dyer,9780596514334,"O'Reilly Media, Incorporated",545.0,$26.55,MySQL in a Nutshell (In a Nutshell (O'Reilly)),Russell J. T. Dyer,9780596514334.0," O'Reilly Media; Second Edition edition (April 25, 2008)",566.0,$26.12,1
The Paradox Relational Database Advisor,Kimberly Maughan Saunders,9780830638598,T A B Books,304.0,,The Paradox Relational Database Advisor: Elements of Database Design,,9780830638598.0, Windcrest; 1st edition (July 1993),275.0,,1
Modern Database Management / Edition 7,"Jeffrey A. Hoffer,  Fred R. McFadden,  Mary B. Prescott",9780131453203,Pearson,736.0,$96.66,Modern Database Management,,, Pearson Prentice Hall; 7th edition (2006),700.0,,1
Oracle9i RMAN Backup &amp; Recovery / Edition 1,"Robert Freeman,  Matthew Hart",9780072226621,McGraw-Hill Professional Publishing,608.0,$55.00,Oracle9i RMAN Backup & Recovery,Matthew Hart,9780072226621.0," McGraw-Hill Education; 1 edition (November 8, 2002)",608.0,$55.00,1
Machine Learning in Python: Essential Techniques for Predictive Analysis,Michael Bowles,9781118961742,Wiley,360.0,$40.63,Machine Learning in Python: Essential Techniques for Predictive Analysis,Michael Bowles,9781118961742.0," Wiley; 1 edition (April 27, 2015)",360.0,$40.00,1
MS Access En Espanol/Spanish Para PyMEs,Mario Tomas Umana,9789879131930,MP Ediciones S.A.,271.0,,"MS Access Manual para PyMEs / SMEs: Compumagazine PyMEs, en Espanol / Spanish (Compumagazine; Coleccion de Libros & Manuales) (Spanish Edition)",Mario Tomas Umana,9789879131930.0," M.P. Ediciones (April 6, 1999)",271.0,,1
OCP Oracle Database 10g: New Features for Administrators Exam Guide / Edition 1,Sam R. Alapati,9780072258622,McGraw-Hill Professional Publishing,688.0,$56.99,OCP Oracle Database 10g: New Features for Administrators Exam Guide (Oracle Press),Sam R. Alapati,9780072258622.0," McGraw-Hill Education; 1 edition (November 5, 2004)",688.0,$59.99,1
Beginner's Guide to Access 2.0,"Wrox Development,  Wrox Dev",9781874416210,"Wrox Press, Inc.",516.0,,The Beginners Guide to Access 2.0 Wrox Development,,9781874416210.0, Software Masters (June 1994),516.0,,1
PostgreSQL,Korry Douglas,9780672327568,Sams,1032.0,$41.32,PostgreSQL (2nd Edition),Korry Douglas,9780672327568.0," Sams Publishing; 2 edition (August 5, 2005)",1032.0,$40.72,1
Oracle PL/SQL Language Pocket Reference,"Steven Feuerstein,  Bill Pribyl,  Chip Dawes",9780596514044,"O'Reilly Media, Incorporated",180.0,$11.37,Oracle PL/SQL Language Pocket Reference (Pocket Reference (O'Reilly)),"Steven Feuerstein, Bill Pribyl, Chip Dawes",9780596514044.0," O'Reilly Media; Fourth Edition edition (October 30, 2007)",180.0,$11.19,1
Access Data Analysis Cookbook,"Ken Bluttman,  Wayne S. Freeze",9780596101220,"O'Reilly Media, Incorporated",370.0,$36.01,Access Data Analysis Cookbook,Ken Bluttman,9780596101220.0," O'Reilly Media; 1 edition (May 24, 2007)",370.0,$35.37,1
Oracle PL/SQL For Dummies,"Michael Rosenblum,  Paul Dorsey",9780764599576,Wiley,432.0,$20.40,Oracle PL / SQL For Dummies,"Michael Rosenblum, Paul Dorsey",9780764599576.0," For Dummies; 1 edition (June 13, 2006)",432.0,$20.29,1
The DB2 Cluster Certification Guide,"Jonathan Cook,  International Business Machines Corporation Internati,  Dwaine Snow,  Calene Janacek",9780130819000,Pearson Education,544.0,,"DB2 Cluster Certification Guide, The",Jonathan Cook,9780130819000.0," Prentice Hall PTR; 1st edition (September 10, 1998)",544.0,$7.92,1
"SQL Server 2000 Stored Procedure & XML Programming, Second Edition",Dejan Sunderic,9780072228960,"McGraw-Hill Companies, The",696.0,,"SQL Server 2000 Stored Procedure & XML Programming, Second Edition",Dejan Sunderic,9780072228960.0," McGraw-Hill Osborne Media; 2 edition (May 16, 2003)",696.0,$9.97,1
Access 2 Developers Guide,Roger Jennings,9780672304538,Macmillan Computer Publishing,1264.0,,Access 2 Developer's Guide/Book and Disk,Roger Jennings,9780672304538.0, Sams Publishing; 2 Pap/Dskt edition (March 1994),1200.0,,1
Advances in Database Systems: Implementations and Applications,J. Paredaens,9783211826140,Springer Vienna,377.0,$99.00,Advances in Database Systems: Implementations and Applications (CISM International Centre for Mechanical Sciences),,9783211826140.0," Springer; 1994 edition (November 2, 1994)",377.0,$99.00,1
Multimedia Databases: An Object-Relational Approach / Edition 1,Lynne Dunkley,9780201788990,Pearson,452.0,$2.47,Multimedia Databases: An Object-Relational Approach,Lynne Dunckley,9780201788990.0," Pearson Education (January 31, 2003)",464.0,,1
Quick and Easy Guide to dBASE IV,Steve Davis,9780874552065,"Compute Publications International, Limited",224.0,,Compute!'s Quick and Easy Guide to dBASE IV,Steve Davis,9780874552065.0, Compute (February 1990),239.0,,1
Access 2000 for Windows: Visual QuickStart Guide,"Deborah S. Ray,  Eric J. Ray",9780201354348,Peachpit Press,272.0,,Access 2000 for Windows (Visual QuickStart Guide),Deborah S. Ray,9780201354348.0," Peachpit Press; 1 edition (July 9, 1999)",272.0,$0.01,1
SQL Functions: Programmer's Reference,"Arie Jones,  Ryan K. Stephens,  Ronald R. Plew,  Robert F. Garrett",9780764569012,Wiley,790.0,,SQL Functions Programmer's Reference (Programmer to Programmer),,9780764569012.0," Wrox; 1 edition (April 29, 2005)",790.0,$18.79,1
"Data Analysis in the Cloud: Models, Techniques and Applications","Domenico Talia,  Paolo Trunfio,  Fabrizio Marozzo",9780128028810,Elsevier Science,150.0,$39.95,"Data Analysis in the Cloud: Models, Techniques and Applications (Computer Science Reviews and Trends)",Domenico Talia,9780128028810.0," Elsevier; 1 edition (October 9, 2015)",150.0,$39.95,1
