ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
1185,4218,Folded Recurrent Neural Networks for Future Video Prediction,Reversible Recurrent Neural Networks,"Marc Oliu, Javier Selva, Sergio Escalera","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3735,288,Optimizing Stochastic Gradient Descent in Text Classification Based on Fine-Tuning Hyper-Parameters Approach. A Case Study on Automatic Classification of Global Terrorist Attacks,Parallelized Stochastic Gradient Descent,Shadi Diab,"Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola"
1931,1417,Greedy Algorithms for Sparse Reinforcement Learning,Sparse Multi-Task Reinforcement Learning,"Christopher Painter-Wakefield, Ronald Parr","Daniele Calandriello, Alessandro Lazaric, Marcello Restelli"
2989,1628,Fast Ridge Regression with Randomized Principal Component Analysis and Gradient Descent,Cone-Constrained Principal Component Analysis,"Yichao Lu, Dean P. Foster","Yash Deshpande, Andrea Montanari, Emile Richard"
3355,3813,Efficient Stochastic Gradient Descent for Distributionally Robust Learning,Byzantine Stochastic Gradient Descent,"Soumyadip Ghosh, Mark Squillante, Ebisa Wollega","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
1424,3081,CapsGAN: Using Dynamic Routing for Generative Adversarial Networks,Structured Generative Adversarial Networks,"Raeid Saqur, Sal Vivona","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
2356,487,EP-GIG Priors and Applications in Bayesian Sparse Learning,Sparse Bayesian Multi-Task Learning,"Zhihua Zhang, Shusen Wang, Dehua Liu, Michael I. Jordan","Shengbo Guo, Onno Zoeter, Cdric Archambeau"
2605,2576,Apprenticeship Learning using Inverse Reinforcement Learning and Gradient Methods,Cooperative Inverse Reinforcement Learning,"Gergely Neu, Csaba Szepesvari","Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan"
1090,1869,Bayesian Efficient Multiple Kernel Learning,Efficient Output Kernel Learning for Multiple Tasks,Mehmet Gonen,"Pratik Kumar Jawanpuria, Maksim Lapin, Matthias Hein, Bernt Schiele"
104,2738,Learning a Generative Model of Cancer Metastasis,Best of Both Worlds: Transferring Knowledge from Discriminative Learning to a Generative Visual Dialog Model,"Benjamin Kompa, Beau Coker","Jiasen Lu, Anitha Kannan, Jianwei Yang, Devi Parikh, Dhruv Batra"
3956,558,Markov Chain Monte Carlo for Arrangement of Hyperplanes in Locality-Sensitive Hashing,Quasi-Newton Methods for Markov Chain Monte Carlo,"Yui Noma, Makiko Konoshima","Yichuan Zhang, Charles A. Sutton"
950,3275,Gated Feedback Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Junyoung Chung, Caglar Gulcehre, Kyunghyun Cho, Yoshua Bengio","Asier Mujika, Florian Meier, Angelika Steger"
2706,361,Learning with Changing Features,Learning a Tree of Metrics with Disjoint Visual Features,"Amit Dhurandhar, Steve Hanneke, Liu Yang","Kristen Grauman, Fei Sha, Sung Ju Hwang"
2510,3510,Refining Source Representations with Relation Networks for Neural Machine Translation,Generative Neural Machine Translation,"Wen Zhang, Jiawei Hu, Yang Feng, Qun Liu","Harshil Shah, David Barber"
2706,2285,Learning with Changing Features,Learning Kernels with Random Features,"Amit Dhurandhar, Steve Hanneke, Liu Yang","Aman Sinha, John C. Duchi"
2020,3117,DANTE: Deep AlterNations for Training nEural networks,Sobolev Training for Neural Networks,"Sneha Kudugunta, Vaibhav B Sinha, Adepu Ravi Sankar, Surya Teja Chavali, Purushottam Kar, Vineeth N Balasubramanian","Wojciech M. Czarnecki, Simon Osindero, Max Jaderberg, Grzegorz Swirszcz, Razvan Pascanu"
1981,1671,Answer Sequence Learning with Neural Networks for Answer Selection in Community Question Answering,Sequence to Sequence Learning with Neural Networks,"Xiaoqiang Zhou, Baotian Hu, Qingcai Chen, Buzhou Tang, Xiaolong Wang","Ilya Sutskever, Oriol Vinyals, Quoc V. Le"
729,3909,An Online Prediction Algorithm for Reinforcement Learning with Linear Function Approximation using Cross Entropy Method,Online Improper Learning with an Approximation Oracle,"Ajin George Joseph, Shalabh Bhatnagar","Elad Hazan, Wei Hu, Yuanzhi Li, zhiyuan li"
1386,2261,Semantic Classification of Tabular Datasets via Character-Level Convolutional Neural Networks,Doubly Convolutional Neural Networks,"Paul Azunre, Craig Corcoran, Numa Dhamani, Jeffrey Gleason, Garrett Honke, David Sullivan, Rebecca Ruppel, Sandeep Verma, Jonathon Morgan","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
2020,2001,DANTE: Deep AlterNations for Training nEural networks,Training Very Deep Networks,"Sneha Kudugunta, Vaibhav B Sinha, Adepu Ravi Sankar, Surya Teja Chavali, Purushottam Kar, Vineeth N Balasubramanian","Rupesh K. Srivastava, Klaus Greff, Jrgen Schmidhuber"
463,3081,StarGAN-VC: Non-parallel many-to-many voice conversion with star generative adversarial networks,Structured Generative Adversarial Networks,"Hirokazu Kameoka, Takuhiro Kaneko, Kou Tanaka, Nobukatsu Hojo","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
463,3947,StarGAN-VC: Non-parallel many-to-many voice conversion with star generative adversarial networks,Graphical Generative Adversarial Networks,"Hirokazu Kameoka, Takuhiro Kaneko, Kou Tanaka, Nobukatsu Hojo","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
645,2649,Anime Style Space Exploration Using Metric Learning and Generative Adversarial Networks,Generative Adversarial Imitation Learning,"Sitao Xiang, Hao Li","Jonathan Ho, Stefano Ermon"
3988,675,Inference Aided Reinforcement Learning for Incentive Mechanism Design in Crowdsourcing,Variational Inference for Crowdsourcing,"Zehong Hu, Yitao Liang, Yang Liu, Jie Zhang","Qiang Liu, Jian Peng, Alexander T. Ihler"
1403,2192,Mode Regularized Generative Adversarial Networks,Coupled Generative Adversarial Networks,"Tong Che, Yanran Li, Athul Paul Jacob, Yoshua Bengio, Wenjie Li","Ming-Yu Liu, Oncel Tuzel"
1141,587,Suppressing Background Radiation Using Poisson Principal Component Analysis,Demixed Principal Component Analysis,"P. Tandon, P. Huggins, A. Dubrawski, S. Labov, K. Nelson","Wieland Brendel, Ranulfo Romo, Christian K. Machens"
3289,1837,Automatic tagging using deep convolutional neural networks,Shepard Convolutional Neural Networks,"Keunwoo Choi, George Fazekas, Mark Sandler","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
2459,2261,Churn analysis using deep convolutional neural networks and autoencoders,Doubly Convolutional Neural Networks,"Artit Wangperawong, Cyrille Brun, Olav Laudy, Rujikorn Pavasuthipaisit","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
3286,3813,Adaptive Stochastic Gradient Descent on the Grassmannian for Robust Low-Rank Subspace Recovery and Clustering,Byzantine Stochastic Gradient Descent,"Jun He, Yue Zhang","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
946,699,Using Deep Cross Modal Hashing and Error Correcting Codes for Improving the Efficiency of Attribute Guided Facial Image Retrieval,Deep Representations and Codes for Image Auto-Annotation,"Veeru Talreja, Fariborz Taherkhani, Matthew C. Valenti, Nasser M. Nasrabadi","Ryan Kiros, Csaba Szepesvri"
1816,1309,CATERPILLAR: Coarse Grain Reconfigurable Architecture for Accelerating the Training of Deep Neural Networks,Adaptive dropout for training deep neural networks,"Yuanfang Li, Ardavan Pedram","Jimmy Ba, Brendan Frey"
1785,675,Large Scale Variational Bayesian Inference for Structured Scale Mixture Models,Variational Inference for Crowdsourcing,"Young Jun Ko, Matthias Seeger","Qiang Liu, Jian Peng, Alexander T. Ihler"
3210,2261,Instant Learning: Parallel Deep Neural Networks and Convolutional Bootstrapping,Doubly Convolutional Neural Networks,Andrew J. R. Simpson,"Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
950,4218,Gated Feedback Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Junyoung Chung, Caglar Gulcehre, Kyunghyun Cho, Yoshua Bengio","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3845,1482,Metric Gaussian Variational Inference,Automated Variational Inference for Gaussian Process Models,"Jakob Knollmller, Torsten A. Enlin","Trung V. Nguyen, Edwin V. Bonilla"
3286,288,Adaptive Stochastic Gradient Descent on the Grassmannian for Robust Low-Rank Subspace Recovery and Clustering,Parallelized Stochastic Gradient Descent,"Jun He, Yue Zhang","Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola"
3478,3275,Audio Scene Classification with Deep Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Huy Phan, Philipp Koch, Fabrice Katzberg, Marco Maass, Radoslaw Mazur, Alfred Mertins","Asier Mujika, Florian Meier, Angelika Steger"
446,1525,Heterogeneous Multi-task Learning for Human Pose Estimation with Deep Convolutional Neural Network,Deep Convolutional Neural Network for Image Deconvolution,"Sijin Li, Zhi-Qiang Liu, Antoni B. Chan","Li Xu, Jimmy SJ Ren, Ce Liu, Jiaya Jia"
3565,142,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,Tiled convolutional neural networks,"Dipankar Das, Naveen Mellempudi, Dheevatsa Mudigere, Dhiraj Kalamkar, Sasikanth Avancha, Kunal Banerjee, Srinivas Sridharan, Karthik Vaidyanathan, Bharat Kaul, Evangelos Georganas, Alexander Heinecke, Pradeep Dubey, Jesus Corbal, Nikita Shustrov, Roma Dubtsov, Evarist Fomenko, Vadim Pirogov","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
3384,3275,Comparing Fixed and Adaptive Computation Time for Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Daniel Fojo, Vctor Campos, Xavier Giro-i-Nieto","Asier Mujika, Florian Meier, Angelika Steger"
2515,2261,Multi-Level and Multi-Scale Feature Aggregation Using Sample-level Deep Convolutional Neural Networks for Music Classification,Doubly Convolutional Neural Networks,"Jongpil Lee, Juhan Nam","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
620,1639,Systematic Weight Pruning of DNNs using Alternating Direction Method of Multipliers,Bregman Alternating Direction Method of Multipliers,"Tianyun Zhang, Shaokai Ye, Yipeng Zhang, Yanzhi Wang, Makan Fardad","Huahua Wang, Arindam Banerjee"
2605,2881,Apprenticeship Learning using Inverse Reinforcement Learning and Gradient Methods,Repeated Inverse Reinforcement Learning,"Gergely Neu, Csaba Szepesvari","Kareem Amin, Nan Jiang, Satinder Singh"
270,4218,Expressive power of recurrent neural networks,Reversible Recurrent Neural Networks,"Valentin Khrulkov, Alexander Novikov, Ivan Oseledets","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3639,3504,Stochastic Pooling for Regularization of Deep Convolutional Neural Networks,Global Gated Mixture of Second-order Pooling for Improving Deep Convolutional Neural Networks,"Matthew D. Zeiler, Rob Fergus","Qilong Wang, Zilin Gao, Jiangtao Xie, Wangmeng Zuo, Peihua Li"
85,2192,Stacked Generative Adversarial Networks,Coupled Generative Adversarial Networks,"Xun Huang, Yixuan Li, Omid Poursaeed, John Hopcroft, Serge Belongie","Ming-Yu Liu, Oncel Tuzel"
2866,3275,Optimizing Recurrent Neural Networks Architectures under Time Constraints,Fast-Slow Recurrent Neural Networks,"Junqi Jin, Ziang Yan, Kun Fu, Nan Jiang, Changshui Zhang","Asier Mujika, Florian Meier, Angelika Steger"
2873,675,Scalable Bayesian Learning for State Space Models using Variational Inference with SMC Samplers,Variational Inference for Crowdsourcing,"Marcel Hirt, Petros Dellaportas","Qiang Liu, Jian Peng, Alexander T. Ihler"
1635,1568,Bayesian Neural Word Embedding,Neural Word Embedding as Implicit Matrix Factorization,Oren Barkan,"Omer Levy, Yoav Goldberg"
3624,3346,On Target Shift in Adversarial Domain Adaptation,Few-Shot Adversarial Domain Adaptation,"Yitong Li, Michael Murias, Samantha Major, Geraldine Dawson, David E. Carlson","Saeid Motiian, Quinn Jones, Seyed Iranmanesh, Gianfranco Doretto"
2514,2031,Trading-off variance and complexity in stochastic gradient descent,On Variance Reduction in Stochastic Gradient Descent and its Asynchronous Variants,"Vatsal Shah, Megasthenis Asteris, Anastasios Kyrillidis, Sujay Sanghavi","Sashank J. Reddi, Ahmed Hefny, Suvrit Sra, Barnabas Poczos, Alexander J. Smola"
3712,2261,Exploring the Regularity of Sparse Structure in Convolutional Neural Networks,Doubly Convolutional Neural Networks,"Huizi Mao, Song Han, Jeff Pool, Wenshuo Li, Xingyu Liu, Yu Wang, William J. Dally","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
455,3275,Sequence Modeling using Gated Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,Mohammad Pezeshki,"Asier Mujika, Florian Meier, Angelika Steger"
912,470,On Kernelized Multi-armed Bandits,Multi-armed bandits on implicit metric spaces,"Sayak Ray Chowdhury, Aditya Gopalan",Aleksandrs Slivkins
236,3947,Mode Regularized Generative Adversarial Networks,Graphical Generative Adversarial Networks,"Tong Che, Yanran Li, Athul Paul Jacob, Yoshua Bengio, Wenjie Li","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
2011,1832,Strongly-Typed Recurrent Neural Networks,Bidirectional Recurrent Neural Networks as Generative Models,"David Balduzzi, Muhammad Ghifary","Mathias Berglund, Tapani Raiko, Mikko Honkala, Leo Krkkinen, Akos Vetek, Juha T. Karhunen"
3105,3136,Online Alternating Direction Method,Faster and Non-ergodic O(1/K) Stochastic Alternating Direction Method of Multipliers,"Huahua Wang, Arindam Banerjee","Cong Fang, Feng Cheng, Zhouchen Lin"
752,142,Learning to fail: Predicting fracture evolution in brittle material models using recurrent graph convolutional neural networks,Tiled convolutional neural networks,"Max Schwarzer, Bryce Rogan, Yadong Ruan, Zhengming Song, Diana Y. Lee, Allon G. Percus, Viet T. Chau, Bryan A. Moore, Esteban Rougier, Hari S. Viswanathan, Gowri Srinivasan","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
548,1671,Learning to Diagnose with LSTM Recurrent Neural Networks,Sequence to Sequence Learning with Neural Networks,"Zachary C. Lipton, David C. Kale, Charles Elkan, Randall Wetzel","Ilya Sutskever, Oriol Vinyals, Quoc V. Le"
3490,4354,Segmental Recurrent Neural Networks,Complex Gated Recurrent Neural Networks,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Moritz Wolter, Angela Yao"
1485,587,Submodular Load Clustering with Robust Principal Component Analysis,Demixed Principal Component Analysis,"Yishen Wang, Xiao Lu, Yiran Xu, Di Shi, Zhehan Yi, Jiajun Duan, Zhiwei Wang","Wieland Brendel, Ranulfo Romo, Christian K. Machens"
3392,4218,Graph Classification with Recurrent Variational Neural Networks,Reversible Recurrent Neural Networks,"Edouard Pineau, Nathan de Lara","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
1589,986,Variance Reduction for Distributed Stochastic Gradient Descent,Variance Reduction for Stochastic Gradient Optimization,"Soham De, Gavin Taylor, Tom Goldstein","Chong Wang, Xi Chen, Alexander J. Smola, Eric P. Xing"
1160,2261,Protein Secondary Structure Prediction Using Cascaded Convolutional and Recurrent Neural Networks,Doubly Convolutional Neural Networks,"Zhen Li, Yizhou Yu","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
2849,558,ClusterCluster: Parallel Markov Chain Monte Carlo for Dirichlet Process Mixtures,Quasi-Newton Methods for Markov Chain Monte Carlo,"Dan Lovell, Jonathan Malmaud, Ryan P. Adams, Vikash K. Mansinghka","Yichuan Zhang, Charles A. Sutton"
2009,4119,Quantum generative adversarial networks,Learning to Repair Software Vulnerabilities with Generative Adversarial Networks,"Pierre-Luc Dallaire-Demers, Nathan Killoran","Jacob Harer, Onur Ozdemir, Tomo Lazovich, Christopher Reale, Rebecca Russell, Louis Kim, peter chin"
2011,1867,Strongly-Typed Recurrent Neural Networks,Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks,"David Balduzzi, Muhammad Ghifary","Samy Bengio, Oriol Vinyals, Navdeep Jaitly, Noam Shazeer"
3601,1801,Incorporating End-to-End Speech Recognition Models for Sentiment Analysis,Attention-Based Models for Speech Recognition,"Egor Lakomkin, Mohammad Ali Zamani, Cornelius Weber, Sven Magg, Stefan Wermter","Jan K. Chorowski, Dzmitry Bahdanau, Dmitriy Serdyuk, Kyunghyun Cho, Yoshua Bengio"
27,3813,Stochastic Gradient Descent as Approximate Bayesian Inference,Byzantine Stochastic Gradient Descent,"Stephan Mandt, Matthew D. Hoffman, David M. Blei","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
3490,1867,Segmental Recurrent Neural Networks,Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Samy Bengio, Oriol Vinyals, Navdeep Jaitly, Noam Shazeer"
2009,2192,Quantum generative adversarial networks,Coupled Generative Adversarial Networks,"Pierre-Luc Dallaire-Demers, Nathan Killoran","Ming-Yu Liu, Oncel Tuzel"
3475,2716,Modeling The Intensity Function Of Point Process Via Recurrent Neural Networks,Dilated Recurrent Neural Networks,"Shuai Xiao, Junchi Yan, Stephen M. Chu, Xiaokang Yang, Hongyuan Zha","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
137,2261,Graph Convolutional Neural Networks for Web-Scale Recommender Systems,Doubly Convolutional Neural Networks,"Rex Ying, Ruining He, Kaifeng Chen, Pong Eksombatchai, William L. Hamilton, Jure Leskovec","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
3039,2022,Differentially Private Fair Learning,Differentially Private Learning of Structured Discrete Distributions,"Matthew Jagielski, Michael Kearns, Jieming Mao, Alina Oprea, Aaron Roth, Saeed Sharifi-Malvajerdi, Jonathan Ullman","Ilias Diakonikolas, Moritz Hardt, Ludwig Schmidt"
711,130,Open Loop Hyperparameter Optimization and Determinantal Point Processes,Structured Determinantal Point Processes,"Jesse Dodge, Kevin Jamieson, Noah A. Smith","Alex Kulesza, Ben Taskar"
1457,2716,Stacked Convolutional and Recurrent Neural Networks for Bird Audio Detection,Dilated Recurrent Neural Networks,"Sharath Adavanne, Konstantinos Drossos, Emre ak?r, Tuomas Virtanen","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
