ID,Title,Authors,Date,Journal-ref
927,"Integrative Biological Simulation, Neuropsychology, and AI Safety","Gopal P. Sarma, Adam Safron, Nick J. Hay","21 January, 2019",Proceedings of the AAAI Workshop on Artificial Intelligence Safety 2019 co-located with the Thirty-Third AAAI Conference on Artificial Intelligence 2019 (AAAI 2019)
928,Sampling Acquisition Functions for Batch Bayesian Optimization,"Alessandro De Palma, Celestine Mendler-Dnner, Thomas Parnell, Andreea Anghel, Haralampos Pozidis","22 March, 2019",
929,Multi-label ensemble based on variable pairwise constraint projection,"Ping Li, Hong Li, Min Wu","8 March, 2014","Information Sciences, 222, 2013, pp.269-281.(Available online 7 August 2012)"
930,$?^3$-IRT: A New Item Response Model and its Applications,"Yu Chen, Telmo Silva Filho, Ricardo B. C. Prudncio, Tom Diethe, Peter Flach","13 March, 2019",AISTATS 2019
931,Frequency Analysis of Temporal Graph Signals,"Andreas Loukas, Damien Foucard","14 February, 2016",
932,"Further heuristics for $k$-means: The merge-and-split heuristic and the $(k,l)$-means","Frank Nielsen, Richard Nock","22 June, 2014",
933,Bayesian Watermark Attacks,"Ivo Shterev, David Dunson","18 June, 2012",
934,Scalable Iterative Algorithm for Robust Subspace Clustering,"Sanghyuk Chun, Yung-Kyun Noh, Jinwoo Shin","5 June, 2015",
935,A linear time method for the detection of point and collective anomalies,"Alexander T. M. Fisch, Idris A. Eckley, Paul Fearnhead","11 April, 2019",
936,Hierarchy Neighborhood Discriminative Hashing for An Unified View of Single-Label and Multi-Label Image retrieval,"Lei Ma, Hongliang Li, Qingbo Wu, Fanman Meng, King Ngi Ngan","11 January, 2019",
937,Learning to Race through Coordinate Descent Bayesian Optimisation,"Rafael Oliveira, Fernando H. M. Rocha, Lionel Ott, Vitor Guizilini, Fabio Ramos, Valdir Grassi Jr","16 February, 2018",
938,SMS Spam Filtering using Probabilistic Topic Modelling and Stacked Denoising Autoencoder,"Noura Al Moubayed, Toby Breckon, Peter Matthews, A. Stephen McGough","17 June, 2016",
939,A Mean Field Theory of Batch Normalization,"Greg Yang, Jeffrey Pennington, Vinay Rao, Jascha Sohl-Dickstein, Samuel S. Schoenholz","5 March, 2019",
940,On Finding Local Nash Equilibria (and Only Local Nash Equilibria) in Zero-Sum Games,"Eric V. Mazumdar, Michael I. Jordan, S. Shankar Sastry","24 January, 2019",
941,Identifying Best Interventions through Online Importance Sampling,"Rajat Sen, Karthikeyan Shanmugam, Alexandros G. Dimakis, Sanjay Shakkottai","9 March, 2017",
942,GANSynth: Adversarial Neural Audio Synthesis,"Jesse Engel, Kumar Krishna Agrawal, Shuo Chen, Ishaan Gulrajani, Chris Donahue, Adam Roberts","22 February, 2019",
943,Fast and Sample Efficient Inductive Matrix Completion via Multi-Phase Procrustes Flow,"Xiao Zhang, Simon S. Du, Quanquan Gu","3 March, 2018",
944,Regret Lower Bound and Optimal Algorithm in Dueling Bandit Problem,"Junpei Komiyama, Junya Honda, Hisashi Kashima, Hiroshi Nakagawa","29 June, 2015",
945,Active Learning and Best-Response Dynamics,"Maria-Florina Balcan, Chris Berlind, Avrim Blum, Emma Cohen, Kaushik Patnaik, Le Song","25 June, 2014",
946,Using Deep Cross Modal Hashing and Error Correcting Codes for Improving the Efficiency of Attribute Guided Facial Image Retrieval,"Veeru Talreja, Fariborz Taherkhani, Matthew C. Valenti, Nasser M. Nasrabadi","11 February, 2019",
947,Adversarially Learned Abnormal Trajectory Classifier,"Pankaj Raj Roy, Guillaume-Alexandre Bilodeau","3 April, 2019",
948,Authorship Analysis based on Data Compression,"Daniele Cerra, Mihai Datcu, Peter Reinartz","14 February, 2014",
949,SeNA-CNN: Overcoming Catastrophic Forgetting in Convolutional Neural Networks by Selective Network Augmentation,"Abel S. Zacarias, Lus A. Alexandre","9 May, 2018",
950,Gated Feedback Recurrent Neural Networks,"Junyoung Chung, Caglar Gulcehre, Kyunghyun Cho, Yoshua Bengio","17 June, 2015",
951,Fast Nonsmooth Regularized Risk Minimization with Continuation,"Shuai Zheng, Ruiliang Zhang, James T. Kwok","25 February, 2016",
952,Formal Limitations on the Measurement of Mutual Information,"David McAllester, Karl Stratos","2 January, 2019",
953,Complex Question Answering: Unsupervised Learning Approaches and Experiments,"Yllias Chali, Shafiq Rayhan Joty, Sadid A. Hasan","15 January, 2014","Journal Of Artificial Intelligence Research, Volume 35, pages 1-47, 2009"
954,Quantum-chemical insights from interpretable atomistic neural networks,"Kristof T. Schtt, Michael Gastegger, Alexandre Tkatchenko, Klaus-Robert Mller","27 June, 2018",
955,A Fully Bayesian Infinite Generative Model for Dynamic Texture Segmentation,"Sahar Yousefi, M. T. Manzuri Shalmani, Antoni B. Chan","13 January, 2019",
956,Joint Inference of Multiple Label Types in Large Networks,"Deepayan Chakrabarti, Stanislav Funiak, Jonathan Chang, Sofus A. Macskassy","29 January, 2014",
957,Learning Intrinsic Sparse Structures within Long Short-Term Memory,"Wei Wen, Yuxiong He, Samyam Rajbhandari, Minjia Zhang, Wenhan Wang, Fang Liu, Bin Hu, Yiran Chen, Hai Li","11 February, 2018",
958,Multichannel Sparse Blind Deconvolution on the Sphere,"Yanjun Li, Yoram Bresler","16 March, 2019",
959,CMSIS-NN: Efficient Neural Network Kernels for Arm Cortex-M CPUs,"Liangzhen Lai, Naveen Suda, Vikas Chandra","19 January, 2018",
960,Gradient Coding via the Stochastic Block Model,"Zachary Charles, Dimitris Papailiopoulos","25 May, 2018",
961,A General Approach to Multi-Armed Bandits Under Risk Criteria,"Asaf Cassel, Shie Mannor, Assaf Zeevi","4 June, 2018",
962,Performance measures for classification systems with rejection,"Filipe Condessa, Jelena Kovacevic, Jose Bioucas-Dias","27 January, 2016",
963,Noisy Expectation-Maximization: Applications and Generalizations,"Osonde Osoba, Bart Kosko","11 January, 2018",
964,See the Near Future: A Short-Term Predictive Methodology to Traffic Load in ITS,"Xun Zhou, Changle Li, Zhe Liu, Tom H. Luan, Zhifang Miao, Lina Zhu, Lei Xiong","8 January, 2017",
965,Learning by Association - A versatile semi-supervised training method for neural networks,"Philip Husser, Alexander Mordvintsev, Daniel Cremers","3 June, 2017",
966,Max-Sliced Wasserstein Distance and its use for GANs,"Ishan Deshpande, Yuan-Ting Hu, Ruoyu Sun, Ayis Pyrros, Nasir Siddiqui, Sanmi Koyejo, Zhizhen Zhao, David Forsyth, Alexander Schwing","11 April, 2019",
967,Mean Field Analysis of Deep Neural Networks,"Justin Sirignano, Konstantinos Spiliopoulos","11 March, 2019",
968,Frequency Analysis of Temporal Graph Signals,"Andreas Loukas, Damien Foucard","14 February, 2016",
969,The Algebraic Approach to Phase Retrieval and Explicit Inversion at the Identifiability Threshold,"Franz J Kirly, Martin Ehler","17 February, 2014",
970,A 3D Probabilistic Deep Learning System for Detection and Diagnosis of Lung Cancer Using Low-Dose CT Scans,"Onur Ozdemir, Rebecca L. Russell, Andrew A. Berlin","8 February, 2019",
971,Free-Form Image Inpainting with Gated Convolution,"Jiahui Yu, Zhe Lin, Jimei Yang, Xiaohui Shen, Xin Lu, Thomas S. Huang","10 June, 2018",
972,Detecting confounding in multivariate linear models via spectral analysis,"Dominik Janzing, Bernhard Schoelkopf","5 April, 2017","Journal of Causal Inference, 2017"
973,Exact and approximate inference in graphical models: variable elimination and beyond,"Nathalie Peyrard, Marie-Jose Cros, Simon de Givry, Alain Franc, Stphane Robin, Rgis Sabbadin, Thomas Schiex, Matthieu Vignes","12 March, 2018",
974,Learning Multimodal Graph-to-Graph Translation for Molecular Optimization,"Wengong Jin, Kevin Yang, Regina Barzilay, Tommi Jaakkola","28 January, 2019",
975,AlphaSeq: Sequence Discovery with Deep Reinforcement Learning,"Yulin Shao, Soung Chang Liew, Taotao Wang","15 January, 2019",
976,Normalization based K means Clustering Algorithm,"Deepali Virmani, Shweta Taneja, Geetika Malhotra","3 March, 2015",
977,Chester: A Web Delivered Locally Computed Chest X-Ray Disease Prediction System,"Joseph Paul Cohen, Paul Bertin, Vincent Frappier","30 January, 2019",
978,ABC Reinforcement Learning,"Christos Dimitrakakis, Nikolaos Tziortziotis","28 June, 2013",
979,Review: Metaheuristic Search-Based Fuzzy Clustering Algorithms,"Waleed Alomoush, Ayat Alrosan","21 January, 2018",
980,Spatial Projection of Multiple Climate Variables using Hierarchical Multitask Learning,"Andr R. Gonalves, Arindam Banerjee, Fernando J. Von Zuben","30 January, 2017",
981,Minimum Volume Topic Modeling,"Byoungwook Jang, Alfred Hero","3 April, 2019",
982,Empirical estimation of entropy functionals with confidence,"Kumar Sricharan, Raviv Raich, Alfred O. Hero III","25 February, 2012",
983,Adaptive Graph via Multiple Kernel Learning for Nonnegative Matrix Factorization,"Jing-Yan Wang, Mustafa AbdulJabbar","3 April, 2013",
984,Combining Support Vector Machine and Elephant Herding Optimization for Cardiac Arrhythmias,"Aboul Ella Hassanien, Moataz Kilany, Essam H. Houssein","20 June, 2018",
985,Learning to Race through Coordinate Descent Bayesian Optimisation,"Rafael Oliveira, Fernando H. M. Rocha, Lionel Ott, Vitor Guizilini, Fabio Ramos, Valdir Grassi Jr","16 February, 2018",
986,FastMMD: Ensemble of Circular Discrepancy for Efficient Two-Sample Test,"Ji Zhao, Deyu Meng","18 June, 2015","Neural Computation, 2015 June, Vol. 27, No. 6, Pages 1345-1372"
987,Separating the EoR Signal with a Convolutional Denoising Autoencoder: A Deep-learning-based Method,"Weitian Li, Haiguang Xu, Zhixian Ma, Ruimin Zhu, Dan Hu, Zhenghao Zhu, Junhua Gu, Chenxi Shan, Jie Zhu, Xiang-Ping Wu","14 March, 2019","2019, MNRAS, 485, 2628"
988,Fast Kronecker product kernel methods via generalized vec trick,"Antti Airola, Tapio Pahikkala","19 April, 2017",
989,Deep Joint Source-Channel Coding for Wireless Image Transmission,"Eirina Bourtsoulatze, David Burth Kurka, Deniz Gunduz","16 March, 2019",
990,Minimum $n$-Rank Approximation via Iterative Hard Thresholding,"Min Zhang, Lei Yang, Zheng-Hai Huang","8 April, 2014",
991,"On the use of bootstrap with variational inference: Theory, interpretation, and a two-sample test example","Yen-Chi Chen, Y. Samuel Wang, Elena A. Erosheva","17 April, 2018",
992,Expectation Learning for Adaptive Crossmodal Stimuli Association,"Pablo Barros, German I. Parisi, Di Fu, Xun Liu, Stefan Wermter","23 January, 2018",
993,Fully Bayesian Logistic Regression with Hyper-Lasso Priors for High-dimensional Feature Selection,"Longhai Li, Weixin Yao","11 May, 2018","Journal of Statistical Computation and Simulation, 2018, 88:14, 2827-2851"
994,Toward Diverse Text Generation with Inverse Reinforcement Learning,"Zhan Shi, Xinchi Chen, Xipeng Qiu, Xuanjing Huang","7 June, 2018",
995,Data-Mining Textual Responses to Uncover Misconception Patterns,"Joshua J. Michalenko, Andrew S. Lan, Richard G. Baraniuk","29 March, 2017",
996,Selective Harvesting over Networks,"Fabricio Murai, Diogo Renn, Bruno Ribeiro, Gisele L. Pappa, Don Towsley, Krista Gile","15 March, 2017",
997,Black Box Submodular Maximization: Discrete and Continuous Settings,"Lin Chen, Mingrui Zhang, Hamed Hassani, Amin Karbasi","27 January, 2019",
998,Nonnegative Tensor Factorization for Directional Blind Audio Source Separation,Noah D. Stein,"26 May, 2017",
999,Testing Conditional Independence on Discrete Data using Stochastic Complexity,"Alexander Marx, Jilles Vreeken","12 March, 2019",
1000,Cross-Modal Data Programming Enables Rapid Medical Machine Learning,"Jared Dunnmon, Alexander Ratner, Nishith Khandwala, Khaled Saab, Matthew Markert, Hersh Sagreiya, Roger Goldman, Christopher Lee-Messer, Matthew Lungren, Daniel Rubin, Christopher R","26 March, 2019",
1001,Nonparametric weighted stochastic block models,Tiago P. Peixoto,"18 January, 2018","Phys. Rev. E 97, 012306 (2018)"
1002,Gauss quadrature for matrix inverse forms with applications,"Chengtao Li, Suvrit Sra, Stefanie Jegelka","28 May, 2016",
1003,Robust Large Margin Deep Neural Networks,"Jure Sokolic, Raja Giryes, Guillermo Sapiro, Miguel R. D. Rodrigues","23 May, 2017",
1004,Estimation and Clustering with Infinite Rankings,"Marina Meila, Le Bao","13 June, 2012",
1005,Matrix Completion with Nonconvex Regularization: Spectral Operators and Scalable Algorithms,"Rahul Mazumder, Diego F. Saldana, Haolei Weng","24 January, 2018",
1006,Predicting Parkinson's Disease using Latent Information extracted from Deep Neural Networks,"Ilianna Kollia, Andreas-Georgios Stafylopatis, Stefanos Kollias","23 January, 2019",
1007,Accelerated Stochastic Subgradient Methods under Local Error Bound Condition,"Yi Xu, Qihang Lin, Tianbao Yang","17 January, 2017",
1008,Geometric Inference for General High-Dimensional Linear Inverse Problems,"T. Tony Cai, Tengyuan Liang, Alexander Rakhlin","16 June, 2015",
1009,Task Oriented Channel State Information Quantization,"Hang Zou, Chao Zhang, Samson Lasaulce","2 April, 2019","IEEE 2018 International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC'18)"
1010,Hierarchical Reinforcement Learning: Approximating Optimal Discounted TSP Using Local Policies,"Tom Zahavy, Avinatan Hasidim, Haim Kaplan, Yishay Mansour","13 March, 2018",
1011,MONet: Unsupervised Scene Decomposition and Representation,"Christopher P. Burgess, Loic Matthey, Nicholas Watters, Rishabh Kabra, Irina Higgins, Matt Botvinick, Alexander Lerchner","22 January, 2019",
1012,On stochastic gradient Langevin dynamics with dependent data streams in the logconcave case,"M. Barkhagen, N. H. Chau, . Moulines, M. Rsonyi, S. Sabanis, Y. Zhang","25 March, 2019",
1013,Low-pass Recurrent Neural Networks - A memory architecture for longer-term correlation discovery,"Thomas Stepleton, Razvan Pascanu, Will Dabney, Siddhant M. Jayakumar, Hubert Soyer, Remi Munos","13 May, 2018",
1014,Early hospital mortality prediction using vital signals,"Reza Sadeghi, Tanvi Banerjee, William Romine","9 February, 2019",Smart Health 9-10 (2018) 265-274
1015,Factorized Topic Models,"Cheng Zhang, Carl Henrik Ek, Andreas Damianou, Hedvig Kjellstrom","23 April, 2013",
1016,Structured nonlinear variable selection,"Magda Gregorov, Alexandros Kalousis, Stphane Marchand-Maillet","16 May, 2018",
1017,Lipschitz Generative Adversarial Nets,"Zhiming Zhou, Jiadong Liang, Yuxuan Song, Lantao Yu, Hongwei Wang, Weinan Zhang, Yong Yu, Zhihua Zhang","14 March, 2019",
1018,Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior,"Charles H. Martin, Michael W. Mahoney","17 February, 2019",
1019,A Spiking Neural Learning Classifier System,"Gerard Howard, Larry Bull, Pier-Luca Lanzi","16 January, 2012",
1020,Bounds for Vector-Valued Function Estimation,"Andreas Maurer, Massimiliano Pontil","5 June, 2016",
1021,Data complexity measured by principal graphs,"Andrei Zinovyev, Evgeny Mirkes","1 January, 2013",
1022,DAQN: Deep Auto-encoder and Q-Network,Daiki Kimura,"2 June, 2018",
1023,High-dimensional Penalty Selection via Minimum Description Length Principle,"Kohei Miyaguchi, Kenji Yamanishi","26 April, 2018",
1024,A hybrid machine-learning algorithm for designing quantum experiments,"L. O'Driscoll, R. Nichols, P. A. Knott","28 February, 2019",
1025,Soft Rule Ensembles for Statistical Learning,"Deniz Akdemir, Nicolas Heslot","22 February, 2013",
1026,Gaussian process regression as a predictive model for Quality-of-Service in Web service systems,"Jakub M. Tomczak, Jerzy Swiatek, Krzysztof Latawiec","8 May, 2013",
1027,Safe Sample Screening for Support Vector Machines,"Kohei Ogawa, Yoshiki Suzuki, Shinya Suzumura, Ichiro Takeuchi","26 January, 2014",
1028,Learning Discrete Structures for Graph Neural Networks,"Luca Franceschi, Mathias Niepert, Massimiliano Pontil, Xiao He","28 March, 2019",
1029,"Solving Combinatorial Games using Products, Projections and Lexicographically Optimal Bases","Swati Gupta, Michel Goemans, Patrick Jaillet","1 March, 2016",
1030,Semi-automated Annotation of Signal Events in Clinical EEG Data,"Scott Yang, Silvia Lopez, Meysam Golmohammadi, Iyad Obeid, Joseph Picone","2 January, 2018","S. Yang, S. Lopez, M. Golmohammadi, I. Obeid and J. Picone, ""Semi-automated annotation of signal events in clinical EEG data,"" 2016 IEEE Signal Processing in Medicine and Biology Symposium (SPMB), Philadelphia, PA, 2016, pp. 1-5"
1031,$?^3$-IRT: A New Item Response Model and its Applications,"Yu Chen, Telmo Silva Filho, Ricardo B. C. Prudncio, Tom Diethe, Peter Flach","13 March, 2019",AISTATS 2019
1032,The Internet as Quantitative Social Science Platform: Insights from a Trillion Observations,"Klaus Ackermann, Simon D Angus, Paul A Raschky","19 January, 2017",
1033,Distributed Online Learning via Cooperative Contextual Bandits,"Cem Tekin, Mihaela van der Schaar","23 March, 2015",
1034,On Sensitivity of the MAP Bayesian Network Structure to the Equivalent Sample Size Parameter,"Tomi Silander, Petri Kontkanen, Petri Myllymaki","20 June, 2012",
1035,Quantitatively Evaluating GANs With Divergences Proposed for Training,"Daniel Jiwoong Im, He Ma, Graham Taylor, Kristin Branson","28 April, 2018",
