ID,Title,Authors,Date,Journal-ref
1295,Context-sensitive active sensing in humans,"Sheeraz Ahmad, He Huang, Angela J. Yu",December 2013,Neurips 2013
1296,A New Convex Relaxation for Tensor Completion,"Bernardino Romera-Paredes, Massimiliano Pontil",December 2013,Neurips 2013
1297,Variational Planning for Graph-based MDPs,"Qiang Cheng, Qiang Liu, Feng Chen, Alexander T. Ihler",December 2013,Neurips 2013
1298,Convex Two-Layer Modeling,"zlem Aslan, Hao Cheng, Xinhua Zhang, Dale Schuurmans",December 2013,Neurips 2013
1299,Sketching Structured Matrices for Faster Nonlinear Regression,"Haim Avron, Vikas Sindhwani, David Woodruff",December 2013,Neurips 2013
1300,(More) Efficient Reinforcement Learning via Posterior Sampling,"Ian Osband, Daniel Russo, Benjamin Van Roy",December 2013,Neurips 2013
1301,Model Selection for High-Dimensional Regression under the Generalized Irrepresentability Condition,"Adel Javanmard, Andrea Montanari",December 2013,Neurips 2013
1302,Efficient Exploration and Value Function Generalization in Deterministic Systems,"Zheng Wen, Benjamin Van Roy",December 2013,Neurips 2013
1303,Bellman Error Based Feature Generation using Random Projections on Sparse Spaces,"Mahdi Milani Fard, Yuri Grinberg, Amir-massoud Farahmand, Joelle Pineau, Doina Precup",December 2013,Neurips 2013
1304,Learning and using language via recursive pragmatic reasoning about other agents,"Nathaniel J. Smith, Noah Goodman, Michael Frank",December 2013,Neurips 2013
1305,Learning Stochastic Inverses,"Andreas Stuhlmller, Jacob Taylor, Noah Goodman",December 2013,Neurips 2013
1306,Learning invariant representations and applications to face verification,"Qianli Liao, Joel Z. Leibo, Tomaso Poggio",December 2013,Neurips 2013
1307,"Optimization, Learning, and Games with Predictable Sequences","Sasha Rakhlin, Karthik Sridharan",December 2013,Neurips 2013
1308,Adaptivity to Local Smoothness and Dimension in Kernel Regression,"Samory Kpotufe, Vikas Garg",December 2013,Neurips 2013
1309,Adaptive dropout for training deep neural networks,"Jimmy Ba, Brendan Frey",December 2013,Neurips 2013
1310,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream,"Daniel L. Yamins, Ha Hong, Charles Cadieu, James J. DiCarlo",December 2013,Neurips 2013
1311,Stochastic Gradient Riemannian Langevin Dynamics on the Probability Simplex,"Sam Patterson, Yee Whye Teh",December 2013,Neurips 2013
1312,Distributed Representations of Words and Phrases and their Compositionality,"Tomas Mikolov, Ilya Sutskever, Kai Chen, Greg S. Corrado, Jeff Dean",December 2013,Neurips 2013
1313,Regularized Spectral Clustering under the Degree-Corrected Stochastic Blockmodel,"Tai Qin, Karl Rohe",December 2013,Neurips 2013
1314,Analyzing the Harmonic Structure in Graph-Based Learning,"Xiao-Ming Wu, Zhenguo Li, Shih-Fu Chang",December 2013,Neurips 2013
1315,Recurrent linear models of simultaneously-recorded neural populations,"Marius Pachitariu, Biljana Petreska, Maneesh Sahani",December 2013,Neurips 2013
1316,Scalable Influence Estimation in Continuous-Time Diffusion Networks,"Nan Du, Le Song, Manuel Gomez Rodriguez, Hongyuan Zha",December 2013,Neurips 2013
1317,Bayesian Inference and Learning in Gaussian Process State-Space Models with Particle MCMC,"Roger Frigola, Fredrik Lindsten, Thomas B. Schn, Carl Edward Rasmussen",December 2013,Neurips 2013
1318,BIG & QUIC: Sparse Inverse Covariance Estimation for a Million Variables,"Cho-Jui Hsieh, Matyas A. Sustik, Inderjit S. Dhillon, Pradeep K. Ravikumar, Russell Poldrack",December 2013,Neurips 2013
1319,The Fast Convergence of Incremental PCA,"Akshay Balsubramani, Sanjoy Dasgupta, Yoav Freund",December 2013,Neurips 2013
1320,"Multisensory Encoding, Decoding, and Identification","Aurel A. Lazar, Yevgeniy Slutskiy",December 2013,Neurips 2013
1321,Adaptive Anonymity via ,"Krzysztof M. Choromanski, Tony Jebara, Kui Tang",December 2013,Neurips 2013
1322,Optimal integration of visual speed across different spatiotemporal frequency channels,"Matjaz Jogan, Alan A. Stocker",December 2013,Neurips 2013
1323,Matrix factorization with binary components,"Martin Slawski, Matthias Hein, Pavlo Lutsik",December 2013,Neurips 2013
1324,Learning to Pass Expectation Propagation Messages,"Nicolas Heess, Daniel Tarlow, John Winn",December 2013,Neurips 2013
1325,Robust Low Rank Kernel Embeddings of Multivariate Distributions,"Le Song, Bo Dai",December 2013,Neurips 2013
1326,Kernel Mean Estimation via Spectral Filtering,"Krikamol Muandet, Bharath Sriperumbudur, Bernhard Schlkopf",December 2014,Neurips 2014
1327,Semi-Separable Hamiltonian Monte Carlo for Inference in Bayesian Hierarchical Models,"Yichuan Zhang, Charles Sutton",December 2014,Neurips 2014
1328,Communication Efficient Distributed Machine Learning with the Parameter Server,"Mu Li, David G. Andersen, Alexander J. Smola, Kai Yu",December 2014,Neurips 2014
1329,The Infinite Mixture of Infinite Gaussian Mixtures,"Halid Z. Yerebakan, Bartek Rajwa, Murat Dundar",December 2014,Neurips 2014
1330,Robust Classification Under Sample Selection Bias,"Anqi Liu, Brian Ziebart",December 2014,Neurips 2014
1331,Zeta Hull Pursuits: Learning Nonconvex Data Hulls,"Yuanjun Xiong, Wei Liu, Deli Zhao, Xiaoou Tang",December 2014,Neurips 2014
1332,Grouping-Based Low-Rank Trajectory Completion and 3D Reconstruction,"Katerina Fragkiadaki, Marta Salas, Pablo Arbelaez, Jitendra Malik",December 2014,Neurips 2014
1333,Sparse Space-Time Deconvolution for Calcium Image Analysis,"Ferran Diego Andilla, Fred A. Hamprecht",December 2014,Neurips 2014
1334,Restricted Boltzmann machines modeling human choice,"Takayuki Osogami, Makoto Otsuka",December 2014,Neurips 2014
1335,Multiscale Fields of Patterns,"Pedro Felzenszwalb, John G. Oberlin",December 2014,Neurips 2014
1336,large scale canonical correlation analysis with iterative least squares,"Yichao Lu, Dean P. Foster",December 2014,Neurips 2014
1337,Altitude Training: Strong Bounds for Single-Layer Dropout,"Stefan Wager, William Fithian, Sida Wang, Percy S. Liang",December 2014,Neurips 2014
1338,Rounding-based Moves for Metric Labeling,M. Pawan Kumar,December 2014,Neurips 2014
1339,Parallel Double Greedy Submodular Maximization,"Xinghao Pan, Stefanie Jegelka, Joseph E. Gonzalez, Joseph K. Bradley, Michael I. Jordan",December 2014,Neurips 2014
1340,Multivariate Regression with Calibration,"Han Liu, Lie Wang, Tuo Zhao",December 2014,Neurips 2014
1341,Exact Post Model Selection Inference for Marginal Screening,"Jason D. Lee, Jonathan E. Taylor",December 2014,Neurips 2014
1342,On a Theory of Nonparametric Pairwise Similarity for Clustering: Connecting Clustering to Classification,"Yingzhen Yang, Feng Liang, Shuicheng Yan, Zhangyang Wang, Thomas S. Huang",December 2014,Neurips 2014
1343,Just-In-Time Learning for Fast and Flexible Inference,"S. M. Ali Eslami, Daniel Tarlow, Pushmeet Kohli, John Winn",December 2014,Neurips 2014
1344,Fundamental Limits of Online and Distributed Algorithms for Statistical Learning and Estimation,Ohad Shamir,December 2014,Neurips 2014
1345,Quantized Kernel Learning for Feature Matching,"Danfeng Qin, Xuanli Chen, Matthieu Guillaumin, Luc V. Gool",December 2014,Neurips 2014
1346,Parallel Direction Method of Multipliers,"Huahua Wang, Arindam Banerjee, Zhi-Quan Luo",December 2014,Neurips 2014
1347,(Almost) No Label No Cry,"Giorgio Patrini, Richard Nock, Paul Rivera, Tiberio Caetano",December 2014,Neurips 2014
1348,Stochastic Multi-Armed-Bandit Problem with Non-stationary Rewards,"Omar Besbes, Yonatan Gur, Assaf Zeevi",December 2014,Neurips 2014
1349,Object Localization based on Structural SVM using Privileged Information,"Jan Feyereisl, Suha Kwak, Jeany Son, Bohyung Han",December 2014,Neurips 2014
1350,Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations,"Zhenyao Zhu, Ping Luo, Xiaogang Wang, Xiaoou Tang",December 2014,Neurips 2014
1351,Shape and Illumination from Shading using the Generic Viewpoint Assumption,"Daniel Zoran, Dilip Krishnan, Jos Bento, Bill Freeman",December 2014,Neurips 2014
1352,Parallel Sampling of HDPs using Sub-Cluster Splits,"Jason Chang, John W. Fisher III",December 2014,Neurips 2014
1353,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,"Josip Djolonga, Andreas Krause",December 2014,Neurips 2014
1354,Robust Logistic Regression and Classification,"Jiashi Feng, Huan Xu, Shie Mannor, Shuicheng Yan",December 2014,Neurips 2014
1355,Extracting Certainty from Uncertainty: Transductive Pairwise Classification from Pairwise Similarities,"Tianbao Yang, Rong Jin",December 2014,Neurips 2014
1356,A Unified Semantic Embedding: Relating Taxonomies and Attributes,"Sung Ju Hwang, Leonid Sigal",December 2014,Neurips 2014
1357,Transportability from Multiple Environments with Limited Experiments: Completeness Results,"Elias Bareinboim, Judea Pearl",December 2014,Neurips 2014
1358,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,"Siamak Ravanbakhsh, Reihaneh Rabbany, Russell Greiner",December 2014,Neurips 2014
1359,Causal Inference through a Witness Protection Program,"Ricardo Silva, Robin Evans",December 2014,Neurips 2014
1360,Incremental Clustering: The Case for Extra Clusters,"Margareta Ackerman, Sanjoy Dasgupta",December 2014,Neurips 2014
1361,Multi-scale Graphical Models for Spatio-Temporal Processes,"firdaus janoos, Huseyin Denli, Niranjan Subrahmanya",December 2014,Neurips 2014
1362,Iterative Neural Autoregressive Distribution Estimator NADE-k,"Tapani Raiko, Yao Li, Kyunghyun Cho, Yoshua Bengio",December 2014,Neurips 2014
1363,Sparse PCA via Covariance Thresholding,"Yash Deshpande, Andrea Montanari",December 2014,Neurips 2014
1364,Low-dimensional models of neural population activity in sensory cortical circuits,"Evan W. Archer, Urs Koster, Jonathan W. Pillow, Jakob H. Macke",December 2014,Neurips 2014
1365,A Synaptical Story of Persistent Activity with Graded Lifetime in a Neural System,"Yuanyuan Mi, Luozheng Li, Dahui Wang, Si Wu",December 2014,Neurips 2014
1366,A Representation Theory for Ranking Functions,"Harsh H. Pareek, Pradeep K. Ravikumar",December 2014,Neurips 2014
1367,Near-optimal sample compression for nearest neighbors,"Lee-Ad Gottlieb, Aryeh Kontorovich, Pinhas Nisnevitch",December 2014,Neurips 2014
1368,Combinatorial Pure Exploration of Multi-Armed Bandits,"Shouyuan Chen, Tian Lin, Irwin King, Michael R. Lyu, Wei Chen",December 2014,Neurips 2014
1369,Log-Hilbert-Schmidt metric between positive definite operators on Hilbert spaces,"Minh Ha Quang, Marco San Biagio, Vittorio Murino",December 2014,Neurips 2014
1370,Consistency of Spectral Partitioning of Uniform Hypergraphs under Planted Partition Model,"Debarghya Ghoshdastidar, Ambedkar Dukkipati",December 2014,Neurips 2014
1371,Spectral Clustering of graphs with the Bethe Hessian,"Alaa Saade, Florent Krzakala, Lenka Zdeborov",December 2014,Neurips 2014
1372,Fast and Robust Least Squares Estimation in Corrupted Linear Models,"Brian McWilliams, Gabriel Krummenacher, Mario Lucic, Joachim M. Buhmann",December 2014,Neurips 2014
1373,Local Decorrelation For Improved Pedestrian Detection,"Woonhyun Nam, Piotr Dollar, Joon Hee Han",December 2014,Neurips 2014
1374,Robust Kernel Density Estimation by Scaling and Projection in Hilbert Space,"Robert A. Vandermeulen, Clayton Scott",December 2014,Neurips 2014
1375,Beyond Disagreement-Based Agnostic Active Learning,"Chicheng Zhang, Kamalika Chaudhuri",December 2014,Neurips 2014
1376,Bayes-Adaptive Simulation-based Search with Value Function Approximation,"Arthur Guez, Nicolas Heess, David Silver, Peter Dayan",December 2014,Neurips 2014
1377,A State-Space Model for Decoding Auditory Attentional Modulation from MEG in a Competing-Speaker Environment,"Sahar Akram, Jonathan Z. Simon, Shihab A. Shamma, Behtash Babadi",December 2014,Neurips 2014
1378,Active Regression by Stratification,"Sivan Sabato, Remi Munos",December 2014,Neurips 2014
1379,Sensory Integration and Density Estimation,"Joseph G. Makin, Philip N. Sabes",December 2014,Neurips 2014
1380,Learning Deep Features for Scene Recognition using Places Database,"Bolei Zhou, Agata Lapedriza, Jianxiong Xiao, Antonio Torralba, Aude Oliva",December 2014,Neurips 2014
1381,A Complete Variational Tracker,"Ryan D. Turner, Steven Bottone, Bhargav Avasarala",December 2014,Neurips 2014
1382,Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks,"Yuanyuan Mi, C. C. Alan Fung, K. Y. Michael Wong, Si Wu",December 2014,Neurips 2014
1383,Efficient Sampling for Learning Sparse Additive Models in High Dimensions,"Hemant Tyagi, Bernd Grtner, Andreas Krause",December 2014,Neurips 2014
1384,Deep Joint Task Learning for Generic Object Extraction,"Xiaolong Wang, Liliang Zhang, Liang Lin, Zhujin Liang, Wangmeng Zuo",December 2014,Neurips 2014
1385,Robust Bayesian Max-Margin Clustering,"Changyou Chen, Jun Zhu, Xinhua Zhang",December 2014,Neurips 2014
1386,Permutation Diffusion Maps (PDM) with Application to the Image Association Problem in Computer Vision,"Deepti Pachauri, Risi Kondor, Gautam Sargur, Vikas Singh",December 2014,Neurips 2014
1387,Bounded Regret for Finite-Armed Structured Bandits,"Tor Lattimore, Remi Munos",December 2014,Neurips 2014
1388,Coresets for k-Segmentation of Streaming Data,"Guy Rosman, Mikhail Volkov, Dan Feldman, John W. Fisher III, Daniela Rus",December 2014,Neurips 2014
1389,Two-Stream Convolutional Networks for Action Recognition in Videos,"Karen Simonyan, Andrew Zisserman",December 2014,Neurips 2014
1390,Discovering Structure in High-Dimensional Data Through Correlation Explanation,"Greg Ver Steeg, Aram Galstyan",December 2014,Neurips 2014
1391,Positive Curvature and Hamiltonian Monte Carlo,"Christof Seiler, Simon Rubinstein-Salzedo, Susan Holmes",December 2014,Neurips 2014
1392,Learning Mixed Multinomial Logit Model from Ordinal Data,"Sewoong Oh, Devavrat Shah",December 2014,Neurips 2014
1393,Near-optimal Reinforcement Learning in Factored MDPs,"Ian Osband, Benjamin Van Roy",December 2014,Neurips 2014
1394,Efficient learning by implicit exploration in bandit problems with side observations,"Tom Kock, Gergely Neu, Michal Valko, Remi Munos",December 2014,Neurips 2014
1395,Repeated Contextual Auctions with Strategic Buyers,"Kareem Amin, Afshin Rostamizadeh, Umar Syed",December 2014,Neurips 2014
1396,Recursive Inversion Models for Permutations,"Christopher Meek, Marina Meila",December 2014,Neurips 2014
1397,On the Convergence Rate of Decomposable Submodular Function Minimization,"Robert Nishihara, Stefanie Jegelka, Michael I. Jordan",December 2014,Neurips 2014
1398,New Rules for Domain Independent Lifted MAP Inference,"Happy Mittal, Prasoon Goyal, Vibhav G. Gogate, Parag Singla",December 2014,Neurips 2014
1399,PAC-Bayesian AUC classification and scoring,"James Ridgway, Pierre Alquier, Nicolas Chopin, Feng Liang",December 2014,Neurips 2014
1400,Optimization Methods for Sparse Pseudo-Likelihood Graphical Model Selection,"Sang Oh, Onkar Dalal, Kshitij Khare, Bala Rajaratnam",December 2014,Neurips 2014
1401,On Prior Distributions and Approximate Inference for Structured Variables,"Oluwasanmi O. Koyejo, Rajiv Khanna, Joydeep Ghosh, Russell Poldrack",December 2014,Neurips 2014
1402,On Iterative Hard Thresholding Methods for High-dimensional M-Estimation,"Prateek Jain, Ambuj Tewari, Purushottam Kar",December 2014,Neurips 2014
1403,Online and Stochastic Gradient Methods for Non-decomposable Loss Functions,"Purushottam Kar, Harikrishna Narasimhan, Prateek Jain",December 2014,Neurips 2014
1404,Analysis of Learning from Positive and Unlabeled Data,"Marthinus C. du Plessis, Gang Niu, Masashi Sugiyama",December 2014,Neurips 2014
1405,Dimensionality Reduction with Subspace Structure Preservation,"Devansh Arpit, Ifeoma Nwogu, Venu Govindaraju",December 2014,Neurips 2014
1406,Constrained convex minimization via model-based excessive gap,"Quoc Tran-Dinh, Volkan Cevher",December 2014,Neurips 2014
1407,Poisson Process Jumping between an Unknown Number of Rates: Application to Neural Spike Data,"Florian Stimberg, Andreas Ruttor, Manfred Opper",December 2014,Neurips 2014
1408,Probabilistic ODE Solvers with Runge-Kutta Means,"Michael Schober, David K. Duvenaud, Philipp Hennig",December 2014,Neurips 2014
1409,Optimal decision-making with time-varying evidence reliability,"Jan Drugowitsch, Ruben Moreno-Bote, Alexandre Pouget",December 2014,Neurips 2014
1410,Learning Shuffle Ideals Under Restricted Distributions,Dongqu Chen,December 2014,Neurips 2014
1411,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks,"Alexey Dosovitskiy, Jost Tobias Springenberg, Martin Riedmiller, Thomas Brox",December 2014,Neurips 2014
