ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
629,1664,,Determining full conditional independence by low-order conditioning,Scalable Kernel Methods via Doubly Stochastic Gradients,Dhafer Malouche,"Bo Dai, Bo Xie, Niao He, Yingyu Liang, Anant Raj, Maria-Florina F. Balcan, Le Song"
2096,3805,,Improving Review Representations with User Attention and Product Attention for Sentiment Classification,Third-order Smoothness Helps: Faster Stochastic Optimization Algorithms for Finding Local Minima,"Zhen Wu, Xin-Yu Dai, Cunyan Yin, Shujian Huang, Jiajun Chen","Yaodong Yu, Pan Xu, Quanquan Gu"
112,487,,Direct Feedback Alignment with Sparse Connections for Local Learning,Sparse Bayesian Multi-Task Learning,"Brian Crafton, Abhinav Parihar, Evan Gebhardt, Arijit Raychowdhury","Shengbo Guo, Onno Zoeter, Cdric Archambeau"
2288,3953,,Monitoring Chinese Population Migration in Consecutive Weekly Basis from Intra-city scale to Inter-province scale by Didi's Bigdata,Online convex optimization for cumulative constraints,Renyu Zhao,"Jianjun Yuan, Andrew Lamperski"
3735,241,,Optimizing Stochastic Gradient Descent in Text Classification Based on Fine-Tuning Hyper-Parameters Approach. A Case Study on Automatic Classification of Global Terrorist Attacks,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models,Shadi Diab,"Anand Singh, Renaud Jolivet, Pierre Magistretti, Bruno Weber"
2637,1235,,The threshold EM algorithm for parameter learning in bayesian network with incomplete data,A* Lasso for Learning a Sparse Bayesian Network Structure for Continuous Variables,"Fradj Ben Lamine, Karim Kalti, Mohamed Ali Mahjoub","Jing Xiang, Seyoung Kim"
272,3407,,Mean Reverting Portfolios via Penalized OU-Likelihood Estimation,"Cooperative Holistic Scene Understanding: Unifying 3D Object, Layout, and Camera Pose Estimation","Jize Zhang, Tim Leung, Aleksandr Y. Aravkin","Siyuan Huang, Siyuan Qi, Yinxue Xiao, Yixin Zhu, Ying Nian Wu, Song-Chun Zhu"
464,755,,Local algorithms for interactive clustering,Scaled Gradients on Grassmann Manifolds for Matrix Completion,"Pranjal Awasthi, Maria-Florina Balcan, Konstantin Voevodski","Thanh Ngo, Yousef Saad"
487,1116,,Improving Adversarial Robustness of Ensembles with Diversity Training,Learning Chordal Markov Networks by Constraint Satisfaction,"Sanjay Kariyappa, Moinuddin K. Qureshi","Jukka Corander, Tomi Janhunen, Jussi Rintanen, Henrik Nyman, Johan Pensar"
519,1092,,Morphology Generation for Statistical Machine Translation using Deep Learning Techniques,Memoized Online Variational Inference for Dirichlet Process Mixture Models,"Marta R. Costa-juss, Carlos Escolano","Michael C. Hughes, Erik Sudderth"
218,500,,Semi-Supervised Ordinal Regression Based on Empirical Risk Minimization,Structural equations and divisive normalization for energy-dependent component analysis,"Taira Tsuchiya, Nontawat Charoenphakdee, Issei Sato, Masashi Sugiyama","Jun-ichiro Hirayama, Aapo Hyvrinen"
237,2296,,"Segmentation of optic disc, fovea and retinal vasculature using a single convolutional neural network",A Pseudo-Bayesian Algorithm for Robust PCA,"Jen Hong Tan, U. Rajendra Acharya, Sulatha V. Bhandary, Kuang Chua Chua, Sobha Sivaprasad","Tae-Hyun Oh, Yasuyuki Matsushita, In Kweon, David Wipf"
3047,2300,,A Unified Analysis of Stochastic Optimization Methods Using Jump System Theory and Quadratic Constraints,Catching heuristics are optimal control policies,"Bin Hu, Peter Seiler, Anders Rantzer","Boris Belousov, Gerhard Neumann, Constantin A. Rothkopf, Jan R. Peters"
1488,1106,,Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks using PAC-Bayesian Analysis,A Novel Two-Step Method for Cross Language Representation Learning,"Yusuke Tsuzuku, Issei Sato, Masashi Sugiyama","Min Xiao, Yuhong Guo"
3748,3742,,2-D Embedding of Large and High-dimensional Data with Minimal Memory and Computational Time Requirements,Minimax Estimation of Neural Net Distance,"Witold Dzwinel, Rafal Wcislo, Stan Matwin","Kaiyi Ji, Yingbin Liang"
3990,456,,Particle Filtering for PLCA model with Application to Music Transcription,Spatial distance dependent Chinese restaurant processes for image segmentation,"D. Cazau, G. Revillon, W. Yuancheng, O. Adam","Soumya Ghosh, Andrei B. Ungureanu, Erik B. Sudderth, David M. Blei"
1106,217,,Generalised Random Forest Space Overview,Multitask Learning without Label Correspondences,Miron B. Kursa,"Novi Quadrianto, James Petterson, Tibrio S. Caetano, Alex J. Smola, S.v.n. Vishwanathan"
2790,1799,,Minimax sparse principal subspace estimation in high dimensions,A Nonconvex Optimization Framework for Low Rank Matrix Estimation,"Vincent Q. Vu, Jing Lei","Tuo Zhao, Zhaoran Wang, Han Liu"
3245,1650,,Isolating Sources of Disentanglement in Variational Autoencoders,Delay-Tolerant Algorithms for Asynchronous Distributed Online Learning,"Ricky T. Q. Chen, Xuechen Li, Roger Grosse, David Duvenaud","Brendan McMahan, Matthew Streeter"
540,687,,Efficient classification using parallel and scalable compressed model and Its application on intrusion detection,Transelliptical Graphical Models,"Tieming Chen, Xu Zhang, Shichao Jin, Okhee Kim","Han Liu, Fang Han, Cun-hui Zhang"
1930,603,,Exact Clustering of Weighted Graphs via Semidefinite Programming,Active Learning of Model Evidence Using Bayesian Quadrature,"Aleksis Pirinen, Brendan Ames","Michael Osborne, Roman Garnett, Zoubin Ghahramani, David K. Duvenaud, Stephen J. Roberts, Carl E. Rasmussen"
2096,189,,Improving Review Representations with User Attention and Product Attention for Sentiment Classification,Improving Human Judgments by Decontaminating Sequential Dependencies,"Zhen Wu, Xin-Yu Dai, Cunyan Yin, Shujian Huang, Jiajun Chen","Michael C. Mozer, Harold Pashler, Matthew Wilder, Robert V. Lindsey, Matt Jones, Michael N. Jones"
315,2425,,Learning Constraints from Demonstrations,A Probabilistic Framework for Deep Learning,"Glen Chou, Dmitry Berenson, Necmiye Ozay","Ankit B. Patel, Minh Tan Nguyen, Richard Baraniuk"
3490,3940,,Segmental Recurrent Neural Networks,Stacked Semantics-Guided Attention Model for Fine-Grained Zero-Shot Learning,"Lingpeng Kong, Chris Dyer, Noah A. Smith","yunlong yu, Zhong Ji, Yanwei Fu, Jichang Guo, Yanwei Pang, Zhongfei (Mark) Zhang"
1575,1299,,Co-Clustering via Information-Theoretic Markov Aggregation,Sketching Structured Matrices for Faster Nonlinear Regression,"Clemens Bloechl, Rana Ali Amjad, Bernhard C. Geiger","Haim Avron, Vikas Sindhwani, David Woodruff"
2266,1936,,Near Optimal Bayesian Active Learning for Decision Making,Regret Lower Bound and Optimal Algorithm in Finite Stochastic Partial Monitoring,"Shervin Javdani, Yuxin Chen, Amin Karbasi, Andreas Krause, J. Andrew Bagnell, Siddhartha Srinivasa","Junpei Komiyama, Junya Honda, Hiroshi Nakagawa"
3382,898,,Infinitely imbalanced binomial regression and deformed exponential families,Truly Nonparametric Online Variational Inference for Hierarchical Dirichlet Processes,Tomonari Sei,"Michael Bryant, Erik B. Sudderth"
3352,4202,,Fine-Grained Visual Categorization via Multi-stage Metric Learning,Stein Variational Gradient Descent as Moment Matching,"Qi Qian, Rong Jin, Shenghuo Zhu, Yuanqing Lin","Qiang Liu, Dilin Wang"
1042,1265,,Spectrum Bandit Optimization,Bayesian inference for low rank spatiotemporal neural receptive fields,"Marc Lelarge, Alexandre Proutiere, M. Sadegh Talebi","Mijung Park, Jonathan W. Pillow"
508,3323,,Reinforcement Learning with Dynamic Boltzmann Softmax Updates,Matrix Norm Estimation from a Few Entries,"Ling Pan, Qingpeng Cai, Qi Meng, Wei Chen, Longbo Huang, Tie-Yan Liu","Ashish Khetan, Sewoong Oh"
307,115,,WeNet: Weighted Networks for Recurrent Network Architecture Search,Probabilistic Belief Revision with Structural Constraints,"Zhiheng Huang, Bing Xiang","Peter Jones, Venkatesh Saligrama, Sanjoy Mitter"
3147,1965,,GPU Accelerated Sub-Sampled Newton's Method,Learning with a Wasserstein Loss,"Sudhir B. Kylasa, Farbod Roosta-Khorasani, Michael W. Mahoney, Ananth Grama","Charlie Frogner, Chiyuan Zhang, Hossein Mobahi, Mauricio Araya, Tomaso A. Poggio"
836,3153,,Machine learning on images using a string-distance,Overcoming Catastrophic Forgetting by Incremental Moment Matching,"Uzi Chester, Joel Ratsaby","Sang-Woo Lee, Jin-Hwa Kim, Jaehyun Jun, Jung-Woo Ha, Byoung-Tak Zhang"
3985,3620,,Towards Neural Network Patching: Evaluating Engagement-Layers and Patch-Architectures,A Linear Speedup Analysis of Distributed Deep Learning with Sparse and Quantized Communication,"Sebastian Kauschke, David Hermann Lehmann","Peng Jiang, Gagan Agrawal"
2292,2715,,Deep Portfolio Theory,Dual-Agent GANs for Photorealistic and Identity Preserving Profile Face Synthesis,"J. B. Heaton, N. G. Polson, J. H. Witte","Jian Zhao, Lin Xiong, Panasonic Karlekar Jayashree, Jianshu Li, Fang Zhao, Zhecan Wang, Panasonic Sugiri Pranata, Panasonic Shengmei Shen, Shuicheng Yan, Jiashi Feng"
2129,583,,Kernelized Locality-Sensitive Hashing for Semi-Supervised Agglomerative Clustering,Select and Sample - A Model of Efficient Neural Inference and Learning,"Boyi Xie, Shuheng Zheng","Jacquelyn A. Shelton, Abdul S. Sheikh, Pietro Berkes, Joerg Bornschein, Jrg Lcke"
2788,2942,,Joint Estimation and Inference for Data Integration Problems based on Multiple Multi-layered Gaussian Graphical Models,Generative Local Metric Learning for Kernel Regression,"Subhabrata Majumdar, George Michailidis","Yung-Kyun Noh, Masashi Sugiyama, Kee-Eung Kim, Frank Park, Daniel D. Lee"
3254,2278,,Investigating the Impact of CNN Depth on Neonatal Seizure Detection Performance,What Makes Objects Similar: A Unified Multi-Metric Learning Approach,"Alison O'Shea, Gordon Lightbody, Geraldine Boylan, Andriy Temko","Han-Jia Ye, De-Chuan Zhan, Xue-Min Si, Yuan Jiang, Zhi-Hua Zhou"
575,848,,On Computation and Generalization of GANs with Spectrum Control,Scalable Inference of Overlapping Communities,"Haoming Jiang, Zhehui Chen, Minshuo Chen, Feng Liu, Dingding Wang, Tuo Zhao","Prem K. Gopalan, Sean Gerrish, Michael Freedman, David M. Blei, David M. Mimno"
1082,1003,,Leveraging Node Attributes for Incomplete Relational Data,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition,"He Zhao, Lan Du, Wray Buntine","Tzu-Kuo Huang, Jeff Schneider"
3621,3034,,Adversarial Learning of Disentangled and Generalizable Representations for Visual Attributes,"ExtremeWeather: A large-scale climate dataset for semi-supervised detection, localization, and understanding of extreme weather events","James Oldfield, Yannis Panagakis, Mihalis A. Nicolaou","Evan Racah, Christopher Beckham, Tegan Maharaj, Samira Ebrahimi Kahou, Mr. Prabhat, Chris Pal"
296,2782,,An Expectation Conditional Maximization approach for Gaussian graphical models,Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees,"Zehang Richard Li, Tyler H. McCormick","Francesco Locatello, Michael Tschannen, Gunnar Raetsch, Martin Jaggi"
3344,1310,,Algorithms for nonnegative matrix factorization with the beta-divergence,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream,"Cdric Fvotte, Jrme Idier","Daniel L. Yamins, Ha Hong, Charles Cadieu, James J. DiCarlo"
2710,3903,,Large Scale Local Online Similarity/Distance Learning Framework based on Passive/Aggressive,How Much Restricted Isometry is Needed In Nonconvex Matrix Recovery?,"Baida Hamdan, Davood Zabihzadeh, Monsefi Reza","Richard Zhang, Cedric Josz, Somayeh Sojoudi, Javad Lavaei"
2066,305,,On Loss Functions for Deep Neural Networks in Classification,Transfer Learning by Borrowing Examples for Multiclass Object Detection,"Katarzyna Janocha, Wojciech Marian Czarnecki","Joseph J. Lim, Ruslan R. Salakhutdinov, Antonio Torralba"
694,1706,,Sparse Partially Linear Additive Models,Discrete Graph Hashing,"Yin Lou, Jacob Bien, Rich Caruana, Johannes Gehrke","Wei Liu, Cun Mu, Sanjiv Kumar, Shih-Fu Chang"
2635,3348,,On Multilingual Training of Neural Dependency Parsers,Neural Expectation Maximization,"Micha? Zapotoczny, Pawe? Rychlikowski, Jan Chorowski","Klaus Greff, Sjoerd van Steenkiste, Jrgen Schmidhuber"
2996,3197,,Learning to Design Circuits,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,"Hanrui Wang, Jiacheng Yang, Hae-Seung Lee, Song Han","Charles Ruizhongtai Qi, Li Yi, Hao Su, Leonidas J. Guibas"
2741,2704,,A Constant Step Stochastic Douglas-Rachford Algorithm with Application to Non Separable Regularizations,Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing,"Adil Salim, Pascal Bianchi, Walid Hachem","Farshad Lahouti, Babak Hassibi"
1471,4051,,Separable Dictionary Learning,Stimulus domain transfer in recurrent models for large scale cortical population prediction on video,"Simon Hawe, Matthias Seibert, Martin Kleinsteuber","Fabian Sinz, Alexander S. Ecker, Paul Fahey, Edgar Walker, Erick Cobos, Emmanouil Froudarakis, Dimitri Yatsenko, Zachary Pitkow, Jacob Reimer, Andreas Tolias"
2728,3626,,Value Iteration Networks,A Unified Feature Disentangler for Multi-Domain Image Translation and Manipulation,"Aviv Tamar, Yi Wu, Garrett Thomas, Sergey Levine, Pieter Abbeel","Alexander H. Liu, Yen-Cheng Liu, Yu-Ying Yeh, Yu-Chiang Frank Wang"
3521,477,,Computational Lower Bounds for Community Detection on Random Graphs,Agnostic Selective Classification,"Bruce Hajek, Yihong Wu, Jiaming Xu","Yair Wiener, Ran El-Yaniv"
3133,2364,,Analysis of Fast Structured Dictionary Learning,Bayesian latent structure discovery from multi-neuron recordings,"Saiprasad Ravishankar, Anna Ma, Deanna Needell","Scott Linderman, Ryan P. Adams, Jonathan W. Pillow"
1626,4352,,Unconstrained Online Linear Learning in Hilbert Spaces: Minimax Algorithms and Normal Approximations,The Sparse Manifold Transform,"H. Brendan McMahan, Francesco Orabona","Yubei Chen, Dylan Paiton, Bruno Olshausen"
1303,576,,Is There an Analog of Nesterov Acceleration for MCMC?,Neural Reconstruction with Approximate Message Passing (NeuRAMP),"Yi-An Ma, Niladri Chatterji, Xiang Cheng, Nicolas Flammarion, Peter Bartlett, Michael I. Jordan","Alyson K. Fletcher, Sundeep Rangan, Lav R. Varshney, Aniruddha Bhargava"
3473,516,,Supervised Quantile Normalisation,Sparse Estimation with Structured Dictionaries,"Marine Le Morvan, Jean-Philippe Vert",David P. Wipf
1874,775,,Neural Decision Trees,Monte Carlo Methods for Maximum Margin Supervised Topic Models,Randall Balestriero,"Qixia Jiang, Jun Zhu, Maosong Sun, Eric P. Xing"
3325,1115,,Hierarchical Adversarially Learned Inference,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs,"Mohamed Ishmael Belghazi, Sai Rajeswar, Olivier Mastropietro, Negar Rostamzadeh, Jovana Mitrovic, Aaron Courville","Yann Dauphin, Yoshua Bengio"
3346,25,,Characterizing Adversarial Subspaces Using Local Intrinsic Dimensionality,Optimal learning rates for Kernel Conjugate Gradient regression,"Xingjun Ma, Bo Li, Yisen Wang, Sarah M. Erfani, Sudanthi Wijewickrema, Grant Schoenebeck, Dawn Song, Michael E. Houle, James Bailey","Gilles Blanchard, Nicole Krmer"
2814,417,,MobiRNN: Efficient Recurrent Neural Network Execution on Mobile GPU,Sparse Filtering,"Qingqing Cao, Niranjan Balasubramanian, Aruna Balasubramanian","Jiquan Ngiam, Zhenghao Chen, Sonia A. Bhaskar, Pang W. Koh, Andrew Y. Ng"
2797,2005,,The Cost of Privacy: Optimal Rates of Convergence for Parameter Estimation with Differential Privacy,A Bayesian Framework for Modeling Confidence in Perceptual Decision Making,"T. Tony Cai, Yichen Wang, Linjun Zhang","Koosha Khalvati, Rajesh P. Rao"
1934,4362,,Random Bits Regression: a Strong General Predictor for Big Data,Fully Neural Network Based Speech Recognition on Mobile and Embedded Devices,"Yi Wang, Yi Li, Momiao Xiong, Li Jin","Jinhwan Park, Yoonho Boo, Iksoo Choi, Sungho Shin, Wonyong Sung"
2093,4345,,Classification and regression using an outer approximation projection-gradient method,Bounded-Loss Private Prediction Markets,"Michel Barlaud, Wafa Belhajali, Patrick L. Combettes, Lionel Fillatre","Rafael Frongillo, Bo Waggoner"
3175,2931,,Trusted Neural Networks for Safety-Constrained Autonomous Control,Masked Autoregressive Flow for Density Estimation,"Shalini Ghosh, Amaury Mercier, Dheeraj Pichapati, Susmit Jha, Vinod Yegneswaran, Patrick Lincoln","George Papamakarios, Theo Pavlakou, Iain Murray"
2921,1406,,On the Relationship between Sum-Product Networks and Bayesian Networks,Constrained convex minimization via model-based excessive gap,"Han Zhao, Mazen Melibari, Pascal Poupart","Quoc Tran-Dinh, Volkan Cevher"
2694,3312,,Ophthalmic Diagnosis and Deep Learning -- A Survey,Neural Discrete Representation Learning,"Sourya Sengupta, Amitojdeep Singh, Henry A. Leopold, Vasudevan Lakshminarayanan","Aaron van den Oord, Oriol Vinyals, koray kavukcuoglu"
2164,3499,,Compressed Diffusion,FD-GAN: Pose-guided Feature Distilling GAN for Robust Person Re-identification,"Scott Gigante, Jay S. Stanley III, Ngan Vu, David van Dijk, Kevin Moon, Guy Wolf, Smita Krishnaswamy","Yixiao Ge, Zhuowan Li, Haiyu Zhao, Guojun Yin, Shuai Yi, Xiaogang Wang, hongsheng Li"
2788,4261,,Joint Estimation and Inference for Data Integration Problems based on Multiple Multi-layered Gaussian Graphical Models,Sanity Checks for Saliency Maps,"Subhabrata Majumdar, George Michailidis","Julius Adebayo, Justin Gilmer, Michael Muelly, Ian Goodfellow, Moritz Hardt, Been Kim"
1523,2017,,Deep Neural Networks with Multi-Branch Architectures Are Less Non-Convex,High Dimensional EM Algorithm: Statistical Optimization and Asymptotic Normality,"Hongyang Zhang, Junru Shao, Ruslan Salakhutdinov","Zhaoran Wang, Quanquan Gu, Yang Ning, Han Liu"
