ID_A,ID_B,Flag,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
HZcEWWmGSw8J,journals/vldb/CandanLS00,,Household economics and political integration: the lower class of the Chimu Empire,View Management in Multimedia Databases,1985,2000,JD Moore,"K Candan, E Lemar, V Subrahmanian"
1TvxnGvfHWQJ,journals/tods/KemmeA00,,A Database with chemical and crystallographic information compiled and evaluated by the NIST Crystal ,A new approach to developing and implementing eager database replication protocols,,2000,NC Data,"B Kemme, G Alonso"
xqo8QahjsN0J,conf/vldb/KangC02,,Strudel Web-Site Management System Userâ??s Guide Version 0.8,Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers,,2002,"M Fernandez, D Florescu, A Levy, D Suciu, J Kang,  ","H Kang, C Chung"
JMmKN8G36lEJ,journals/vldb/FangGM96,,A Dynamic Hash Method with,An Experimental System for Object-Based Sharing in Federated Databases,1991,1996,"F CESARINI, G SODA","D Fang, S Ghandeharizadeh"
ONxWcIbz7nQJ,journals/sigmod/Jarke95,,Altruistic locking [J],Information Systems Research at RWTH Aachen,,1995,S Kenneth,M Jarke
#NAME?,conf/vldb/DiligentiCLGG00,,"de Geus, Logic synthesis and optimization benchmarks for the 1986 Design Automation Conference",Focused Crawling Using Context Graphs,,2000,J Aart,"M Diligenti, F Coetzee, S Lawrence, C Giles, M Gori"
bCCKO5c1ZboJ,conf/sigmod/Spiro98,,GFUN: a Maple package for the manipulation of generating and holonomic functions in one variable,"Ubiquitous, Self-tuning, Scalable Servers",1994,1998,"B Salvy, P Zimmerman",P Spiro
ON8S9VgeZHMJ,journals/sigmod/LaenderRST02,,Innovation in Ph. D. Programs and Scores in Reputational Rankings.,A Brief Survey of Web Data Extraction Tools,1984,2002,DS Webster,"A Laender, B Ribeiro-Neto, A Silva, J Teixeira"
P6jcLEarcFIJ,journals/vldb/Atkinson00,,The space of Kahler metrics,Guest editorial,,2000,E Calabi,
QTivOoXZRNAJ,journals/sigmod/OoiST03,,"Introduction to The Meaning of Meaning, CK Ogden and IA Richards, vâ??xi",Relational data sharing in peer-based data management systems,1989,2003,U Eco,"B Ooi, Y Shu, K Tan"
E8ICGS9Be2QJ,conf/sigmod/BohmBKK01,,CLINICAL REVIEW 73 Medical Treatment of Androgen-Dependent Hirsutism,Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data,1995,2001,RS RITTMASTER,"C Bіhm, B Braunmќller, F Krebs, H Kriegel"
UU58CvX4rq0J,conf/sigmod/HanPY00,,Connectivity-Based Garbage Collection,Mining Frequent Patterns without Candidate Generation,,2000,"M Hirzel, A Diwan, M Hertz","J Han, J Pei, Y Yin"
_Dtj6cJQFAQJ,conf/vldb/PitouraC99,,"Fine-Grained Sharing in a Page Server OODBMS,&quot; ACM SIGMOD Intl",Exploiting Versions for Handling Updates in Broadcast Disks,,1999,"M Carey, MJ Franklin, M Zaharioudakis","E Pitoura, P Chrysanthis"
MGG31wuhuUIJ,journals/vldb/Atkinson00,,Knowledge Discovery in Data Warehouses,Guest editorial,2000,2000,T Palpanas,
5DOF3PBJ_p8J,journals/vldb/HarderST99,,Lisuride Reduces Psychomotor Retardation during Withdrawal from Chronic Intravenous Amphetamine Self ,The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution,1993,1999,"L Pulvirenti, GF Koob","T Hфrder, G Sauter, J Thomas"
6JYXZGa85gIJ,journals/sigmod/RosenthalSMBTL95,,On Digital Signature and Public Key Cryptographic,Data Management Research at The MITRE Corporation,,1995,"RL Rivest, A Shamir, LM Adleman","A Rosenthal, L Seligman, C McCollum, B Blaustein, B Thuraisingham, E Lafferty"
NIBFgUikX7MJ,journals/sigmod/McHughW97,,Perspectives of the use of tissue culture models as an alternative to human prostate cancer  ,Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data,,1997,"J Romijn, S Erkens-Schulze, FH Schroder","J McHugh, J Widom"
7Cu__RBx6SMJ,conf/sigmod/BerensonBGMOO95,,System-level concurrency control for distributed database systems ACM Trans,A Critique of ANSI SQL Isolation Levels,,1995,"D ROSENKRANTZ, R STEARNS, P LEWIS","H Berenson, P Bernstein, J Gray, J Melton, E O'Neil, P O'Neil"
Cxc8TcXG8hcJ,conf/sigmod/Cohen98a,,"Free Atoms, Clusters and Nanoscale Particles",Providing Database-like Access to the Web Using Queries Based on Textual Similarity,,1998,JK Kenneth,W Cohen
WhGyGmt06lUJ,conf/sigmod/LiC95,,andR,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,,1995,"S Su, H Lam, S Eddula, J Arroyo, N Prasad","W Li, C Clifton"
url:http://portal.acm.org/citation.cfm3Fid3D592193.592263,conf/vldb/Carey00,,Full text Full text available on the Publisher site Publisher SiteSource BT Technology Journal  ,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",1999,2000,"MT Norris, PA Martin",M Carey
bckIu6bVzfkJ,journals/vldb/SaltenisJ02,,"Design multicast protocols for non-cooperative networks, 2004",Indexing of now-relative spatio-bitemporal data,,2002,"W Wang, XY Li, Z Sun","S Saltenis, C Jensen"
l5NUrO6uRf4J,journals/sigmod/Snodgrass97,,The Practice of International Labor Solidarity and the Geography of the Global Economy.,Chair's Message,1995,1997,A Herod,
tsTdm0EGiiAJ,journals/sigmod/MattosD94,,"In NIST Chemistry WebBook, NIST Standard Reference Database Number 69; Linstrom, PJ; Mallard, WG ( ",Recent Design Trade-offs in SQL3,,1994,"HY Afeefy, JF Liebman, SE Stein","N Mattos, L DeMichiel"
jgsB1fXbte4J,journals/vldb/MirbelPSTV00,,Conduction in non-crystaline systems v,Checking the Temporal Integrity of Interactive Multimedia Documents,,2000,"EA Davis, NF Mott","I Mirbel, B Pernici, T Sellis, S Tserkezoglou, M Vazirgiannis"
909hLNR8130J,conf/sigmod/MohanN94,,Flow-Back: Providing Backward Recovery for Workflow Management Systems; Procs. 1998ACM SIGMOD Int,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,,1994,"B Kiepuszewski, R Muhlberger, M Orlowska","C Mohan, I Narang"
R15fMmHb1xYJ,journals/tods/TaoP03,,Pipelined parallel prex computations and sorting on a pipelined hypercube,Spatial queries in dynamic environments,,2003,"CG Plaxton, EW Mayr","Y Tao, D Papadias"
W1onmVJq6-UJ,conf/vldb/CowleyP00,,Web Services Routing Protocol,Temporal Integrity Constraints with Indeterminacy,,2000,"H Nielsen, S Thatte","W Cowley, D Plexousakis"
uGNRDBuVrGYJ,journals/tods/KotidisR01,,Facilitating Cultural Diversity in Adult Literacy Programs.,A case for dynamic view management,1990,2001,LG Martin,"Y Kotidis, N Roussopoulos"
1xYSNH9Nt0YJ,conf/sigmod/CeriFPP95,,Routing and peering in a competitive Internet,The Algres Testbed of CHIMERA: An Active Object-Oriented Database System,2004,1995,"R Johari, JN Tsitsiklis","S Ceri, P Fraternali, S Paraboschi, G Psaila"
bHq2NWlyNl8J,conf/sigmod/LiYVGPUV98,,Lossless image compression: A comparative study,Capability Based Mediation in TSIMMIS,,1998,"ND Memon, K Sayood","C Li, R Yerneni, V Vassalos, H Garcia-Molina, Y Papakonstantinou, J Ullman, M Valiveti"
OUOM2Offr7QJ,conf/vldb/JohnsonS94,,Vision-based overtaking control to aid car driving,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,,1994,M Tistarelli,"T Johnson, D Shasha"
5dg2G33FVzUJ,conf/sigmod/BohrerBBCFHKKMNRRSUUW97,,Characterization and chromaticity of q-trees,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),1986,1997,"Ã?N Egecioglu, LP Shen","R Jr., W Bohrer, R Brice, A Cichocki, J Fowler, A Helal, V Kashyap, T Ksiezyk, G Martin, M Nodine, M Rashid, M Rusinkiewicz, R Shea, C Unnikrishnan, A Unruh, D Woelk"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D27636926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Franklin97a,,"Developing a High Traffic, Read-Only Web Site",Editor's Notes,,1997,"J Nauman, R Suorsa",M Franklin
8CT2SbZ52NAJ,conf/vldb/CuiW01,,"Sucht, Macht und Gewalt",Lineage Tracing for General Data Warehouse Transformations,,2001,K Richelshagen,"Y Cui, J Widom"
McBDUjHnS7YJ,journals/tods/HjaltasonS03,,An Efficient and Scalable Algorithm for Clustering XML Documents by Structure,Index-driven similarity search in metric spaces,2004,2003,XML Clustering,"G Hjaltason, H Samet"
1VegfNQTK6kJ,journals/sigmod/Segev94b,,Outcome bias in decision evaluation,Editor's Notes and Erratum,1988,1994,"J Baron, JC Hershey",
eH69_dCm18wJ,conf/vldb/HelalL00,,Databases for Networks,Rainbow: Distributed Database System for Classroom Education and Experimental Research,1994,2000,HV Jagadish,"A Helal, H Li"
RXJRGBIKOnsJ,conf/sigmod/Kleissner95,,"Extended state space model based predictive control,&quot;","Enterprise Objects Framework, A Second Generation Object-Relational Enabler",,1995,D Di Ruscio,C Kleissner
J1NUWC8Rq04J,conf/sigmod/SeshadriLR94,,Algorithms for cochannel source separation and signal estimation,Sequence Query Processing,1996,1994,A Mathur,"P Seshadri, M Livny, R Ramakrishnan"
z47v3RNwj3gJ,conf/vldb/AbiteboulABBNM03,,Rewiring techniques for deep submicron design closure,Schema-driven Customization of Web Services,2001,2003,CW Chang,"S Abiteboul, B Amann, J Baumgarten, O Benjelloun, F Ngoc, T Milo"
_XnmzMhsRVQJ,journals/sigmod/Domingo-FerrerH98,,The controlling in Logistic Projects,An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents,,1998,FAD SÃ¡ndor,"J Domingo-Ferrer, J Herrera-Joancomartэ"
NQ3DksoMgJYJ,journals/vldb/ShethTP03,,A Search Strategy for Large Document Bases,Complex relationships and knowledge discovery support in the InfoQuilt system,,2003,D Lucarella,"A Sheth, S Thacker, S Patel"
FafzACRLbhQJ,conf/sigmod/RaoR98,,Unsupervised Profiling for Identifying Superimposed Fraud,Reusing Invariants: A New Strategy for Correlated Queries,1999,1998,"U Murad, G Pinkas","J Rao, K Ross"
a2NJ3oLM3pgJ,journals/sigmod/GroskySF02,,Situational Coping and Coping Dispositions in a Stressful Transaction,Emergent Semantics and the Multimedia Semantic Web,1994,2002,"CS Carver, MF Scheier","W Grosky, D Sreenath, F Fotouhi"
NgUyl5fJZv0J,journals/sigmod/KoubarakisTID03,,A Computational Analysis of the Auction Algorithm,Selective information dissemination in P2P networks: problems and solutions,,2003,BL Schwartz,"M Koubarakis, C Tryfonopoulos, S Idreos, Y Drougas"
url:http://portal.acm.org/citation.cfm3Fid3D601858.60186626dl3DGUIDE26dl3DACM26idx3DJ68926part3Dperiodical26WantType3Dperiodical26title3DACM2520SIGMOD2520Record26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/HansonN99,,Introduction to constraint databases,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,2002,1999,B Kuijpers,"E Hanson, L Noronha"
RfRZHBxB-5EJ,journals/tods/ChrysanthisR94,,TCP in Presence ofBursty Losses,Synthesis of Extended Transaction Models Using ACTA,,1994,"E Altman, K Avrachenkov, C Barakat","P Chrysanthis, K Ramamritham"
aeH2DwBWyBUJ,conf/vldb/AltinelBKMPR03,,Phytoreovirus T= 1 Core Plays Critical Roles in Organizing the Outer Capsid of T= 13 Quasi- ,Cache Tables: Paving the Way for an Adaptive Database Cache,2000,2003,"B Wu, L Hammar, L Xing, S Markarian, J Yan, K  ","M Altinel, C Bornhіvd, S Krishnamurthy, C Mohan, H Pirahesh, B Reinwald"
VX5kBgAOdnMJ,conf/sigmod/DasuJMS02,,Protozoan diseases of the gypsy moth,"\Mining database structure; or, how to build a data quality browser\""""",,2002,J Weiser,"T Dasu, T Johnson, S Muthukrishnan, V Shkapenyuk"
CSY3l7BKFXQJ,conf/vldb/GravanoIJKMS01,,Non-specification-based approaches to logic testing for software,Approximate String Joins in a Database (Almost) for Free,,2001,"N Kobayashi, T Tsuchiya, T Kikuno","L Gravano, P Ipeirotis, H Jagadish, N Koudas, S Muthukrishnan, D Srivastava"
kIvHaRyBqE0J,journals/sigmod/ACT-NET96,,Windows 2000 dependability,ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,,1996,"B Levidow, B Murphy",
WMRVHOa0dy8J,conf/vldb/Sullivan96,,Target seeking crawlers and their topical performance [A],Tribeca: A Stream Database Manager for Network Traffic Analysis,2002,1996,"P Srinivasan, G Pant, F Menczer",M Sullivan
XSf_znbNlToJ,conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,,Vascular endothelial growth factor and interleukin-6 in paracrine tumor-stromal cell interactions in ,DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications,2000,1999,"B Dankbar, T Padro, R Leo, B Feldmann, M Kropff,  ","J Baulier, P Bohannon, S Gogate, C Gupta, S Haldar, S Joshi, A Khivesera, H Korth, P McIlroy, J Miller, P Narayan, M Nemeth, R Rastogi, S Seshadri, A Silberschatz, S Sudarshan, M Wilder, C Wei"
u0BNc_yKawoJ,conf/sigmod/GrayHOS96,,ARAMEMNON: a novel Arabidopsis thaliana integral membrane protein database: Plant Physiol,The Dangers of Replication and a Solution,2002,1996,"R Schwacke, A Schneider, E van der Graaff, K  ","J Gray, P Helland, P O'Neil, D Shasha"
OALLzL4DQXsJ,conf/sigmod/FreireHRRS02,,Using Unknowns to Prevent Discovery of Association Rules,StatiX: making XML count,,2002,"Y SaygÄ±n, VS Verykios, C Clifton","J Freire, J Haritsa, M Ramanath, P Roy, J Simщon"
bdlZ_mQm-UEJ,journals/sigmod/GalianoM03,,Recent advances in wireless networking,"Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999",,2003,U Varshney,
V2heNgvyZYEJ,conf/vldb/ZimbraoS98,,Designing qosmic: A quality of service sensitive multicast internet protocol,A Raster Approximation For Processing of Spatial Joins,,1998,"A Banerjea, M Faloutsos, R Pankaj","G Zimbrao, J Souza"
ImADir74KWIJ,conf/sigmod/Whelan98,,"Query and mining data streams: You only get one look, in â??VLDBâ??02",FileNet Integrated Document Management Database Usage and Issues,,1998,"M Garofalakis, J Gehrke, R Rastogi",D Whelan
R7dXNoWoVcAJ,conf/sigmod/ConsensM94,,15769) was the father of the lawyer who had been representing Ester Garrett,Optimizing Queries on Files,,1994,B No,"M Consens, T Milo"
Cbwq3JSxrSAJ,conf/vldb/MadhavanBR01,,A Multimedia Presentation Algebra,Generic Schema Matching with Cupid,1999,2001,"S Adah, ML Sapino, VS Subrahmanian","J Madhavan, P Bernstein, E Rahm"
ItpFmogZ-_0J,conf/sigmod/Spiro98,,On computing mobile agent routes for data fusion in distributed sensor networks,"Ubiquitous, Self-tuning, Scalable Servers",2004,1998,"Q Wu, NSV Rao, J Barhen, SS Iyenger, VK Vaishnavi, ",P Spiro
itN9AnHM0A8J,journals/vldb/SakuraiYUK02,,Closure of the nuclear fuel cycle: valence of actinides and safety,Spatial indexing of high-dimensional data based on relative approximation,,2002,"VM Poplavskii, VI Matveev, NS Rabotnov","Y Sakurai, M Yoshikawa, S Uemura, H Kojima"
AfciPmw4918J,conf/sigmod/Bierman03,,"Creativity as pastiche: A computational treatment of metaphoric blends, with special reference to  ",Formal semantics and analysis of object queries,,2003,T Veale,G Bierman
JNdD_blMCpgJ,conf/vldb/IlyasAE02,,The 1980-81 Washington pre-college counselors guide,Joining Ranked Inputs in Practice,,2002,RJ Noeth,"I Ilyas, W Aref, A Elmagarmid"
nmVs7c91I7QJ,journals/sigmod/KoubarakisTID03,,"Geography, Trade and Growth: Problems and Possibilities for the New Zealand Economy",Selective information dissemination in P2P networks: problems and solutions,,2003,P McCann,"M Koubarakis, C Tryfonopoulos, S Idreos, Y Drougas"
Ubzm0WWFPfwJ,conf/vldb/WangHH00,,Cooperation and Punishment in Groups: Economic Trade-offs,Mining Frequent Itemsets Using Support Constraints,,2000,"MD Rutherford, R Kurzban, J Tooby, L Cosmides","K Wang, Y He, J Han"
l72gLxjjH1YJ,conf/vldb/KemmeA00,,Hyattsville,"Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication",,2000,MVS REPORT,"B Kemme, G Alonso"
TOXrbhbbNJ4J,journals/sigmod/BilirisP96,,Efficient support for interactive service in multi-resolution VOD systems,The BeSS Object Storage Manager: Architecture Overview,1999,1996,"KKW Law, JCS Lui, L Golubchik","A Biliris, E Panagos"
ev0mVpk_d0UJ,journals/sigmod/HasanFV96,,On the expressive power of the logical data model: prelimiary report,Open Issues in Parallel Query Optimization,1985,1996,"GM Kuper, MY Vardi","W Hasan, D Florescu, P Valduriez"
oaowsqhF0_0J,conf/vldb/GarofalakisOS97,,Understanding and using the Implicit Association Test: II. Methodological issues,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,,1997,"BA Nosek, AG Greenwald, MR Banaji","M Garofalakis, B жzden, A Silberschatz"
XvsIZUIWRRcJ,conf/sigmod/HsiaoN00,,Presenting tailored resource descriptions: will XSLT do the job?,DLFM: A Transactional Resource Manager,2000,2000,A Cawsey,"H Hsiao, I Narang"
6guhDvfgU_UJ,conf/sigmod/MoleskyR95,,"Oceanography of the subarctic Pacific region, 1960-71",Recovery Protocols for Shared Memory Database Systems,1974,1995,"F Favorite, AJ Dodimead, K Nasu","L Molesky, K Ramamritham"
zj-FhkuOrRoJ,journals/sigmod/KiyokiKH94,,On periodically nonstationary processes,A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning,,1994,LI Gudzenko,"Y Kiyoki, T Kitagawa, T Hayama"
WQLtBSBFpgAJ,conf/sigmod/MaratheS99,,The Use of Ausmelt Technology at the Minsur Tin Smelter and Refinery [pp. 5-18]; published in EPD  ,Query Processing Techniques for Arrays,2000,1999,"KR Robilliard, BW Lightfoot, CW Ng","A Marathe, K Salem"
UOIo49QZ6XEJ,conf/sigmod/BerchtoldBBKK97,,The Design of a Unicode Font,Fast Parallel Similarity Search in Multimedia Databases,,1997,"C Bigelow, K Holmes","S Berchtold, C Bіhm, B Braunmќller, D Keim, H Kriegel"
q4ehItoTezUJ,conf/vldb/FangSGMU98,,"Individuality in the female songs of wild Silvery Gibbons (Hylobates moloch) on Java, Indonesia",Computing Iceberg Queries Efficiently,2001,1998,"R Dallmann, T Geissmann","M Fang, N Shivakumar, H Garcia-Molina, R Motwani, J Ullman"
AJ9eiC6n44gJ,journals/sigmod/Qian95,,"New Directions for Research, Policy Development, and Practice",Political Winds Change Direction Again,1998,1995,DW Leslie,X Qian
pByTNzbZwRkJ,journals/sigmod/Snodgrass99,,A trace semantics for long-running transactions,Chair's Message,,1999,"M Butler, T Hoare, C Ferreira",
69nY_nZJE68J,journals/sigmod/CarmelMS01,,Schnurri interacts with Mad in a Dpp-dependent manner,XML and Information Retrieval: a SIGIR 2000 Workshop,2000,2001,"Y Udagawa, J Hanai, K Tada, NC Grieder, M Momoeda, ",
jXBhQIETwHYJ,journals/sigmod/Lomet98,,Hate Crimes,B-tree Page Size When Caching is Considered,,1998,D Bender,D Lomet
