ID_A,ID_B,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
3fCNsAXb9RAJ,conf/vldb/Galindo-LegariaJWW03,Statistics on Views,Statistics on Views,2003.0,2003,"CA Galindo-Legaria, MM Joshi, F Waas, MC Wu","C Galindo-Legaria, M Joshi, F Waas, M Wu"
_wJZsVYdrr8J,conf/sigmod/CherniackZ98,Changing the Rules: Transformations for Rule-Based Optimizers,Changing the Rules: Transformations for Rule-Based Optimizers,,1998,"M Chemiack, S Zdonik","M Cherniack, S Zdonik"
1avO1fqtQ6QJ,journals/sigmod/Baeza-YatesN96,Integrating Contents and Structure in Text Retrieval,Integrating Contents and Structure in Text Retrieval,1996.0,1996,"R Baeza-Yates, G Navarro","R Baeza-Yates, G Navarro"
aaQEdfkjWN8J,conf/sigmod/ChaudhuriDY95,Join Queries with External Text Sources: Execution and Optimization Techniques,Join Queries with External Text Sources: Execution and Optimization Techniques,1995.0,1995,"S Chaudhuri, U Dayal, TW Yan","S Chaudhuri, U Dayal, T Yan"
BMkGN7AiGhYJ,conf/sigmod/BerchtoldBBKK97,Fast Parallel Similarity Search in Multimedia Databases,Fast Parallel Similarity Search in Multimedia Databases,1997.0,1997,S Berchtold,"S Berchtold, C Bіhm, B Braunmќller, D Keim, H Kriegel"
GGyAHg9kwysJ,conf/vldb/BaumgartnerFG01a,Supervised Wrapper Generation with Lixto,Supervised Wrapper Generation with Lixto,2001.0,2001,"R Baumgartner, S Flesca, G Gottlob","R Baumgartner, S Flesca, G Gottlob"
Vxg-4KP7FfEJ,conf/sigmod/LiS98,Free Parallel Data Mining,Free Parallel Data Mining,1998.0,1998,B Li,"B Li, D Shasha"
jELnwotIy9kJ,conf/vldb/Ioannidis03,The History of Histograms (abridged),The History of Histograms (abridged),2003.0,2003,YE Ioannidis,Y Ioannidis
url:http://portal.acm.org/citation.cfm3Fid3D945721.94572726coll3DGUIDE26dl3DACM26idx3DJ68926part3Dperiodical26WantType3Dperiodical26title3DACM2520SIGMOD2520Record26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer03c,Guest editor's introduction,Guest editor's introduction,2003.0,2003,K Aberer,
url:http://portal.acm.org/citation.cfm3Fid3D564691.56479826dl3DGUIDE26dl3DACM26type3Dseries26idx3D56469126part3DProceedings26WantType3DProceedings26title3DInternational2520Conference2520on2520Management2520of2520Data2520and2520Symposium2520on2520Principles2520of2520Database2520Systems26CFID3D1111111126CFTOKEN3D2222222,conf/sigmod/ShashaB02a,"Database tuning: principles, experiments, and troubleshooting techniques (part I)","Database tuning: principles, experiments, and troubleshooting techniques (part I)",2002.0,2002,"D Shasha, P Bonnet","D Shasha, P Bonnet"
lDTPyBMtHVwJ,conf/vldb/Levy96,Obtaining Complete Answers from Incomplete Databases,Obtaining Complete Answers from Incomplete Databases,1996.0,1996,AY Levy,A Levy
syoqNSarAscJ,conf/vldb/HulgeriS02,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,2002.0,2002,"AH HS02, S Sudarshan","A Hulgeri, S Sudarshan"
q0Ovw6QUk3MJ,conf/vldb/DuttaDMRT00,Demonstration: Enabling Scalable Online Personalization on the Web,Demonstration: Enabling Scalable Online Personalization on the Web,2000.0,2000,K Dutta,"K Dutta, A Datta, D VanderMeer, K Ramamritham, H Thomas"
kG-k9420fGMJ,conf/vldb/VassalosP97,Describing and Using Query Capabilities of Heterogeneous Sources,Describing and Using Query Capabilities of Heterogeneous Sources,1997.0,1997,"V Vassalos, Y Papakonstantinou","V Vassalos, Y Papakonstantinou"
FdkHUCk1ocUJ,conf/sigmod/Ellison95,Keynote Address,Keynote Address,,1995,T Berners-Lee,
TUOBVMb4PBsJ,journals/sigmod/Widom96b,Editor's Notes,Editor's Notes,,1996,DW Leslie,Jennifer Widom
gPvyDDUyrg4J,conf/vldb/LifantsevC02,I/O-Conscious Data Preparation for Large-Scale Web Search Engines,I/O-Conscious Data Preparation for Large-Scale Web Search Engines,2002.0,2002,"M Lifantsev, T Chiueh","M Lifantsev, T Chiueh"
TmcyYF1CNsYJ,conf/vldb/PapadiasTS03,The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,2003.0,2003,"Y Tao, D Papadias, J Sun","Y Tao, D Papadias, J Sun"
vezxTIGxNywJ,conf/sigmod/BreunigKNS00,LOF: Identifying Density-Based Local Outliers,LOF: Identifying Density-Based Local Outliers,,2000,"MM Breunig, HP Kriegel, RT Ng, J Sanderâ?¦","M Breunig, H Kriegel, R Ng, J Sander"
LclVYrb7vJoJ,journals/sigmod/UlusoyB96,Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols,Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols,1996.0,1996,"O Ulusoy, A Buchmann","ж Ulusoy, A Buchmann"
PKGXc-nVZ_8J,journals/tods/Snodgrass01,Editorial,Editorial,,2001,A DW,
EKqpEdn3kDMJ,journals/sigmod/Hanna95,A Close Look at the IFO Data Model,A Close Look at the IFO Data Model,1995.0,1995,MS Hanna,M Hanna
kxIpDxLD46gJ,conf/sigmod/HsuLG00,Image Mining in IRIS: Integrated Retinal Information System,Image Mining in IRIS: Integrated Retinal Information System,2000.0,2000,"W Hsu, ML Lee, KG Goh","W Hsu, M Lee, K Goh"
Mg0A5yz-_wYJ,conf/vldb/RoussopoulosK98,The Cubetree Storage Organization,The Cubetree Storage Organization,1998.0,1998,"N Roussopoulos, Y Kotidis","N Roussopoulos, Y Kotidis"
FdkHUCk1ocUJ,conf/sigmod/Epstein95,Keynote Address,Keynote Address,,1995,T Berners-Lee,
2K6rhX16hXwJ,journals/sigmod/Cingil02,Supporting Global User Profiles Through Trusted Authorities,Supporting Global User Profiles Through Trusted Authorities,2002.0,2002,I Cingil,I Cingil
Ip82P4QfKyEJ,journals/sigmod/YuenCLL00,Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data,Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data,2000.0,2000,"JCH Yuen, E Chan, HW Leung","J Yuen, E Chan, K Lam, H Leung"
ZSR-MThg9UEJ,conf/sigmod/BlakeleyD00,Tutorial: Data Access,Tutorial: Data Access,,2000,"JA Blakeley, A Deshpande",
PFEvlg2DiMkJ,conf/vldb/AnciauxBBPV01,PicoDBMS: Validation and Experience,PicoDBMS: Validation and Experience,2001.0,2001,"N Anciaux, C Bobineau, L Bouganim, P Pucheral, P  ","N Anciaux, C Bobineau, L Bouganim, P Pucheral, P Valduriez"
zYfyg0fCzEsJ,conf/vldb/BohannonFHRRS02,LegoDB: Customizing Relational Storage for XML Documents,LegoDB: Customizing Relational Storage for XML Documents,2002.0,2002,"P Bohannon, J Freire, JR Haritsa, M Ramanath, P  ","P Bohannon, J Freire, J Haritsa, M Ramanath, P Roy, J Simщon"
_qopgNiYmXQJ,journals/sigmod/Snodgrass02,Why I Like Working in Academia,Why I Like Working in Academia,2002.0,2002,RT Snodgrass,R Snodgrass
_avm808LQocJ,journals/sigmod/Kosch02,MPEG-7 and Multimedia Database Systems,MPEG-7 and Multimedia Database Systems,2002.0,2002,H Kosch,H Kosch
mBC03oUT8yAJ,conf/sigmod/ZhaoDNS98,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,1998.0,1998,"Y Zhao, P Deshpande, JF Naughton, A Shukla","Y Zhao, P Deshpande, J Naughton, A Shukla"
A7WoAzxOJ9YJ,conf/vldb/KamelF94,Hilbert R-tree: An Improved R-tree using Fractals,Hilbert R-tree: An Improved R-tree using Fractals,,1994,"I Kamel, C Faloutsos","I Kamel, C Faloutsos"
nIuz3dc8yHMJ,conf/vldb/PetrovicBJ03,S-ToPSS: Semantic Toronto Publish/Subscribe System,S-ToPSS: Semantic Toronto Publish/Subscribe System,2003.0,2003,"M Petrovic, I Burcea, HA Jacobsen","M Petrovic, I Burcea, H Jacobsen"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D37368426type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/BertinoEH01,Quality of Service in Multimedia Digital Libraries,Quality of Service in Multimedia Digital Libraries,2001.0,2001,D di Scienze dell'Informazione,"E Bertino, A Elmagarmid, M Hacid"
mbhZ3gSR3NMJ,conf/sigmod/BabcockCD03,Dynamic Sample Selection for Approximate Query Processing,Dynamic Sample Selection for Approximate Query Processing,2003.0,2003,"B Babcock, S Chaudhuri, G Das","B Babcock, S Chaudhuri, G Das"
NYQMkdaH2egJ,journals/tods/WangBBJ97,Logical Design for Temporal Databases with Multiple Granularities,Logical Design for Temporal Databases with Multiple Granularities,1997.0,1997,"XS Wang, C Bettini, A Brodsky, S Jajodia","X Wang, C Bettini, A Brodsky, S Jajodia"
dNM-avLn230J,journals/sigmod/Aberer03c,Guest editor's introduction,Guest editor's introduction,,2003,portal.acm.org,
e_vUPQi8-xIJ,conf/vldb/LevyRO96,Querying Heterogeneous Information Sources Using Source Descriptions,Querying Heterogeneous Information Sources Using Source Descriptions,1996.0,1996,"AY Levy, A Rajaraman, JJ Ordilleâ?¦","A Levy, A Rajaraman, J Ordille"
zMW_rq3S6VgJ,journals/sigmod/Franklin97,Editor's Notes,Editor's Notes,,1997,TE Cyrs,
-RzBfKSBxpgJ,conf/sigmod/HarinarayanRU96,Implementing Data Cubes Efficiently,Implementing Data Cubes Efficiently,1996.0,1996,"VHA Rajaraman, JD Ullman","V Harinarayan, A Rajaraman, J Ullman"
NMgExE-JRD0J,conf/sigmod/HacigumusILM02,Executing SQL over encrypted data in the database-service-provider model,Executing SQL over encrypted data in the database-service-provider model,2002.0,2002,"H HacÄ±gumus, B Iyer, C Li, S Mehrotra","H Hacigќmќs, B Iyer, C Li, S Mehrotra"
ga4l4QhCXU4J,conf/sigmod/CatarciS94,Query by Diagram: A Graphical Environment for Querying Databases,Query by Diagram: A Graphical Environment for Querying Databases,1994.0,1994,"T Catarci, G Santucci","T Catarci, G Santucci"
YMcmy4FOXi8J,conf/vldb/RohmBSS02,FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components,FAS - A Freshness-Sensitive Coordination Middleware for a Cluster of OLAP Components,2002.0,2002,"U Roehm, K Boehm, HJ Schek, H Schuldt","U Rіhm, K Bіhm, H Schek, H Schuldt"
8AHaTrvwsJoJ,conf/vldb/LevyMS94,Query Optimization by Predicate Move-Around,Query Optimization by Predicate Move-Around,,1994,"AYLIS Mumick, Y Sagiv","A Levy, I Mumick, Y Sagiv"
iUtn70TmoZIJ,conf/sigmod/RajagopalanML98,Approximate Medians and other Quantiles in One Pass and with Limited Memory,Approximate Medians and other Quantiles in One Pass and with Limited Memory,,1998,"B Lindsay, G Manku, S Rajagopalan","G Manku, S Rajagopalan, B Lindsay"
TAsynkdIAfwJ,conf/vldb/TatbulCZCS03,Load Shedding in a Data Stream Manager,Load Shedding in a Data Stream Manager,2003.0,2003,"N Tatbul, U Cetintemel, S Zdonik, M Cherniack, M  ","N Tatbul, U Чetintemel, S Zdonik, M Cherniack, M Stonebraker"
Dd0_gi74jCQJ,conf/sigmod/RoussopoulosKV95,Nearest Neighbor Queries,Nearest Neighbor Queries,,1995,"N Rossopoulos, S Kelly, F Vincent","N Roussopoulos, S Kelley, F Vincent"
347oyb_b7DAJ,journals/vldb/AbbadiSW01,Guest editorial,Guest editorial,2001.0,2001,"F Casati, MC Shan, D Georgakopoulos",
c-Kalb26vykJ,conf/vldb/RothOH99,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,Cost Models DO Matter: Providing Cost Information for Diverse Data Sources in a Federated System,1999.0,1999,"MT Roth, F Ozcan, LM Haas","M Roth, F Ozcan, L Haas"
V_TejbE-Q6EJ,conf/sigmod/ONeilQ97,Improved Query Performance with Variant Indexes,Improved Query Performance with Variant Indexes,,1997,DQ POâ??Neil,"P O'Neil, D Quass"
ezlAkB7ijDUJ,conf/sigmod/LiuPTBBZBHY98,CQ: A Personalized Update Monitoring Toolkit,CQ: A Personalized Update Monitoring Toolkit,1998.0,1998,"L Liu, C Pu, W Tang, D Buttler, J Biggs, T Zhou, W ","L Liu, C Pu, W Tang, D Buttler, J Biggs, T Zhou, P Benninghoff, W Han, F Yu"
ogRpbFNQTSkJ,conf/vldb/MalonM97,Critical Database Technologies for High Energy Physics,Critical Database Technologies for High Energy Physics,1997.0,1997,"DM Malon, EN May","D Malon, E May"
iY5wlS4jsg0J,conf/sigmod/HsiaoN00,DLFM: A Transactional Resource Manager,DLFM: A Transactional Resource Manager,2000.0,2000,"HI Hsiao, I Narang","H Hsiao, I Narang"
89l6j2Mbe2kJ,conf/vldb/SadriZZA01,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,2001.0,2001,"R Sadri, C Zaniolo, AM Zarkesh, J Adibi","R Sadri, C Zaniolo, A Zarkesh, J Adibi"
LJdSx1Di81MJ,conf/vldb/OoiGT98,Fast High-Dimensional Data Search in Incomplete Databases,Fast High-Dimensional Data Search in Incomplete Databases,1998.0,1998,"BC Ooi, CH Goh, KL Tan","B Ooi, C Goh, K Tan"
nlyEH7GkrjoJ,conf/vldb/Vieille98,From Data Independence to Knowledge Independence: An on-going Story,From Data Independence to Knowledge Independence: An on-going Story,1998.0,1998,L Vieille,L Vieille
gUJrOpj89tQJ,conf/vldb/AilamakiDHS01,Weaving Relations for Cache Performance,Weaving Relations for Cache Performance,2001.0,2001,"A Ailamaki, DJ DeWitt, MD Hill, M Skounakis","A Ailamaki, D DeWitt, M Hill, M Skounakis"
U3sURDcacksJ,journals/vldb/IoannidisNSS97,Parametric Query Optimization,Parametric Query Optimization,,1997,J Madhavan,"Y Ioannidis, R Ng, K Shim, T Sellis"
6_FvrRYnxHYJ,conf/sigmod/Arpaci-DusseauACHP97,High-Performance Sorting on Networks of Workstations,High-Performance Sorting on Networks of Workstations,1997.0,1997,"AC Arpaci-Dusseau, RH Arpaci-Dusseau, DE Culler,  ","A Arpaci-Dusseau, R Arpaci-Dusseau, D Culler, J Hellerstein, D Patterson"
kRHYZELNeoIJ,conf/sigmod/TomasicGS94,Incremental Updates of Inverted Lists for Text Document Retrieval,Incremental Updates of Inverted Lists for Text Document Retrieval,1994.0,1994,"A Tomasic, H Garcia-Molina, K Shoens","A Tomasic, H Garcia-Molina, K Shoens"
_SsvlmhsusEJ,journals/sigmod/Franklin99,Editor's Notes,Editor's Notes,,1999,JA Neff,M Franklin
PsoYENGEh9cJ,conf/sigmod/GravanoCGP97,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),,1997,"L Gravano, KCC Chang, H Garcia-Molina, A Paepcke","L Gravano, K Chang, H Garcia-Molina, A Paepcke"
mduVymV8jNYJ,conf/vldb/ShanmugasundaramGTZDN99,Relational Databases for Querying XML Documents: Limitations and Opportunities,Relational Databases for Querying XML Documents: Limitations and Opportunities,,1999,"S Jayavel, T Kristin, H Gang","J Shanmugasundaram, K Tufte, C Zhang, G He, D DeWitt, J Naughton"
tJtSq968rwgJ,conf/vldb/Suciu96a,Implementation and Analysis of a Parallel Collection Query Language,Implementation and Analysis of a Parallel Collection Query Language,1996.0,1996,D Suciu,D Suciu
N-kEDX56ek0J,conf/sigmod/RafieiM97,Similarity-Based Queries for Time Series Data,Similarity-Based Queries for Time Series Data,1997.0,1997,DRA Mendelzon,"D Rafiei, A Mendelzon"
oNYOKYvjoKgJ,journals/sigmod/AndlerHEMBE96,DeeDS Towards a Distributed and Active Real-Time Database System,DeeDS Towards a Distributed and Active Real-Time Database System,1996.0,1996,"S Andler, J Hansson, J Eriksson, J Mellin, M  ","S Andler, J Hansson, J Eriksson, J Mellin, M Berndtsson, B Eftring"
XE1zjDexb64J,conf/sigmod/DogacHKOONDMAKE96,METU Interoperable Database System,METU Interoperable Database System,,1996,"CE Koksal, S Mancuhan","A Dogac, U Halici, E Kilic, G жzhan, F Ozcan, S Nural, C Dengi, S Mancuhan, I Arpinar, P Koksal, C Evrendilek"
TBoS0CBe1vQJ,journals/vldb/RahmB01,A survey of approaches to automatic schema matching,A survey of approaches to automatic schema matching,,2001,"S Melnik, E Rahm, PA Bernstein","E Rahm, P Bernstein"
0oK-LZ_kOiAJ,conf/sigmod/Epstein95,Keynote Address,Keynote Address,,1995,R Reich,
7y1DNkciIFQJ,conf/vldb/SattlerGS03,QUIET: Continuous Query-driven Index Tuning,QUIET: Continuous Query-driven Index Tuning,2003.0,2003,"KU Sattler, I Geist, E Schallehn","K Sattler, I Geist, E Schallehn"
JfxEos8BQDAJ,conf/sigmod/ShintaniK98,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,1998.0,1998,"T Shintani, M Kitsuregawa","T Shintani, M Kitsuregawa"
_6JbypCpDqgJ,conf/vldb/PapadiasMD98,Algorithms for Querying by Spatial Structure,Algorithms for Querying by Spatial Structure,,1998,"NM Dimitris Papadias, V Delis","D Papadias, N Mamoulis, V Delis"
LcX8Pm2ABJsJ,conf/vldb/RaghavanG01,Crawling the Hidden Web,Crawling the Hidden Web,2001.0,2001,"S Raghavan, H Garcia-Molina","S Raghavan, H Garcia-Molina"
url:http://www.ingentaconnect.com/search/expand3Fpub3Dinfobike://els/13891286/2000/00000034/00000006/art0015226unc3D,journals/vldb/Atkinson00,Guest editorial,Guest editorial,2000.0,2000,C Allocchio,
PF-rFkrW2nIJ,journals/sigmod/BuchnerM98,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,,1998,"A Buncher, M Mulvenna","A Bќchner, M Mulvenna"
kHi1YOTBmlkJ,conf/vldb/MurthyB03,XML Schemas in Oracle XML DB,XML Schemas in Oracle XML DB,2003.0,2003,"R Murthy, S Banerjee","R Murthy, S Banerjee"
rlfxeE4k2p4J,conf/sigmod/MoonWH02,General match: a subsequence matching method in time-series databases based on generalized windows,General match: a subsequence matching method in time-series databases based on generalized windows,2002.0,2002,"YS Moon, KY Whang, WS Han","Y Moon, K Whang, W Han"
Hq3W65us8dkJ,conf/vldb/ChenCFGJMTW99,High Level Indexing of User-Defined Types,High Level Indexing of User-Defined Types,1999.0,1999,"W Chen, JH Chow, YC Fuh, J Grandbois, M Jou, NM  ","W Chen, J Chow, Y Fuh, J Grandbois, M Jou, N Mattos, B Tran, Y Wang"
6gK7k-OqgEUJ,journals/tods/AndriesCPB01,Applying an update method to a set of receivers,Applying an update method to a set of receivers,,2001,U Antwerp,"M Andries, L Cabibbo, J Paredaens, J Bussche"
e8OIK3dEo6EJ,conf/sigmod/MotakisZ97,Temporal Aggregation in Active Database Rules,Temporal Aggregation in Active Database Rules,,1997,", C Zaniolo","I Motakis, C Zaniolo"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D27635026type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,conf/sigmod/AdamY98,Electronic Commerce: Tutorial,Electronic Commerce: Tutorial,,1998,NR Adam,"N Adam, Y Yesha"
gcoLSYEk0HIJ,conf/vldb/BohlenSS96,Coalescing in Temporal Databases,Coalescing in Temporal Databases,,1996,"MH Bijhlen, RT Snodgrass, MD Soo","M Bіhlen, R Snodgrass, M Soo"
OjOQRHgD-qwJ,conf/vldb/CasatiS00,Process Automation as the Foundation for E-Business,Process Automation as the Foundation for E-Business,2000.0,2000,"F Casati, MC Shan","F Casati, M Shan"
S6TMGRGUq1IJ,journals/sigmod/DomenigD99,An Overview and Classification of Mediated Query Systems,An Overview and Classification of Mediated Query Systems,1999.0,1999,"R Domenig, KR Dittrich","R Domenig, K Dittrich"
C4XcBh6anhAJ,conf/sigmod/BohmBKK01,Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data,Epsilon Grid Order: An Algorithm for the Similarity Join on Massive High-Dimensional Data,2001.0,2001,"C Boehm, B Braunmueller, F Krebs, HP Kriegel","C Bіhm, B Braunmќller, F Krebs, H Kriegel"
_SsvlmhsusEJ,journals/sigmod/Liu03a,Editor's Notes,Editor's Notes,,2003,JA Neff,L Liu
acnzsOLHFywJ,conf/sigmod/BabcockO03,Distributed Top-K Monitoring,Distributed Top-K Monitoring,,2003,"B Babcock, C Olston","B Babcock, C Olston"
UrDwK2S7QVwJ,conf/vldb/WiesnerK01,Hyperqueries: Dynamic Distributed Query Processing on the Internet,Hyperqueries: Dynamic Distributed Query Processing on the Internet,2001.0,2001,"A Kemper, C Wiesner","A Kemper, C Wiesner"
_SsvlmhsusEJ,journals/sigmod/Liu01b,Editor's Notes,Editor's Notes,,2001,JA Neff,L Liu
fhbW320LsusJ,conf/vldb/BerckenS01,An Evaluation of Generic Bulk Loading Techniques,An Evaluation of Generic Bulk Loading Techniques,2001.0,2001,"J den Bercken, B Seeger","J Bercken, B Seeger"
fcB_7jx0pOMJ,conf/vldb/Amer-YahiaFSX03,Phrase Matching in XML,Phrase Matching in XML,2003.0,2003,"S Amer-Yahia, M Fernandez, D Srivastava, Y Xu","S Amer-Yahia, M Fernandez, D Srivastava, Y Xu"
Mib0RzjUNC0J,conf/sigmod/WolfsonSXZC99,DOMINO: Databases fOr MovINg Objects tracking,DOMINO: Databases fOr MovINg Objects tracking,,1999,"OWP Sistla, BXJZS Chamberlain","O Wolfson, A Sistla, B Xu, J Zhou, S Chamberlain"
