Name_A,Address_A,City_A,Phone_A,type_A,Name_B,Address_B,City_B,Phone_B,type_B,Gold
'zen palate','34 union sq. e at 16th st.','new york',212/614-9291,'and 212/614-9345 asian',postrio,'545 post st.','san francisco',415-776-7825,californian,0
tomtom,'3393 peachtree rd.',atlanta,404/264-1163,continental,'shun lee palace','155 e. 55th st.','new york city',212-371-8844,chinese,0
'mangia e bevi','800 9th ave. at 53rd st.','new york',212/956-3976,italian,'alon\'s at the terrace','659 peachtree st.',atlanta,404-724-0444,sandwiches,0
'gianni\'s','15 fulton st.','new york',212/608-7300,seafood,'trio cafe','1870 fillmore st.','san francisco',415-563-2248,american,0
'hong kong villa','2332 clement st.','san francisco',415/752-8833,asian,'benita\'s frites','1433 third st. promenade','santa monica',310-458-2889,'fast food',0
'rosa mexicano','1063 1st ave. at 58th st.','new york',212/753-7407,mexican,'baja fresh','3345 kimber dr.','westlake village',805-498-4049,mexican,0
'manila garden','325 e. 14th st.  between 1st and 2nd aves.','new york',212/777-6314,asian,'corner bistro','331 w. fourth st.','new york city',212-242-9502,hamburgers,0
'coco loco','40  buckhead crossing mall on the sidney marcus blvd.',atlanta,404/364-0212,caribbean,daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
granita,'23725 w. malibu rd.',malibu,310/456-0488,californian,'cucina della fontana','368 bleecker st.','new york city',212-242-0636,italian,0
greens,'bldg. a fort mason','san francisco',415/771-6222,vegetarian,'water grill','544 s. grand ave.','los angeles',213-891-0900,seafood,0
'marquet patisserie','15 e. 12th st.  between 5th ave. and university pl.','new york',212/229-9313,'coffee bar','roosevelt tamale parlor','2817 24th st.','san francisco',415-550-9213,mexican,0
'pinot bistro','12969 ventura blvd.','los angeles',818/990-0500,french,'mani\'s bakery & espresso bar','519 s. fairfax ave.',la,213-938-8800,desserts,0
'caffe dell\'artista','46 greenwich ave.','new york',212/645-4431,'coffee bar',seryna,'11 e. 53rd st.','new york city',212-980-9393,japanese,0
'hedgerose heights inn','490 e. paces ferry rd.',atlanta,404/233-7673,international,'lespinasse (new york city)','2 e. 55th st.','new york city',212-339-6719,asian,0
helmand,'430 broadway','san francisco',415/362-0641,'greek and middle eastern','carey\'s','1021 cobb pkwy. se',marietta,770-422-8042,hamburgers,0
'hayes street grill','320 hayes st.','san francisco',415/863-5545,seafood,moongate,'3400 las vegas blvd. s.','las vegas',702-791-7352,chinese,0
'yujean kang\'s gourmet chinese cuisine','67 n. raymond ave.','los angeles',818/585-0855,asian,'plumpjack cafe','3127 fillmore st.','san francisco',415-563-4755,'american (new)',0
aquavit,'13 w. 54th st.','new york',212/307-7311,continental,'heera of india','595 piedmont ave.',atlanta,404-876-4408,indian,0
'i trulli','122 e. 27th st.  between lexington and park aves.','new york',212/481-7372,italian,'john\'s pizzeria','48 w. 65th st.','new york city',212-721-7001,pizza,0
'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'veni vidi vici','41 14th st.',atlanta,404-875-8424,italian,0
'south city kitchen','1144 crescent ave.',atlanta,404/873-7358,southern,'elias corner','24-02 31st st.',queens,718-932-1510,greek,0
bix,'56 gold st.','san francisco',415/433-6300,american,'spago (los angeles)','8795 sunset blvd.','w. hollywood',310-652-4025,californian,0
'cafe fes','246 w. 4th st. at charles st.','new york',212/924-7653,mediterranean,'white house restaurant','3172 peachtree rd. ne',atlanta,404-237-7601,diners,0
'manila garden','325 e. 14th st.  between 1st and 2nd aves.','new york',212/777-6314,asian,'river cafe','1 water st.',brooklyn,718-522-5200,'american (new)',0
'arturo\'s','106 w. houston st.  off thompson st.','new york',212/677-3820,italian,'spago (las vegas)','3500 las vegas blvd. s.','las vegas',702-369-6300,californian,0
'motown cafe','104 w. 57th st.  near 6th ave.','new york',212/581-8030,american,'chinois on main','2709 main st.','santa monica',310-392-9025,'pacific new wave',0
ct,'111 e. 22nd st.  between park ave. s and lexington ave.','new york',212/995-8500,french,patina,'5955 melrose ave.','los angeles',213-467-1108,californian,0
'sweet\'n\'tart cafe','76 mott st. at canal st.','new york',212/334-8088,asian,'asahi ramen','2027 sawtelle blvd.','west la',310-479-2231,'noodle shops',0
'california pizza kitchen','207 s. beverly dr.','los angeles',310/275-1101,californian,'kelley & ping','127 greene st.','new york city',212-228-1212,pan-asian,0
odeon,'145 w. broadway at thomas st.','new york',212/233-0507,american,'mi cocina','57 jane st.','new york city',212-627-8273,mexican,0
'fiorello\'s roman cafe','1900 broadway  between 63rd and 64th sts.','new york',212/595-5330,italian,'lettuce souprise you (at)','3525 mall blvd.',duluth,770-418-9969,cafeterias,0
'fat matt\'s rib shack','1811 piedmont ave.  near cheshire bridge rd.',atlanta,404/607-1622,barbecue,'chin\'s','3200 las vegas blvd. s.','las vegas',702-733-8899,chinese,0
