Name_A,Votes_A,Rating_A,Phone_A,Address_A,Zipcode_A,Cuisine_A,Name_B,Votes_B,Rating_B,Phone_B,Address_B,Zipcode_B,Cuisine_B,Gold
Circo,132,3.7,(212) 265-3626,"120 W 55th Street, New York",10019,"Italian, Pizza",Jay’s Bar,211,4.0,(323) 666-1898,4321 Sunset Blvd,90029,Bars,0
Inatteso Pizzabar Casano,213,4.1,(212) 267-8000,"28 West Street, New York",10004,"Italian, Pizza",Loi Estiatorio,43,5.0,(212) 713-0015,132 W 58th St,10019,Greek,0
Spiegel,9,2.9,(212) 228-2894,"26 1st Avenue, New York",10009,"American, Cafe",Pokito,15,4.5,(917) 909-1542,155 S 4th St,11211,Bars,0
Angelo's Ristorante Italiano,79,3.9,(818) 998-7728,20539 Devonshire St,91311,Italian,Gogo’s Bistro,98,4.0,(323) 980-0632,2415 E Cesar Chavez Ave,90033,American (New),0
Irish Pub,8,2.9,(608) 256-6071,"317 State St Ste A, Madison",53703,Irish,Public School 214,329,4.0,(214) 599-6234,3700 McKinney Ave.Suite 148,75204,American (New),0
Barlo,32,3.5,(424) 214-1063,"1697 Pacific Ave, Los Angeles",90291,"Breakfast, Tapas",The Nodding Donkey Greenville,96,3.5,(214) 347-7182,5600 SMU BlvdSte 120,75206,American (New),0
Ponty Bistro,84,3.5,(212) 777-1616,"218 3rd Avenue, New York",10003,"African, French",Sottocasa Pizzeria,349,4.5,(718) 852-8758,298 Atlantic Ave,11201,Pizza,0
J. Alexander's Restaurant,154,3.7,(630) 573-8180,1410 16th Street,60523,Steakhouse,Cane Rosso,967,4.0,(214) 741-1188,2612 Commerce St,75226,Pizza,0
Easy Slider,17,3.3,(214) 668-1910,"Location Varies, Dallas",75212,Burger,Mercado Merimar,1,5.0,(608) 310-5858,807 S Gammon Rd,53719,Mexican,0
Ara On,67,3.7,(312) 781-7300,"160 W. Adams Street, Chicago",60603,"French, Asian, Sushi",St. Mazie,90,4.0,(718) 384-4807,345 Grand St Williamsburg,11211,"Bars,Cafés",0
Tribeca Grill,252,3.6,(212) 941-3900,"375 Greenwich Street, New York",10013,"American, Mediterranean",The Winchester,160,3.5,(773) 698-8703,1001 N Winchester Ave,60622,American (Traditional),0
Top Notch Beefburger,297,4.4,(773) 445-7218,"2116 W. 95th Street, Chicago",60643,"American, Burger","Taste of The Caribbean, LA",28,4.5,(323) 378-3311,1642 N Cahuenga Blvd,90028,Caribbean,0
Miss Korea BBQ,95,3.6,(212) 594-4963,"10 West 32nd Street, New York",10001,"Korean, BBQ",Kuby’s Sausage House,197,4.0,(214) 363-2231,6601 Snider Plz,75205,Meat Shops,0
En Hakkore,17,3.2,(773) 772-9880,"1840 N. Damen Avenue, Chicago",60622,Korean,Lowcountry,28,4.5,(773) 996-9997,3343 N Clark St,60657,Cajun/Creole,0
Sofra Kabab Express,55,3.7,(310) 838-8833,"10821 Venice Blvd., Los Angeles",90034,Turkish,Bulgogi Hut,222,4.0,(213) 388-1988,3600 Wilshire BlvdSte 100C,90010,Korean,0
Vees Cafe,35,3.5,(323) 931-8337,"5418 W Adams Blvd, Los Angeles",90016,American,Mike’s Sandwich Shop,91,4.0,(323) 264-0444,1717 S Soto St,90023,Sandwiches,0
Jimmy's Food Store,379,4.6,(214) 823-6180,"4901 Bryan Street, Dallas",75206,"Italian, Sandwich",Falafel & Grill,236,4.0,(773) 292-8888,1317 N Milwaukee Ave,60622,"Middle Eastern,Men's Clothing,Lounges",0
Isabella's,304,3.7,(212) 724-2100,"359 Columbus Avenue, New York",10024,"American, Mediterranean",Best Fish Taco In Ensenada,1652,4.0,(323) 466-5552,1650 Hillhurst Ave,90027,Mexican,0
Tropicalia Brazilian Grill,121,3.8,(323) 644-1798,"1966 Hillhurst Ave, Los Angeles",90027,"Brazilian, Latin American",Seafood Express,93,4.5,(213) 483-2122,2122 Beverly Blvd,90057,Seafood,0
Schneid's Sports Bar & Grill,6,2.9,(608) 271-3644,2952 Fish Hatchery Rd,53713,American,Blaze Fast Fire’d Pizza,216,4.5,(773) 348-6255,953 W Belmont,60657,Pizza,0
Asahi Ramen,114,3.6,(310) 479-2231,"2027 Sawtelle Blvd, Los Angeles",90025,"Japanese, Ramen",Cafe Porta Alba,119,4.0,(608) 441-0202,Hilldale Mall558 N Midvale Blvd,53705,Pizza,0
Benvenuto's Italian Grill,134,3.5,(608) 278-7800,2949 Triverton Pike Dr,53711,Italian,Pizza Bella,6,1.5,(608) 259-0786,1437 Regent St,53711,Pizza,0
Rollapalooza,110,3.7,(773) 281-6400,"3344 N. Halsted Street, Chicago",60657,"Sushi, Japanese",Iguana Café,508,4.0,(312) 432-0663,517 N Halsted St,60642,Creperies,0
Il Gattopardo,154,3.4,(212) 246-0412,"13 W 54 Street, #15, New York",10019,Italian,Homestead On The Roof,164,4.0,(773) 332-2354,1924 W Chicago Ave,60622,American (New),0
The Lion,77,3.4,(212) 353-8400,"62 W 9th Street, New York, NY",10011,"American, Italian",Awoolim,68,4.0,(213) 388-0053,"Koreatown Plaza928 S Western Ave, Ste 125",90006,Korean,0
Rosie's Coffee Bar and Bakery,35,3.4,(608) 441-7673,"4604 Monona Dr, Madison",53716,"Coffee and Tea, Sandwich",Hook Line & Sinker,244,3.5,(214) 965-0707,3103 Lemmon Ave,75204,Seafood,0
DMK Burger Bar,393,3.9,(773) 360-8686,"2954 N. Sheffield Avenue, Chicago",60657,Burger,Takumi Japanese Restaurant,141,4.0,(608) 663-3899,4222 E Towne Blvd,53704,Japanese,0
Chicago Q,303,4.0,(312) 642-1160,"1160 N. Dearborn Street, Chicago",60610,"American, BBQ",Tsuri,111,4.5,(323) 935-1517,7015 Melrose Ave,90038,Sushi Bars,0
Paoli Schoolhouse Shops & Cafe,17,3.2,(608) 848-6261,6857 Paoli Rd.,53508,"American, Cafe",Tacos Tequilas,167,4.0,(773) 278-9901,2919 N Milwaukee Ave,60618,Mexican,0
Tara's Himalayan Cuisine Express,4,2.7,(323) 766-9775,"1277 W Jefferson Blvd, Los Angeles",90007,Indian,Go 4 Food,472,4.0,(312) 842-8688,212 W 23rd St,60616,Chinese,0
Gyu-Kaku,157,3.6,(818) 501-5400,14455 Ventura Blvd,91423,"BBQ, Japanese, Korean",Casa de Lara,36,3.5,(608) 251-7200,341 State St,53703,Mexican,0
Lavo,132,3.4,(212) 750-5588,"39 East 58th Street, New York, NY",10022,"Italian, Steakhouse",Metro Cafe,41,5.0,(323) 785-1010,Hollywood Production Center1149 N Gower St,90038,Cafes,0
Big & Little's,37,3.9,(773) 857-6677,"1034 W. Belmont Avenue, Chicago",60657,"Sandwich, Burger, Taco, Mexican",Kaze,70,4.0,(214) 987-2333,7525 Greenville Ave,75231,Japanese,0
Pomodoro Trattoria,126,4.0,(310) 445-9998,"1393 Westwood Blvd, Los Angeles",90024,Italian,Record Grill,30,4.0,(214) 742-1353,605 Elm St,75202,American (Traditional),0
Urban Ramen,15,3.3,(323) 512-6077,"7300 Sunset Blvd, Los Angeles",90046,"Asian, Japanese",Saigon Sandwich Madison,13,4.5,(608) 515-8564,273 N Charter St,53715,Food Trucks,0
Jersey Mike's,89,3.5,(214) 692-6981,"5521 Greenville Avenue, Dallas",75206,Sandwich,Endless Summer,72,4.0,(917) 947-8787,525 DeKalb Ave,11205,Sandwiches,0
Haldi,7,2.9,(212) 213-9615,"102 Lexington Avenue, New York, NY",10016,Indian,Kofte Piyaz,119,4.5,(347) 227-7036,881 5th Ave,11232,Ethnic Food,0
Bugatti Ristorante,110,3.5,(214) 350-2470,"3802 W Northwest Highway, Dallas",75220,Italian,The New Moon,178,4.0,(213) 624-0186,102 W 9th St,90015,Chinese,0
Dani's House of Pizza,198,4.3,(718) 846-2849,"81-28 Lefferts Boulevard, Queens",11415,Pizza,Tank Noodle Restaurant,1242,4.0,(773) 878-2253,4953 N Broadway,60640,Vietnamese,0
The Wormhole Coffee,86,4.3,(773) 661-2468,"1462 N. Milwaukee Avenue, Chicago",60622,Cafe,Tarboush Mediterranean Grill,52,4.0,(773) 770-3599,1608 W North Ave,60622,Mediterranean,0
Forlini's Restaurant,304,4.2,(212) 349-6779,"93 Baxter Street, New York",10013,Italian,Freshii,43,4.0,(608) 821-0209,422 Gammon Pl,53719,Salad,0
Falbo Bros. Pizzeria,7,3.0,(608) 204-2723,"1207 N Sherman Ave, Madison",53704,"Pizza, Sandwich",Noshi Sushi,901,4.0,(323) 469-3458,4430 Beverly Blvd,90004,Sushi Bars,0
Tex Tubbs Taco Palace,120,3.6,(608) 242-1800,"2009 Atwood Ave, Madison",53704,"Mexican, Tex-Mex",Athens Gyros,4,2.0,(608) 442-5999,1614 Monroe St,53711,Greek,0
Chi's Chinese,57,3.9,(818) 886-6928,9635 Reseda Blvd,91324,Chinese,LYFE Kitchen,377,4.0,(312) 836-5933,413 N Clark St,60654,American (New),0
Roladin Bakery & Cafe,36,3.5,(818) 345-3443,"19365 victory blvd, Reseda",91335,Mediterranean,Kathy De’s Deli,38,4.5,(773) 373-2688,3642 S Parnell Ave,60609,Delis,0
Blvd 16,80,3.9,(310) 474-7765,"10740 Wilshire Blvd, Los Angeles",90024,"American, Seafood, California",Forage Kitchen,2,3.0,(608) 260-0088,665 State St,53703,Salad,0
Rose Cafe,147,3.6,(310) 399-0711,220 Rose Ave,90291,"American, Vegetarian, California",The Fountain,59,3.5,(608) 250-1998,122 State St,53703,Pubs,0
Song,813,3.8,(718) 965-1108,"295 5th Avenue, Brooklyn",11215,Thai,Bubbles’ Doubles,6,4.0,(608) 279-9068,2 East Mifflin St,53703,Food Trucks,0
Jones Hollywood,143,4.1,(323) 850-1726,7205 Santa Monica Blvd,90046,Italian,Benvenuto’s Italian Grill,30,3.0,(608) 241-1144,1849 Northport Dr,53704,Italian,0
Caspiy,58,3.5,(718) 616-1399,"1309 Avenue Z, Brooklyn",11235,"European, Eastern European",Inspiration Kitchens,397,4.5,(773) 275-0626,4715 N Sheridan Rd,60640,Breakfast & Brunch,0
Garcia's Restaurant,441,3.7,(773) 769-5600,"4749 N. Western Avenue, Chicago",60625,Mexican,Mapo Kkak Doo Gee Restaurant,209,4.0,(213) 736-6668,3611 W 6th St,90020,Korean,0
Schnipper's Quality Kitchen,235,4.4,(212) 921-2400,"620 8th Avenue, New York",10018,American,Lucky’s Bar & Grille,15,3.0,(608) 250-8989,1421 Regent St,53711,Sports Bars,0
Zinque,30,3.4,(310) 437-0970,"600 Venice Blvd, Los Angeles",90291,French,El Flamin’ Taco,417,4.0,(213) 718-1790,505 S Vermont Ave,90020,Mexican,0
Oakcrest Tavern,132,4.2,(608) 233-1243,"5371 Old Middleton Rd, Madison",53705,"American, Burger",Monona Garden Family Restaurant,23,4.0,(608) 223-9707,6501 Bridge Rd,53713,American (Traditional),0
Red Curry,48,3.6,(972) 820-7775,"3628 Frankford Road, Suite 255, Dallas",75287,Thai,Southpaw’s Organic Café,63,4.0,(214) 987-0351,6009 Berkshire Ln,75225,Salad,0
AJ's Hot Dogs & Gyros,48,3.6,(815) 485-8922,342 W. Maple Street,60451,Greek,Mercado Hollywood,193,4.5,(323) 512-2500,3413 Cahuenga Blvd W,90068,Mexican,0
All India Cafe,51,4.1,(310) 442-5250,"12113 Santa Monica Blvd, Los Angeles",90025,Indian,Press Box Grill,151,3.5,(214) 747-8226,1623 Main St,75201,Sports Bars,0
The Butcher's Daughter,41,3.6,(212) 219-3434,"19 Kenmare Street, New York",10012,"Beverages, Vegetarian",Windy City Cafe,176,4.0,(312) 492-8010,1062 W Chicago Ave,60642,Breakfast & Brunch,0
Mott Street,12,3.2,(773) 687-9977,"1401 N. Ashland Avenue, Chicago",60622,"Asian, New American",Preston Hollow Grill,25,4.5,(469) 930-8212,4343 W Northwest HwySte 300,75220,American (New),0
My Thai,68,4.3,(818) 352-1979,"8654 Foothill Blvd, Sunland",91040,Thai,Jerry’s Wood-Fired Dogs,105,4.0,(214) 750-7053,6340 Gaston Ave,75214,Hot Dogs,0
Totonno's,133,3.8,(718) 372-8606,"1524 Neptune Avenue, Brooklyn",11224,"Italian, Pizza",Café Sabarsky,309,4.0,(212) 288-0665,Neue Galerie1048 5th Ave,10028,"German,German,Museums,Austrian,Wine Bars,Modern European",0
Izakaya Honda-Ya,73,3.5,(213) 625-1184,"333 S Alameda St # 314, Los Angeles",90013,"Japanese, Sushi, Tapas",Podhalanka,285,4.0,(773) 486-6655,1549 W Division St,60642,Polish,0
Hub 51,463,3.7,(312) 828-0051,"51 W. Hubbard Street, Chicago",60654,"International, New American",Ginger Thai Cuisine,70,3.5,(214) 887-6175,6434 E Mockingbird LnSte 111,75214,Thai,0
Bozu,169,3.6,(718) 384-7770,"296 Grand Street, Brooklyn, NY",11211,"Japanese, Sushi, Tapas",Hunky’s,192,4.0,(214) 522-1212,3940 Cedar Springs Dr,75219,Burgers,0
Chicago Cut Steakhouse,188,4.2,(312) 329-1800,"300 N. LaSalle Street, Chicago",60654,"Steakhouse, Seafood",Chilango Mexican Street Food,121,4.5,(312) 846-6216,1437 W Taylor St,60607,Mexican,0
Hunan Express,85,3.5,(214) 754-4747,"5323 Harry Hines Boulevard, Dallas",75235,"Asian, Chinese",YUJI Ramen,24,5.0,(718) 302-0598,150 Ainslie St,11211,Ramen,0
Maggiano's Little Italy,199,4.0,(818) 887-3777,6100 Topanga Canyon Blvd,91367,Italian,Estrella Negra,371,4.0,(773) 227-5993,2346 W Fullerton Ave,60647,Latin American,0
Vinoteque on Melrose,95,4.0,(310) 860-6060,"7469 Melrose Ave, Los Angeles",90046,"American, Spanish, California",Opus Lounge,60,4.0,(608) 441-6787,116 King St,53703,Lounges,0
Cousins Subs,14,3.1,(608) 291-0900,990 Janesville Street,53575,Sandwich,Project Pie,48,4.5,(469) 547-1257,6030 Luther Ln,75225,Pizza,0
Alfie's Inn,173,3.6,(630) 858-2506,425 Roosevelt Road,60137,American,Bistro Les Amis,217,4.0,(212) 226-8645,180 Spring St,10012,French,0
Sweet Baby Ray's,152,3.8,(847) 437-9555,800 E. Higgins Road,60007,BBQ,Endless Summer,72,4.0,(917) 947-8787,525 DeKalb Ave,11205,Sandwiches,0
King Taco,108,3.8,(323) 264-4067,"4504 E 3rd St, Los Angeles",90022,Mexican,Hunky’s Hamburgers,133,4.0,(214) 941-3322,321 N Bishop Ave,75208,Burgers,0
The Berghoff,409,3.7,(312) 427-3170,"17 W. Adams Street, Chicago",60603,"German, American",Plan Check Kitchen + Bar,1748,4.0,(310) 444-1411,1800 Sawtelle Blvd,90025,American (New),0
AA Jing,126,3.8,(212) 245-0800,"689 9th Avenue, New York, NY",10036,"Sushi, Japanese",Kobawoo House,761,4.0,(213) 389-7300,698 S Vermont AveSte 109,90005,Korean,0
Two Hands,21,3.1,(917) 475-1815,"164 Mott Street, New York",10013,"Australian, Cafe",25 Degrees,1510,4.0,(323) 785-7244,Hollywood Roosevelt Hotel7000 Hollywood Blvd,90028,Burgers,0
Potbelly,108,4.2,(773) 582-1234,"Chicago Midway International Airport, Main Terminal, Boulevard, Chicago",60638,Sandwich,Spaghetti Incident,62,4.5,(646) 896-1446,231 Eldridge St,10002,Italian,0
Havana Central,384,3.6,(212) 398-7440,"151 W 46th Street, New York",10036,Cuban,U Pick Cafe,67,4.5,(323) 344-7443,4682 York Blvd,90041,Mediterranean,0
India's Tandoori,36,3.5,(323) 936-2050,"5468 Wilshire Blvd., Los Angeles",90036,"Indian, Pakistani",Old World Sausage Company,20,4.5,(214) 760-9000,"Dallas Farmers Market1010 S Pearl, Ste 2",75201,Delis,0
Du-Par's,79,3.8,(818) 766-4437,"12036 Ventura Blvd, Los Angeles",91604,"American, Breakfast, Coffee and Tea",The Good Fork,290,4.0,(718) 643-6636,391 Van Brunt St,11231,American (New),0
MexiBBQ,126,3.5,(718) 626-0333,"37-11 30th Avenue, Queens",11103,"BBQ, Mexican",Masseria Dei Vini,141,4.5,(212) 315-2888,887 9th Ave,10019,Wine Bars,0
Black Hawk Family Restaurant,12,2.9,(608) 644-8300,E11394 US Hwy 12,53583,American,Resident Taqueria,25,4.5,(972) 685-5280,9661 Audelia RdSte 112,75238,Mexican,0
Viva Fresh Mexican Grill,59,3.5,(310) 338-9153,"6515 S Sepulveda Blvd, Los Angeles",90045,Mexican,Eno Vino Wine Bar & Bistro,190,4.5,(608) 664-9565,601 Junction Rd,53717,Wine Bars,0
The Cheesecake Factory,124,3.5,(310) 278-7270,364 N Beverly Dr,90210,American,Plata’s Restaurant at Bridges Golf Course,1,4.0,(608) 244-1822,2702 Shopko Dr,53704,Bars,0
Tre Kronor,281,3.9,(773) 267-9888,"3258 W. Foster Avenue, Chicago",60625,"Scandinavian, Swedish",Pequod’s Pizzeria,2482,4.0,(773) 327-1512,2207 N Clybourn Ave,60614,Pizza,0
Tatsu Ramen,30,3.5,(310) 684-2889,"2123 Sawtelle Blvd, Los Angeles",90025,"Japanese, Ramen",Friedman’s,77,4.0,(212) 268-1100,450 10th Ave,10018,Breakfast & Brunch,0
The Rigby Pub & Grill,48,3.2,(608) 442-1112,"119 E Main St, Madison",53703,"American, Burger, Bar Food",Cafe Habana,2586,4.0,(212) 625-2001,17 Prince St,10012,Cuban,0
Kushiyu,253,4.0,(818) 609-9050,18713 Ventura Blvd,91356,"BBQ, Japanese, Sushi",The Old Fashioned,961,4.0,(608) 310-4545,23 N Pinckney St,53703,American (Traditional),0
Shalel Lounge,101,3.9,(212) 873-2300,"65 W 70th Street, New York",10023,Moroccan,The Old Fashioned,961,4.0,(608) 310-4545,23 N Pinckney St,53703,American (Traditional),0
Home Restaurant,173,3.6,(323) 665-0211,"2500 Riverside Dr, Los Angeles",90039,American,Mémé Mediterranean,341,4.0,(646) 692-8450,581 Hudson St,10014,Mediterranean,0
El Cantinero,86,3.2,(212) 255-9378,"86 University Place, New York, NY",10003,Mexican,Heartland Grill,11,2.5,(608) 258-9505,706 John Nolen Dr,53713,American (Traditional),0
Sul & Beans,6,3.1,(213) 385-5510,"621 Western Ave, Los Angeles",90005,Coffee and Tea,Pera Turkish Kitchen,209,4.5,(972) 267-4444,17479 Preston Rd,75252,Mediterranean,0
Kokopelli,29,3.4,(773) 698-7670,"1324 N. Milwaukee Avenue, Chicago",60622,Mexican,Kabayo Cham Bada,56,4.0,(323) 645-7668,201 N Western Ave,90004,Seafood,0
Cinco de Mayo,51,3.6,(310) 391-5354,11204 Washington Place,90230,Mexican,Jimmy John’s,5,3.0,(608) 251-6789,527 State St,53703,Sandwiches,0
Agave,171,3.5,(212) 989-2100,"140 7th Avenue South, New York",10014,"American, Mexican",The Kitchen Chicago,161,4.0,(312) 836-1300,316 N Clark St,60654,American (New),0
Apple Villa Famous Pancake House,101,3.5,(847) 765-2000,3101 N. Barrington Road,60192,American,Della Terra,313,4.0,(323) 933-7675,7675 Beverly Blvd,90036,Italian,0
Grimaldi's Pizzeria,43,3.4,(214) 987-1173,"8060 Park Lane, Suite 105",75231,"Italian, Pizza",Ming Place China Bistro,164,3.5,(214) 350-8188,5715 Lemmon AveSte 3,75209,Chinese,0
Gargiulo's,160,3.8,(718) 266-4891,"2911 West 15th Street, Brooklyn",11224,Italian,Manila Social Club,31,4.5,(718) 384-4396,2 Hope St,11211,"Filipino,Cafes",0
Nookies Too,133,3.6,(773) 327-1400,"2112 N. Halsted Street, Chicago",60614,American,Nitty Gritty Birthday Bar,95,3.0,(608) 251-2521,223 N Frances St,53703,Burgers,0
Dragonfly - Hotel Zaza,137,3.4,(214) 550-9500,"Hotel Zaza, 2332 Leonard Street, Dallas",75201,New American,Samurai Papa,78,4.5,(718) 599-7171,32 Varet St,11206,Ramen,0
Chan Dara,73,3.7,(323) 467-1052,"310 N Larchmont Blvd, Los Angeles",90004,Thai,Giuseppina’s,163,4.5,(718) 499-5052,691 6th ave,11215,Pizza,0
L'Ecole Restaurant,156,3.8,(212) 219-3300,"462 Broadway, New York",10013,French,Son of a Gun,1214,4.0,(323) 782-9033,8370 W 3rd St,90048,Seafood,0
"Pastoral Artisan Cheese, Bread & Wine",69,4.6,(312) 658-1250,"53 E. Lake Street, Chicago",60601,"Sandwich, European",Taqueria Kermes,208,4.5,(347) 463-9263,66-36 Fresh Pond Rd,11385,Mexican,0
Red Lobster,90,3.3,(212) 730-6706,"5 Times Square, New York",10036,Seafood,Podhalanka,285,4.0,(773) 486-6655,1549 W Division St,60642,Polish,0
Christy's Landing,26,3.0,(608) 222-5391,"2952 Waubesa Ave, Madison",53711,"Burger, Pizza, Sandwich",My Pie,185,4.5,(212) 317-1850,696 Lexington Ave,10022,Italian,0
Millions of Milkshakes,87,3.6,Not Available,"8910 Santa Monica Blvd, Los Angeles",90069,Desserts,The Monkey’s Paw,144,4.0,(773) 413-9314,2524 N Southport Ave,60614,Bars,0
Egg Shack,56,4.4,(708) 389-8590,"1727 W. 127th Street, Chicago",60827,Cafe,Five Leaves,1015,4.0,(718) 383-5345,18 Bedford Ave,11222,"Breakfast & Brunch,Bars",0
Maria Pia,121,3.7,(212) 765-6463,"319 W 51st Street, New York",10019,Italian,Inspiration Kitchens,126,4.5,(773) 801-1110,3504 W Lake St,60624,American (New),0
Il Capriccio on Vermont,115,3.8,(323) 662-5900,"1757 N Vermont Ave, Los Angeles",90027,Italian,Carmine’s Pizza,89,3.5,(214) 520-6000,2006 San Jacinto St,75201,Pizza,0
Capri Steak House,27,3.2,(920) 623-4818,126 S Ludington St,53925,Steakhouse,JINYA Ramen Bar,266,4.0,(323) 954-6477,5168 Wilshire Bld,90036,Ramen,0
Blue Ribbon Sushi,420,3.7,(212) 343-0404,"119 Sullivan Street, New York",10012,"Sushi, Japanese",Sandbar Cantina and Grill,45,4.0,(214) 647-1424,317 S 2nd Ave,75226,Bars,0
Petey's Burger,171,4.2,(718) 267-6300,"3017 30th Avenue, Queens",11102,"Burger, Fast Food",El Burrito Loco,1,4.0,(608) 203-9670,745 N High Point Rd,53717,Mexican,0
Bone Daddy's House Of Smoke,652,3.6,(214) 575-3050,"8856 Spring Valley Road, Dallas",75240,BBQ,Francisco’s Mexican Cantina,59,3.5,(608) 294-1100,121 E Main St,53703,Mexican,0
Spork,31,2.9,(214) 643-6871,"6110 Frankford Road, Dallas",75252,"Sandwich, Healthy Food, American",Wendigo,55,4.5,(608) 205-2775,121 East Main St,53589,American (New),0
Madame Matisse,68,3.7,(323) 662-4862,"3536 W Sunset Blvd, Los Angeles",90026,"French, International, California",Gyu-Kaku Japanese BBQ,18,4.5,(312) 982-2840,1364 W. Randolph St,60607,Japanese,0
Maman,24,3.4,(212) 226-0700,"239 Centre Street, New York",10013,"Cafe, French",Mohawk Bend,1411,4.0,(213) 483-2337,2141 W Sunset Blvd,90026,"Gastropubs,Pubs,Breweries",0
Ruby's Diner,25,3.4,(323) 382-7829,"100 Citadel Dr Ste 222, Commerce",90040,"American, Burger, Diner",Fools Gold NYC,125,4.0,(212) 673-2337,145 E Houston St,10002,Gastropubs,0
The Kunjip,192,3.6,(212) 564-6845,"32 W 32nd Street, New York",10001,Korean,Giuseppina’s,163,4.5,(718) 499-5052,691 6th ave,11215,Pizza,0
Armani/Ristorante 5th Avenue,41,3.2,(212) 207-1902,"717 5th Avenue, New York",10022,"Italian, Mediterranean",Proof + Pantry,90,3.5,(214) 880-9940,1722 Routh StSte 102,75201,"Cocktail Bars,Seafood",0
Irish Pub,8,2.9,(608) 256-6071,"317 State St Ste A, Madison",53703,Irish,The Punchbowl,244,4.5,(323) 666-1123,4645 Melbourne Ave,90027,Live/Raw Food,0
Baisi Thai,56,3.2,(312) 642-5030,"900 Shops, 900 N. Michigan Avenue, 6th Floor, Chicago",60611,"Thai, Japanese, Chinese",Olympic Noodle,238,4.0,(323) 931-0007,4008 W Olympic Blvd,90019,Korean,0
Village Yokocho,117,4.0,(212) 598-3041,"8 Stuyvesant Street, New York",10003,Japanese,Backyard Bowls,83,4.5,(323) 746-5404,8303 Beverly Blvd,90048,Breakfast & Brunch,0
La Hacienda Ranch,166,3.4,(972) 248-2424,"17390 Preston Road, Dallas",75252,Mexican,Eastwick,155,4.0,(347) 987-3188,112 Graham Ave,11206,American (New),0
Topper's Pizza,18,3.3,(608) 274-4444,"6291 McKee Rd., Suite F",53719,"Pizza, Sandwich",Kabob Shack,96,4.5,(718) 387-7111,182 Havemeyer St,11211,Afghan,0
Bread Winners,1254,4.0,(214) 754-4940,"3301 McKinney Avenue, Dallas",75204,"American, Bakery",Kinjiro,99,4.5,(213) 229-8200,Honda Plaza424 E 2nd St,90012,Japanese,0
10Below Ice Cream,7,3.1,(212) 965-1336,"10 Mott Street, New York, NY",10013,Ice Cream,Lulu & Po,115,4.5,(917) 435-3745,154 Carlton Ave,11205,"American (New),French,Beer, Wine & Spirits,Italian,Beer, Wine & Spirits,American (New)",0
Doughnut Plant,795,4.4,(212) 505-3700,"379 Grand Street, New York",10002,Donuts,Go 4 Food,472,4.0,(312) 842-8688,212 W 23rd St,60616,Chinese,0
Verve Coffee Roasters / Juice Served Here,4,2.9,(213) 455-5991,"833 S Spring St, Los Angeles",90014,"Coffee and Tea, Beverages",Guadalupe’s Place,53,4.5,(323) 462-3329,5028 Melrose Ave,90038,Mexican,0
The General Greene,156,3.4,(718) 222-1510,"229 DeKalb Avenue, Brooklyn",11205,New American,Savor Gastropub,300,3.5,(214) 306-5597,2000 Woodall Rodgers Fwy,75201,Gastropubs,0
Royal Thai,537,3.8,(214) 691-3555,"5500 Greenville Avenue, Suite 608, Dallas",75206,Thai,La Catrina Cafe,72,4.0,(312) 473-0038,1011 W 18th St,60608,Cafes,0
Moy Goy Inn,109,4.2,(708) 354-5992,719 W. Hillgrove Avenue,60525,Chinese,El Paisa Cocina Mexicana,10,4.5,(214) 366-9789,10840 Harry Hines Blvd,75220,Mexican,0
Bonnie's Grill,360,4.0,(718) 369-9527,"278 5th Avenue, Brooklyn",11215,"American, Burger",Takuma’s Burgers,64,4.5,(213) 864-9305,2939 W Sunset Blvd,90026,Burgers,0
Joe's Pizza,247,4.1,(212) 366-1182,"7 Carmine Street, New York",10014,Pizza,ORD Pizzeria,128,4.0,(773) 327-9200,1607 W Montrose Ave,60613,Pizza,0
Hama Sushi Restaurant,88,3.5,(310) 396-8783,213 Windward Ave,90291,"Asian, Japanese, Sushi",La Victoria,79,4.0,(214) 827-0101,1605 N Haskell Ave,75204,Mexican,0
Apollonia's Pizzeria,8,3.2,(323) 937-2823,"5176 Wilshire Blvd, Los Angeles",90036,"Italian, Pizza",Mercado,483,4.0,(323) 944-0947,7910 W 3rd St,90048,Mexican,0
Menchie's Frozen Yogurt,208,4.0,(818) 985-9150,"4849 Laurel Canyon Blvd, Valley Village",91607,Desserts,Chili’s Bar & Grill,18,3.0,(608) 242-9300,4344 E Towne Blvd,53704,Bars,0
Bob's Steak and Chop House - Omni Hotel Dallas,82,3.7,(214) 652-4800,"Omni Hotel Dallas, 555 South Lamar Street, Dallas",75202,Steakhouse,The Boiling Crab,1631,4.0,(213) 389-2722,3377 Wilshire BlvdSte 115,90010,Seafood,0
Weber Grill Restaurant,603,3.6,(312) 467-9696,"Hilton Garden Inn, 539 N. State Street, Chicago",60654,Steakhouse,ilili,1596,4.0,(212) 683-2929,236 5th Ave,10001,Mediterranean,0
Los Tacos No. 1,71,4.6,(212) 256-0343,"Chelsea Market, 75 9th Avenue, New York",10011,Taco,Ipanema Restaurant,424,4.0,(646) 791-7171,43 W 46th St,10036,Brazilian,0
Zinc Cafe,6,3.2,(323) 825-5381,"580 Mateo St, Los Angeles",90013,"Breakfast, Pizza, California",Francesca’s Al Lago,81,3.5,(608) 255-6000,111 Martin Luther King Jr Blvd,53703,Italian,0
