#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN13,ltable.Publisher,ltable.Title,rtable.Author1,rtable.ISBN13,rtable.Publisher,rtable.Title
530,441,620,Marcel Van,9780852445976,Gracewing,Autobiography,Marcel Van,9780852445976,Gracewing Publishing,Autobiography
531,442,545,"Stuart Mill, John", , ,Autobiography,John Stuart Mill,9781627936248,Start Classics,Autobiography
532,442,690,"Stuart Mill, John", , ,Autobiography,John Stuart Mill,9781411458253,Barnes &amp; Noble,The Autobiography of John Stuart Mill (Barnes & Noble Digital Library)
533,442,1199,"Stuart Mill, John", , ,Autobiography,John Stuart Mill,2940150218840,HM,The Autobiography of John Stuart Mill
534,442,1345,"Stuart Mill, John", , ,Autobiography,John Stuart Mill,2940026618446,Henry Holt And Company,Autobiography
535,442,1424,"Stuart Mill, John", , ,Autobiography,Thomas Carlyle John Stuart Mill,2940017594612,Simon &amp; Schuster Adult Publishing Group,Autobiography
536,442,2170,"Stuart Mill, John", , ,Autobiography,John Stuart Mill: Autobiography,9781494713072,CreateSpace Independent Publishing Platform,Autobiography
537,442,2646,"Stuart Mill, John", , ,Autobiography,John Stuart Mill,9781511471688,CreateSpace Publishing,"John Stuart Mill Combo Volume I: August Compte and Positivism, Autobiography, Considerations on Representative Government (John Stuart Mill Masterpiece Collection)"
538,442,2964,"Stuart Mill, John", , ,Autobiography,John Stuart Mill,9780231085069,Columbia University Press,Autobiography Of John Stewart Mill
539,443,2809,Elisabeth Moltmann-Wendel,9780334027089,Trinity Press International,Autobiography,Elisabeth Moltmann-Wendel,9780334027089,SCM Press Limited,Autobiography
540,448,365,Benjamin O. Davis Jr.,9780874747423,Smithsonian Books (DC),"Benjamin O. Davis, Jr., American: An Autobiography",Benjamin O. Davis,9781560983958,Smithsonian Institution Press,"Benjamin O. Davis, Jr.: American: An Autobiography"
541,449,2160,Jonathan Foster,9781591138716,Booklocker.com,The Autobiography of a Narcissist,Jonathan Foster,9781591138716,"Booklocker.com, Inc.",The Autobiography Of A Narcissist
542,451,512,Swami Muktananda,9780911307818,Siddha Yoga Publications,Play of Consciousness: A Spiritual Autobiography,Gurumayi Chidvilasananda,9780911307818,S Y D A Foundation,Play of Consciousness: A Spiritual Autobiography
543,455,1875,Roger Moore,9781843173182,Michael O'Mara,My Word Is My Bond: The Autobiography,Sir Roger Moore,9780061980411,HarperCollins Publishers,My Word is My Bond: A Memoir
544,458,3637,Roger Wilkins,9780918024831,Ox Bow Press,A Man's Life: An Autobiography,Roger W. Wilkins,9780671492687,Touchstone,A Man's Life: An Autobiography
545,462,744,Allegra Kent,9780312187507,St. Martin's Griffin,Once a Dancer: An Autobiography,Allegra Kent,9780813034409,University Press of Florida,Once A Dancer...: An Autobiography
546,463,614,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781503261020,CreateSpace Publishing,An Autobiography of Anthony Trollope
547,463,934,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781607785293,MobileReference,"Works of Anthony Trollope: (50+ works). Includes The Way We Live Now, Barchester Towers, The Warden, The Small House at Allington, Palliser Novels, Chronicles of Barsetshire, An Eye for an Eye and MORE"
548,463,967,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,2940150505285,HM,Autobiography of Anthony Trollope By Anthony Trollope
549,463,989,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9780191662782,OUP Oxford,An Autobiography: and Other Writings
550,463,1333,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,2940017594230,"New York, Harper &amp; brothers",An Autobiography
551,463,1569,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781297052828,Scholar's Choice,Autobiography of Anthony Trollope - Scholar's Choice Edition
552,463,2283,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,2940012207586,Milsap Publishers,"Anthony Trollope: a classic collection of his novels (American Senator, Autobiography of Anthony Trollope, Ayala's Angel, Barchester Towers, Belton Estate, Bertrams, Can You Forgive Her? and more)"
553,463,2406,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781434410917,Wildside Press,An Autobiography By Anthony Trollope
554,463,3154,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781297173226,Scholar's Choice,"An Autobiography, Volume II - Scholar's Choice Edition"
555,463,3176,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781330072714,FB &amp;c Ltd,"An Autobiography, Vol. 2 of 2 (Classic Reprint)"
556,463,3208,Anthony Trollope, ,Pearl Necklace Books,Anthony Trollope: An Autobiography,Anthony Trollope,9781108070485,Cambridge University Press,An Autobiography 2 Volume Set
557,467,2180,Bryan Robson,9780340839560,Not Avail,Robbo: My Autobiography,Bryan Robson,9781444756029,"Hodder &amp; Stoughton, Ltd.",Robbo - My Autobiography
558,468,104,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Theodore TEDDY ROOSEVELT [Winner of the Nobel Prize] Nook Edition (Part I of the Best Presidents Series incl. George Washington,2940013017061,Great American Presidents Biographies,THE GREATEST AMERICAN PRESIDENT: THE AUTOBIOGRAPHY OF THEODORE ROOSEVELT (Worldwide Bestseller)
559,468,462,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the John Hope Franklin Young Scholars with illustrations from the autobiography of John Hope Franklin,9781505502336,CreateSpace Publishing,Running For Hope: A novel
560,468,475,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Dior: The Autobiography of Christian Dior,9781851776719,V&amp;A Publishing,Dior
561,468,530,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Zeke: The diary of a chicken jockey (an unofficial Minecraft autobiography),9781511724203,CreateSpace Publishing,Ba
562,468,531,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Zeke: Into the Mine: The diary of a chicken jockey,9781511911481,CreateSpace Publishing,Ba
563,468,672,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),: The autobiography of Lindy Chamberlain-Creighton,9781743340288,Pan Macmillan Australia,The Dingo's Got My Ba
564,468,688,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the Co-founder of AA,9781616490010,Hazelden Publishing,"Bill W., My First 40 Years: An Autobiography"
565,468,779,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),! BURN!: The Autobiography of Magnificent Montague,9780252076848,University of Illinois Press,"Burn, Ba"
566,468,868,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),of Birdland: The Autobiography of George Shearing,9780826417244,Bloomsbury Academic,Lulla
567,468,898,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Zeke: Rescue Mission: The diary of a chicken jockey,9781512164022,CreateSpace Publishing,Ba
568,468,1059,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Dior Deluxe Edition: The Autobiography of Christian Dior,9781851778690,V &amp; A Publishing,Dior
569,468,1097,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Himself: Being an Autobiography of the Missouri Guerrilla Captain and Outlaw,9780873513937,Minnesota Historical Society Press,The Story of Cole Younger
570,468,1390,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Bernard Shaw (The life of William Henry Davies),9788074849374,e-artnow ebooks,The Autobiography of a Super-Tramp - With a preface
571,468,1659,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the Author of 'tuppy',2940027202552,,"Neptune; Or, the Autobiography of a Newfoundland Dog,"
572,468,2694,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the author of 'Kate Vernon'.,2940023769356,,"Agnes Waring; an autobiography, ed. [Really written]"
573,468,2738,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the author of 'School days at Saxonhurst'.,2940026646296,,"Autobiography of a small boy,"
574,468,2788,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the author of 'Kate Vernon'.,2940023769349,,"Agnes Waring; an autobiography, ed. [Really written]"
575,468,2868,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),request of the Provincial Woman's Christian Temperance Union of Ontario,2940028765971,Toronto : W. Briggs; Montreal : C.W. Coates,"Campaign echoes [microform] : the autobiography of Mrs. Letitia Youmans, the pioneer of the white ribbon movement in Canada : written"
576,468,2968,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the author of Post mortem,2940026700967,,"The autobiography of Thomas Allen,"
577,468,3050,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),e to the City of Dreams: An Autobiography,9780730830061,Art Gallery of South Australia,Good
578,468,3167,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the author of 'The member'.,2940025991335,,"The Radical: an autobiography,"
579,468,3294,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the author of Post mortem,2940026701612,,"The autobiography of Thomas Allen,"
580,468,3334,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),the Kaiser and New Chapters from the Autobiography of the Iron Chancellor,9781313491822,HardPress Publishing,The Kaiser Vs. Bismarck; Suppressed Letters
581,468,3351,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Some of the Humorous Adventures Incidents Related in the Beggars Club (Classic Reprint),9781330578803,FB &amp;c Ltd,"The Autobiography of a Beggar, Prefaced"
582,468,3447,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),Nancy Goldberg Hilton. the True Story of Her Journey from Judaism to the Lord Jesus Christ,9781475014068,CreateSpace Publishing,My Miracle from God: An Autobiography
583,468,3484,Granta: The Magazine of New Writing,9780140075670,Granta Books,Granta 14: Autobiography (Granta #14),autobiography of the Class of 2018,9781329193765,Lulu.com,"Our Voices, Our Generation: Still Surviving 2014"
584,472,3637,Roger Wilkins,9780918024831,Ox Bow Press,A Man's Life: An Autobiography,Roger W. Wilkins,9780671492687,Touchstone,A Man's Life: An Autobiography
585,473,3323,J.G. Ballard,9780007270729,Fourth Estate (GB),Miracles of Life: Shanghai to Shepperton: An Autobiography,J. G. Ballard,9780007270729,"Fourth Estate, Limited",Miracles of Life: Shanghai to Shepperton: An Autobiography
586,478,3333,Eliza Lynn Linton,9781906469221,Victorian Secrets,The Autobiography of Christopher Kirkland,Eliza Lynn Linton,9781906469221,Victorian Secrets,The Autobiography Of Christopher Kirkland
587,479,568,Danny Dyer,9781846058189,Century,Straight Up: My Autobiography,Danny Dyer,9781409049296,Random House,Straight Up: My Autobiography
588,481,340,Andrew Strauss,9781444722161,Hodder & Stoughton,Driving Ambition - My Autobiography,Andrew Strauss,9781444722161,"Hodder &amp; Stoughton, Ltd.",Driving Ambition - My Autobiography
589,482,1451,Fanny Lewald,9780791411483,State University of New York Press,The Education of Fanny Lewald: An Autobiography,Fanny Lewald,2900791411482,State University of New York Press,The Education of Fanny Lewald: An Autobiography / Edition 1
590,483,2832,Graeme Swann,9781444727371,Hodder & Stoughton,The Breaks Are Off: My Autobiography,Graeme Swann,9781444727395,"Hodder &amp; Stoughton, Ltd.",Graeme Swann: The Breaks Are Off - My Autobiography
591,485,372,Mattie Griffith,9781578060474,University Press of Mississippi,Autobiography of a Female Slave,Mattie Griffith,9781604738926,University Press of Mississippi,Autobiography of a Female Slave
592,488,774,George Crook,9780806119823,University of Oklahoma Press,General George Crook: His Autobiography,George Crook,9780806119823,University of Oklahoma Press,General George Crook: His Autobiography
593,490,430,Kate Drumgoold, , ,A Slave Girl's Story (Being an Autobiography of Kate Drumgoold),Kate Drumgoold,2940012187796,Robin Michell,A Slave Girl's Story Being an Autobiography of KATE DRUMGOOLD
594,490,2539,Kate Drumgoold, , ,A Slave Girl's Story (Being an Autobiography of Kate Drumgoold),Kate Drumgoold,2940148837671,Library of Alexandria,A Slave Girl's Story: Being an Autobiography of Kate Drumgoold
595,492,1072,John  Adams,9780674203006,Belknap Press,"Diary and Autobiography of John Adams: Volumes 1-4, Diary (1755-1804) and Autobiography (Through 1780)",John Adams Vinton,9781293998793,Scholar's Choice,"The Symmes memorial: a biographical sketch of Rev. Zechariah Symmes, minister of Charlestown, 1634-1671, with a genealogy and brief memoirs of some of his descendants. And an autobiography - Scholar's Choice Edition"
596,497,248,Charles Askins,9780873646192,Paladin Press,Unrepentant Sinner: The Autobiography of Colonel Charles Askins,Col. Charles Askins,2940012585295,Paladin Press,UNREPENTANT SINNER - The Autobiography of Col. Charles Askins
597,498,3643,Mark Traugott,9780520079328,University of California Press,The French Worker: Autobiographies from the Early Industrial Era,Mark Traugott,9780520079311,University of California Press,The French Worker: Autobiographies from the Early Industrial Era
598,499,216,Frank Capra, ,Macmillan Co.,The Name Above the Title: An Autobiography,Frank Capra,9780306807718,Da Capo Press,The Name Above the Title: An Autobiography
599,505,671,Robert Vaughn,9781906217952,JR Books Ltd,Robert Vaughn: A Fortunate Life An Autobiography,Robert Vaughn,9781907532535,JR Books Ltd,Robert Vaughn: A Fortunate Life: An Autobiography
600,506,167,Chris Crutcher,9780060502515,Greenwillow Books,King of the Mild Frontier: An Ill-Advised Autobiography,Chris Crutcher,9780060502515,HarperCollins Publishers,King of the Mild Frontier: An Ill-Advised Autobiography
601,514,3081,Paul  Simon,9781566251129,Bonus Books,P.S.: The Autobiography of Paul Simon,Paul Simon,9781566251129,Taylor Trade Publishing,P.S.: The Autobiography of Paul Simon
602,516,184,Antony Worrall Thompson,9780553814361,Bantam,Raw: My Autobiography,Steven Gerrard,9780553817331,Transworld Publishers Limited,Gerrard: My Autobiography
